genesymbols	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells
TCF3	1	1	1	1	1	1	1	32.2158759697058
TCF4	1	242.868996676394	40.6295093178131	1	1	24.0599572118173	1	75.3471183210844
TCF7	1	1	1	122.373087948088	38.1415170850166	1	235.391148457554	1
TCF7L1	1	12.8602398542098	1	1	1	1	1	1
TCF7L2	1	27.747028792839	20.8411699986408	1	1	1	1	1
TCFL5	1	1	1	1	1	1	1	1
TCHH	1	1	1	1	1	1	1	1
TCHHL1	1	1	1	1	1	1	1	1
TCHP	1	17.7816137985016	20.6149219787057	1	1	1	1	1
TCIRG1	35.0110015559008	231.806602238572	91.1416103200998	163.234719178438	110.635964637026	180.7980003446	158.18949832566	251.545699259745
TCL1A	1	1	1	1	1	1	1	718.00416196397
TCL1B	1	1	1	1	1	1	1	1
TCL6	1	1	1	1	1	1	1	1
TCN1	1	1	1	1	1	1	1	1
TCN2	25.7449440823127	1	1	1	1	142.673348568511	1	1
TCOF1	22.7829376746407	1	27.1459899011893	1	1	1	38.6945084191307	27.0147286223981
TCP1	106.025654099418	101.045532066158	238.303664297436	117.077931986722	89.8205871363961	50.0710516752621	153.920112338743	93.07721404291
TCP10	1	1	1	1	1	1	1	1
TCP10L	1	1	1	1	1	1	1	1
TCP10L2	1	1	1	1	1	1	1	1
TCP11	1	1	1	1	1	1	1	1
TCP11L1	1	1	32.6769896644787	1	1	1	1	1
TCP11L2	1	1	1	1	1	1	1	1
TCTA	60.0400120091255	72.7961899492696	65.4582103994773	56.3257833735342	16.4249822334922	19.7455721670572	75.1981228229955	49.065777298912
TCTE1	1	1	1	1	1	1	1	1
TCTE3	1	1	1	1	1	1	1	1
TCTEX1D1	1	1	1	1	1	1	1	1
TCTEX1D2	1	1	21.732172177138	1	52.7789768210952	1	1	1
TCTEX1D4	1	1	1	1	1	1	1	1
TCTN1	31.5189078124444	45.8749522546036	47.7792092067265	1	1	1	1	59.546481170911
TCTN2	1	1	52.4380662816625	1	1	1	1	1
TCTN3	45.2832929229783	214.39710576117	51.0229709049007	1	1	1	1	1
TDG	1	1	1	38.8010291704511	6.51604003688206	1	47.9253368439737	1
TDGF1	1	1	1	1	1	1	1	1
TDGF1P3	1	1	1	1	1	1	1	1
TDH	1	1	1	1	1	1	1	1
TDO2	1	1	1	1	1	1	1	1
TDP1	1	1	1	1	100.409530128622	1	1	1
TDP2	29.2728452257489	79.0590430012669	51.4445889005428	1	69.0845998984623	1	1	1
TDRD1	1	1	1	1	1	1	1	1
TDRD10	1	1	1	1	1	1	1	1
TDRD12	1	1	1	1	1	1	1	1
TDRD3	109.301183452307	1	1	39.0482255695433	1	1	1	1
TDRD5	1	1	1	1	1	1	1	1
TDRD6	1	1	1	1	1	1	1	1
TDRD7	1	1	1	1	1	1	1	1
TDRD9	1	1	1	1	1	1	1	1
TDRG1	1	1	1	1	1	1	1	1
TDRKH	1	1	1	1	1	1	1	1
TEAD1	16.2632690583748	1	25.2066386627237	1	1	1	1	1
TEAD2	1	1	1	1	1	1	1	1
TEAD3	1	1	35.4696272414703	1	1	1	1	1
TEAD4	1	64.6900594903346	1	1	1	1	1	1
TEC	1	1	1	1	1	1	1	1
TECPR1	1	96.6833142587833	1	19.4133086687727	1	29.550033047553	37.0039143632279	1
TECPR2	1	1	1	1	1	1	1	1
TECR	336.122292788259	225.511562291383	122.257649781446	210.747820299207	56.8562745386435	115.471747043586	315.734829909462	154.888407534079
TECRL	1	1	1	1	1	1	1	1
TECTA	1	1	1	1	1	1	1	1
TECTB	1	1	1	1	1	1	1	1
TEDDM1	1	1	1	1	1	1	1	1
TEF	1	1	1	1	1	1	1	1
TEFM	1	31.6910404687195	56.942386617837	1	72.6664265192697	1	1	1
TEK	1	95.5772918878022	1	1	1	1	1	1
TEKT1	1	1	1	1	1	1	1	1
TEKT2	1	1	1	1	1	1	1	1
TEKT3	1	1	1	1	1	1	1	1
TEKT4	1	1	1	1	1	1	1	1
TEKT4P2	137.941649143785	318.546431987129	130.397727539864	46.9609173289165	1	40.6536106486181	1	1
TEKT5	1	1	1	1	1	1	1	1
TELO2	21.5617774361408	37.4052246381389	29.7319855702617	1	1	30.6368915002548	1	1
TEN1	34.2214121629032	56.5779893829156	36.60376907537	1	1	36.3663969614722	1	1
TEN1.CDK3	1	1	1	1	1	1	1	1
TENC1	35.6239329675208	58.4710123391082	25.2892957554738	1	1	1	1	1
TENM1	1	1	1	1	1	1	1	1
TENM2	1	1	1	1	1	1	1	1
TENM3	1	1	17.2449982881243	1	1	1	1	1
TENM4	1	1	1	1	1	1	1	1
TEP1	1	14.9254139689211	1	1	1	1	1	1
TEPP	1	1	1	1	1	1	1	1
TERC	1	1	1	1	1	1	1	1
TERF1	22.5873775190956	51.3590170196235	22.9613740147763	63.4221252462443	16.7481273035951	1	47.0812764555884	36.5112319403306
TERF2	1	29.6050033835896	1	20.3370954016417	23.1631397699371	1	32.049827326352	43.6751927082973
TERF2IP	58.3403209675393	60.0080620546305	42.5337911282151	163.133919283014	271.349951944311	33.1712783576776	146.083919940024	90.6766237803494
TERT	1	1	1	1	1	1	1	1
TES	1	17.8324365091287	40.1765311508255	120.761720850406	149.590862179597	51.5368953655381	162.120371032198	101.359521395695
TESC	1	1	1	1	1	1	1	1
TESK1	1	1	1	1	1	1	1	1
TESK2	1	1	1	1	1	1	1	1
TESPA1	1	1	1	64.1316400531212	1	1	70.7805455478127	1
TET1	1	1	1	1	1	1	1	1
TET2	1	1	1	1	1	1	25.0528728236064	1
TET3	1	1	1	1	1	1	1	1
TEX10	28.4227005967778	1	29.0114184633026	1	1	1	1	1
TEX101	1	1	1	1	1	1	1	1
TEX11	1	1	1	1	1	1	1	1
TEX12	1	1	1	1	1	1	1	1
TEX13A	1	1	1	1	1	1	1	1
TEX13B	1	1	1	1	1	1	1	1
TEX14	1	1	1	1	1	1	1	1
TEX15	1	1	1	1	1	1	1	1
TEX19	1	1	1	1	1	1	1	1
TEX2	19.2161974503441	1	13.1951505591317	1	1	1	1	1
TEX21P	1	1	1	1	1	1	1	1
TEX22	1	1	1	1	1	1	1	1
TEX26	1	1	1	1	1	1	1	1
TEX26.AS1	1	1	1	1	1	1	1	1
TEX261	16.2776706988597	39.6768035345137	53.7434209312286	1	1	1	1	1
TEX264	128.233480704478	338.382975019305	109.885700767742	220.719916936745	1	70.0124589328123	148.070244642355	87.7485000235599
TEX28	1	1	1	1	1	1	1	1
TEX29	1	1	1	1	1	1	1	1
TEX30	93.6471734452244	1	53.336268124138	1	1	1	1	1
TEX33	1	1	1	1	1	1	1	1
TEX35	1	1	1	1	1	1	1	1
TEX36	1	1	1	1	1	1	1	1
TEX37	1	1	1	1	1	1	1	1
TEX38	1	1	1	1	1	1	1	1
TEX40	1	1	1	1	1	1	1	1
TEX9	1	1	1	1	1	1	1	1
TF	1	1	1	1	1	1	1	1
TFAM	1	1	1	1	1	1	1	21.7051801285226
TFAMP1	1	1	1	1	1	1	1	1
TFAP2A	37.6568202164165	1	1	1	1	1	1	1
TFAP2B	1	1	1	1	1	1	1	1
TFAP2C	48.650154235409	1	1	1	1	1	1	1
TFAP2D	1	1	1	1	1	1	1	1
TFAP2E	1	1	1	1	1	1	1	1
TFAP4	1	1	1	1	1	1	1	1
TFB1M	1	1	17.7557863808794	1	1	1	1	1
TFB2M	61.4249957485686	1	19.503141291149	1	1	1	1	1
TFCP2	1	17.5695446363042	1	1	1	1	1	1
TFCP2L1	1	1	1	1	1	1	1	1
TFDP1	1	1	46.298624884112	1	1	1	1	1
TFDP2	11.2642130890572	20.3094791440946	1	24.6140237022205	20.5398251873517	1	29.8790039227803	35.3622190585725
TFDP3	1	1	1	1	1	1	1	1
TFE3	1	1	36.083143753974	1	1	1	1	1
TFEB	1	1	1	1	1	37.0493480205994	1	85.775019149954
TFEC	1	1	1	1	1	1	1	1
TFF1	1	1	1	1	1	1	1	1
TFF2	1	1	1	1	1	1	1	1
TFF3	1	555.240553617563	1	1	1	1	1	1
TFG	194.494195275585	197.154180672091	222.823470627396	81.3437936584779	57.0995005588806	1	70.9298356128267	84.8727776318947
TFIP11	63.172185003621	1	17.8696865143548	1	176.565906466501	1	59.6215429307421	1
TFPI	1	2024.52610890608	108.004827017932	1	1	1	1	1
TFPI2	1	1	107.799316780316	1	1	1	1	1
TFPT	28.411878608551	1	21.1571274782486	1	1	57.0198062064361	1	1
TFR2	1	1	1	1	1	1	1	1
TFRC	45.2326128935965	1	58.9872004763859	79.8474187673397	31.9097008437815	1	65.7279009800795	60.0661449330643
TG	1	1	1	1	1	1	1	1
TGDS	67.6866394047196	1	11.6662294202127	1	78.0713910957924	1	1	1
TGFA	1	51.9656674615805	1	1	1	1	1	1
TGFB1	1	1	1	1	1	1	1	1
TGFB1I1	25.829909732463	81.1755112823405	280.445693320425	1	1	1	1	1
TGFB2	1	1	1	1	1	1	1	1
TGFB3	1	1	1	1	1	1	1	1
TGFBI	44.2798028621604	1	1216.48901910854	1	1	445.462898255349	1	1
TGFBR1	29.0861020414854	1	16.3610835437715	1	94.8520332981102	31.6672417367864	1	1
TGFBR2	1	215.975845234	77.6879483677958	65.1478212495005	1	29.9024846386292	40.8840047990675	45.593017086657
TGFBR3	1	46.9879773141716	58.0668681153902	1	35.8611015282526	1	1	1
TGFBR3L	1	1	1	1	1	1	1	1
TGFBRAP1	1	21.5955756538653	1	1	1	1	1	1
TGIF1	125.362830247873	60.2195176559632	95.8106686507891	70.9714521495638	28.9697747277985	45.8128997641506	69.5214493152333	1
TGIF2	1	1	1	1	47.6401419131249	1	1	56.3002337905014
TGIF2.C20orf24	1	1	1	1	1	1	1	1
TGIF2LX	1	1	1	1	1	1	1	1
TGIF2LY	1	1	1	1	1	1	1	1
TGM1	1	1	1	1	1	1	1	1
TGM2	1	1030.71132544937	18.7453962702848	1	1	71.2414692019949	1	1
TGM3	1	1	1	1	1	1	1	1
TGM4	1	1	1	1	1	1	1	1
TGM5	1	1	1	1	1	1	1	1
TGM6	1	1	1	1	1	1	1	1
TGM7	1	1	1	1	1	1	1	1
TGOLN2	72.5168518445663	43.1542228505477	131.254405225704	146.882731855587	212.293692790951	103.467254966773	137.138390611044	115.194646671135
TGS1	17.3552388720842	1	1	1	1	1	1	1
TH	1	1	1	1	1	1	1	1
THADA	16.5497403808567	37.766798245329	32.1247803066327	1	8.07908607328784	1	96.2960139401407	1
THAP1	1	1	20.5890443320309	1	1	1	1	1
THAP10	1	1	1	1	1	1	1	1
THAP11	1	1	1	1	1	1	1	1
THAP2	1	1	1	1	1	1	1	1
THAP3	35.7689264111275	45.4500928271776	10.3426215961248	1	1	1	1	1
THAP4	39.8156816453252	53.8634842697407	40.8856892206318	1	1	1	1	1
THAP5	39.6291990181212	44.705375529663	12.7838833211571	68.3476427051516	136.546354862103	21.7431873267791	56.4573582166473	69.4813714074316
THAP6	1	1	1	27.80150734654	46.996641586273	1	1	22.9771271730651
THAP7	63.1887407573873	1	14.7825676619366	56.3272511940254	1	1	1	72.302591785234
THAP7.AS1	1	1	1	1	1	1	1	1
THAP8	18.5788090737663	1	24.4262890844644	1	1	1	1	1
THAP9	1	1	1	1	1	1	1	1
THAP9.AS1	33.1053018803185	1	37.7516058812491	1	1	1	1	1
THBD	1	566.467200526888	1	1	1	1	1	1
THBS1	1	471.751940972894	1870.44848607223	1	1	1	1	1
THBS2	1	1	264.611707701372	1	1	1	1	1
THBS3	1	83.8812724428317	46.722330090502	1	1	1	1	1
THBS4	1	1	1	1	1	1	1	1
THEG	1	1	1	1	1	1	1	1
THEG5	1	1	1	1	1	1	1	1
THEGL	1	1	1	1	1	1	1	1
THEM4	27.805443975748	17.6226302165449	1	20.317593476526	11.4377265353691	1	26.8173534475587	1
THEM5	1	1	1	1	1	1	1	1
THEM6	48.1450694696104	135.270942829206	1	1	54.0948300402283	1	1	1
THEMIS	1	1	1	121.031815218859	1	1	84.607107210361	1
THEMIS2	24.8229753112936	34.0347825853605	1	1	1	209.44973014471	1	132.254817101914
THG1L	1	1	26.540812431301	1	1	1	1	1
THNSL1	19.2082277321332	1	1	1	1	1	1	1
THNSL2	19.1401198366614	1	1	1	1	1	1	1
THOC1	20.5940309588747	56.7475137577593	27.8447229059912	1	1	34.8368266525497	1	1
THOC2	35.4821068383577	52.6306088287385	39.0613993195505	40.153095326618	117.847130680435	25.6738660438078	60.0132411817585	52.7156706793518
THOC3	30.1965189578147	1	1	1	1	1	1	1
THOC5	54.1805440337847	1	29.9362727410099	1	1	1	1	1
THOC6	36.6025299503379	1	11.3842483515481	1	1	1	1	57.5727153417367
THOC7	109.059541398404	108.279203266183	125.000259078229	127.602211496676	88.5970536173844	54.9497565137636	118.90636567038	63.2603667678485
THOP1	29.1258128502114	1	43.4607482688554	1	1	1	1	1
THPO	1	1	1	1	1	1	1	1
THRA	1	1	1	1	1	1	1	1
THRAP3	93.5177849266459	96.1983755321085	98.1857849796234	137.878574193284	69.0437479158619	57.9976035182758	125.231294732643	86.0904080702852
THRB	1	1	1	1	1	1	1	1
THRB.AS1	1	1	1	1	1	1	1	1
THRSP	1	1	1	1	1	1	1	1
THSD1	1	31.2644074390497	1	1	1	1	1	1
THSD4	1	17.5344166550377	1	1	1	1	1	1
THSD7A	1	1	1	1	1	1	1	1
THSD7B	1	1	1	1	1	1	1	1
THTPA	24.2668027145064	1	18.6157853118032	1	1	1	1	1
THUMPD1	23.8746265450701	37.2187040111502	13.293365462735	73.2730743660951	78.5127521779354	1	62.070032469285	64.0770072875308
THUMPD2	1	1	21.2932281781832	1	1	1	1	1
THUMPD3	21.8705223640572	1	13.6947969042409	1	1	1	1	1
THY1	1	259.284013145233	377.513026874777	1	1	1	1	1
THYN1	64.7823302618728	71.8995987031806	86.1621696858293	157.04886927682	159.357156403028	67.2910834224253	113.141871913627	89.0214176980624
TIA1	26.4682517828789	99.1483244244845	46.2668502825487	42.3502480789095	1	1	42.7973563698565	1
TIAF1	1	32.3339164742603	1	1	1	1	1	1
TIAL1	1	15.6074110894025	21.8310413395309	26.8574355529396	29.7719048188862	1	1	1
TIAM1	1	1	1	1	1	14.1002833495406	51.7104127813095	1
TIAM2	1	1	1	1	1	1	1	1
TICAM1	1	1	18.7160504102988	1	1	1	1	1
TICAM2	1	1	16.8781316871008	1	1	1	1	1
TICRR	1	1	1	1	1	1	1	1
TIE1	1	320.514715849516	1	1	1	1	1	1
TIFA	1	1	1	1	1	1	1	1
TIFAB	1	1	1	1	1	1	1	1
TIGD1	44.1236709468539	86.8812328901523	47.3704766633911	60.2374342168614	41.6201726479638	20.0843742221361	73.7756389508039	93.8891709294155
TIGD2	1	1	1	1	1	1	1	1
TIGD3	1	1	1	1	1	1	1	1
TIGD4	1	1	1	1	1	1	1	1
TIGD5	1	1	1	1	1	1	1	1
TIGD6	1	1	1	1	1	1	1	1
TIGD7	1	1	1	1	1	1	1	1
TIGIT	1	1	1	486.524231272359	246.982730217464	1	389.804689415805	1
TIMD4	1	1	1	1	1	1	1	1
TIMELESS	1	1	15.5077250813398	1	1	1	1	1
TIMM10	95.1824590737127	112.551346669442	57.6527038566022	88.7075706774995	88.0178072967576	166.408766400908	1	77.3821377952188
TIMM10B	56.0889779542386	47.5356368839053	39.9915484902934	108.516194765949	64.5111032712932	26.1169928846942	80.4003046176708	89.163950113746
TIMM13	92.3577875501936	94.8647168669172	85.3844464413805	1	1	22.7620560929217	1	1
TIMM17A	134.056528855072	102.334730991212	137.659872637448	67.1008565122682	152.888432954589	32.8120035433947	1	66.8809164233691
TIMM17B	53.7468504799166	1	30.5135803597686	36.2019657380359	105.87595027548	65.4681182013315	59.3374199922895	70.4370701973327
TIMM21	36.8057645206586	22.7218352675272	25.2501703135921	1	1	1	1	1
TIMM22	38.6853949834205	57.8814576646933	32.4917310801502	1	1	1	1	1
TIMM23	105.458951810535	115.615767342904	254.364867699682	191.966673638336	104.764131558228	90.0291685800105	95.0536850432274	94.4166448041427
TIMM44	56.1557121025446	45.6254280298682	59.7893072657458	1	313.20858652639	1	1	1
TIMM50	155.146682925468	29.7172229424106	55.901121984171	45.2589950066571	34.6534173563421	35.1492372775858	30.4852287390446	27.2714144302523
TIMM8A	1	1	1	1	1	1	1	1
TIMM8B	77.7883616766609	85.9551185904355	73.99754831641	55.0946074206716	1	49.6522039832386	42.4988802946229	55.5847466791747
TIMM9	41.9821910281162	1	20.3822136088861	1	2.18223828188818	1	53.1232433932336	1
TIMMDC1	130.018953790836	168.615223066703	80.63640116248	102.061089754014	53.3634932223162	23.1807549496461	82.6061251236241	64.0558377108173
TIMP1	465.108858638761	1685.50689679013	3770.23938020904	1	436.259595992796	447.97862358458	150.755662409792	1
TIMP2	65.3086064346407	65.0248862844721	64.3417847888043	1	1	94.9565225661719	1	1
TIMP3	204.601429563122	983.52247486378	217.412480252493	1	1	1	1	1
TIMP4	1	1	1	1	1	1	1	1
TINAG	1	1	1	1	1	1	1	1
TINAGL1	1	58.1218495638493	1	1	1	1	1	1
TINCR	1	1	1	1	1	1	1	1
TINF2	41.108178261986	61.9164597708806	46.9258189897252	85.9261194679501	299.518381715135	76.3148154766649	118.028666872139	162.156326992262
TIPARP	1	1	39.6264783366161	1	1	1	1	1
TIPARP.AS1	1	1	1	1	1	1	1	1
TIPIN	1	1	25.5424235683188	1	1	1	1	1
TIPRL	108.99120414457	66.6263397704838	103.777980620474	96.1162578949039	13.5885867007153	33.7565713640123	63.8878424443012	31.89692341781
TIRAP	1	1	1	1	1	1	1	1
TISP43	1	1	1	1	1	1	1	1
TJAP1	22.8479724726019	42.6825954882533	21.8436260673995	1	1	1	1	1
TJP1	1	72.3765340877497	31.3382541689503	1	1	1	1	1
TJP2	1	1	1	1	1	1	1	1
TJP3	1	1	1	1	1	1	1	1
TK1	40.3579599009535	1	210.228285644027	1	1	1	1	1
TK2	15.0373674214461	22.9263381435915	20.9601831962794	1	1	41.5764465460652	1	1
TKT	389.441041510735	53.6946027070077	374.74069173685	121.99355406943	1	301.636636573074	111.526323082281	78.7492698416089
TKTL1	1	1	1	1	1	1	1	1
TKTL2	1	1	1	1	1	1	1	1
TLCD1	1	1	1	1	1	1	1	1
TLCD2	14.2340824964541	26.5355056539329	10.4039703428492	42.6871823941206	35.6213614655468	19.9465360949434	49.3964032568821	53.3269701922141
TLE1	1	31.6281979825668	1	1	1	1	1	1
TLE2	1	1	1	1	1	1	1	1
TLE3	1	1	1	27.9396584652666	1	32.7278788749493	55.7286095951777	41.2857532480275
TLE4	1	1	1	1	1	1	1	1
TLE6	1	1	1	1	1	1	1	1
TLK1	47.7467852935176	93.7748308611819	83.1046943532994	56.1439137777215	32.7013227951728	1	107.317287285342	58.6495483216342
TLK2	1	1	1	1	1	1	1	1
TLL1	1	84.0938564817979	1	1	1	1	1	1
TLL2	1	1	1	1	1	1	1	1
TLN1	20.9092735053537	47.6183459819803	48.8944744442908	56.8958859141319	52.7975390534485	32.9297436773278	33.8064657177796	42.6745624491376
TLN2	1	1	1	1	1	1	1	1
TLR1	1	1	1	1	1	71.9314936321834	1	44.8802657335739
TLR10	1	1	1	1	1	1	1	113.455503810976
TLR2	1	1	1	1	1	110.636145119822	1	1
TLR3	1	1	1	1	1	1	1	1
TLR4	1	45.6468747025901	1	1	1	82.496528283899	1	1
TLR5	1	1	1	1	1	41.7138837325511	1	1
TLR6	1	1	1	1	1	1	1	29.2060996563138
TLR7	1	1	1	1	1	41.5687858496366	1	17.8881183804083
TLR8	1	1	1	1	1	40.6362118408126	1	1
TLR8.AS1	1	1	1	1	1	1	1	1
TLR9	1	1	1	1	1	1	1	32.1189610374062
TLX1	1	1	1	1	1	1	1	1
TLX1NB	1	1	1	1	1	1	1	1
TLX2	1	1	1	1	1	1	1	1
TLX3	1	1	1	1	1	1	1	1
TM2D1	57.2385179434654	93.5492146165451	36.9092313806029	43.0556103391109	189.454778955097	1	51.8294140418322	1
TM2D2	27.6174384097634	128.435617186407	44.4100748313204	1	93.3644345467951	32.4781350749136	1	1
TM2D3	56.7462449998342	152.810549570792	71.1814498302279	47.148131755515	101.075034648561	45.45023949393	1	1
TM4SF1	61.1129305527378	1313.88581988715	312.406631042942	1	1	1	1	1
TM4SF18	1	158.150913145063	1	1	1	1	1	1
TM4SF19	1	1	1	1	1	1	1	1
TM4SF19.TCTEX1D2	1	1	1	1	1	1	1	1
TM4SF20	1	1	1	1	1	1	1	1
TM4SF4	1	1	1	1	1	1	1	1
TM4SF5	1	1	1	1	1	1	1	1
TM6SF1	1	1	1	1	70.0652285301889	63.3124750232028	1	1
TM6SF2	1	1	1	1	1	1	1	1
TM7SF2	1	1	1	1	1	1	1	1
TM7SF3	63.3999289227454	52.6754725837803	24.473276031278	24.5934507668821	1	20.017779808409	1	1
TM9SF1	40.9069111789186	51.589018079209	97.5905355086623	1	1	40.1179200900772	1	1
TM9SF2	183.970027478174	116.1725780203	151.262803467075	114.801581414928	17.0679758392337	175.786977475607	104.788509297195	144.121926312805
TM9SF3	1	39.7460333392507	28.2995494202153	1	1	1	1	1
TM9SF4	35.4349418749285	52.0234501317453	41.7308178623255	36.9020622919931	18.9945147867127	22.7572575337016	40.9102482782546	1
TMA16	17.8979872891142	1	12.4846320275602	1	1	1	1	1
TMA7	475.909870914353	490.105016631162	458.100712991024	541.50251376011	404.237695925455	330.234536316867	664.17522292425	359.783135327581
TMBIM1	120.823729960575	115.682105308753	208.454197951154	94.418169281247	223.54437092036	131.492559048105	85.845310767907	71.9413624907749
TMBIM4	179.624184223678	256.012728080358	169.186681764268	171.054856477802	77.1377279739914	181.383407443436	231.118201884976	91.3726846859523
TMBIM6	251.183400397002	406.16354153844	337.394806441982	396.964121833197	266.35670555938	522.549897029974	466.605498122941	269.90609722435
TMC1	1	1	1	1	1	1	1	1
TMC2	1	1	1	1	1	1	1	1
TMC3	1	1	1	1	1	1	1	1
TMC4	1	1	1	1	1	1	1	1
TMC5	1	1	1	1	1	1	1	1
TMC6	48.96760426234	86.5933979675778	1	181.605055164947	563.036051461313	43.1176101802083	238.927409370758	132.559138514367
TMC7	1	1	1	1	1	1	1	1
TMC8	1	1	1	90.1165787367176	62.5958015910893	1	139.182237372149	95.9940274780659
TMCC1	1	1	1	1	1	1	1	1
TMCC2	1	1	1	1	1	1	1	1
TMCC3	1	1	1	1	1	1	1	1
TMCO1	75.5608371617985	38.1454630239342	46.4758769605227	62.8263923281875	32.2753968093298	37.7413629111431	57.1559195865553	39.8782157199074
TMCO2	1	1	1	1	1	1	1	1
TMCO3	20.8777011888039	76.398757256322	97.5841112894849	1	1	1	1	1
TMCO4	1	1	1	1	1	1	1	1
TMCO5A	1	1	1	1	1	1	1	1
TMCO5B	1	1	1	1	1	1	1	1
TMCO6	1	46.6635968880407	1	1	1	1	1	1
TMED1	53.9930588976988	32.7528086611675	64.7375632227265	1	1	24.2662174045817	1	1
TMED10	191.006024972579	243.991404664344	197.177974039169	151.453430136752	213.840507459088	86.8653649290843	145.655374496225	111.158636351585
TMED10P1	1	1	1	1	1	1	1	1
TMED11P	1	1	1	1	1	1	1	1
TMED2	346.876125622975	352.346024026503	524.833025726506	243.58103502311	219.28141636725	115.231079006569	235.000617339312	220.532963431947
TMED3	292.664257315091	74.1530613258558	242.402262168667	80.3630907952034	1	119.097243522658	98.4534301475936	101.703667994309
TMED4	150.431330295941	34.6243765236098	96.3561361272418	154.807639470755	301.453377030091	53.7213347296296	123.343710191109	144.519496537434
TMED5	50.2479150718914	14.2234414639373	43.5751138342562	41.1579339570261	77.8550149829953	16.4791112889835	38.8913601614205	34.811731628679
TMED6	1	1	1	1	1	1	1	1
TMED7	70.6951393663587	76.3311319292359	84.102801767263	67.4691305943879	1	63.2661534117999	1	1
TMED7.TICAM2	1	1	1	1	1	1	1	1
TMED8	1	1	1	1	1	1	1	94.6804521708576
TMED9	583.337824806921	458.573979072084	453.273184459078	183.989251142094	269.543522493942	361.836266909449	222.368223875975	186.02956589434
TMEFF1	1	1	1	1	1	1	1	1
TMEFF2	1	1	1	1	1	1	1	1
TMEM100	1	1	1	1	1	1	1	1
TMEM101	87.8063678379677	115.887064701231	61.9497637628062	1	1	1	1	1
TMEM102	1	1	1	1	1	1	1	1
TMEM104	1	1	29.9493616478017	1	1	1	1	1
TMEM105	1	1	1	1	1	1	1	1
TMEM106A	1	1	20.8118903909798	1	31.2511810060408	36.2479519820024	1	1
TMEM106B	24.2298148979089	11.7303828914281	19.5237186294585	1	17.1004015335612	1	32.718876593984	1
TMEM106C	122.415710767848	84.0200816900546	125.54469492117	91.2467991680138	1	1	1	1
TMEM107	20.1286116352519	22.6937702175963	21.8829848710206	1	1	30.3912967353863	1	53.469174518008
TMEM108	1	1	1	1	1	1	1	1
TMEM109	99.5429176851576	262.012824471581	129.005301487468	138.678323753853	168.989970882718	110.512134438184	73.4183129862646	107.807188861039
TMEM11	48.8397771156568	1	84.6102780516885	1	69.7172756134282	46.3190838511875	1	1
TMEM110	1	1	1	1	1	1	1	1
TMEM110.MUSTN1	1	1	1	1	1	1	1	1
TMEM114	1	1	1	1	1	1	1	1
TMEM115	76.3144419099182	138.631056018147	63.7882122459029	1	1	34.5715634485462	1	1
TMEM116	1	1	1	1	1	1	1	1
TMEM117	1	1	1	1	1	1	1	1
TMEM119	1	1	142.972800619784	1	1	1	1	1
TMEM120A	75.4827909049701	72.1848554319927	66.1205370287364	1	1	26.9683980154835	1	1
TMEM120B	1	12.2019225821226	1	20.1703646520332	10.1237899468465	1	25.2878911740906	21.2680324525494
TMEM121	1	1	1	1	1	1	1	1
TMEM123	51.1923335996558	369.552378745286	113.084915421536	128.714811401321	76.5079702534473	70.3333058565062	245.565062181458	50.092407767056
TMEM125	1	1	1	1	1	1	1	1
TMEM126A	80.6675144949122	129.527366694292	74.0725400100522	57.5213243612409	28.1862796757091	43.265576654686	63.9790762955702	1
TMEM126B	88.8979647552589	139.167462647294	80.6594173986546	99.601804749771	448.501907052953	157.121054568211	83.3820051312606	1
TMEM127	1	24.9324988346387	14.007683515851	19.9102800899325	13.5830328880317	35.8360025605074	25.6657835974653	18.5332026500466
TMEM128	43.8926755268169	44.3171078741873	35.5780817681464	1	1	1	1	1
TMEM129	1	1	1	1	1	1	1	1
TMEM130	1	1	1	1	1	1	1	14.417547670872
TMEM131	1	1	15.5559071838667	1	1	1	1	1
TMEM132A	1	1	1	1	1	1	1	1
TMEM132B	1	1	1	1	1	1	1	1
TMEM132C	1	1	1	1	1	1	1	1
TMEM132D	1	1	1	1	1	1	1	1
TMEM132E	1	1	1	1	1	1	1	1
TMEM133	1	1	1	1	1	1	1	1
TMEM134	44.2343146905351	1	26.1882633192873	73.7167431169418	110.936498333625	76.8015132008739	75.0920359854589	67.2801547426181
TMEM135	1	1	1	1	1	1	1	1
TMEM136	1	17.9667062703422	1	21.0409076105725	12.9607966017774	1	20.5061900887261	23.5576927395828
TMEM138	28.7227403376354	1	40.1470610806123	1	1	1	57.5734777600859	1
TMEM139	1	1	1	1	1	1	1	1
TMEM140	30.0195723062727	148.424337751108	1	48.974552331516	22.1903688938509	83.06945467124	1	39.5451236369012
TMEM141	48.0669214754689	30.727697047492	41.8123286342183	1	1	61.8786937613537	1	1
TMEM143	1	1	1	1	1	1	1	1
TMEM144	1	1	1	1	1	58.1165379746859	1	1
TMEM145	1	1	1	1	1	1	1	1
TMEM147	463.389868783034	155.911038900556	221.31909362248	101.605945979891	98.6869061131549	287.466886139884	115.307146675162	117.140172871135
TMEM14A	80.7170121463814	1	54.7450430493798	99.1805165963282	1	1	1	1
TMEM14B	180.029151137665	213.801736101624	113.790949491226	157.9736927213	237.163551558157	79.4049121067341	155.717468406469	152.7503748594
