"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"ENSG00000227232.5",-0.112345608676918,0.259029024973864,-0.416237069770732,0.679764155554254,0.739887454326122,-6.9410711712039,-0.412784981862655
"ENSG00000278267.1",-1.23976339675987,-2.31545372098555,-2.98358090213507,0.00523689463087946,0.0116259595455308,-2.95638574122066,-2.79208902095802
"ENSG00000268903.1",-0.828216318118453,-3.29113605594942,-1.6858198727359,0.100678139453698,0.150567134967033,-5.61919219448318,-1.64157486861462
"ENSG00000269981.1",-1.28797666757834,-3.74972131055594,-2.77442663993925,0.00881030036106694,0.0182352923426043,-3.41933149639769,-2.6193287206303
"ENSG00000279457.4",0.0453092806441261,1.77027848283692,0.297960276178814,0.767503944386653,0.813844365010094,-6.92085473008952,0.295641411945521
"ENSG00000228463.10",-0.441395466060132,1.40463835932119,-4.29297752812206,0.000196901482817127,0.000681895643232749,0.264529188442869,-3.72295903012449
"ENSG00000225972.1",0.397085152539452,-4.31580346760925,1.08119144656653,0.287172402647196,0.364667361338664,-6.33752246561116,1.06434508140004
"ENSG00000225630.1",0.399258520414292,3.89751469470829,4.46051340637128,0.000125683977808602,0.000460410730702165,0.731061953174335,3.83476582959072
"ENSG00000237973.1",0.289029316450607,3.83747089149905,1.77997309330082,0.083724203026855,0.128137865626335,-5.46997193888354,1.72947451942648
"ENSG00000278791.1",0.166473527820312,-5.05657478414681,0.501367774507612,0.619245957057978,0.686420111955229,-6.85063152803909,0.496919305383712
"ENSG00000229344.1",1.03262203573324,-2.77106809989202,3.39179372128245,0.00172916147746113,0.00445821867766092,-1.96845856461354,3.13319224233998
"ENSG00000248527.1",0.39723427492558,4.93571773683583,3.83133444830122,0.000528802861570713,0.00159639292306749,-0.894507149629291,3.46572550502783
"ENSG00000198744.5",-0.431484155538907,-2.11938841448395,-1.15402591530286,0.256266282529411,0.331381441103833,-6.36535381238476,-1.13526027226952
"ENSG00000230092.7",0.529086602114562,0.775522625042234,2.55766036574684,0.0150002574311056,0.0288885482100249,-4.00188537463942,2.43237284328074
"ENSG00000228794.11",-0.158809309259823,5.29240245276777,-1.27246445480474,0.211553324437207,0.282447782887399,-6.19977204047609,-1.2493055891895
"ENSG00000225880.5",-0.559570184564417,-0.0301899774367936,-3.12836040844806,0.0035210852139099,0.00824620333618424,-2.63973149485845,-2.91815566707123
"ENSG00000187634.13",0.307713305000612,0.215614592190149,1.3479936152845,0.186282156638244,0.253708223481061,-6.14243148644478,1.32165771088458
"ENSG00000188976.11",0.799930088235898,6.01173032313249,7.98750864980743,3.29183042354513e-09,7.66322934038086e-08,9.78514572524598,5.91634067203603
"ENSG00000187961.15",0.180813312932613,2.55911740854946,1.22290960704875,0.229735460493832,0.30248850066233,-6.19294166241489,1.20104057996502
"ENSG00000272512.1",-0.96880456542533,-0.478446579751843,-3.01097564938959,0.00500679296680637,0.0111756018336281,-2.81461133496751,-2.80659639615006
"ENSG00000188290.11",0.820498619563377,2.94566266322132,4.91639271469162,3.06506016922327e-05,0.000136047628862543,1.89086670430477,4.16857789261392
"ENSG00000187608.10",0.941935577424135,3.51307036840147,6.14974153622618,6.07246748862274e-07,5.00173505833718e-06,5.18518599902036,4.98889807087317
"ENSG00000188157.15",0.150259282267521,6.17858476349553,0.856248607501492,0.397860606915122,0.477850256689827,-6.54772277348785,0.845448263967198
"ENSG00000217801.11",0.236838233018186,1.15645859985915,1.71333053033549,0.0957644177734975,0.143983440971959,-5.52289891728791,1.66574398214556
"ENSG00000131591.18",-0.131400922247743,3.05257868532823,-1.20435951000965,0.236658472641122,0.310195207208029,-6.21547680490789,-1.18338027113103
"ENSG00000186891.14",1.04088550450907,0.164320014886016,5.57186650515507,3.63984777862827e-06,2.21953140623308e-05,3.62816038767307,4.63095397832915
"ENSG00000186827.11",0.682583251958716,-0.723464140845406,2.0731318738183,0.0456870340273316,0.0759878044152,-4.91674630084055,1.99827334151326
"ENSG00000078808.19",0.644321210247272,5.8118453627241,8.72269240112339,4.4978019527719e-10,1.71587199057938e-08,11.5001289519615,6.23569377685581
"ENSG00000176022.7",-0.0494522751254001,4.00644947629246,-0.369643857217694,0.714075532350467,0.769099705538164,-6.82595835609603,-0.366388054181436
"ENSG00000184163.3",0.449070159423931,-1.80440379739387,1.82635542304225,0.076792114548539,0.118858604232186,-5.32507590673425,1.76961010371709
"ENSG00000160087.21",0.366433211131678,4.5217847657997,5.04671574067572,1.64740637079642e-05,7.96063367399291e-05,2.2667808444535,4.30799563293988
"ENSG00000230415.1",-0.646784793063425,0.214153702198877,-3.69726780596181,0.000743089043123508,0.00213934479580573,-1.21053712785364,-3.37316686796197
