"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"ENSG00000227232.5",0.512240882083697,1.00384753701391,2.44907224319368,0.0200976708426703,0.0447266249589465,-4.07095382003056,2.32451944091537
"ENSG00000278267.1",0.872800691728839,-2.05023712622776,2.26331068606254,0.0302117697489112,0.0626405585815308,-4.51137084061775,2.16730284461436
"ENSG00000268903.1",0.829796470471929,-1.93717556197648,1.93044000238433,0.0641258414209046,0.113533335099949,-4.92620286701877,1.85130392731046
"ENSG00000269981.1",-0.306793001463767,-2.9849863967372,-0.695158491652293,0.492873000343326,0.589847187257327,-6.50668375039163,-0.685746465323381
"ENSG00000279457.4",0.86511112917346,2.63297335108536,5.34281475848269,1.04632468636019e-05,7.98271954731076e-05,3.018325649663,4.40737185055958
"ENSG00000228463.10",-0.675335363744309,0.923518805909446,-3.98296062162211,0.000476409393047599,0.00194143970236508,-0.472493920367163,-3.49368129111208
"ENSG00000225972.1",1.18093001042425,1.60612357600923,2.76428223439035,0.00911067118144978,0.0230657288206573,-3.38682331032218,2.60787314136225
"ENSG00000225630.1",0.0141966016489242,8.60963138605347,0.112848608170117,0.911043630757226,0.935170116635946,-6.71178248089618,0.111722257655508
"ENSG00000237973.1",0.189878134149466,7.10377557635467,0.861116170880579,0.396002223631107,0.497725269155661,-6.39706118114514,0.848782690488518
"ENSG00000278791.1",-0.335784377526829,-5.42630307888622,-0.587314030944608,0.560836492326336,0.650906785100137,-6.64934936799755,-0.581599481398226
"ENSG00000229344.1",0.018920115821101,1.15112140188657,0.129070235790715,0.898064680082495,0.926124329413334,-6.85420200464702,0.128106515286333
"ENSG00000248527.1",0.0152561688186339,10.9262926630352,0.138184811211537,0.89092256259006,0.921388334610523,-6.82416667967963,0.137136929627304
"ENSG00000198744.5",-0.52589264802471,1.38850769606997,-3.58609183371307,0.00112034161497373,0.00394962329445846,-1.41733348402382,-3.25842075478126
"ENSG00000230092.7",0.110140422252745,-3.53247767254812,0.269700836306907,0.78906222943829,0.843774683016259,-6.82204663634886,0.267528557554549
"ENSG00000228794.11",-0.0552918579027477,5.03620495065634,-0.531157168383008,0.598730297538342,0.683723056326151,-6.72162769898271,-0.526227286381087
