"group1","group2","ji"
"Inhib.gm2","Oligo.gm2",0.0796007166624008
"Inhib.gm2","OPC.gm2",0.294547224926972
"Inhib.gm2","Excit.gm2",0.674046511627907
"Inhib.gm2","MicroOligo.gm2",0.0624840601887274
"Inhib.gm2","Astro.gm2",0.138465322183965
"Inhib.gm2","EndoMural.gm2",0.225338721178987
"Inhib.gm2","drop.gm2",0
"Inhib.gm2","Inhib.fm",0.546862589356632
"Inhib.gm2","Oligo.fm",0.0664981036662453
"Inhib.gm2","OPC.fm",0.206169199364935
"Inhib.gm2","Excit.fm",0.507455185123136
"Inhib.gm2","MicroOligo.fm",0.0512238203381277
"Inhib.gm2","Astro.fm",0.12408936376882
"Inhib.gm2","EndoMural.fm",0.168934240362812
"Inhib.gm2","drop.fm",0
"Oligo.gm2","Inhib.gm2",0.0796007166624008
"Oligo.gm2","OPC.gm2",0.157824933687003
"Oligo.gm2","Excit.gm2",0.0626713670191931
"Oligo.gm2","MicroOligo.gm2",0.400943396226415
"Oligo.gm2","Astro.gm2",0.198412698412698
"Oligo.gm2","EndoMural.gm2",0.127492877492877
"Oligo.gm2","drop.gm2",0
"Oligo.gm2","Inhib.fm",0.0773946360153257
"Oligo.gm2","Oligo.fm",0.292
"Oligo.gm2","OPC.fm",0.170241286863271
"Oligo.gm2","Excit.fm",0.059765625
"Oligo.gm2","MicroOligo.fm",0.227272727272727
"Oligo.gm2","Astro.fm",0.221965317919075
"Oligo.gm2","EndoMural.fm",0.137212643678161
"Oligo.gm2","drop.fm",0
"OPC.gm2","Inhib.gm2",0.294547224926972
"OPC.gm2","Oligo.gm2",0.157824933687003
"OPC.gm2","Excit.gm2",0.229696627096288
"OPC.gm2","MicroOligo.gm2",0.159479808350445
"OPC.gm2","Astro.gm2",0.32820197044335
"OPC.gm2","EndoMural.gm2",0.353000504286435
"OPC.gm2","drop.gm2",0
"OPC.gm2","Inhib.fm",0.266793711291091
"OPC.gm2","Oligo.fm",0.118513773222293
"OPC.gm2","OPC.fm",0.272239606616004
"OPC.gm2","Excit.fm",0.20874235969624
"OPC.gm2","MicroOligo.fm",0.104302477183833
"OPC.gm2","Astro.fm",0.206375838926175
"OPC.gm2","EndoMural.fm",0.257852789498359
"OPC.gm2","drop.fm",0
"Excit.gm2","Inhib.gm2",0.674046511627907
"Excit.gm2","Oligo.gm2",0.0626713670191931
"Excit.gm2","OPC.gm2",0.229696627096288
"Excit.gm2","MicroOligo.gm2",0.049199531433034
"Excit.gm2","Astro.gm2",0.110963075751808
"Excit.gm2","EndoMural.gm2",0.190013091453151
"Excit.gm2","drop.gm2",0
"Excit.gm2","Inhib.fm",0.554327172223182
"Excit.gm2","Oligo.fm",0.0533876917103475
"Excit.gm2","OPC.fm",0.181604200615607
"Excit.gm2","Excit.fm",0.625935956667198
"Excit.gm2","MicroOligo.fm",0.0402632597754549
"Excit.gm2","Astro.fm",0.103402646502836
"Excit.gm2","EndoMural.fm",0.145867098865478
"Excit.gm2","drop.fm",0
"MicroOligo.gm2","Inhib.gm2",0.0624840601887274
"MicroOligo.gm2","Oligo.gm2",0.400943396226415
"MicroOligo.gm2","OPC.gm2",0.159479808350445
"MicroOligo.gm2","Excit.gm2",0.049199531433034
"MicroOligo.gm2","Astro.gm2",0.227106227106227
"MicroOligo.gm2","EndoMural.gm2",0.145100972326103
"MicroOligo.gm2","drop.gm2",0
"MicroOligo.gm2","Inhib.fm",0.0546835443037975
"MicroOligo.gm2","Oligo.fm",0.209775967413442
"MicroOligo.gm2","OPC.fm",0.0957309184993532
"MicroOligo.gm2","Excit.fm",0.0418766963939511
"MicroOligo.gm2","MicroOligo.fm",0.145877378435518
"MicroOligo.gm2","Astro.fm",0.13431151241535
"MicroOligo.gm2","EndoMural.fm",0.0896797153024911
"MicroOligo.gm2","drop.fm",0
"Astro.gm2","Inhib.gm2",0.138465322183965
"Astro.gm2","Oligo.gm2",0.198412698412698
"Astro.gm2","OPC.gm2",0.32820197044335
"Astro.gm2","Excit.gm2",0.110963075751808
"Astro.gm2","MicroOligo.gm2",0.227106227106227
"Astro.gm2","EndoMural.gm2",0.250156739811912
"Astro.gm2","drop.gm2",0
"Astro.gm2","Inhib.fm",0.126551472377707
"Astro.gm2","Oligo.fm",0.114978902953586
"Astro.gm2","OPC.fm",0.217955957086392
"Astro.gm2","Excit.fm",0.101736504341261
"Astro.gm2","MicroOligo.fm",0.135593220338983
"Astro.gm2","Astro.fm",0.234650967199327
"Astro.gm2","EndoMural.fm",0.219571865443425
"Astro.gm2","drop.fm",0
"EndoMural.gm2","Inhib.gm2",0.225338721178987
"EndoMural.gm2","Oligo.gm2",0.127492877492877
"EndoMural.gm2","OPC.gm2",0.353000504286435
"EndoMural.gm2","Excit.gm2",0.190013091453151
"EndoMural.gm2","MicroOligo.gm2",0.145100972326103
"EndoMural.gm2","Astro.gm2",0.250156739811912
"EndoMural.gm2","drop.gm2",0
"EndoMural.gm2","Inhib.fm",0.19301087711178
"EndoMural.gm2","Oligo.fm",0.0739484396200814
"EndoMural.gm2","OPC.fm",0.153482373172829
"EndoMural.gm2","Excit.fm",0.161555312157722
"EndoMural.gm2","MicroOligo.fm",0.051510989010989
"EndoMural.gm2","Astro.fm",0.0884279475982533
"EndoMural.gm2","EndoMural.fm",0.12751677852349
"EndoMural.gm2","drop.fm",0
"drop.gm2","Inhib.gm2",0
"drop.gm2","Oligo.gm2",0
"drop.gm2","OPC.gm2",0
"drop.gm2","Excit.gm2",0
"drop.gm2","MicroOligo.gm2",0
"drop.gm2","Astro.gm2",0
"drop.gm2","EndoMural.gm2",0
"drop.gm2","Inhib.fm",0
"drop.gm2","Oligo.fm",0
"drop.gm2","OPC.fm",0
"drop.gm2","Excit.fm",0
"drop.gm2","MicroOligo.fm",0
"drop.gm2","Astro.fm",0
"drop.gm2","EndoMural.fm",0
"drop.gm2","drop.fm",NA
"Inhib.fm","Inhib.gm2",0.546862589356632
"Inhib.fm","Oligo.gm2",0.0773946360153257
"Inhib.fm","OPC.gm2",0.266793711291091
"Inhib.fm","Excit.gm2",0.554327172223182
"Inhib.fm","MicroOligo.gm2",0.0546835443037975
"Inhib.fm","Astro.gm2",0.126551472377707
"Inhib.fm","EndoMural.gm2",0.19301087711178
"Inhib.fm","drop.gm2",0
"Inhib.fm","Oligo.fm",0.0686597415758804
"Inhib.fm","OPC.fm",0.241363211951447
"Inhib.fm","Excit.fm",0.654652445752115
"Inhib.fm","MicroOligo.fm",0.0504286434694907
"Inhib.fm","Astro.fm",0.131508188706918
"Inhib.fm","EndoMural.fm",0.190806190806191
"Inhib.fm","drop.fm",0
