"group1","group2","ji"
"Oligo.fm","Inhib.gm2",0.0664981036662453
"Oligo.fm","Oligo.gm2",0.292
"Oligo.fm","OPC.gm2",0.118513773222293
"Oligo.fm","Excit.gm2",0.0533876917103475
"Oligo.fm","MicroOligo.gm2",0.209775967413442
"Oligo.fm","Astro.gm2",0.114978902953586
"Oligo.fm","EndoMural.gm2",0.0739484396200814
"Oligo.fm","drop.gm2",0
"Oligo.fm","Inhib.fm",0.0686597415758804
"Oligo.fm","OPC.fm",0.178137651821862
"Oligo.fm","Excit.fm",0.0525703200775946
"Oligo.fm","MicroOligo.fm",0.47029702970297
"Oligo.fm","Astro.fm",0.270432692307692
"Oligo.fm","EndoMural.fm",0.160557184750733
"Oligo.fm","drop.fm",0
"OPC.fm","Inhib.gm2",0.206169199364935
"OPC.fm","Oligo.gm2",0.170241286863271
"OPC.fm","OPC.gm2",0.272239606616004
"OPC.fm","Excit.gm2",0.181604200615607
"OPC.fm","MicroOligo.gm2",0.0957309184993532
"OPC.fm","Astro.gm2",0.217955957086392
"OPC.fm","EndoMural.gm2",0.153482373172829
"OPC.fm","drop.gm2",0
"OPC.fm","Inhib.fm",0.241363211951447
"OPC.fm","Oligo.fm",0.178137651821862
"OPC.fm","Excit.fm",0.193053016453382
"OPC.fm","MicroOligo.fm",0.166666666666667
"OPC.fm","Astro.fm",0.384467265725289
"OPC.fm","EndoMural.fm",0.500559284116331
"OPC.fm","drop.fm",0
"Excit.fm","Inhib.gm2",0.507455185123136
"Excit.fm","Oligo.gm2",0.059765625
"Excit.fm","OPC.gm2",0.20874235969624
"Excit.fm","Excit.gm2",0.625935956667198
"Excit.fm","MicroOligo.gm2",0.0418766963939511
"Excit.fm","Astro.gm2",0.101736504341261
"Excit.fm","EndoMural.gm2",0.161555312157722
"Excit.fm","drop.gm2",0
"Excit.fm","Inhib.fm",0.654652445752115
"Excit.fm","Oligo.fm",0.0525703200775946
"Excit.fm","OPC.fm",0.193053016453382
"Excit.fm","MicroOligo.fm",0.0398606811145511
"Excit.fm","Astro.fm",0.105701837469218
"Excit.fm","EndoMural.fm",0.157119476268412
"Excit.fm","drop.fm",0
"MicroOligo.fm","Inhib.gm2",0.0512238203381277
"MicroOligo.fm","Oligo.gm2",0.227272727272727
"MicroOligo.fm","OPC.gm2",0.104302477183833
"MicroOligo.fm","Excit.gm2",0.0402632597754549
"MicroOligo.fm","MicroOligo.gm2",0.145877378435518
"MicroOligo.fm","Astro.gm2",0.135593220338983
"MicroOligo.fm","EndoMural.gm2",0.051510989010989
"MicroOligo.fm","drop.gm2",0
"MicroOligo.fm","Inhib.fm",0.0504286434694907
"MicroOligo.fm","Oligo.fm",0.47029702970297
"MicroOligo.fm","OPC.fm",0.166666666666667
"MicroOligo.fm","Excit.fm",0.0398606811145511
"MicroOligo.fm","Astro.fm",0.27700127064803
"MicroOligo.fm","EndoMural.fm",0.174980813507291
"MicroOligo.fm","drop.fm",0
"Astro.fm","Inhib.gm2",0.12408936376882
"Astro.fm","Oligo.gm2",0.221965317919075
"Astro.fm","OPC.gm2",0.206375838926175
"Astro.fm","Excit.gm2",0.103402646502836
"Astro.fm","MicroOligo.gm2",0.13431151241535
"Astro.fm","Astro.gm2",0.234650967199327
"Astro.fm","EndoMural.gm2",0.0884279475982533
"Astro.fm","drop.gm2",0
"Astro.fm","Inhib.fm",0.131508188706918
"Astro.fm","Oligo.fm",0.270432692307692
"Astro.fm","OPC.fm",0.384467265725289
"Astro.fm","Excit.fm",0.105701837469218
"Astro.fm","MicroOligo.fm",0.27700127064803
"Astro.fm","EndoMural.fm",0.418207681365576
"Astro.fm","drop.fm",0
"EndoMural.fm","Inhib.gm2",0.168934240362812
"EndoMural.fm","Oligo.gm2",0.137212643678161
"EndoMural.fm","OPC.gm2",0.257852789498359
"EndoMural.fm","Excit.gm2",0.145867098865478
"EndoMural.fm","MicroOligo.gm2",0.0896797153024911
"EndoMural.fm","Astro.gm2",0.219571865443425
"EndoMural.fm","EndoMural.gm2",0.12751677852349
"EndoMural.fm","drop.gm2",0
"EndoMural.fm","Inhib.fm",0.190806190806191
"EndoMural.fm","Oligo.fm",0.160557184750733
"EndoMural.fm","OPC.fm",0.500559284116331
"EndoMural.fm","Excit.fm",0.157119476268412
"EndoMural.fm","MicroOligo.fm",0.174980813507291
"EndoMural.fm","Astro.fm",0.418207681365576
"EndoMural.fm","drop.fm",0
"drop.fm","Inhib.gm2",0
"drop.fm","Oligo.gm2",0
"drop.fm","OPC.gm2",0
"drop.fm","Excit.gm2",0
"drop.fm","MicroOligo.gm2",0
"drop.fm","Astro.gm2",0
"drop.fm","EndoMural.gm2",0
"drop.fm","drop.gm2",NA
"drop.fm","Inhib.fm",0
"drop.fm","Oligo.fm",0
"drop.fm","OPC.fm",0
"drop.fm","Excit.fm",0
"drop.fm","MicroOligo.fm",0
"drop.fm","Astro.fm",0
"drop.fm","EndoMural.fm",0
