"group1","group2","ji"
"Excit.fm","Astro.fm",0.400943396226415
"Excit.fm","drop.fm",0.159479808350445
"Excit.fm","drop.gm2",0.049199531433034
"Excit.fm","Excit.fm",1
"Excit.fm","Oligo.gm2",0.227106227106227
"Excit.fm","Astro.gm2",0.145100972326103
"Excit.fm","Excit.gm2",0.0303245676380005
"Excit.fm","Inhib.fm",0.0504286434694907
"Excit.fm","MicroOligo.fm",0.173913043478261
"Excit.fm","EndoMural.fm",0.0865939704939064
"Excit.fm","EndoMural.gm2",0.0396595086090153
"Excit.fm","OPC.fm",0.136268343815514
"Excit.fm","Inhib.gm2",0.119153674832962
"Excit.fm","MicroOligo.gm2",0.0789288231148696
"Excit.fm","OPC.gm2",0.0232941176470588
"Oligo.gm2","Oligo.fm",0.138465322183965
"Oligo.gm2","Astro.fm",0.198412698412698
"Oligo.gm2","drop.fm",0.32820197044335
"Oligo.gm2","drop.gm2",0.110963075751808
"Oligo.gm2","Excit.fm",0.227106227106227
"Oligo.gm2","Oligo.gm2",1
"Oligo.gm2","Astro.gm2",0.250156739811912
"Oligo.gm2","Excit.gm2",0.073722456633849
"Oligo.gm2","Inhib.fm",0.114615940284132
"Oligo.gm2","MicroOligo.fm",0.0998959417273673
"Oligo.gm2","EndoMural.fm",0.189740761169333
"Oligo.gm2","EndoMural.gm2",0.0887894049617609
"Oligo.gm2","OPC.fm",0.124161073825503
"Oligo.gm2","Inhib.gm2",0.20327868852459
"Oligo.gm2","MicroOligo.gm2",0.189737470167064
"Oligo.gm2","OPC.gm2",0.0576079427383976
"Astro.gm2","Oligo.fm",0.225338721178987
"Astro.gm2","Astro.fm",0.127492877492877
"Astro.gm2","drop.fm",0.353000504286435
"Astro.gm2","drop.gm2",0.190013091453151
"Astro.gm2","Excit.fm",0.145100972326103
"Astro.gm2","Oligo.gm2",0.250156739811912
"Astro.gm2","Astro.gm2",1
"Astro.gm2","Excit.gm2",0.12678841456322
"Astro.gm2","Inhib.fm",0.162344983089064
"Astro.gm2","MicroOligo.fm",0.0688723835246455
"Astro.gm2","EndoMural.fm",0.111893907998342
"Astro.gm2","EndoMural.gm2",0.13625
"Astro.gm2","OPC.fm",0.0486301369863014
"Astro.gm2","Inhib.gm2",0.0784207679826933
"Astro.gm2","MicroOligo.gm2",0.106719367588933
"Astro.gm2","OPC.gm2",0.0911241270556432
"Excit.gm2","Oligo.fm",0.447433337248913
"Excit.gm2","Astro.fm",0.0382059800664452
"Excit.gm2","drop.fm",0.151508066401683
"Excit.gm2","drop.gm2",0.598912786575278
"Excit.gm2","Excit.fm",0.0303245676380005
"Excit.gm2","Oligo.gm2",0.073722456633849
"Excit.gm2","Astro.gm2",0.12678841456322
"Excit.gm2","Excit.gm2",1
"Excit.gm2","Inhib.fm",0.275965620793207
"Excit.gm2","MicroOligo.fm",0.0272364404789857
"Excit.gm2","EndoMural.fm",0.101912965656114
"Excit.gm2","EndoMural.gm2",0.317301139129588
"Excit.gm2","OPC.fm",0.0218515037593985
"Excit.gm2","Inhib.gm2",0.0552931689897477
"Excit.gm2","MicroOligo.gm2",0.0847704367301232
"Excit.gm2","OPC.gm2",0.202054061764496
"Inhib.fm","Oligo.fm",0.379982285208149
"Inhib.fm","Astro.fm",0.0743759551706572
"Inhib.fm","drop.fm",0.225628024890528
"Inhib.fm","drop.gm2",0.375
"Inhib.fm","Excit.fm",0.0504286434694907
"Inhib.fm","Oligo.gm2",0.114615940284132
"Inhib.fm","Astro.gm2",0.162344983089064
"Inhib.fm","Excit.gm2",0.275965620793207
"Inhib.fm","Inhib.fm",1
"Inhib.fm","MicroOligo.fm",0.0640766902119072
"Inhib.fm","EndoMural.fm",0.220564608675694
"Inhib.fm","EndoMural.gm2",0.551646835661321
"Inhib.fm","OPC.fm",0.0467336683417085
"Inhib.fm","Inhib.gm2",0.118656355727405
"Inhib.fm","MicroOligo.gm2",0.160774600315244
"Inhib.fm","OPC.gm2",0.287161809255197
"MicroOligo.fm","Oligo.fm",0.0542364408897776
"MicroOligo.fm","Astro.fm",0.237547892720307
"MicroOligo.fm","drop.fm",0.0946708463949843
"MicroOligo.fm","drop.gm2",0.0440638830094285
"MicroOligo.fm","Excit.fm",0.173913043478261
"MicroOligo.fm","Oligo.gm2",0.0998959417273673
"MicroOligo.fm","Astro.gm2",0.0688723835246455
"MicroOligo.fm","Excit.gm2",0.0272364404789857
"MicroOligo.fm","Inhib.fm",0.0640766902119072
"MicroOligo.fm","MicroOligo.fm",1
"MicroOligo.fm","EndoMural.fm",0.167112299465241
"MicroOligo.fm","EndoMural.gm2",0.0531832298136646
"MicroOligo.fm","OPC.fm",0.445255474452555
"MicroOligo.fm","Inhib.gm2",0.23915592028136
"MicroOligo.fm","MicroOligo.gm2",0.150436046511628
"MicroOligo.fm","OPC.gm2",0.0305028854080791
"EndoMural.fm","Oligo.fm",0.165205959684487
"EndoMural.fm","Astro.fm",0.153998678122935
"EndoMural.fm","drop.fm",0.21988855550793
"EndoMural.fm","drop.gm2",0.144711454130854
"EndoMural.fm","Excit.fm",0.0865939704939064
"EndoMural.fm","Oligo.gm2",0.189740761169333
"EndoMural.fm","Astro.gm2",0.111893907998342
"EndoMural.fm","Excit.gm2",0.101912965656114
"EndoMural.fm","Inhib.fm",0.220564608675694
"EndoMural.fm","MicroOligo.fm",0.167112299465241
"EndoMural.fm","EndoMural.fm",1
"EndoMural.fm","EndoMural.gm2",0.170582959641256
"EndoMural.fm","OPC.fm",0.155525238744884
"EndoMural.fm","Inhib.gm2",0.346441947565543
"EndoMural.fm","MicroOligo.gm2",0.393042575285566
"EndoMural.fm","OPC.gm2",0.112617191912346
"EndoMural.gm2","Oligo.fm",0.345394736842105
"EndoMural.gm2","Astro.fm",0.0581123244929797
"EndoMural.gm2","drop.fm",0.175855855855856
"EndoMural.gm2","drop.gm2",0.410642709053214
"EndoMural.gm2","Excit.fm",0.0396595086090153
"EndoMural.gm2","Oligo.gm2",0.0887894049617609
"EndoMural.gm2","Astro.gm2",0.13625
"EndoMural.gm2","Excit.gm2",0.317301139129588
"EndoMural.gm2","Inhib.fm",0.551646835661321
"EndoMural.gm2","MicroOligo.fm",0.0531832298136646
"EndoMural.gm2","EndoMural.fm",0.170582959641256
"EndoMural.gm2","EndoMural.gm2",1
"EndoMural.gm2","OPC.fm",0.039458413926499
"EndoMural.gm2","Inhib.gm2",0.0957386896940116
"EndoMural.gm2","MicroOligo.gm2",0.132609469562122
"EndoMural.gm2","OPC.gm2",0.360756310972544
"OPC.fm","Oligo.fm",0.043064596895343
"OPC.fm","Astro.fm",0.202429149797571
"OPC.fm","drop.fm",0.0907920154539601
"OPC.fm","drop.gm2",0.0336603192921716
"OPC.fm","Excit.fm",0.136268343815514
"OPC.fm","Oligo.gm2",0.124161073825503
"OPC.fm","Astro.gm2",0.0486301369863014
"OPC.fm","Excit.gm2",0.0218515037593985
"OPC.fm","Inhib.fm",0.0467336683417085
"OPC.fm","MicroOligo.fm",0.445255474452555
"OPC.fm","EndoMural.fm",0.155525238744884
"OPC.fm","EndoMural.gm2",0.039458413926499
"OPC.fm","OPC.fm",1
"OPC.fm","Inhib.gm2",0.243811881188119
"OPC.fm","MicroOligo.gm2",0.166031987814166
"OPC.fm","OPC.gm2",0.025103123158515
"Inhib.gm2","Oligo.fm",0.10004752851711
"Inhib.gm2","Astro.fm",0.191657271702368
"Inhib.gm2","drop.fm",0.176759410801964
"Inhib.gm2","drop.gm2",0.0831323065503804
"Inhib.gm2","Excit.fm",0.119153674832962
"Inhib.gm2","Oligo.gm2",0.20327868852459
"Inhib.gm2","Astro.gm2",0.0784207679826933
"Inhib.gm2","Excit.gm2",0.0552931689897477
"Inhib.gm2","Inhib.fm",0.118656355727405
"Inhib.gm2","MicroOligo.fm",0.23915592028136
"Inhib.gm2","EndoMural.fm",0.346441947565543
"Inhib.gm2","EndoMural.gm2",0.0957386896940116
"Inhib.gm2","OPC.fm",0.243811881188119
"Inhib.gm2","Inhib.gm2",1
"Inhib.gm2","MicroOligo.gm2",0.359236537150648
"Inhib.gm2","OPC.gm2",0.0662243947858473
"MicroOligo.gm2","Oligo.fm",0.135712712051113
"MicroOligo.gm2","Astro.fm",0.125088841506752
"MicroOligo.gm2","drop.fm",0.2234382124943
"MicroOligo.gm2","drop.gm2",0.116315789473684
"MicroOligo.gm2","Excit.fm",0.0789288231148696
"MicroOligo.gm2","Oligo.gm2",0.189737470167064
"MicroOligo.gm2","Astro.gm2",0.106719367588933
"MicroOligo.gm2","Excit.gm2",0.0847704367301232
"MicroOligo.gm2","Inhib.fm",0.160774600315244
"MicroOligo.gm2","MicroOligo.fm",0.150436046511628
"MicroOligo.gm2","EndoMural.fm",0.393042575285566
"MicroOligo.gm2","EndoMural.gm2",0.132609469562122
"MicroOligo.gm2","OPC.fm",0.166031987814166
"MicroOligo.gm2","Inhib.gm2",0.359236537150648
"MicroOligo.gm2","MicroOligo.gm2",1
"MicroOligo.gm2","OPC.gm2",0.101671784373934
"OPC.gm2","Oligo.fm",0.229372443380225
"OPC.gm2","Astro.fm",0.0305028854080791
"OPC.gm2","drop.fm",0.104507737160798
"OPC.gm2","drop.gm2",0.242880764284402
"OPC.gm2","Excit.fm",0.0232941176470588
"OPC.gm2","Oligo.gm2",0.0576079427383976
"OPC.gm2","Astro.gm2",0.0911241270556432
"OPC.gm2","Excit.gm2",0.202054061764496
"OPC.gm2","Inhib.fm",0.287161809255197
"OPC.gm2","MicroOligo.fm",0.0305028854080791
"OPC.gm2","EndoMural.fm",0.112617191912346
"OPC.gm2","EndoMural.gm2",0.360756310972544
"OPC.gm2","OPC.fm",0.025103123158515
"OPC.gm2","Inhib.gm2",0.0662243947858473
"OPC.gm2","MicroOligo.gm2",0.101671784373934
"OPC.gm2","OPC.gm2",1
