SAMPLE_ID,Sample,Dataset,BrNum,pos,library_prep,method,marker,cell_type,prop,RNAscope_prop,snRNA_prop,library_type,rna_extract,library_combo
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,Bisque,MeanRatio_top25,Astro,0.05391341532658683,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,Bisque,MeanRatio_top25,EndoMural,0.013999351712059238,NA,0.012195121951219513,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,Bisque,MeanRatio_top25,Excit,0.40412471135040745,NA,0.11634805537244562,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,Bisque,MeanRatio_top25,Inhib,0.18831317946005277,NA,0.571193144363876,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,Bisque,MeanRatio_top25,Micro,0.029771224577707256,NA,0.004943968358602505,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,Bisque,MeanRatio_top25,OligoOPC,0.30987811757318673,NA,0.24588002636783124,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,hspe,MeanRatio_top25,Astro,0.07552852838977642,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,hspe,MeanRatio_top25,EndoMural,0.1483181102562076,NA,0.012195121951219513,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,hspe,MeanRatio_top25,Excit,0.19518937090430344,NA,0.11634805537244562,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,hspe,MeanRatio_top25,Inhib,0.2567359275230068,NA,0.571193144363876,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,hspe,MeanRatio_top25,Micro,0.03930480292130754,NA,0.004943968358602505,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,Br2720_mid,2107UNHS-0291,Br2720,Mid,Bulk,hspe,MeanRatio_top25,OligoOPC,0.2849232600053982,NA,0.24588002636783124,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Cyto,Br2720_mid,2107UNHS-0291,Br2720,Mid,Cyto,Bisque,MeanRatio_top25,Astro,0.06259234143697034,NA,0.049439683586025046,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br2720_Mid_Cyto,Br2720_mid,2107UNHS-0291,Br2720,Mid,Cyto,Bisque,MeanRatio_top25,EndoMural,0.020198562926320968,NA,0.012195121951219513,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br2720_Mid_Cyto,Br2720_mid,2107UNHS-0291,Br2720,Mid,Cyto,Bisque,MeanRatio_top25,Excit,0.4461940083725839,NA,0.11634805537244562,polyA,Cyto,polyA_Cyto
