"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"345","ENSG00000174945","hurdle",0,-1.0231484,0.8826935,1.9058419,0.759
"326","ENSG00000170017","hurdle",0,1.539958,2.637178,1.09722,0.759
"275","ENSG00000162599","hurdle",0,1.886042,2.795943,0.909901,0.759
"566","ENSG00000285755","hurdle",0,-2.0414621,0.6956265,2.7370886,0.757
"214","ENSG00000145284","hurdle",0,1.977787,3.149621,1.171834,0.755
"410","ENSG00000196376","hurdle",0,2.83252,3.69074,0.85822,0.753
"242","ENSG00000152208","hurdle",0,3.551832,4.26226,0.710428,0.753
"378","ENSG00000184221","hurdle",0,-2.341206,0.2790577,2.6202637,0.752
"333","ENSG00000171094","hurdle",0,0.4274839,1.6572392,1.2297553,0.752
"182","ENSG00000136297","hurdle",0,-0.6435576,1.112958,1.7565156,0.752
"320","ENSG00000169129","hurdle",0,-1.4937576,0.6484892,2.1422468,0.751
"260","ENSG00000156103","hurdle",0,2.608458,3.586882,0.978424,0.751
"573","ENSG00000286364","hurdle",0,-3.1424679,0.1549747,3.2974426,0.749
"356","ENSG00000178764","hurdle",0,-0.1264855,1.459702,1.5861875,0.748
"166","ENSG00000134369","hurdle",2.66795448754273e-322,1.572243,2.667927,1.095684,0.745
"293","ENSG00000164309","hurdle",0,-0.7444179,0.8158289,1.5602468,0.743
"132","ENSG00000123104","hurdle",0,1.503641,2.125453,0.621812,0.743
"100","ENSG00000112531","hurdle",5.96081684103265e-290,2.865594,3.707402,0.841808,0.742
"83","ENSG00000105894","hurdle",0,0.06577778,1.45591186,1.39013408,0.741
"199","ENSG00000139910","hurdle",3.43916939570085e-298,2.618716,3.505668,0.886952,0.739
"357","ENSG00000179241","hurdle",0,0.2121973,1.4798386,1.2676413,0.738
"257","ENSG00000154975","hurdle",0,3.062617,3.5909,0.528283,0.735
"557","ENSG00000274461","hurdle",0,-1.585304,0.7729522,2.3582562,0.734
"114","ENSG00000115183","hurdle",0,-0.4039828,1.0228711,1.4268539,0.734
"456","ENSG00000227220","hurdle",0,-0.8459006,0.7602758,1.6061764,0.73
"279","ENSG00000162944","hurdle",0,-0.8407718,0.7893958,1.6301676,0.73
"336","ENSG00000171587","hurdle",0,4.670219,5.443285,0.773066,0.729
"304","ENSG00000166033","hurdle",0,-0.9842478,0.6979205,1.6821683,0.728
"493","ENSG00000242808","hurdle",4.05348434080491e-284,1.774149,3.009635,1.235486,0.727
"252","ENSG00000154080","hurdle",0,-0.6362164,1.0217728,1.6579892,0.727
"90","ENSG00000109686","hurdle",3.48841226184834e-285,1.14845,2.120673,0.972223,0.726
"36","ENSG00000077782","hurdle",0,-0.4484735,0.9858009,1.4342744,0.726
"123","ENSG00000118322","hurdle",0,-0.9085143,1.0657784,1.9742927,0.725
"255","ENSG00000154493","hurdle",0,0.1562695,1.1050283,0.9487588,0.721
"177","ENSG00000135905","hurdle",0,1.332973,1.983922,0.650949,0.721
"138","ENSG00000125462","hurdle",2.4662541899936e-282,0.3023138,1.5654967,1.2631829,0.719
"256","ENSG00000154856","hurdle",0,-1.96972804,0.09217953,2.06190757,0.718
"109","ENSG00000114200","hurdle",0,-2.71131798,0.06755356,2.77887154,0.718
"57","ENSG00000101144","hurdle",0,-2.23111083,-0.01871226,2.21239857,0.716
"532","ENSG00000259048","hurdle",0,-0.6645069,1.109171,1.7736779,0.715
"272","ENSG00000162407","hurdle",0,-0.943617,0.6413553,1.5849723,0.715
"235","ENSG00000150361","hurdle",0,-0.4562236,0.8103265,1.2665501,0.713
"265","ENSG00000157985","hurdle",2.4742433358044e-235,3.260458,4.0745,0.814042,0.712
"442","ENSG00000224184","hurdle",0,-1.237381,1.51461,2.751991,0.711
"250","ENSG00000153823","hurdle",4.72750279567873e-293,1.784051,2.396702,0.612651,0.71
"327","ENSG00000170075","hurdle",0,-2.4472063,-0.2414814,2.2057249,0.709
"103","ENSG00000112769","hurdle",0,-0.9635055,0.4970658,1.4605713,0.707
"330","ENSG00000170873","hurdle",2.80751907466447e-236,1.171312,2.037255,0.865943,0.705
"271","ENSG00000162402","hurdle",2.93330258485819e-227,0.9777779,1.9744915,0.9967136,0.705
"50","ENSG00000095015","hurdle",6.40758194273677e-297,-0.7790171,0.7448269,1.523844,0.705
"484","ENSG00000237978","hurdle",8.42750960498106e-259,1.054739,2.123236,1.068497,0.704
"145","ENSG00000127328","hurdle",1.24320684625611e-243,-0.07154949,1.04790531,1.1194548,0.704
"263","ENSG00000157734","hurdle",0,-2.925049,-0.3350011,2.5900479,0.703
"53","ENSG00000100095","hurdle",5.30239530665336e-284,1.961365,2.52937,0.568005,0.703
"52","ENSG00000099954","hurdle",1.0742840383474e-307,-1.058158,0.491787,1.549945,0.703
"48","ENSG00000091656","hurdle",1.51853257507647e-303,0.2739179,1.0823795,0.8084616,0.703
"281","ENSG00000163110","hurdle",3.20234446601017e-295,-0.3552935,0.6738828,1.0291763,0.7
"160","ENSG00000132613","hurdle",8.0534183850436e-260,-0.6167259,0.6588887,1.2756146,0.699
"474","ENSG00000234173","hurdle",0,-2.201591,0.3426017,2.5441927,0.696
"433","ENSG00000205927","hurdle",0,-2.8760369,-0.3885112,2.4875257,0.696
"324","ENSG00000169432","hurdle",4.28919908083296e-297,-0.2546041,0.8022465,1.0568506,0.696
"23","ENSG00000064270","hurdle",0,-1.85728208,-0.05070575,1.80657633,0.696
"126","ENSG00000120907","hurdle",0,-0.4292429,0.4580789,0.8873218,0.695
"134","ENSG00000124440","hurdle",0,-1.5115326,0.1502917,1.6618243,0.694
"46","ENSG00000089250","hurdle",0,-1.3593385,0.2009871,1.5603256,0.694
"495","ENSG00000244128","hurdle",2.45708503242921e-246,0.9563993,1.6071015,0.6507022,0.691
"66","ENSG00000102934","hurdle",2.16935302263327e-316,-1.5372675,0.06186526,1.59913276,0.691
"584","ENSG00000287550","hurdle",0,-2.9588111,-0.3846225,2.5741886,0.69
"124","ENSG00000118515","hurdle",1.07728391995162e-200,0.8300209,1.6036799,0.773659,0.686
"159","ENSG00000132561","hurdle",5.06611365182996e-293,-1.51887118,0.08588718,1.60475836,0.685
"144","ENSG00000127325","hurdle",0,-3.1513768,-0.3943639,2.7570129,0.685
"116","ENSG00000115935","hurdle",1.27994160243433e-274,-1.1976213,0.3767945,1.5744158,0.685
"54","ENSG00000100146","hurdle",0,-2.204882,-0.2441213,1.9607607,0.685
"211","ENSG00000144791","hurdle",0,-2.2173828,-0.1812169,2.0361659,0.684
"59","ENSG00000101203","hurdle",0,-3.080928,-0.421995,2.658933,0.684
"298","ENSG00000165246","hurdle",2.64190589262772e-193,1.43993,2.352683,0.912753,0.683
"406","ENSG00000196083","hurdle",4.10586549378401e-257,0.08828499,0.91933025,0.83104526,0.681
"354","ENSG00000178538","hurdle",3.58420149028787e-308,-1.4339658,0.3853599,1.8193257,0.681
"133","ENSG00000123384","hurdle",3.88712019729694e-179,0.4214095,1.2586899,0.8372804,0.681
"576","ENSG00000286778","hurdle",0,-2.44461046,0.08448514,2.5290956,0.68
"546","ENSG00000264015","hurdle",0,-2.2036622,0.1629675,2.3666297,0.68
"531","ENSG00000258733","hurdle",5.44020640485739e-314,-1.472155,0.451568,1.923723,0.68
"415","ENSG00000197299","hurdle",0,-2.6762129,-0.4788974,2.1973155,0.68
"366","ENSG00000181804","hurdle",7.34514441235111e-189,0.6961957,1.2988397,0.602644,0.68
"128","ENSG00000121957","hurdle",3.58810504474565e-205,-0.3890016,0.7764296,1.1654312,0.68
"451","ENSG00000226869","hurdle",0,-2.98079088,-0.06619377,2.91459711,0.677
"22","ENSG00000061938","hurdle",9.41520079372606e-180,-0.04037566,0.91696905,0.95734471,0.677
"321","ENSG00000169181","hurdle",4.64512073178421e-260,-0.05303356,0.71115426,0.76418782,0.675
"294","ENSG00000164574","hurdle",1.15094501079258e-203,-0.5648278,0.4944288,1.0592566,0.675
"258","ENSG00000155324","hurdle",3.33220925408667e-207,-0.4751205,0.5345135,1.009634,0.673
"222","ENSG00000147044","hurdle",2.68960282380962e-176,1.352601,2.003157,0.650556,0.673
"208","ENSG00000143842","hurdle",0,-2.4074857,-0.4552546,1.9522311,0.671
"148","ENSG00000129116","hurdle",1.06008862438983e-170,0.0428111,0.9469816,0.9041705,0.67
"422","ENSG00000198795","hurdle",1.64659906918973e-190,-0.3407735,0.6757461,1.0165196,0.669
"81","ENSG00000105855","hurdle",2.43434097306545e-186,-0.2363114,0.5814879,0.8177993,0.669
"289","ENSG00000163697","hurdle",4.65974629827926e-155,2.069818,2.659242,0.589424,0.668
"173","ENSG00000135090","hurdle",4.92519801043738e-158,1.708577,2.278138,0.569561,0.668
"47","ENSG00000091490","hurdle",4.76163830591556e-242,-0.8390662,0.1642953,1.0033615,0.668
"150","ENSG00000130449","hurdle",3.73745809603729e-144,2.566541,3.198802,0.632261,0.667
"220","ENSG00000146648","hurdle",3.11334829352977e-271,-0.4581495,0.2537086,0.7118581,0.666
"72","ENSG00000103528","hurdle",1.84455876269983e-204,-0.6002611,0.3490384,0.9492995,0.666
"340","ENSG00000173546","hurdle",0,-3.0545199,-0.7419318,2.3125881,0.665
"292","ENSG00000164300","hurdle",2.00889964934144e-149,0.5109104,1.4335102,0.9225998,0.663
"203","ENSG00000140526","hurdle",1.25165932234564e-156,1.47093,2.019757,0.548827,0.663
"188","ENSG00000137478","hurdle",4.68694933600258e-151,1.630012,2.229968,0.599956,0.663
"154","ENSG00000131094","hurdle",0,-2.6645867,-0.6364387,2.028148,0.663
"511","ENSG00000249835","hurdle",0,-3.1343108,-0.4809718,2.653339,0.662
"466","ENSG00000230490","hurdle",2.15649169052085e-229,-1.3298306,0.2157907,1.5456213,0.661
"219","ENSG00000146592","hurdle",3.25794016607431e-174,0.4780708,1.1742153,0.6961445,0.661
"390","ENSG00000186998","hurdle",3.11590241434334e-264,-1.882434,-0.268996,1.613438,0.66
"210","ENSG00000144230","hurdle",0,-3.2383738,-0.7307817,2.5075921,0.658
"405","ENSG00000189058","hurdle",4.7367343314839e-233,-1.6962038,-0.2257428,1.470461,0.657
"471","ENSG00000231871","hurdle",5.2558178737497e-170,-0.5702409,0.707971,1.2782119,0.655
"191","ENSG00000138193","hurdle",9.18813022888774e-215,-0.97267019,0.03162803,1.00429822,0.655
"430","ENSG00000205683","hurdle",1.43823051400958e-177,-0.6201798,0.3189504,0.9391302,0.654
"151","ENSG00000130508","hurdle",2.31280824388399e-282,-1.9343967,-0.4872127,1.447184,0.654
"9","ENSG00000020577","hurdle",4.17865154748052e-142,1.194384,1.84655,0.652166,0.654
"523","ENSG00000256637","hurdle",0,-2.9206332,-0.3321898,2.5884434,0.653
"241","ENSG00000151892","hurdle",7.15010153305634e-227,-1.3028065,-0.0921182,1.2106883,0.653
"4","ENSG00000008311","hurdle",4.06415925763963e-206,-1.5834784,-0.2450023,1.3384761,0.653
"143","ENSG00000127252","hurdle",7.14761894207984e-194,-1.318696,0.04754558,1.36624158,0.652
"69","ENSG00000103196","hurdle",0,-2.4053808,-0.3145106,2.0908702,0.652
"537","ENSG00000259417","hurdle",4.25758353450542e-312,-1.8887913,-0.3519853,1.536806,0.651
"507","ENSG00000248587","hurdle",0,-2.2752731,-0.5875677,1.6877054,0.649
"168","ENSG00000134508","hurdle",2.3791546381286e-132,0.06514543,1.00482569,0.93968026,0.649
"429","ENSG00000205336","hurdle",4.61704070678958e-205,-1.7129397,-0.3154357,1.397504,0.648
"404","ENSG00000188906","hurdle",2.06866012544279e-140,0.4512965,1.0568695,0.605573,0.648
"111","ENSG00000114646","hurdle",1.9317872421095e-146,-0.7679774,0.2630344,1.0310118,0.647
"15","ENSG00000049089","hurdle",1.24774443651333e-280,-2.3367868,-0.6468805,1.6899063,0.647
"1","ENSG00000005513","hurdle",1.37585231197871e-264,-2.200374,-0.5920446,1.6083294,0.647
"215","ENSG00000145555","hurdle",1.01590999780592e-168,-0.94820597,-0.01269789,0.93550808,0.646
"432","ENSG00000205810","hurdle",0,-3.1991945,-0.9837316,2.2154629,0.645
"204","ENSG00000140807","hurdle",3.74545653252443e-203,-1.5762781,-0.3080515,1.2682266,0.645
"121","ENSG00000117501","hurdle",0,-3.2148371,-0.6318221,2.583015,0.645
"16","ENSG00000049192","hurdle",8.28906288162196e-235,-0.8370317,0.1496214,0.9866531,0.645
"319","ENSG00000169031","hurdle",5.07748270866388e-249,-2.1113356,-0.5008281,1.6105075,0.644
"431","ENSG00000205809","hurdle",0,-3.181317,-0.935999,2.245318,0.643
"200","ENSG00000139946","hurdle",1.58087571990444e-143,0.004616577,0.719759279,0.715142702,0.643
"450","ENSG00000225649","hurdle",2.76571254251594e-271,-1.5100995,-0.2933954,1.2167041,0.642
"192","ENSG00000138448","hurdle",5.2619272111409e-129,-0.5419112,0.4096359,0.9515471,0.642
"5","ENSG00000009413","hurdle",5.88880005549153e-140,1.961086,2.463752,0.502666,0.641
"503","ENSG00000248184","hurdle",0,-3.2195138,-0.7531688,2.466345,0.639
"249","ENSG00000153822","hurdle",0,-2.9234417,-0.8733541,2.0500876,0.639
"30","ENSG00000069869","hurdle",1.72164931159111e-229,-2.042225,-0.4532169,1.5890081,0.639
"579","ENSG00000287151","hurdle",1.88899134028531e-122,-0.224079,0.4949566,0.7190356,0.638
"391","ENSG00000187068","hurdle",2.65191306777887e-129,-0.6011442,0.4051502,1.0062944,0.638
"24","ENSG00000064655","hurdle",2.46390115309312e-216,-1.610865,-0.3739824,1.2368826,0.638
"309","ENSG00000166573","hurdle",1.86045475033006e-293,-2.155227,-0.6620977,1.4931293,0.637
"195","ENSG00000138669","hurdle",8.71067265875245e-199,-0.5438778,0.1341193,0.6779971,0.637
"475","ENSG00000234899","hurdle",2.38620294350295e-210,-1.8058484,-0.1845936,1.6212548,0.636
"297","ENSG00000165029","hurdle",5.33465929443123e-161,-1.2513648,-0.2485319,1.0028329,0.635
"239","ENSG00000151414","hurdle",4.17298661028205e-117,-0.5606837,0.3337778,0.8944615,0.635
"117","ENSG00000116117","hurdle",1.03116731278636e-150,-0.1489361,0.4986457,0.6475818,0.635
"240","ENSG00000151491","hurdle",8.62045287619784e-136,-0.4237648,0.2924782,0.716243,0.634
"164","ENSG00000134250","hurdle",4.98748254228078e-187,-1.7364716,-0.5135112,1.2229604,0.634
"77","ENSG00000105088","hurdle",2.96375292604799e-116,-0.02400128,0.60416917,0.62817045,0.634
"196","ENSG00000139289","hurdle",1.1933719555251e-178,-1.824101,-0.489299,1.334802,0.633
"17","ENSG00000050405","hurdle",1.59145691463375e-132,-0.98445728,0.09774979,1.08220707,0.633
"266","ENSG00000158352","hurdle",5.62425830855643e-188,-0.73117631,0.08097408,0.81215039,0.632
"218","ENSG00000146477","hurdle",0,-2.6590592,-0.6918205,1.9672387,0.631
"167","ENSG00000134376","hurdle",4.21568827662224e-113,0.009278916,0.718403999,0.709125083,0.631
"125","ENSG00000120156","hurdle",2.05926139895976e-193,-1.8565151,-0.3163614,1.5401537,0.631
"67","ENSG00000103089","hurdle",2.33048786707854e-228,-0.9186355,-0.2663102,0.6523253,0.631
"58","ENSG00000101198","hurdle",0,-2.869832,-1.016454,1.853378,0.631
"29","ENSG00000067955","hurdle",4.57790064055758e-130,-1.12956013,-0.08658002,1.04298011,0.631
"550","ENSG00000267339","hurdle",0,-2.9950695,-0.9218409,2.0732286,0.63
"514","ENSG00000251034","hurdle",2.56629968405671e-129,-0.8400609,0.30878,1.1488409,0.63
"411","ENSG00000196526","hurdle",3.46238710194032e-114,0.07251403,0.75323398,0.68071995,0.63
"529","ENSG00000258081","hurdle",5.91647881807328e-308,-2.5241371,-0.2716867,2.2524504,0.629
"346","ENSG00000175093","hurdle",7.60433940260095e-316,-2.7569276,-0.9232505,1.8336771,0.629
"282","ENSG00000163235","hurdle",6.41577229861109e-278,-2.6248619,-0.9036408,1.7212211,0.629
"351","ENSG00000177694","hurdle",3.22855863199692e-89,1.295486,1.88853,0.593044,0.628
"269","ENSG00000160307","hurdle",6.04691035464107e-147,-1.4090804,-0.4031878,1.0058926,0.628
"37","ENSG00000077943","hurdle",1.62240236211338e-222,-0.7378702,-0.1694603,0.5684099,0.627
"45","ENSG00000088881","hurdle",1.28497330361534e-166,-1.8727083,-0.6249247,1.2477836,0.626
"38","ENSG00000079335","hurdle",6.70498661692114e-205,-1.5449702,-0.5370572,1.007913,0.626
"392","ENSG00000187098","hurdle",2.54477047642894e-125,-0.6860204,0.1576438,0.8436642,0.625
"360","ENSG00000179455","hurdle",7.56153612253565e-145,-1.4374742,-0.2906639,1.1468103,0.625
"80","ENSG00000105854","hurdle",1.12313159952851e-150,-1.5283836,-0.4976746,1.030709,0.625
"44","ENSG00000085117","hurdle",1.01765130399309e-240,-2.4693155,-0.7925579,1.6767576,0.625
"40","ENSG00000081052","hurdle",1.44690298884557e-275,-2.4859743,-0.8760813,1.609893,0.625
"455","ENSG00000227110","hurdle",5.61585332347585e-84,1.044176,1.714104,0.669928,0.624
"344","ENSG00000174607","hurdle",3.76882225409861e-176,-0.6150628,-0.1112693,0.5037935,0.623
"106","ENSG00000113296","hurdle",1.21344447923115e-132,-1.4833596,-0.4440827,1.0392769,0.623
"533","ENSG00000259070","hurdle",8.47679876324466e-153,-0.8823219,0.1060651,0.988387,0.622
"419","ENSG00000197965","hurdle",6.7194265464683e-94,-0.235875,0.5200658,0.7559408,0.622
"343","ENSG00000173905","hurdle",4.32759615824443e-115,-0.4586223,0.1307271,0.5893494,0.621
"8","ENSG00000019144","hurdle",3.05190032361094e-104,-0.8680486,-0.04225769,0.82579091,0.62
"113","ENSG00000114993","hurdle",2.29082945008667e-212,-2.513972,-1.062306,1.451666,0.619
"221","ENSG00000146966","hurdle",2.89971180258369e-97,-0.5417956,0.1589766,0.7007722,0.618
"2","ENSG00000007062","hurdle",1.02893644334149e-256,-2.5302401,-0.8760813,1.6541588,0.618
"522","ENSG00000256463","hurdle",2.74332252279677e-300,-2.865389,-1.127425,1.737964,0.617
"332","ENSG00000171016","hurdle",6.93353374002856e-139,-1.7210319,-0.6410702,1.0799617,0.615
"339","ENSG00000173193","hurdle",1.26255466318276e-178,-2.164927,-0.900861,1.264066,0.614
"329","ENSG00000170802","hurdle",3.28771700161134e-83,-0.526274,0.2449498,0.7712238,0.614
"306","ENSG00000166348","hurdle",7.50965272544122e-72,0.5021911,1.1225532,0.6203621,0.614
"499","ENSG00000246223","hurdle",2.56333162760125e-261,-2.806802,-1.11771,1.689092,0.613
"224","ENSG00000147588","hurdle",2.18581439724577e-141,-1.9118121,-0.6644531,1.247359,0.613
"536","ENSG00000259363","hurdle",8.70759585835326e-146,-1.618972,-0.5092711,1.1097009,0.612
"384","ENSG00000185650","hurdle",2.12861107913673e-148,-1.5128915,-0.6822424,0.8306491,0.612
"92","ENSG00000110092","hurdle",6.18267320505939e-203,-2.4665332,-0.8829219,1.5836113,0.612
"308","ENSG00000166450","hurdle",9.68191300356709e-204,-2.390871,-0.9204327,1.4704383,0.611
"32","ENSG00000072182","hurdle",4.91290934483469e-193,-2.0415711,-0.9896262,1.0519449,0.611
"425","ENSG00000204099","hurdle",0,-3.142702,-1.380744,1.761958,0.61
"149","ENSG00000130413","hurdle",6.04240753144018e-105,-0.3146315,0.289439,0.6040705,0.609
"420","ENSG00000198373","hurdle",8.49423786027291e-72,-0.2452562,0.4395546,0.6848108,0.608
"409","ENSG00000196338","hurdle",1.30996166078995e-93,-1.3288994,-0.4552546,0.8736448,0.608
"28","ENSG00000065361","hurdle",3.22109699411996e-134,-1.7884632,-0.7197171,1.0687461,0.608
"553","ENSG00000269834","hurdle",1.0009296725749e-117,-1.6985214,-0.5675916,1.1309298,0.607
"337","ENSG00000172340","hurdle",4.01976272190205e-102,-1.3768287,-0.3768765,0.9999522,0.607
"18","ENSG00000056487","hurdle",6.20542332652428e-116,-1.403118,-0.5305973,0.8725207,0.606
"338","ENSG00000172380","hurdle",6.77668693899211e-137,-1.4549278,-0.6180602,0.8368676,0.605
"541","ENSG00000260971","hurdle",3.8040596091527e-193,-2.3883744,-0.6399109,1.7484635,0.604
"397","ENSG00000187678","hurdle",3.50558923115252e-103,-1.5961461,-0.5664898,1.0296563,0.604
"190","ENSG00000137965","hurdle",2.20193026223203e-238,-2.787851,-1.256505,1.531346,0.604
"363","ENSG00000181449","hurdle",4.1993155051059e-108,-1.6587834,-0.7481638,0.9106196,0.603
"530","ENSG00000258569","hurdle",2.16262944985189e-119,-1.9536449,-0.7771827,1.1764622,0.602
"373","ENSG00000182648","hurdle",5.45308948364811e-77,-0.75286758,0.03308235,0.78594993,0.602
"276","ENSG00000162669","hurdle",9.73934528264058e-87,-1.0545803,-0.2636295,0.7909508,0.602
"502","ENSG00000247675","hurdle",2.42791988611189e-205,-2.711491,-1.137206,1.574285,0.601
"428","ENSG00000204740","hurdle",5.71597621012806e-118,-1.6877375,-0.4572952,1.2304423,0.6
"231","ENSG00000148848","hurdle",1.59194651535319e-97,-0.48653415,0.02140646,0.50794061,0.6
"413","ENSG00000196739","hurdle",8.23491218002149e-134,-2.1561705,-0.9502974,1.2058731,0.599
"75","ENSG00000104368","hurdle",6.99484365180233e-157,-2.400621,-1.054562,1.346059,0.599
"443","ENSG00000224243","hurdle",2.7588560208026e-162,-1.865939,-1.071654,0.794285,0.598
"485","ENSG00000239381","hurdle",4.57877789964296e-98,-1.567151,-0.489299,1.077852,0.597
