"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"706","ENSG00000151276","hurdle",0,3.189474,3.840326,0.650852,0.72
"1254","ENSG00000197584","hurdle",0,2.09656,3.341694,1.245134,0.719
"753","ENSG00000154310","hurdle",0,2.619744,3.384352,0.764608,0.719
"444","ENSG00000129244","hurdle",0,-1.444197,0.472698,1.916895,0.719
"279","ENSG00000110675","hurdle",0,1.24622,2.329202,1.082982,0.719
"181","ENSG00000100678","hurdle",0,0.9411957,1.823216,0.8820203,0.719
"109","ENSG00000077264","hurdle",0,2.707198,3.284873,0.577675,0.719
"649","ENSG00000146416","hurdle",0,2.02954,2.783824,0.754284,0.718
"516","ENSG00000136141","hurdle",0,0.6785487,1.6902942,1.0117455,0.718
"334","ENSG00000116141","hurdle",0,1.848032,2.735512,0.88748,0.718
"1115","ENSG00000182621","hurdle",0,5.177944,5.678701,0.500757,0.717
"953","ENSG00000169306","hurdle",0,4.729359,5.613565,0.884206000000001,0.717
"732","ENSG00000152818","hurdle",0,0.8188448,2.529545,1.7107002,0.717
"727","ENSG00000152578","hurdle",0,3.538766,4.364335,0.825569,0.717
"480","ENSG00000133958","hurdle",0,3.206667,3.818021,0.611354,0.716
"369","ENSG00000120049","hurdle",0,-1.5925807,0.4023401,1.9949208,0.716
"277","ENSG00000110328","hurdle",0,1.81631,2.6994,0.88309,0.716
"283","ENSG00000111371","hurdle",0,1.308282,2.207643,0.899361,0.715
"1013","ENSG00000172985","hurdle",0,1.616274,2.533783,0.917509,0.714
"570","ENSG00000140743","hurdle",0,0.6981195,1.6978683,0.9997488,0.714
"80","ENSG00000066651","hurdle",0,1.950356,2.64854,0.698184,0.714
"1191","ENSG00000187398","hurdle",0,1.395819,2.66372,1.267901,0.713
"1173","ENSG00000185942","hurdle",0,0.7112473,2.7619665,2.0507192,0.713
"1019","ENSG00000173406","hurdle",0,3.104669,4.121868,1.017199,0.713
"372","ENSG00000120549","hurdle",0,3.006297,4.026829,1.020532,0.713
"1266","ENSG00000198597","hurdle",0,0.4666389,2.8636329,2.396994,0.712
"719","ENSG00000151812","hurdle",0,-1.898253,1.399492,3.297745,0.712
"463","ENSG00000132164","hurdle",0,-1.1591562,0.8811518,2.040308,0.712
"443","ENSG00000129159","hurdle",0,0.4605295,1.6152211,1.1546916,0.712
"198","ENSG00000101746","hurdle",0,1.999579,2.720519,0.72094,0.712
"1049","ENSG00000176728","hurdle",0,1.485688,2.400783,0.915095,0.711
"501","ENSG00000135299","hurdle",0,-0.06539243,1.18777198,1.25316441,0.711
"470","ENSG00000132849","hurdle",0,1.206601,2.060932,0.854331,0.711
"336","ENSG00000116191","hurdle",0,0.643322,1.485897,0.842575,0.711
"187","ENSG00000101134","hurdle",0,0.09670133,1.50448658,1.40778525,0.711
"16","ENSG00000006704","hurdle",0,-0.04036225,1.06759319,1.10795544,0.711
"1111","ENSG00000182263","hurdle",0,0.8223549,2.9866202,2.1642653,0.71
"129","ENSG00000084676","hurdle",0,2.598721,3.294126,0.695405,0.71
"17","ENSG00000006740","hurdle",0,1.933018,2.498416,0.565398,0.71
"1128","ENSG00000183098","hurdle",0,2.696767,3.772863,1.076096,0.709
"784","ENSG00000157570","hurdle",0,-2.4987644,0.5197379,3.0185023,0.709
"1578","ENSG00000257815","hurdle",0,1.194067,2.20973,1.015663,0.708
"958","ENSG00000169604","hurdle",0,0.2348372,1.5135554,1.2787182,0.708
"890","ENSG00000165521","hurdle",0,0.5591083,1.6682329,1.1091246,0.708
"865","ENSG00000164418","hurdle",0,3.878402,4.712064,0.833662,0.708
"378","ENSG00000121440","hurdle",0,2.417612,3.328441,0.910829,0.708
"192","ENSG00000101349","hurdle",0,2.191007,2.764808,0.573801,0.708
"1215","ENSG00000188994","hurdle",0,1.85362,2.571707,0.718087,0.707
"703","ENSG00000151025","hurdle",0,2.616051,3.341115,0.725064,0.707
"213","ENSG00000102900","hurdle",0,0.4897802,1.4490342,0.959254,0.707
"1502","ENSG00000248049","hurdle",0,1.745062,2.560967,0.815905,0.706
"1096","ENSG00000180998","hurdle",0,1.028223,1.90847,0.880247,0.706
"942","ENSG00000168959","hurdle",0,3.990205,4.496938,0.506733,0.706
"794","ENSG00000158560","hurdle",0,3.065571,3.569911,0.50434,0.706
"605","ENSG00000144218","hurdle",0,3.198333,3.713841,0.515508,0.706
"595","ENSG00000143469","hurdle",0,1.987275,2.565841,0.578566,0.706
"472","ENSG00000132964","hurdle",0,1.007214,1.875773,0.868559,0.706
"1463","ENSG00000239268","hurdle",0,3.690154,4.286773,0.596619,0.705
"996","ENSG00000171735","hurdle",0,3.264924,3.802978,0.538054,0.705
"746","ENSG00000154162","hurdle",0,3.348501,4.286673,0.938172,0.705
"712","ENSG00000151490","hurdle",0,1.715716,2.558999,0.843283,0.705
"166","ENSG00000099715","hurdle",0,0.01158899,2.38567115,2.37408216,0.705
"1668","ENSG00000280870","hurdle",0,-0.01859008,2.02499708,2.04358716,0.704
"1467","ENSG00000239513","hurdle",0,-3.2454658,0.5604387,3.8059045,0.704
"1316","ENSG00000213160","hurdle",0,0.4501418,1.4355546,0.9854128,0.704
"1075","ENSG00000179152","hurdle",0,0.1664591,1.2648203,1.0983612,0.704
"707","ENSG00000151320","hurdle",0,3.568167,4.137255,0.569088,0.704
"172","ENSG00000100266","hurdle",0,-0.2439967,1.0451532,1.2891499,0.704
"115","ENSG00000079156","hurdle",0,2.355426,3.051989,0.696563,0.704
"925","ENSG00000168016","hurdle",0,0.3850751,1.2486176,0.8635425,0.703
"856","ENSG00000164070","hurdle",0,0.5326065,1.4522296,0.9196231,0.703
"114","ENSG00000078549","hurdle",0,-1.1661309,0.5588467,1.7249776,0.703
"71","ENSG00000063015","hurdle",0,-1.1991087,0.7612187,1.9603274,0.703
"1491","ENSG00000245694","hurdle",0,-2.4334236,0.9891196,3.4225432,0.702
"1360","ENSG00000227082","hurdle",0,-0.5281711,0.8920104,1.4201815,0.702
"1158","ENSG00000185261","hurdle",0,1.711344,2.480308,0.768964,0.702
"901","ENSG00000166006","hurdle",0,2.666411,3.811434,1.145023,0.702
"884","ENSG00000165185","hurdle",0,0.7936836,2.4928915,1.6992079,0.702
"821","ENSG00000162437","hurdle",0,-0.316692,1.301616,1.618308,0.702
"648","ENSG00000146282","hurdle",0,-0.02919176,1.30304361,1.33223537,0.702
"257","ENSG00000107957","hurdle",0,1.24978,2.01848,0.7687,0.702
"241","ENSG00000106278","hurdle",0,1.05957,2.169989,1.110419,0.702
"102","ENSG00000073910","hurdle",0,2.518988,3.19883,0.679842,0.702
"1151","ENSG00000184903","hurdle",0,2.682011,3.420243,0.738232,0.701
"539","ENSG00000137821","hurdle",0,0.8380544,1.7419511,0.9038967,0.701
"603","ENSG00000143924","hurdle",0,0.2883501,1.6073703,1.3190202,0.7
"208","ENSG00000102531","hurdle",0,1.494888,2.319807,0.824919,0.7
"886","ENSG00000165246","hurdle",0,1.282991,2.097457,0.814466,0.699
"610","ENSG00000144339","hurdle",0,2.86648,3.628709,0.762229,0.699
"550","ENSG00000138653","hurdle",0,-2.5104915,0.6738698,3.1843613,0.699
"511","ENSG00000136040","hurdle",0,-0.05862216,1.16725449,1.22587665,0.699
"1566","ENSG00000254377","hurdle",0,1.274276,2.040734,0.766458,0.698
"1125","ENSG00000183044","hurdle",0,0.7772128,1.7250945,0.9478817,0.698
"937","ENSG00000168843","hurdle",0,1.564396,2.82668,1.262284,0.698
"586","ENSG00000143153","hurdle",0,2.883417,3.547777,0.66436,0.698
"356","ENSG00000118473","hurdle",0,2.780566,3.368586,0.58802,0.698
"1245","ENSG00000197121","hurdle",0,0.5452322,1.5456139,1.0003817,0.697
"993","ENSG00000171714","hurdle",0,1.450933,2.823443,1.37251,0.697
"799","ENSG00000159164","hurdle",0,0.9714731,1.8533282,0.8818551,0.697
"1731","ENSG00000287976","hurdle",0,-2.30800725,0.01177547,2.31978272,0.696
"1074","ENSG00000179104","hurdle",0,2.261325,3.861261,1.599936,0.696
"891","ENSG00000165588","hurdle",0,-3.2147404,0.4140301,3.6287705,0.696
"402","ENSG00000124140","hurdle",0,0.9011908,1.8235107,0.9223199,0.696
"182","ENSG00000100852","hurdle",0,1.26021,2.13584,0.87563,0.696
"112","ENSG00000078053","hurdle",0,2.024602,2.586867,0.562265,0.696
"1403","ENSG00000231889","hurdle",0,1.45699,2.20561,0.74862,0.695
"1250","ENSG00000197321","hurdle",0,-0.9261329,0.8017909,1.7279238,0.695
"1234","ENSG00000196482","hurdle",0,2.287562,2.988707,0.701145,0.695
"1118","ENSG00000182771","hurdle",0,3.029583,3.62361,0.594027,0.695
"689","ENSG00000149289","hurdle",0,-0.6013322,0.8185189,1.4198511,0.695
"382","ENSG00000122012","hurdle",0,-1.178454,1.22109,2.399544,0.695
"1240","ENSG00000196712","hurdle",0,2.527648,3.136468,0.60882,0.694
"1132","ENSG00000183379","hurdle",0,-3.09908158,0.04146555,3.14054713,0.694
"297","ENSG00000112394","hurdle",0,-0.166452,0.796847,0.963299,0.694
"254","ENSG00000107745","hurdle",0,1.740817,2.392763,0.651946,0.694
"1362","ENSG00000227398","hurdle",0,0.9103369,1.6765353,0.7661984,0.693
"988","ENSG00000171451","hurdle",0,-1.1655603,0.7452872,1.9108475,0.693
"606","ENSG00000144227","hurdle",0,-2.001272,1.006938,3.00821,0.693
"256","ENSG00000107890","hurdle",0,1.371279,1.998425,0.627146,0.693
"1052","ENSG00000176884","hurdle",0,1.773842,2.395491,0.621649,0.692
"851","ENSG00000163710","hurdle",0,-2.674541,0.461381,3.135922,0.692
"567","ENSG00000140396","hurdle",0,1.683357,2.46594,0.782583,0.692
"255","ENSG00000107864","hurdle",0,2.261059,2.778818,0.517759,0.692
"235","ENSG00000105738","hurdle",0,0.3685732,1.3252719,0.9566987,0.692
"1123","ENSG00000183023","hurdle",0,4.127933,4.905033,0.777100000000001,0.691
"860","ENSG00000164197","hurdle",0,0.6888604,1.5046704,0.81581,0.691
"645","ENSG00000146243","hurdle",0,0.5053625,1.4920738,0.9867113,0.691
"524","ENSG00000136828","hurdle",0,1.520889,2.166566,0.645677,0.691
"479","ENSG00000133687","hurdle",0,1.278149,1.958599,0.68045,0.691
"92","ENSG00000071242","hurdle",0,2.103405,3.268016,1.164611,0.691
"1161","ENSG00000185477","hurdle",0,-1.064827,0.3587832,1.4236102,0.69
"1159","ENSG00000185345","hurdle",0,2.915091,3.451597,0.536506,0.69
"615","ENSG00000144451","hurdle",0,1.647681,2.374,0.726319,0.69
"88","ENSG00000070269","hurdle",0,0.3283737,1.5325604,1.2041867,0.69
"1433","ENSG00000235437","hurdle",0,2.013551,2.525837,0.512286,0.689
"560","ENSG00000139767","hurdle",0,2.518838,3.020382,0.501544,0.689
"331","ENSG00000115904","hurdle",0,1.839414,2.399623,0.560209,0.689
"199","ENSG00000101871","hurdle",0,-0.984317,0.7772045,1.7615215,0.689
"36","ENSG00000023171","hurdle",0,1.588476,2.273725,0.685249,0.689
"1374","ENSG00000228412","hurdle",0,-1.137523,1.604115,2.741638,0.688
"1315","ENSG00000213047","hurdle",0,0.6385921,1.4841739,0.8455818,0.688
"532","ENSG00000137478","hurdle",0,1.47756,2.216506,0.738946,0.688
"1386","ENSG00000229989","hurdle",0,1.156311,2.197249,1.040938,0.687
"926","ENSG00000168032","hurdle",0,-1.1778788,0.4641241,1.6420029,0.687
"871","ENSG00000164684","hurdle",0,1.780733,2.48888,0.708147,0.687
"846","ENSG00000163491","hurdle",0,1.397763,1.935611,0.537848,0.687
"552","ENSG00000138698","hurdle",0,1.538561,2.292154,0.753593,0.687
"229","ENSG00000105426","hurdle",0,1.552111,2.14244,0.590329,0.687
"104","ENSG00000075223","hurdle",0,-0.6987438,2.4109179,3.1096617,0.687
"1499","ENSG00000247828","hurdle",0,2.288662,2.845048,0.556386,0.686
"1397","ENSG00000231304","hurdle",0,-1.070024,1.456653,2.526677,0.686
"1089","ENSG00000180628","hurdle",0,1.0974,1.881516,0.784116,0.686
"963","ENSG00000170049","hurdle",0,-2.5501607,-0.1846112,2.3655495,0.686
"709","ENSG00000151376","hurdle",0,1.401799,1.931139,0.52934,0.686
"185","ENSG00000101004","hurdle",0,-1.4488758,0.1463644,1.5952402,0.686
"158","ENSG00000095015","hurdle",0,-1.1354957,0.3757614,1.5112571,0.686
"89","ENSG00000070601","hurdle",0,-2.4389295,-0.1323804,2.3065491,0.686
"1690","ENSG00000285971","hurdle",0,-1.9664401,0.4952541,2.4616942,0.685
"625","ENSG00000145147","hurdle",0,1.946864,3.201695,1.254831,0.685
