"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"180","ENSG00000169064","hurdle",0,-2.213011,1.639808,3.852819,0.755
"229","ENSG00000184347","hurdle",0,-1.430742,2.641972,4.072714,0.754
"210","ENSG00000176769","hurdle",0,-1.650621,1.889828,3.540449,0.754
"138","ENSG00000149927","hurdle",0,-2.0723168,0.6014759,2.6737927,0.754
"165","ENSG00000164794","hurdle",0,-2.6838143,0.6278325,3.3116468,0.753
"90","ENSG00000127585","hurdle",0,-1.3388303,0.8373514,2.1761817,0.752
"52","ENSG00000104369","hurdle",0,-1.547052,1.310307,2.857359,0.752
"253","ENSG00000223812","hurdle",0,-2.707447,2.046786,4.754233,0.751
"233","ENSG00000184999","hurdle",0,-2.412686,2.134862,4.547548,0.751
"220","ENSG00000181215","hurdle",0,-1.615125,1.147805,2.76293,0.751
"142","ENSG00000152034","hurdle",0,-2.919462,1.303302,4.222764,0.751
"255","ENSG00000224819","hurdle",0,-2.930197,1.331374,4.261571,0.749
"211","ENSG00000176871","hurdle",0,-1.116501,1.080489,2.19699,0.748
"145","ENSG00000154237","hurdle",0,-1.59446,2.215692,3.810152,0.748
"139","ENSG00000150054","hurdle",0,-1.661687,1.662764,3.324451,0.748
"39","ENSG00000089847","hurdle",0,-1.594047,1.076772,2.670819,0.748
"76","ENSG00000116147","hurdle",0,1.737906,3.381585,1.643679,0.747
"212","ENSG00000176928","hurdle",0,-2.7854696,0.8281114,3.613581,0.746
"155","ENSG00000162670","hurdle",0,0.8971186,3.2096272,2.3125086,0.746
"185","ENSG00000170074","hurdle",0,-1.8286793,0.9377896,2.7664689,0.745
"224","ENSG00000182348","hurdle",0,0.3045432,3.5647833,3.2602401,0.744
"133","ENSG00000147526","hurdle",0,0.8594376,2.4448348,1.5853972,0.742
"74","ENSG00000115641","hurdle",0,-2.7074472,0.5687599,3.2762071,0.741
"202","ENSG00000175182","hurdle",0,-1.6035775,0.6783445,2.281922,0.74
"177","ENSG00000168546","hurdle",0,-2.1070597,0.9799412,3.0870009,0.739
"156","ENSG00000162817","hurdle",0,-2.2396838,0.5144702,2.754154,0.738
"47","ENSG00000103174","hurdle",0,-2.158656,0.530864,2.68952,0.735
"2","ENSG00000005020","hurdle",0,-1.101256,1.28244,2.383696,0.735
"168","ENSG00000165757","hurdle",0,-1.7133865,0.9073255,2.620712,0.734
"208","ENSG00000176490","hurdle",0,-1.5340515,0.6715332,2.2055847,0.733
"160","ENSG00000164128","hurdle",0,-2.227887,0.8343541,3.0622411,0.733
"231","ENSG00000184602","hurdle",0,-2.055728,0.529938,2.585666,0.732
"199","ENSG00000174521","hurdle",0,-1.8739251,0.5525952,2.4265203,0.732
"209","ENSG00000176595","hurdle",0,-1.5642094,0.7035238,2.2677332,0.731
"188","ENSG00000171509","hurdle",0,-2.269275,2.10109,4.370365,0.731
"21","ENSG00000068305","hurdle",0,1.273666,3.094958,1.821292,0.731
"83","ENSG00000121904","hurdle",0,0.4743951,2.5867825,2.1123874,0.73
"91","ENSG00000127824","hurdle",0,-1.4269364,0.9197668,2.3467032,0.729
"84","ENSG00000122733","hurdle",0,-1.8353357,0.4884683,2.323804,0.729
"41","ENSG00000100095","hurdle",0,0.8724231,2.7382958,1.8658727,0.729
"127","ENSG00000145451","hurdle",0,-1.83176,1.137057,2.968817,0.728
"15","ENSG00000054277","hurdle",0,-2.2513607,0.5674655,2.8188262,0.727
"46","ENSG00000101463","hurdle",0,0.4828057,2.4251773,1.9423716,0.725
"171","ENSG00000166105","hurdle",0,-2.250276,0.390548,2.640824,0.722
"192","ENSG00000172031","hurdle",0,-1.927558,0.733527,2.661085,0.719
"104","ENSG00000134590","hurdle",0,-1.2112996,0.7931006,2.0044002,0.719
"276","ENSG00000255595","hurdle",0,-0.5773356,2.7212276,3.2985632,0.718
"56","ENSG00000105711","hurdle",0,-1.2842792,0.9573881,2.2416673,0.717
"240","ENSG00000187730","hurdle",0,-1.7220858,0.3457197,2.0678055,0.716
"71","ENSG00000114446","hurdle",0,-1.6252184,0.6767083,2.3019267,0.716
"68","ENSG00000113645","hurdle",0,-1.0500327,0.9702382,2.0202709,0.715
"97","ENSG00000129990","hurdle",0,-1.9895861,0.1638009,2.153387,0.714
"96","ENSG00000129355","hurdle",0,-1.8431677,0.3752514,2.2184191,0.714
"158","ENSG00000163249","hurdle",0,-1.6626975,0.8084561,2.4711536,0.713
"136","ENSG00000148660","hurdle",0,0.6317062,2.1413747,1.5096685,0.712
"249","ENSG00000203668","hurdle",0,-1.7796336,0.5102302,2.2898638,0.711
"49","ENSG00000103489","hurdle",0,1.190656,2.941695,1.751039,0.706
"117","ENSG00000139537","hurdle",0,-1.9502868,0.4223996,2.3726864,0.705
"235","ENSG00000186960","hurdle",0,-1.7841811,0.5743945,2.3585756,0.704
"164","ENSG00000164733","hurdle",0,-0.4955343,1.0626426,1.5581769,0.704
"219","ENSG00000180530","hurdle",0,-0.05726441,1.68302631,1.74029072,0.702
"118","ENSG00000141314","hurdle",0,-1.5874544,0.8568123,2.4442667,0.702
"193","ENSG00000172209","hurdle",0,-1.7896886,0.3551613,2.1448499,0.7
"35","ENSG00000079819","hurdle",0,1.227266,3.208451,1.981185,0.7
"140","ENSG00000150938","hurdle",0,-0.1208971,1.6351355,1.7560326,0.698
"124","ENSG00000144040","hurdle",0,0.5530508,1.9432754,1.3902246,0.698
"241","ENSG00000188906","hurdle",0,-0.6046033,1.2190798,1.8236831,0.697
"43","ENSG00000100345","hurdle",0,-1.267276,0.6756165,1.9428925,0.694
"62","ENSG00000108861","hurdle",0,-1.6827599,0.2309436,1.9137035,0.692
"213","ENSG00000177885","hurdle",0,-0.2970972,1.1572479,1.4543451,0.69
"77","ENSG00000117868","hurdle",0,0.8318301,2.1314815,1.2996514,0.69
"230","ENSG00000184515","hurdle",0,-1.6516234,0.2783198,1.9299432,0.689
"196","ENSG00000173436","hurdle",0,-0.911069,0.5349235,1.4459925,0.688
"6","ENSG00000008256","hurdle",0,0.002086973,1.471438033,1.46935106,0.687
"114","ENSG00000138771","hurdle",0,-0.5130626,1.6084174,2.12148,0.686
"13","ENSG00000042753","hurdle",0,-1.749269,0.144991,1.89426,0.686
"239","ENSG00000187323","hurdle",0,1.561081,4.318528,2.757447,0.685
"61","ENSG00000108231","hurdle",0,-0.6046726,0.9367875,1.5414601,0.684
"246","ENSG00000197045","hurdle",0,-1.6580849,0.2397367,1.8978216,0.683
"274","ENSG00000250166","hurdle",0,-0.4315292,1.1623752,1.5939044,0.681
"263","ENSG00000233927","hurdle",0,-0.05925854,1.09822588,1.15748442,0.681
"225","ENSG00000182601","hurdle",0,-1.000474,2.516924,3.517398,0.679
"25","ENSG00000071073","hurdle",0,-0.1940242,1.2758267,1.4698509,0.678
"183","ENSG00000169507","hurdle",0,-1.6233908,0.9191826,2.5425734,0.675
"194","ENSG00000172270","hurdle",0,-0.216737,0.8365701,1.0533071,0.672
"217","ENSG00000179603","hurdle",0,0.2087576,2.3435594,2.1348018,0.669
"215","ENSG00000178950","hurdle",0,-0.752784,0.6426214,1.3954054,0.669
"173","ENSG00000166839","hurdle",0,-0.6821598,0.6305771,1.3127369,0.668
"169","ENSG00000165966","hurdle",0,-0.06258822,3.09858099,3.16116921,0.666
"89","ENSG00000127329","hurdle",0,-0.4082258,1.0577344,1.4659602,0.666
"174","ENSG00000167614","hurdle",0,-0.9639913,0.3926757,1.356667,0.662
"132","ENSG00000147044","hurdle",0,0.6475993,1.9732048,1.3256055,0.662
"98","ENSG00000130287","hurdle",0,-0.9037988,0.4831946,1.3869934,0.662
"28","ENSG00000073849","hurdle",0,0.1118232,1.1011564,0.9893332,0.66
"178","ENSG00000168575","hurdle",0,0.7052317,1.8976989,1.1924672,0.656
"113","ENSG00000138594","hurdle",0,-0.655267,0.7550499,1.4103169,0.656
"92","ENSG00000128536","hurdle",0,-0.6050194,1.1548994,1.7599188,0.656
"284","ENSG00000286288","hurdle",0,-0.9164813,0.4513109,1.3677922,0.655
"123","ENSG00000143641","hurdle",0,0.07173065,1.41504986,1.34331921,0.654
"170","ENSG00000166086","hurdle",0,0.100937,1.332852,1.231915,0.653
"222","ENSG00000182095","hurdle",0,0.0116176,1.2090532,1.1974356,0.651
"59","ENSG00000106772","hurdle",0,1.337995,2.793724,1.455729,0.649
"42","ENSG00000100280","hurdle",0,-1.063693,0.188097,1.25179,0.649
"17","ENSG00000061938","hurdle",0,-0.6032172,0.5306628,1.13388,0.649
"5","ENSG00000006468","hurdle",0,-1.272224,0.906333,2.178557,0.645
"144","ENSG00000153823","hurdle",0,1.009698,2.435781,1.426083,0.644
"38","ENSG00000085563","hurdle",0,-0.2332051,0.4888827,0.7220878,0.644
"116","ENSG00000139514","hurdle",0,-0.8882697,0.1343281,1.0225978,0.641
"244","ENSG00000196569","hurdle",0,0.1988198,2.7425163,2.5436965,0.64
"45","ENSG00000100647","hurdle",0,-1.0059585,0.3974075,1.403366,0.64
"206","ENSG00000175928","hurdle",0,-0.6091869,0.8511176,1.4603045,0.638
"67","ENSG00000112893","hurdle",0,1.652934,2.675346,1.022412,0.637
"9","ENSG00000013619","hurdle",0,-1.2772991,0.3418248,1.6191239,0.637
"34","ENSG00000079277","hurdle",0,-0.8190576,0.3615572,1.1806148,0.636
"16","ENSG00000060718","hurdle",0,0.1002566,1.6449123,1.5446557,0.636
"286","ENSG00000287720","hurdle",0,-0.8950378,0.7207045,1.6157423,0.634
"280","ENSG00000273749","hurdle",0,-0.4231283,0.7025236,1.1256519,0.634
"273","ENSG00000249853","hurdle",0,0.4453531,1.896731,1.4513779,0.634
"100","ENSG00000132321","hurdle",0,-0.7364337,0.5253393,1.261773,0.634
"179","ENSG00000168710","hurdle",0,-0.009984405,0.827587217,0.837571622,0.627
"271","ENSG00000244128","hurdle",0,0.3630797,1.5166892,1.1536095,0.626
"135","ENSG00000148541","hurdle",0,0.5448223,1.6045024,1.0596801,0.626
"95","ENSG00000129084","hurdle",0,-0.3890499,0.6172566,1.0063065,0.626
"115","ENSG00000139083","hurdle",0,0.4218886,1.4787593,1.0568707,0.624
"228","ENSG00000183579","hurdle",0,0.2928283,0.8531149,0.5602866,0.622
"122","ENSG00000143603","hurdle",0,-0.9209639,0.2674424,1.1884063,0.622
"32","ENSG00000078269","hurdle",0,0.01225074,1.10583837,1.09358763,0.622
"163","ENSG00000164309","hurdle",0,-1.40503416,-0.04759476,1.3574394,0.621
"73","ENSG00000114646","hurdle",0,-1.3157171,-0.1980367,1.1176804,0.621
"285","ENSG00000287151","hurdle",0,-0.7891212,0.3256288,1.11475,0.619
"221","ENSG00000181409","hurdle",0,0.2036983,0.9577774,0.7540791,0.619
"159","ENSG00000163788","hurdle",0,-0.218699,0.6411307,0.8598297,0.619
"109","ENSG00000136243","hurdle",0,-0.8865826,0.1340632,1.0206458,0.617
"27","ENSG00000073060","hurdle",0,-0.6419707,0.4038831,1.0458538,0.617
"36","ENSG00000080493","hurdle",0,0.5070414,1.2143509,0.7073095,0.615
"125","ENSG00000144824","hurdle",0,-1.9017697,0.5420102,2.4437799,0.614
"267","ENSG00000236790","hurdle",0,0.0516327,0.8150487,0.763416,0.612
"141","ENSG00000151552","hurdle",0,0.09437425,0.70726848,0.61289423,0.61
"257","ENSG00000226476","hurdle",0,-1.27995419,-0.06701783,1.21293636,0.608
"129","ENSG00000145808","hurdle",0,0.9418148,1.4667539,0.5249391,0.606
"281","ENSG00000276644","hurdle",0,0.3106225,1.5400738,1.2294513,0.603
"152","ENSG00000161791","hurdle",0,-1.17862431,-0.08695301,1.0916713,0.603
"94","ENSG00000128641","hurdle",0,-0.708967,0.2630877,0.9720547,0.601
"172","ENSG00000166147","hurdle",0,1.332646,1.864995,0.532349,0.6
"154","ENSG00000162402","hurdle",0,0.6469005,1.3991526,0.7522521,0.598
"101","ENSG00000132475","hurdle",0,-0.06406526,0.60201234,0.6660776,0.594
"12","ENSG00000033867","hurdle",0,0.1020846,0.609807,0.5077224,0.593
"278","ENSG00000266028","hurdle",0,0.634705,1.152076,0.517371,0.592
"242","ENSG00000196369","hurdle",0,-0.5015901,0.152649,0.6542391,0.592
"40","ENSG00000091490","hurdle",0,-1.5286473,-0.1946386,1.3340087,0.592
"112","ENSG00000137962","hurdle",0,-0.3941945,0.3445295,0.738724,0.589
"153","ENSG00000162390","hurdle",0,-0.8207481,0.0356622,0.8564103,0.588
"30","ENSG00000074935","hurdle",0,-0.50184841,0.09168943,0.59353784,0.587
"50","ENSG00000103540","hurdle",0,-0.4328828,0.2256817,0.6585645,0.586
"262","ENSG00000231871","hurdle",0,-0.92520073,-0.09556396,0.82963677,0.585
"248","ENSG00000198873","hurdle",0,-0.61043945,0.06902904,0.67946849,0.585
"72","ENSG00000114450","hurdle",0,-1.5116447,-0.1616107,1.350034,0.585
"146","ENSG00000154678","hurdle",0,1.423984,2.584564,1.16058,0.584
"31","ENSG00000077782","hurdle",0,-0.9140734,0.1218767,1.0359501,0.583
"190","ENSG00000171943","hurdle",3.45866702845998e-317,-0.4330059,0.1829835,0.6159894,0.582
"181","ENSG00000169313","hurdle",0,-1.840879,-0.9637763,0.8771027,0.581
"161","ENSG00000164181","hurdle",0,-0.6551234,-0.0145589,0.6405645,0.581
"93","ENSG00000128567","hurdle",0,-1.886009,-1.123235,0.762774,0.579
"130","ENSG00000146090","hurdle",0,-1.3080189,-0.3019537,1.0060652,0.578
"63","ENSG00000109323","hurdle",0,-0.3738434,0.3812913,0.7551347,0.578
"236","ENSG00000187068","hurdle",0,-1.0016608,-0.1281141,0.8735467,0.576
"102","ENSG00000134369","hurdle",1.58905265996059e-315,1.34354,1.923728,0.580188,0.576
"51","ENSG00000104043","hurdle",0,-1.213307,-0.357196,0.856111,0.576
"22","ENSG00000069122","hurdle",0,-1.8784448,-0.9084797,0.9699651,0.576
"200","ENSG00000174628","hurdle",4.54786266657476e-291,-0.401946,0.2251843,0.6271303,0.575
"37","ENSG00000082438","hurdle",0,-0.3797643,0.4954976,0.8752619,0.575
"137","ENSG00000149311","hurdle",0,0.3829036,1.0307493,0.6478457,0.574
"88","ENSG00000125257","hurdle",0,-1.259613,-0.5475455,0.7120675,0.573
"186","ENSG00000170677","hurdle",8.02154923411299e-316,-1.2471115,-0.5536782,0.6934333,0.572
"86","ENSG00000123095","hurdle",1.39467980633e-307,-1.2222161,-0.5132778,0.7089383,0.57
"260","ENSG00000228624","hurdle",8.75465391395216e-235,0.1586962,0.8485686,0.6898724,0.569
"277","ENSG00000259048","hurdle",0,-1.14970466,-0.02908226,1.1206224,0.567
"44","ENSG00000100599","hurdle",0,-1.9279049,-0.9711675,0.9567374,0.566
"223","ENSG00000182175","hurdle",0,-1.6791047,-0.7186195,0.9604852,0.565
"85","ENSG00000122786","hurdle",1.26201168607579e-224,0.6176881,1.1813973,0.5637092,0.565
"105","ENSG00000135299","hurdle",2.17891930481563e-212,-0.01559715,0.5876118,0.60320895,0.564
"64","ENSG00000109794","hurdle",0,-1.764526,-1.107487,0.657039,0.564
"4","ENSG00000006283","hurdle",2.07258892826872e-266,-1.0026655,-0.4373732,0.5652923,0.564
"60","ENSG00000107249","hurdle",0,0.4282736,2.1885346,1.760261,0.563
"10","ENSG00000027697","hurdle",8.39334992083927e-198,-1.273436,-0.721685,0.551751,0.557
"182","ENSG00000169432","hurdle",5.09609554427842e-204,-0.5467717,0.144044,0.6908157,0.556
"66","ENSG00000112799","hurdle",0,-2.548812,-1.673968,0.874844,0.555
"201","ENSG00000174945","hurdle",3.55693873345744e-170,-1.1647564,-0.6073287,0.5574277,0.552
"167","ENSG00000165322","hurdle",4.12346824506991e-207,0.03494976,0.62508264,0.59013288,0.548
"128","ENSG00000145685","hurdle",1.10738237590583e-123,-0.8383329,-0.3125309,0.525802,0.544
"157","ENSG00000163219","hurdle",1.67065372526719e-275,-2.268835,-1.327273,0.941562,0.542
"103","ENSG00000134516","hurdle",1.62611676859216e-88,-1.4455699,-0.9352514,0.5103185,0.531
"75","ENSG00000116132","hurdle",7.98155728062524e-87,-1.1436471,-0.5287151,0.614932,0.531
"19","ENSG00000064989","hurdle",6.24555314891621e-159,-1.8377786,-0.7323692,1.1054094,0.531
"268","ENSG00000236963","hurdle",7.19819361341578e-155,-2.535003,-1.991731,0.543272,0.528
"243","ENSG00000196562","hurdle",6.7031986248618e-66,-1.293527,-0.6791633,0.6143637,0.526
"258","ENSG00000227220","hurdle",7.90728963778176e-159,-1.1418347,-0.3642151,0.7776196,0.5
