"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"104","ENSG00000077616","hurdle",0,0.1727058,1.6860061,1.5133003,0.745
"1134","ENSG00000197381","hurdle",0,0.6621482,2.0476242,1.385476,0.744
"926","ENSG00000172159","hurdle",0,0.1691759,1.7239111,1.5547352,0.744
"64","ENSG00000060982","hurdle",0,-0.1234284,1.3805408,1.5039692,0.744
"947","ENSG00000174469","hurdle",0,5.79122,6.603809,0.812589,0.743
"834","ENSG00000166147","hurdle",0,1.192649,2.583391,1.390742,0.742
"774","ENSG00000162989","hurdle",0,2.619744,3.448054,0.82831,0.741
"441","ENSG00000132170","hurdle",0,-0.8112785,1.3204778,2.1317563,0.741
"1147","ENSG00000198673","hurdle",0,3.512041,4.527918,1.015877,0.74
"22","ENSG00000009694","hurdle",0,0.2366461,2.1198237,1.8831776,0.74
"954","ENSG00000175352","hurdle",0,-1.0095051,0.9409067,1.9504118,0.739
"633","ENSG00000148143","hurdle",0,-0.008385468,1.50760754,1.515993008,0.739
"1222","ENSG00000231160","hurdle",0,-0.5981043,1.2882279,1.8863322,0.738
"724","ENSG00000157152","hurdle",0,2.974817,3.810227,0.83541,0.738
"1027","ENSG00000182985","hurdle",0,2.673893,4.114896,1.441003,0.737
"923","ENSG00000171951","hurdle",0,0.1004129,1.788241,1.6878281,0.737
"768","ENSG00000162849","hurdle",0,0.03774694,2.3456325,2.30788556,0.737
"518","ENSG00000138639","hurdle",0,0.01061101,2.8605311,2.84992009,0.737
"405","ENSG00000127124","hurdle",0,2.282148,3.062639,0.780491,0.737
"384","ENSG00000124191","hurdle",0,-0.5505798,1.1684149,1.7189947,0.736
"917","ENSG00000171723","hurdle",0,3.684077,4.489169,0.805092000000001,0.735
"591","ENSG00000145349","hurdle",0,2.4426,3.644004,1.201404,0.735
"49","ENSG00000048052","hurdle",0,3.17629,4.098126,0.921836,0.735
"878","ENSG00000169330","hurdle",0,-2.564006,0.441744,3.00575,0.734
"667","ENSG00000151572","hurdle",0,1.494933,2.935684,1.440751,0.733
"489","ENSG00000136111","hurdle",0,0.595079,1.816866,1.221787,0.733
"388","ENSG00000124749","hurdle",0,-0.8862161,1.2338945,2.1201106,0.733
"354","ENSG00000120693","hurdle",0,-1.8306544,0.8382668,2.6689212,0.732
"196","ENSG00000102466","hurdle",0,5.008144,5.644056,0.635912,0.732
"330","ENSG00000116991","hurdle",0,0.5377182,2.3742008,1.8364826,0.731
"32","ENSG00000020577","hurdle",0,0.9348903,2.0223682,1.0874779,0.731
"19","ENSG00000007402","hurdle",0,-1.820962,0.3259844,2.1469464,0.731
"1143","ENSG00000198300","hurdle",0,1.415641,2.432981,1.01734,0.729
"1035","ENSG00000183570","hurdle",0,-0.4710464,3.0306122,3.5016586,0.729
"662","ENSG00000151322","hurdle",0,3.395547,4.580887,1.18534,0.729
"339","ENSG00000118495","hurdle",0,-0.3091491,1.2820765,1.5912256,0.729
"1139","ENSG00000197959","hurdle",0,3.160889,4.113774,0.952885,0.728
"297","ENSG00000114374","hurdle",0,1.04132,2.234734,1.193414,0.728
"91","ENSG00000072315","hurdle",0,0.08127833,1.83041838,1.74914005,0.728
"1065","ENSG00000185666","hurdle",0,2.941734,3.690253,0.748519,0.727
"921","ENSG00000171877","hurdle",0,3.243094,4.216645,0.973551,0.727
"883","ENSG00000169760","hurdle",0,4.66195,5.427249,0.765299,0.727
"647","ENSG00000149972","hurdle",0,3.576204,4.46036,0.884155999999999,0.727
"431","ENSG00000130226","hurdle",0,3.813509,4.787066,0.973557,0.727
"298","ENSG00000114423","hurdle",0,0.1739745,1.6595937,1.4856192,0.726
"257","ENSG00000109790","hurdle",0,0.2923275,1.6700775,1.37775,0.726
"1173","ENSG00000204442","hurdle",0,5.41938,6.04336,0.62398,0.725
"497","ENSG00000136895","hurdle",0,1.85428,2.488392,0.634112,0.725
"448","ENSG00000132932","hurdle",0,3.412874,4.022544,0.60967,0.725
"140","ENSG00000090905","hurdle",0,3.388185,4.093315,0.70513,0.725
"135","ENSG00000088970","hurdle",0,0.525689,1.93619,1.410501,0.725
"1289","ENSG00000253554","hurdle",0,1.10151,2.870548,1.769038,0.724
"1080","ENSG00000186479","hurdle",0,1.22941,2.205554,0.976144,0.724
"889","ENSG00000170091","hurdle",0,1.212128,2.125063,0.912935,0.724
"444","ENSG00000132694","hurdle",0,1.198465,2.17603,0.977565,0.724
"110","ENSG00000080224","hurdle",0,2.728595,3.450512,0.721917,0.723
"23","ENSG00000010803","hurdle",0,1.568764,2.392018,0.823254,0.723
"1040","ENSG00000183853","hurdle",0,-2.6865661,0.3724421,3.0590082,0.722
"897","ENSG00000170456","hurdle",0,2.153527,2.943348,0.789821,0.722
"707","ENSG00000155511","hurdle",0,2.617311,3.326532,0.709221,0.722
"597","ENSG00000145808","hurdle",0,0.7021115,2.3267096,1.6245981,0.722
"550","ENSG00000143061","hurdle",0,-1.3333385,0.8878599,2.2211984,0.722
"1323","ENSG00000273079","hurdle",0,3.676959,4.191937,0.514978,0.721
"840","ENSG00000166833","hurdle",0,3.202598,3.898696,0.696098,0.721
"510","ENSG00000137942","hurdle",0,0.2319707,1.3038359,1.0718652,0.721
"1161","ENSG00000198879","hurdle",0,0.7509683,1.9479955,1.1970272,0.72
"1051","ENSG00000185052","hurdle",0,-0.3464154,1.9567533,2.3031687,0.72
"660","ENSG00000151276","hurdle",0,3.189474,3.840326,0.650852,0.72
"1137","ENSG00000197584","hurdle",0,2.09656,3.341694,1.245134,0.719
"701","ENSG00000154310","hurdle",0,2.619744,3.384352,0.764608,0.719
"421","ENSG00000129244","hurdle",0,-1.444197,0.472698,1.916895,0.719
"266","ENSG00000110675","hurdle",0,1.24622,2.329202,1.082982,0.719
"170","ENSG00000100678","hurdle",0,0.9411957,1.823216,0.8820203,0.719
"103","ENSG00000077264","hurdle",0,2.707198,3.284873,0.577675,0.719
"608","ENSG00000146416","hurdle",0,2.02954,2.783824,0.754284,0.718
"490","ENSG00000136141","hurdle",0,0.6785487,1.6902942,1.0117455,0.718
"316","ENSG00000116141","hurdle",0,1.848032,2.735512,0.88748,0.718
"1021","ENSG00000182621","hurdle",0,5.177944,5.678701,0.500757,0.717
"877","ENSG00000169306","hurdle",0,4.729359,5.613565,0.884206000000001,0.717
"682","ENSG00000152818","hurdle",0,0.8188448,2.529545,1.7107002,0.717
"678","ENSG00000152578","hurdle",0,3.538766,4.364335,0.825569,0.717
"457","ENSG00000133958","hurdle",0,3.206667,3.818021,0.611354,0.716
"350","ENSG00000120049","hurdle",0,-1.5925807,0.4023401,1.9949208,0.716
"264","ENSG00000110328","hurdle",0,1.81631,2.6994,0.88309,0.716
"270","ENSG00000111371","hurdle",0,1.308282,2.207643,0.899361,0.715
"933","ENSG00000172985","hurdle",0,1.616274,2.533783,0.917509,0.714
"537","ENSG00000140743","hurdle",0,0.6981195,1.6978683,0.9997488,0.714
"76","ENSG00000066651","hurdle",0,1.950356,2.64854,0.698184,0.714
"1085","ENSG00000187398","hurdle",0,1.395819,2.66372,1.267901,0.713
"1068","ENSG00000185942","hurdle",0,0.7112473,2.7619665,2.0507192,0.713
"938","ENSG00000173406","hurdle",0,3.104669,4.121868,1.017199,0.713
"353","ENSG00000120549","hurdle",0,3.006297,4.026829,1.020532,0.713
"1146","ENSG00000198597","hurdle",0,0.4666389,2.8636329,2.396994,0.712
"440","ENSG00000132164","hurdle",0,-1.1591562,0.8811518,2.040308,0.712
"420","ENSG00000129159","hurdle",0,0.4605295,1.6152211,1.1546916,0.712
"187","ENSG00000101746","hurdle",0,1.999579,2.720519,0.72094,0.712
"962","ENSG00000176728","hurdle",0,1.485688,2.400783,0.915095,0.711
"475","ENSG00000135299","hurdle",0,-0.06539243,1.18777198,1.25316441,0.711
"447","ENSG00000132849","hurdle",0,1.206601,2.060932,0.854331,0.711
"318","ENSG00000116191","hurdle",0,0.643322,1.485897,0.842575,0.711
"176","ENSG00000101134","hurdle",0,0.09670133,1.50448658,1.40778525,0.711
"16","ENSG00000006704","hurdle",0,-0.04036225,1.06759319,1.10795544,0.711
"1017","ENSG00000182263","hurdle",0,0.8223549,2.9866202,2.1642653,0.71
"122","ENSG00000084676","hurdle",0,2.598721,3.294126,0.695405,0.71
"17","ENSG00000006740","hurdle",0,1.933018,2.498416,0.565398,0.71
"1030","ENSG00000183098","hurdle",0,2.696767,3.772863,1.076096,0.709
"730","ENSG00000157570","hurdle",0,-2.4987644,0.5197379,3.0185023,0.709
"1295","ENSG00000257815","hurdle",0,1.194067,2.20973,1.015663,0.708
"882","ENSG00000169604","hurdle",0,0.2348372,1.5135554,1.2787182,0.708
"820","ENSG00000165521","hurdle",0,0.5591083,1.6682329,1.1091246,0.708
"798","ENSG00000164418","hurdle",0,3.878402,4.712064,0.833662,0.708
"359","ENSG00000121440","hurdle",0,2.417612,3.328441,0.910829,0.708
"181","ENSG00000101349","hurdle",0,2.191007,2.764808,0.573801,0.708
"1103","ENSG00000188994","hurdle",0,1.85362,2.571707,0.718087,0.707
"657","ENSG00000151025","hurdle",0,2.616051,3.341115,0.725064,0.707
"202","ENSG00000102900","hurdle",0,0.4897802,1.4490342,0.959254,0.707
"1270","ENSG00000248049","hurdle",0,1.745062,2.560967,0.815905,0.706
"1002","ENSG00000180998","hurdle",0,1.028223,1.90847,0.880247,0.706
"867","ENSG00000168959","hurdle",0,3.990205,4.496938,0.506733,0.706
"739","ENSG00000158560","hurdle",0,3.065571,3.569911,0.50434,0.706
"570","ENSG00000144218","hurdle",0,3.198333,3.713841,0.515508,0.706
"561","ENSG00000143469","hurdle",0,1.987275,2.565841,0.578566,0.706
"449","ENSG00000132964","hurdle",0,1.007214,1.875773,0.868559,0.706
"1250","ENSG00000239268","hurdle",0,3.690154,4.286773,0.596619,0.705
"919","ENSG00000171735","hurdle",0,3.264924,3.802978,0.538054,0.705
"695","ENSG00000154162","hurdle",0,3.348501,4.286673,0.938172,0.705
"665","ENSG00000151490","hurdle",0,1.715716,2.558999,0.843283,0.705
"155","ENSG00000099715","hurdle",0,0.01158899,2.38567115,2.37408216,0.705
"1329","ENSG00000280870","hurdle",0,-0.01859008,2.02499708,2.04358716,0.704
"1187","ENSG00000213160","hurdle",0,0.4501418,1.4355546,0.9854128,0.704
"982","ENSG00000179152","hurdle",0,0.1664591,1.2648203,1.0983612,0.704
"661","ENSG00000151320","hurdle",0,3.568167,4.137255,0.569088,0.704
"161","ENSG00000100266","hurdle",0,-0.2439967,1.0451532,1.2891499,0.704
"109","ENSG00000079156","hurdle",0,2.355426,3.051989,0.696563,0.704
"852","ENSG00000168016","hurdle",0,0.3850751,1.2486176,0.8635425,0.703
"790","ENSG00000164070","hurdle",0,0.5326065,1.4522296,0.9196231,0.703
"108","ENSG00000078549","hurdle",0,-1.1661309,0.5588467,1.7249776,0.703
"67","ENSG00000063015","hurdle",0,-1.1991087,0.7612187,1.9603274,0.703
"1212","ENSG00000227082","hurdle",0,-0.5281711,0.8920104,1.4201815,0.702
"1055","ENSG00000185261","hurdle",0,1.711344,2.480308,0.768964,0.702
"830","ENSG00000166006","hurdle",0,2.666411,3.811434,1.145023,0.702
"814","ENSG00000165185","hurdle",0,0.7936836,2.4928915,1.6992079,0.702
"759","ENSG00000162437","hurdle",0,-0.316692,1.301616,1.618308,0.702
"607","ENSG00000146282","hurdle",0,-0.02919176,1.30304361,1.33223537,0.702
"245","ENSG00000107957","hurdle",0,1.24978,2.01848,0.7687,0.702
"230","ENSG00000106278","hurdle",0,1.05957,2.169989,1.110419,0.702
"96","ENSG00000073910","hurdle",0,2.518988,3.19883,0.679842,0.702
"1049","ENSG00000184903","hurdle",0,2.682011,3.420243,0.738232,0.701
"509","ENSG00000137821","hurdle",0,0.8380544,1.7419511,0.9038967,0.701
"568","ENSG00000143924","hurdle",0,0.2883501,1.6073703,1.3190202,0.7
"197","ENSG00000102531","hurdle",0,1.494888,2.319807,0.824919,0.7
"816","ENSG00000165246","hurdle",0,1.282991,2.097457,0.814466,0.699
"575","ENSG00000144339","hurdle",0,2.86648,3.628709,0.762229,0.699
"485","ENSG00000136040","hurdle",0,-0.05862216,1.16725449,1.22587665,0.699
"1291","ENSG00000254377","hurdle",0,1.274276,2.040734,0.766458,0.698
"1029","ENSG00000183044","hurdle",0,0.7772128,1.7250945,0.9478817,0.698
"863","ENSG00000168843","hurdle",0,1.564396,2.82668,1.262284,0.698
"553","ENSG00000143153","hurdle",0,2.883417,3.547777,0.66436,0.698
"338","ENSG00000118473","hurdle",0,2.780566,3.368586,0.58802,0.698
"1130","ENSG00000197121","hurdle",0,0.5452322,1.5456139,1.0003817,0.697
"916","ENSG00000171714","hurdle",0,1.450933,2.823443,1.37251,0.697
"741","ENSG00000159164","hurdle",0,0.9714731,1.8533282,0.8818551,0.697
"981","ENSG00000179104","hurdle",0,2.261325,3.861261,1.599936,0.696
"382","ENSG00000124140","hurdle",0,0.9011908,1.8235107,0.9223199,0.696
"171","ENSG00000100852","hurdle",0,1.26021,2.13584,0.87563,0.696
"106","ENSG00000078053","hurdle",0,2.024602,2.586867,0.562265,0.696
"1226","ENSG00000231889","hurdle",0,1.45699,2.20561,0.74862,0.695
"1133","ENSG00000197321","hurdle",0,-0.9261329,0.8017909,1.7279238,0.695
"1121","ENSG00000196482","hurdle",0,2.287562,2.988707,0.701145,0.695
"1023","ENSG00000182771","hurdle",0,3.029583,3.62361,0.594027,0.695
"644","ENSG00000149289","hurdle",0,-0.6013322,0.8185189,1.4198511,0.695
"363","ENSG00000122012","hurdle",0,-1.178454,1.22109,2.399544,0.695
"1127","ENSG00000196712","hurdle",0,2.527648,3.136468,0.60882,0.694
"1034","ENSG00000183379","hurdle",0,-3.09908158,0.04146555,3.14054713,0.694
"281","ENSG00000112394","hurdle",0,-0.166452,0.796847,0.963299,0.694
"242","ENSG00000107745","hurdle",0,1.740817,2.392763,0.651946,0.694
"1214","ENSG00000227398","hurdle",0,0.9103369,1.6765353,0.7661984,0.693
"911","ENSG00000171451","hurdle",0,-1.1655603,0.7452872,1.9108475,0.693
"571","ENSG00000144227","hurdle",0,-2.001272,1.006938,3.00821,0.693
"244","ENSG00000107890","hurdle",0,1.371279,1.998425,0.627146,0.693
"964","ENSG00000176884","hurdle",0,1.773842,2.395491,0.621649,0.692
"786","ENSG00000163710","hurdle",0,-2.674541,0.461381,3.135922,0.692
"534","ENSG00000140396","hurdle",0,1.683357,2.46594,0.782583,0.692
"243","ENSG00000107864","hurdle",0,2.261059,2.778818,0.517759,0.692
"224","ENSG00000105738","hurdle",0,0.3685732,1.3252719,0.9566987,0.692
"1028","ENSG00000183023","hurdle",0,4.127933,4.905033,0.777100000000001,0.691
"793","ENSG00000164197","hurdle",0,0.6888604,1.5046704,0.81581,0.691
"604","ENSG00000146243","hurdle",0,0.5053625,1.4920738,0.9867113,0.691
"496","ENSG00000136828","hurdle",0,1.520889,2.166566,0.645677,0.691
"456","ENSG00000133687","hurdle",0,1.278149,1.958599,0.68045,0.691
"87","ENSG00000071242","hurdle",0,2.103405,3.268016,1.164611,0.691
"1058","ENSG00000185477","hurdle",0,-1.064827,0.3587832,1.4236102,0.69
"1056","ENSG00000185345","hurdle",0,2.915091,3.451597,0.536506,0.69
"579","ENSG00000144451","hurdle",0,1.647681,2.374,0.726319,0.69
"83","ENSG00000070269","hurdle",0,0.3283737,1.5325604,1.2041867,0.69
"1237","ENSG00000235437","hurdle",0,2.013551,2.525837,0.512286,0.689
"528","ENSG00000139767","hurdle",0,2.518838,3.020382,0.501544,0.689
"313","ENSG00000115904","hurdle",0,1.839414,2.399623,0.560209,0.689
"188","ENSG00000101871","hurdle",0,-0.984317,0.7772045,1.7615215,0.689
"36","ENSG00000023171","hurdle",0,1.588476,2.273725,0.685249,0.689
"1186","ENSG00000213047","hurdle",0,0.6385921,1.4841739,0.8455818,0.688
"503","ENSG00000137478","hurdle",0,1.47756,2.216506,0.738946,0.688
"1220","ENSG00000229989","hurdle",0,1.156311,2.197249,1.040938,0.687
"853","ENSG00000168032","hurdle",0,-1.1778788,0.4641241,1.6420029,0.687
"804","ENSG00000164684","hurdle",0,1.780733,2.48888,0.708147,0.687
"781","ENSG00000163491","hurdle",0,1.397763,1.935611,0.537848,0.687
"521","ENSG00000138698","hurdle",0,1.538561,2.292154,0.753593,0.687
"218","ENSG00000105426","hurdle",0,1.552111,2.14244,0.590329,0.687
"98","ENSG00000075223","hurdle",0,-0.6987438,2.4109179,3.1096617,0.687
"1267","ENSG00000247828","hurdle",0,2.288662,2.845048,0.556386,0.686
"996","ENSG00000180628","hurdle",0,1.0974,1.881516,0.784116,0.686
"887","ENSG00000170049","hurdle",0,-2.5501607,-0.1846112,2.3655495,0.686
"663","ENSG00000151376","hurdle",0,1.401799,1.931139,0.52934,0.686
"174","ENSG00000101004","hurdle",0,-1.4488758,0.1463644,1.5952402,0.686
"148","ENSG00000095015","hurdle",0,-1.1354957,0.3757614,1.5112571,0.686
"84","ENSG00000070601","hurdle",0,-2.4389295,-0.1323804,2.3065491,0.686
"588","ENSG00000145147","hurdle",0,1.946864,3.201695,1.254831,0.685
"1245","ENSG00000237036","hurdle",0,-1.1298494,0.7849423,1.9147917,0.684
"1073","ENSG00000186073","hurdle",0,-0.06399595,1.03736206,1.10135801,0.684
"1041","ENSG00000183878","hurdle",0,0.7304017,1.7093548,0.9789531,0.684
"711","ENSG00000156026","hurdle",0,0.5063923,1.4768863,0.970494,0.684
"480","ENSG00000135905","hurdle",0,1.156696,1.985184,0.828488,0.684
"458","ENSG00000134115","hurdle",0,0.2807025,1.2923321,1.0116296,0.684
"929","ENSG00000172461","hurdle",0,2.827313,3.635617,0.808304,0.683
"343","ENSG00000119283","hurdle",0,-2.7508081,-0.3686109,2.3821972,0.683
"827","ENSG00000165914","hurdle",0,1.572157,2.09517,0.523013,0.682
"577","ENSG00000144366","hurdle",0,1.569075,3.163504,1.594429,0.682
"41","ENSG00000033867","hurdle",0,0.05556829,1.15565702,1.10008873,0.682
"850","ENSG00000167619","hurdle",0,-1.55006765,-0.03180388,1.51826377,0.681
"672","ENSG00000151883","hurdle",0,1.742433,2.378945,0.636512,0.681
"1308","ENSG00000262655","hurdle",0,-0.543334,1.322564,1.865898,0.68
"904","ENSG00000171016","hurdle",0,-2.3305374,-0.3379698,1.9925676,0.68
"884","ENSG00000169851","hurdle",0,3.701102,4.285972,0.58487,0.68
"839","ENSG00000166444","hurdle",0,0.1304053,1.1496175,1.0192122,0.68
"651","ENSG00000150394","hurdle",0,2.446408,3.231938,0.78553,0.68
"565","ENSG00000143669","hurdle",0,1.502863,2.073716,0.570853,0.68
