"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"384","ENSG00000204580","hurdle",1.56093288608127e-89,-2.158886,-1.166953,0.991933,0.582
"220","ENSG00000150893","hurdle",8.73179301646428e-154,-2.54886,-1.238846,1.310014,0.581
"88","ENSG00000110900","hurdle",1.4617842635591e-120,-2.541445,-1.418015,1.12343,0.581
"414","ENSG00000243069","hurdle",7.84551816918453e-79,-1.2966814,-0.7209423,0.5757391,0.579
"335","ENSG00000182158","hurdle",1.82190065284652e-51,-1.1962257,-0.5457155,0.6505102,0.579
"227","ENSG00000152518","hurdle",2.06351974066894e-93,-2.13416,-1.155312,0.978848,0.579
"218","ENSG00000150551","hurdle",4.23757507654803e-142,-2.703538,-1.47063,1.232908,0.578
"349","ENSG00000186340","hurdle",1.25745668583544e-95,-2.40146,-1.384623,1.016837,0.576
"264","ENSG00000163520","hurdle",2.07983959161838e-170,-2.987703,-1.68105,1.306653,0.576
"97","ENSG00000112773","hurdle",2.0444860808937e-117,-2.2425889,-0.9763971,1.2661918,0.576
"89","ENSG00000111077","hurdle",1.42024733274501e-73,-2.117295,-1.219668,0.897627,0.576
"82","ENSG00000106948","hurdle",7.45589925113656e-71,-2.05218,-1.19222,0.85996,0.576
"435","ENSG00000265972","hurdle",1.20745209846674e-92,-2.122587,-1.329384,0.793203,0.574
"166","ENSG00000136144","hurdle",7.15105477084426e-44,-1.125281,-0.496625,0.628656,0.574
"412","ENSG00000241316","hurdle",7.0814790345937e-51,-1.1141231,-0.4675416,0.6465815,0.573
"93","ENSG00000112309","hurdle",2.24274534860614e-52,-1.3611732,-0.7632312,0.597942,0.573
"63","ENSG00000102760","hurdle",1.21107429197392e-59,-1.705669,-1.005962,0.699707,0.573
"266","ENSG00000163638","hurdle",1.65404513141273e-83,-1.76984,-1.079491,0.690349,0.572
"173","ENSG00000136859","hurdle",2.61327076096997e-68,-2.110192,-1.217937,0.892255,0.572
"95","ENSG00000112715","hurdle",1.22793692226991e-68,-1.6865443,-0.6562259,1.0303184,0.572
"332","ENSG00000181938","hurdle",3.29953062224326e-85,-2.281951,-1.129051,1.1529,0.571
"198","ENSG00000144908","hurdle",4.36947255190823e-98,-2.176726,-1.404172,0.772554,0.571
"130","ENSG00000125820","hurdle",2.3737472221073e-130,-2.892059,-1.741932,1.150127,0.571
"118","ENSG00000121005","hurdle",2.2818101417348e-60,-1.629088,-0.935999,0.693089,0.571
"201","ENSG00000146005","hurdle",2.74416866028644e-45,-1.3292984,-0.8016031,0.5276953,0.57
"41","ENSG00000084636","hurdle",3.06946062641675e-44,-1.4519559,-0.8251258,0.6268301,0.57
"212","ENSG00000148411","hurdle",5.10193018482577e-42,-1.2804524,-0.7556779,0.5247745,0.569
"79","ENSG00000105939","hurdle",1.45036952495909e-79,-2.308191,-1.376877,0.931314,0.569
"66","ENSG00000103175","hurdle",4.94655603729197e-69,-2.199644,-1.325651,0.873993,0.569
"309","ENSG00000173805","hurdle",4.83299507620917e-89,-2.469609,-1.514573,0.955036,0.568
"61","ENSG00000101605","hurdle",5.60114808762862e-62,-1.989036,-1.098474,0.890562,0.568
"348","ENSG00000186193","hurdle",6.91833822235712e-164,-3.091493,-1.896701,1.194792,0.567
"128","ENSG00000125355","hurdle",4.26749022552997e-152,-2.951422,-1.75945,1.191972,0.567
"85","ENSG00000109814","hurdle",3.5983117178395e-42,-1.438478,-0.805497,0.632981,0.567
"437","ENSG00000266714","hurdle",1.83066792181337e-56,-2.048562,-1.256505,0.792057,0.566
"422","ENSG00000256043","hurdle",3.1480784831743e-86,-2.573069,-1.542463,1.030606,0.566
"350","ENSG00000186951","hurdle",2.67227091369333e-55,-1.86903,-1.185439,0.683591,0.566
"289","ENSG00000168874","hurdle",4.7561009080138e-135,-2.984557,-1.831729,1.152828,0.565
"319","ENSG00000177807","hurdle",1.04426220184263e-50,-1.871546,-1.228354,0.643192,0.563
"232","ENSG00000153993","hurdle",4.28127185654065e-75,-1.793776,-1.082637,0.711139,0.563
"211","ENSG00000148400","hurdle",1.7222533193239e-63,-2.278223,-1.46446,0.813763,0.563
"159","ENSG00000134716","hurdle",8.62756699755887e-74,-2.442882,-1.59766,0.845222,0.562
"54","ENSG00000100987","hurdle",1.28231737889879e-175,-3.166269,-1.967645,1.198624,0.562
"49","ENSG00000095739","hurdle",1.97503929843521e-134,-3.015899,-1.891174,1.124725,0.562
"278","ENSG00000165801","hurdle",2.00963587449598e-71,-2.555069,-1.685827,0.869242,0.561
"344","ENSG00000185432","hurdle",6.8931729455274e-57,-2.298262,-1.546802,0.75146,0.56
"53","ENSG00000100842","hurdle",1.1208653639921e-80,-2.687593,-1.756934,0.930659,0.56
"181","ENSG00000138646","hurdle",1.07052222095793e-105,-2.920633,-1.845025,1.075608,0.559
"167","ENSG00000136160","hurdle",2.42022598014274e-72,-2.327856,-1.599913,0.727943,0.559
"341","ENSG00000184254","hurdle",4.43727350891621e-68,-2.467119,-1.638753,0.828366,0.558
"13","ENSG00000047617","hurdle",3.98990361069897e-78,-1.945568,-1.408113,0.537455,0.558
"392","ENSG00000215244","hurdle",1.11621929403518e-59,-2.062867,-1.431993,0.630874,0.557
"90","ENSG00000111846","hurdle",2.35255932948155e-72,-2.45851,-1.636439,0.822071,0.557
"62","ENSG00000102221","hurdle",8.37017860923729e-40,-1.82176,-1.148702,0.673058,0.557
"400","ENSG00000226939","hurdle",1.10116777883359e-159,-3.154909,-1.997028,1.157881,0.556
"434","ENSG00000263146","hurdle",2.65249332792747e-103,-2.983928,-1.967645,1.016283,0.555
"148","ENSG00000132554","hurdle",2.92024810672974e-55,-2.333848,-1.493481,0.840367,0.554
"126","ENSG00000124766","hurdle",1.11478797441749e-30,-1.4806979,-0.8994731,0.5812248,0.554
"6","ENSG00000016391","hurdle",1.70960412979645e-36,-1.957752,-1.32007,0.637682,0.554
"436","ENSG00000266578","hurdle",1.67910002866025e-95,-2.953061,-1.930319,1.022742,0.551
"429","ENSG00000259124","hurdle",2.05478867111385e-29,-1.403328,-0.8159324,0.5873956,0.551
"327","ENSG00000181381","hurdle",6.32892268229711e-50,-2.278223,-1.629519,0.648704,0.551
"290","ENSG00000168994","hurdle",1.8238341969868e-84,-2.922639,-1.979326,0.943313,0.551
"416","ENSG00000245213","hurdle",1.19563108546446e-29,-1.713981,-1.082637,0.631344,0.55
"393","ENSG00000215612","hurdle",3.72845631710661e-175,-3.25799,-2.19392,1.06407,0.55
"265","ENSG00000163565","hurdle",1.21447673677111e-47,-2.357527,-1.643391,0.714136,0.55
"195","ENSG00000144119","hurdle",3.42178356242269e-95,-2.976618,-2.085791,0.890827,0.55
"411","ENSG00000240184","hurdle",1.64428553341019e-86,-2.975785,-2.045324,0.930461,0.549
"391","ENSG00000213928","hurdle",2.64071732474465e-46,-2.39741,-1.645717,0.751693,0.549
"132","ENSG00000127241","hurdle",1.40105597894663e-86,-2.966859,-2.005962,0.960897,0.549
"333","ENSG00000182103","hurdle",1.84036487117763e-59,-2.74641,-1.953174,0.793236,0.548
"164","ENSG00000135899","hurdle",1.20021382780413e-45,-2.447351,-1.712388,0.734963,0.548
"122","ENSG00000123096","hurdle",1.14109725598903e-33,-2.089655,-1.427985,0.66167,0.548
"432","ENSG00000262119","hurdle",3.23800912559368e-50,-2.668452,-1.910614,0.757838,0.547
"161","ENSG00000134873","hurdle",2.80317260817005e-50,-2.591456,-1.79772,0.793736,0.547
"405","ENSG00000231252","hurdle",2.59217309302e-44,-1.950982,-1.263629,0.687353,0.546
"358","ENSG00000188064","hurdle",2.74281712513561e-96,-3.093073,-2.197327,0.895746,0.546
"273","ENSG00000164649","hurdle",1.74913778849798e-83,-3.006085,-2.057655,0.94843,0.546
"127","ENSG00000125285","hurdle",7.17847269532666e-134,-3.220747,-2.242361,0.978386,0.546
"438","ENSG00000269235","hurdle",1.50419052009676e-35,-2.249117,-1.673913,0.575204,0.545
"68","ENSG00000103335","hurdle",2.33387183033344e-54,-2.769326,-1.985203,0.784123,0.545
"418","ENSG00000247134","hurdle",2.77524847155424e-54,-2.592574,-1.736966,0.855608,0.544
"409","ENSG00000237797","hurdle",1.96345262995896e-101,-3.142001,-2.180374,0.961627,0.544
"225","ENSG00000152284","hurdle",9.63420083831963e-28,-1.742304,-1.152003,0.590301,0.544
"137","ENSG00000128242","hurdle",1.45199354956863e-37,-2.516242,-1.861145,0.655097,0.543
"39","ENSG00000081320","hurdle",2.95658446795318e-46,-2.526118,-1.893935,0.632183,0.543
"365","ENSG00000196169","hurdle",3.04607435444175e-84,-3.097824,-2.245884,0.85194,0.542
"331","ENSG00000181826","hurdle",1.00362944054904e-32,-2.190796,-1.634129,0.556667,0.542
"404","ENSG00000227640","hurdle",2.2591694781167e-56,-2.743217,-2.005962,0.737255,0.541
"252","ENSG00000162493","hurdle",2.30756026460262e-40,-2.489091,-1.880182,0.608909,0.541
"81","ENSG00000106538","hurdle",4.32210324503708e-66,-2.992118,-2.207595,0.784523,0.541
"5","ENSG00000010278","hurdle",1.50234498960504e-27,-2.10267,-1.590924,0.511746,0.541
"103","ENSG00000114251","hurdle",1.02660634830673e-33,-2.456474,-1.888418,0.568056,0.54
"75","ENSG00000105483","hurdle",1.99061977954454e-24,-2.17553,-1.671543,0.503987,0.54
"398","ENSG00000225472","hurdle",1.67124966339534e-38,-2.51231,-1.938847,0.573463,0.539
"262","ENSG00000163347","hurdle",2.54456293766852e-78,-3.087438,-2.292484,0.794954,0.539
"249","ENSG00000162337","hurdle",3.49951676457524e-42,-2.732095,-2.057655,0.67444,0.539
"399","ENSG00000225614","hurdle",9.98061024563595e-32,-2.555536,-1.961839,0.593697,0.538
"357","ENSG00000187773","hurdle",5.66831258800193e-36,-2.643429,-2.008952,0.634477,0.538
"239","ENSG00000155363","hurdle",6.86014618842271e-24,-2.254285,-1.751916,0.502369,0.538
"442","ENSG00000281106","hurdle",1.21408677158354e-35,-2.658391,-2.036145,0.622246,0.537
"441","ENSG00000278041","hurdle",4.30793802166312e-58,-3.024058,-2.288846,0.735212,0.537
"207","ENSG00000147231","hurdle",2.12908317065806e-29,-2.464633,-1.919026,0.545607,0.537
"193","ENSG00000141756","hurdle",1.0434547070644e-45,-2.888135,-2.166953,0.721182,0.537
"180","ENSG00000138496","hurdle",4.12464302485335e-39,-2.704746,-2.066973,0.637773,0.536
"408","ENSG00000236166","hurdle",1.79047759000711e-52,-2.950808,-2.256505,0.694303,0.535
"383","ENSG00000204291","hurdle",3.4525380792091e-69,-3.010344,-2.321928,0.688416,0.535
"268","ENSG00000163820","hurdle",2.77759571552415e-29,-2.615261,-2.051476,0.563785,0.535
"108","ENSG00000115318","hurdle",1.24685705502756e-29,-2.602988,-2.023995,0.578993,0.535
"396","ENSG00000224272","hurdle",3.9935481604609e-146,-3.302735,-2.495576,0.807159,0.534
"375","ENSG00000197921","hurdle",2.13418333091604e-44,-2.901521,-2.127425,0.774096,0.534
"131","ENSG00000127084","hurdle",5.00401091547917e-49,-2.983091,-2.296132,0.686959,0.534
"394","ENSG00000221963","hurdle",4.91677500943735e-51,-3.027507,-2.359599,0.667908,0.533
"336","ENSG00000182492","hurdle",1.62466222707796e-47,-2.869445,-2.252956,0.616489,0.533
"145","ENSG00000131941","hurdle",4.34266602014201e-31,-2.612993,-2.088951,0.524042,0.533
"72","ENSG00000104313","hurdle",1.95164295786518e-22,-1.6959465,-0.9985135,0.697433,0.533
"440","ENSG00000271811","hurdle",1.29059771156527e-59,-3.12366,-2.429988,0.693672,0.532
"407","ENSG00000235180","hurdle",9.46805025061162e-46,-2.99275,-2.36342,0.62933,0.532
"397","ENSG00000225127","hurdle",8.82318123399485e-53,-3.072665,-2.382682,0.689983,0.532
"389","ENSG00000213366","hurdle",3.19835846972e-32,-2.779649,-2.224873,0.554776,0.532
"371","ENSG00000197093","hurdle",1.70422395433896e-63,-3.157268,-2.454235,0.703033,0.532
"317","ENSG00000177303","hurdle",3.95680139106774e-29,-2.771493,-2.207595,0.563898,0.532
"316","ENSG00000176971","hurdle",1.40725980392539e-54,-3.079585,-2.429988,0.649597,0.532
"443","ENSG00000286330","hurdle",1.26961127820725e-33,-2.794446,-2.214482,0.579964,0.531
"345","ENSG00000185610","hurdle",3.95576396495244e-52,-3.069551,-2.382682,0.686869,0.531
"417","ENSG00000246022","hurdle",4.50340845101259e-65,-3.176762,-2.406141,0.770621,0.53
"40","ENSG00000084093","hurdle",5.55343339465135e-22,-2.565059,-2.020974,0.544085,0.53
"390","ENSG00000213420","hurdle",1.93785359321056e-69,-3.2205,-2.555519,0.664981,0.529
"287","ENSG00000167995","hurdle",3.27781866497835e-20,-2.579067,-2.060754,0.518313,0.529
"247","ENSG00000160219","hurdle",2.77052394299549e-39,-2.962933,-2.333126,0.629807,0.529
"286","ENSG00000166801","hurdle",1.23059682478909e-34,-2.984766,-2.421995,0.562771,0.528
"269","ENSG00000163884","hurdle",6.68719862050825e-23,-2.67689,-2.133938,0.542952,0.528
"172","ENSG00000136732","hurdle",1.95671684010888e-45,-3.102363,-2.466514,0.635849,0.528
"424","ENSG00000257277","hurdle",1.40508934653581e-25,-2.718965,-2.130678,0.588287,0.527
"282","ENSG00000166292","hurdle",1.76728983607274e-77,-3.256724,-2.622633,0.634091,0.527
"143","ENSG00000130876","hurdle",2.36840432175796e-36,-3.004597,-2.438025,0.566572,0.527
"338","ENSG00000183798","hurdle",6.06278528830879e-42,-3.1124,-2.551154,0.561246,0.526
"192","ENSG00000140931","hurdle",4.11553299601959e-27,-2.915632,-2.414046,0.501586,0.526
"359","ENSG00000188643","hurdle",2.21760088531913e-36,-3.096918,-2.525236,0.571682,0.525
"263","ENSG00000163431","hurdle",4.04528615518833e-29,-2.953471,-2.367252,0.586219,0.525
"373","ENSG00000197496","hurdle",1.85516154214693e-42,-3.160578,-2.586451,0.574127,0.524
"171","ENSG00000136457","hurdle",4.65908534823652e-45,-3.188779,-2.650378,0.538401,0.524
"360","ENSG00000188763","hurdle",1.34002666576055e-43,-3.192646,-2.655054,0.537592,0.523
"431","ENSG00000261478","hurdle",2.56333867303339e-32,-3.148088,-2.645717,0.502371,0.521
"147","ENSG00000132205","hurdle",1.27665541062656e-25,-3.07133,-2.542463,0.528867,0.519
