GeneSymbol	Inhib	Inhib.1	Inhib.2	Inhib.3	Inhib.4	Oligo	Oligo.1	Oligo.2	Oligo.3	Oligo.4	OPC	OPC.1	OPC.2	OPC.3	OPC.4	Excit	Excit.1	Excit.2	Excit.3	Excit.4	Astro	Astro.1	Astro.2	Astro.3	Astro.4	EndoMural	EndoMural.1	EndoMural.2	EndoMural.3	EndoMural.4	Micro	Micro.1	Micro.2	Micro.3	Micro.4
ENSG00000185774	20206.20422580610465957	20309.86173522638273425	20283.92111577172181569	20693.39032320884507499	20554.78699045823668712	1892.58404108045851899	1908.76098955569182181	1963.96682194971708668	1914.37306065249913445	1945.65193103403362329	13622.71362864355796773	13436.62603973988734651	13686.23517813013131672	13535.45556931597820949	13604.90901840755395824	18778.81090766394845559	18825.05795645145553863	19055.93669857831991976	19007.91793420110479929	18800.38869076701303129	1119.77384651903457780	1194.42446749475016077	1174.46260703152142923	1146.90664504475398644	1105.04093998782877861	1376.43024358512570871	1341.13556274622578712	1450.12593879882501824	1464.42509612882690817	1389.23616763315294520	1297.05535771987320004	1207.97938445867634982	1228.98283328516231450	1105.38731858691767229	1173.48160746826124523
ENSG00000185008	14879.18535788941153442	14882.73586997995698766	15048.97949812927072344	14821.55809205046352872	14950.40386019075776858	1066.92470821800611702	1049.39702946639931724	1112.20845427483232015	1050.02219855310067942	1010.51232689388052677	421.91179927548296291	412.30915144772524172	386.75586931766702037	407.76811343074683691	399.50641365312441167	5341.90995912580365257	5273.07467898503000470	5320.62168336533432011	5250.39430943356092030	5345.30852435107954079	617.05637114233377361	603.60627985941414408	614.61089108221176502	615.10549057087325764	622.47097802276562106	571.57179026900280405	547.86881948734401249	569.54408857558678392	607.81229141409414751	593.08434016457260896	650.52719888850640473	768.12994565154019710	792.24467979228518288	834.63579780952761666	717.30665008818482420
ENSG00000174473	10677.77639965574962844	10797.11339650674926816	10828.32537318873619370	10908.20793072424021375	10964.97487712063957588	161.91399872903483015	162.42409610780180174	165.74874227836403406	157.29563115934794837	153.92372225990104084	414.36117744889315873	402.23698905673262516	418.91248295840688343	405.67279540141953476	394.29496618068156977	978.38049744613567782	1002.09000264553128545	1000.73917246233315836	982.29948151657060862	998.25790859497010388	109.28163665881841382	130.86889225063470121	125.59907003299255734	134.16473148720930908	122.38409474141930389	146.38249234976646562	145.50343035028296867	136.09678802072747317	161.89549610097637355	109.85004133881420785	166.95492669020228504	118.57803750386743502	147.72185268697043625	117.61862518833675040	135.19965532237111461
ENSG00000171189	7736.48807455772202957	7809.90236150179953256	7805.23443374107046111	7778.05725783468005829	7848.39143109814540367	127.03947620591584666	132.97257005875866298	124.14633656798297068	140.80346116588876271	118.07828777007388510	2757.04088077845653970	2749.97780246884531152	2765.92836081511131852	2726.27903708146504869	2688.06766976666040136	292.26039505414905761	298.69671379137287204	303.47970069091672940	283.66593849758112356	309.40812698103650291	98.82184025093891933	106.34557081448751603	104.26643865445335280	107.80797714154627442	106.91377052252396140	147.29634683643612902	132.25191399377530388	136.86975718469804519	134.84431551402488481	126.62972808946680914	119.91599331756974323	134.55416982551167848	119.51543731765217160	123.32462930847984239	128.37730466294567577
ENSG00000147488	44.33112331263287587	45.39654992103025677	41.27903189159885500	40.31483546347346447	39.79995086875006649	7127.99656302249786677	7211.34799811563152616	7178.38591608898695995	7161.93696395820825273	7127.05234498846402857	142.03929173093209215	133.19990635894606612	157.79628181249526619	137.73106503645115595	159.16033282654038317	72.44504735976694576	72.76407362632494369	69.24990373817168177	72.69491567196801896	75.36198829196293048	112.60374470755239429	107.85129770976206487	110.55652315540757513	99.53428433337323611	116.63544112629055860	100.61903262140357640	108.99270311891994822	93.11862107864754989	116.40599293971408201	103.54344243739392084	301.18966531636368700	289.51176828923547646	283.38817574772946273	296.96721338164076087	302.79569182768085511
ENSG00000123560	72.38871343522369273	76.13114224699177157	75.80225260947804600	72.58129429630503182	72.05119985278589922	7637.34351379913459823	7776.59754200787756417	7776.97402237639835221	7624.00822696188970440	7658.36398021798504487	275.72511516612678406	292.46329182303151129	328.75265267825750470	313.89708840468489370	295.27770788920940959	343.48438411483863320	334.64152880862468464	328.13684717931869272	337.70461422974005927	336.23428810974291991	495.25468686945015406	546.57039029017005305	511.01465309342086130	519.98687159111523215	542.34828908519057222	421.13208934100288161	441.64132517295342950	421.27845154475306799	464.19440207283622613	405.71251972546258457	633.54464673838901945	644.16868965052162821	594.52409664369315578	590.49436672205365539	612.00931118645905826
ENSG00000178568	6139.68900827987090452	6099.43895829319353652	6194.12982191838000290	5998.90389397464969079	6088.09808350265029731	2622.26822490036693125	2625.15514138881326289	2623.52091836620866161	2603.02668547491521167	2594.34059581066367173	5603.90698700014581846	5602.76542230470204231	5555.51884581374179106	5627.95855658842901903	5477.08937870702720829	311.83786649341772090	300.46024830757301061	309.77745665733078795	304.35263421436252429	317.36207271908534722	4385.00605010043364018	4442.03404919298463938	4515.05797960951167624	4451.95142226885309356	4439.47687008558114030	473.73975146926574098	511.94705888523554904	476.20918113627772073	430.80609345469957816	487.41302492688635084	405.14622625641976583	472.99018452836554616	441.99649888616488624	435.68837843943646249	485.63535015649824800
ENSG00000185053	5686.20076821844304504	5738.85182086002077995	5681.63014513305733999	5736.38291135738199955	5708.65537455837875314	313.62536723551420437	338.46855921022728353	329.11494142817156217	358.38385697620390147	339.39192654962999995	3514.29023125776575398	3510.38859021575899533	3518.33602840936691791	3536.85292966280712790	3454.44439428114901602	926.60306230540652450	952.79096995667373449	930.30528175540223401	903.05097551174003456	947.99008389830839860	180.86031259529713111	191.49009426199697259	174.82727805719918024	188.07246691810090056	156.28509886719561450	134.42436995432734648	109.78930602333990407	124.31252547187473567	141.85335834413081102	122.20144033273810180	135.97356527716300434	124.96652958031677372	130.53470960220624875	132.57945094560952271	116.76655884648796757
ENSG00000157168	3330.12898918431483253	3275.25058120392532146	3271.88735393098295390	3334.58802930607407689	3316.86315236889231528	314.49440741121583187	293.40147487004668392	294.78526410602927399	297.13880724873564532	305.72487132483223604	161.58468906444798563	177.33754804607215760	125.76236533326672884	139.76674659231090914	177.33277630247312118	2297.15191786375362426	2305.76569277524458812	2311.87965732635757377	2304.87429527679660168	2338.66288348280068021	178.83715978618516829	178.85956567767328806	178.59556428738170553	138.93218383102916391	177.04115583513640786	284.96194805513226811	206.60694267455536988	322.07082807194444740	321.13458527177800761	273.44952992271288394	161.02472977173206914	138.21860727625843879	143.71997309556059008	140.75608163755245528	200.28710358687769144
ENSG00000187147	93.16254443287510867	100.64480119552622739	102.00938904993026313	96.71281903323087192	94.37530735222314604	6224.21572231829031807	6196.05895370745929540	6181.01463222297479660	6212.24875641559719952	6201.96496988896433322	171.52588244208271817	181.25160222622432116	195.51303247076066327	164.64463519395854973	194.48235830269288726	237.41555013853192690	229.58213680214348074	236.54017516984600888	230.76718479552346253	236.98129436257380576	475.25026144902187752	468.26148744210360064	473.23833956251695554	483.83990194731626389	473.16697271889040621	1040.35134728803814141	996.24914278963728975	1096.06155183001624209	927.63060932363032407	938.82745986548627570	289.70589133521002623	281.13021801062279792	249.48780590353683806	298.59170933601080833	295.23891393019943052
ENSG00000185736	4269.17037646343305823	4228.64538294546127872	4292.65699792210943997	4322.18298439175123349	4214.09981778028486588	684.15080388380556542	678.22993896568539185	671.26316954256628833	683.89882911313384284	694.84760603733468542	2686.07637295532686039	2756.17185301080917270	2688.50270024763085530	2738.59462662750684103	2779.99029739032766884	118.66463754464091096	140.87442811643384744	130.18892633115905255	124.56771394732395208	138.67720676531922663	147.18585642964950466	137.80941756853141555	139.55649775114875411	135.93342145453823377	150.72663428893207538	764.01044016590253705	783.68663730302102977	715.15446122675302831	724.48924821326227175	803.09271645420608365	71.33737272083801884	84.61179556319328299	91.13445047434024104	84.01381029749239815	89.77109042935111916
