"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"2146","ENSG00000154146","hurdle",0,0.5193742,4.3099336,3.7905594,0.917
"244","ENSG00000070808","hurdle",0,0.04537156,4.00104236,3.9556708,0.913
"1370","ENSG00000128656","hurdle",0,1.17141,4.664773,3.493363,0.91
"3347","ENSG00000185518","hurdle",0,-0.7174146,4.0040211,4.7214357,0.905
"2236","ENSG00000157782","hurdle",0,-0.8101552,3.7410605,4.5512157,0.897
"1426","ENSG00000130558","hurdle",0,0.2715667,3.6148411,3.3432744,0.89
"3299","ENSG00000184613","hurdle",0,0.01802662,4.38279593,4.36476931,0.888
"2823","ENSG00000171617","hurdle",0,-0.3216773,3.6650687,3.986746,0.888
"1838","ENSG00000143013","hurdle",0,-0.06001893,3.61081029,3.67082922,0.879
"683","ENSG00000104888","hurdle",0,-1.629021,2.215442,3.844463,0.876
"1375","ENSG00000128989","hurdle",0,-0.2813279,2.9272652,3.2085931,0.871
"1229","ENSG00000123416","hurdle",0,0.5191514,3.3781051,2.8589537,0.861
"659","ENSG00000104435","hurdle",0,0.6237379,3.5907559,2.967018,0.861
"1914","ENSG00000145335","hurdle",0,-0.189129,3.033787,3.222916,0.86
"1131","ENSG00000119042","hurdle",0,-1.677791,3.360395,5.038186,0.86
"2579","ENSG00000166501","hurdle",0,1.526708,4.70848,3.181772,0.859
"1222","ENSG00000123119","hurdle",0,0.1729638,3.7342906,3.5613268,0.858
"3512","ENSG00000196872","hurdle",0,-1.603716,3.113171,4.716887,0.852
"2882","ENSG00000172995","hurdle",0,0.8214944,4.6930262,3.8715318,0.851
"2837","ENSG00000172020","hurdle",0,0.3575738,3.260224,2.9026502,0.851
"2381","ENSG00000163032","hurdle",0,1.428141,4.065802,2.637661,0.851
"7","ENSG00000002746","hurdle",0,0.3764898,4.3328856,3.9563958,0.851
"4093","ENSG00000277586","hurdle",0,-0.1119005,3.07284,3.1847405,0.85
"2998","ENSG00000175874","hurdle",0,-0.248346,2.996389,3.244735,0.85
"2803","ENSG00000171246","hurdle",0,-1.811131,1.920813,3.731944,0.848
"2283","ENSG00000160014","hurdle",0,0.8005981,3.3004263,2.4998282,0.848
"1354","ENSG00000128245","hurdle",0,0.181232,3.045991,2.864759,0.848
"3436","ENSG00000188191","hurdle",0,-0.1266605,2.6276377,2.7542982,0.846
"1946","ENSG00000146147","hurdle",0,-1.960012,3.069152,5.029164,0.843
"1263","ENSG00000124785","hurdle",0,-1.755414,1.887362,3.642776,0.842
"887","ENSG00000110931","hurdle",0,-1.063217,2.184331,3.247548,0.842
"341","ENSG00000081189","hurdle",0,2.016749,4.714398,2.697649,0.841
"3358","ENSG00000185760","hurdle",0,1.885826,5.555112,3.669286,0.839
"2144","ENSG00000154096","hurdle",0,0.4803563,3.0962029,2.6158466,0.839
"344","ENSG00000081803","hurdle",0,0.09009666,4.55962172,4.46952506,0.839
"281","ENSG00000074590","hurdle",0,-0.4108302,2.8063901,3.2172203,0.838
"196","ENSG00000066248","hurdle",0,-1.613869,2.023746,3.637615,0.837
"2151","ENSG00000154277","hurdle",0,0.4113323,2.8289325,2.4176002,0.836
"1517","ENSG00000133019","hurdle",0,1.48382,4.728182,3.244362,0.836
"130","ENSG00000048540","hurdle",0,-0.04691087,2.98274159,3.02965246,0.836
"2673","ENSG00000168490","hurdle",0,-1.345768,1.750012,3.09578,0.835
"1132","ENSG00000119125","hurdle",0,-1.529042,2.128745,3.657787,0.835
"4076","ENSG00000273032","hurdle",0,-0.5910767,2.6325974,3.2236741,0.834
"1521","ENSG00000133083","hurdle",0,2.125793,5.064278,2.938485,0.833
"3406","ENSG00000187094","hurdle",0,0.1861702,3.2398272,3.053657,0.831
"2483","ENSG00000164742","hurdle",0,0.2803418,2.9029728,2.622631,0.831
"2250","ENSG00000158445","hurdle",0,0.5099584,3.2779524,2.767994,0.831
"2246","ENSG00000158258","hurdle",0,0.2766199,4.3109887,4.0343688,0.831
"1177","ENSG00000120899","hurdle",0,-1.64348,2.170809,3.814289,0.831
"2747","ENSG00000170027","hurdle",0,0.9551886,3.3089772,2.3537886,0.83
"1606","ENSG00000135750","hurdle",0,-0.8998795,2.3385323,3.2384118,0.829
"2015","ENSG00000149091","hurdle",0,-0.510527,2.208866,2.719393,0.828
"2732","ENSG00000169744","hurdle",0,1.315783,4.958319,3.642536,0.827
"1107","ENSG00000117632","hurdle",0,0.5480694,3.0219224,2.473853,0.827
"275","ENSG00000074211","hurdle",0,0.4798659,3.5465298,3.0666639,0.827
"1090","ENSG00000117152","hurdle",0,-0.7736809,2.2893693,3.0630502,0.826
"944","ENSG00000112186","hurdle",0,0.2295586,2.7360544,2.5064958,0.826
"3335","ENSG00000185274","hurdle",0,1.332049,4.290598,2.958549,0.825
"315","ENSG00000078328","hurdle",0,4.668858,7.446907,2.778049,0.825
"3517","ENSG00000196950","hurdle",0,0.425594,3.117734,2.69214,0.824
"2288","ENSG00000160145","hurdle",0,2.072659,5.482584,3.409925,0.824
"145","ENSG00000053108","hurdle",0,-0.3120214,3.9843668,4.2963882,0.824
"3237","ENSG00000183049","hurdle",0,1.111659,4.140004,3.028345,0.823
"2168","ENSG00000154917","hurdle",0,0.02377946,2.48560854,2.46182908,0.823
"1292","ENSG00000125851","hurdle",0,0.2489515,3.3954399,3.1464884,0.823
"3771","ENSG00000225206","hurdle",0,-0.5915576,2.9405821,3.5321397,0.822
"3379","ENSG00000186260","hurdle",0,0.9137701,3.8116472,2.8978771,0.822
"3254","ENSG00000183454","hurdle",0,2.526432,4.985854,2.459422,0.822
"2736","ENSG00000169783","hurdle",0,-0.8664899,2.1226821,2.989172,0.822
"762","ENSG00000106123","hurdle",0,-0.9819824,1.88035,2.8623324,0.822
"2610","ENSG00000167281","hurdle",0,0.8329313,3.8194368,2.9865055,0.82
"2497","ENSG00000164951","hurdle",0,-1.583759,1.69703,3.280789,0.82
"2433","ENSG00000164061","hurdle",0,-0.3824367,2.2514631,2.6338998,0.82
"1910","ENSG00000145087","hurdle",0,2.429718,5.659467,3.229749,0.82
"3750","ENSG00000221946","hurdle",0,-1.770115,1.396571,3.166686,0.819
"3723","ENSG00000214548","hurdle",0,3.276838,6.11452,2.837682,0.819
"3556","ENSG00000198010","hurdle",0,2.220865,5.583987,3.363122,0.819
"3732","ENSG00000215196","hurdle",0,-0.5487715,2.8839004,3.4326719,0.818
"1658","ENSG00000136928","hurdle",0,1.874143,4.240375,2.366232,0.818
"797","ENSG00000107295","hurdle",0,0.9480918,3.8311777,2.8830859,0.818
"40","ENSG00000007237","hurdle",0,0.8074409,3.286953,2.4795121,0.818
"3581","ENSG00000198626","hurdle",0,2.449129,5.440189,2.99106,0.816
"2406","ENSG00000163536","hurdle",0,0.6571154,2.9993158,2.3422004,0.816
"2120","ENSG00000152931","hurdle",0,-2.426103,1.774253,4.200356,0.816
"1688","ENSG00000137642","hurdle",0,0.449266,3.12601,2.676744,0.816
"1472","ENSG00000131773","hurdle",0,0.8190927,4.4920583,3.6729656,0.816
"1009","ENSG00000114948","hurdle",0,0.9615249,3.8058418,2.8443169,0.816
"601","ENSG00000102471","hurdle",0,-0.631831,2.301169,2.933,0.816
"397","ENSG00000088986","hurdle",0,-0.2460187,2.1689219,2.4149406,0.816
"30","ENSG00000006116","hurdle",0,-0.5695322,2.7144922,3.2840244,0.816
"1543","ENSG00000133816","hurdle",0,0.1244695,3.0527203,2.9282508,0.814
"1559","ENSG00000134343","hurdle",0,-1.549719,2.485712,4.035431,0.812
"1527","ENSG00000133169","hurdle",0,0.01559274,2.51797005,2.50237731,0.812
"3807","ENSG00000229618","hurdle",0,-1.299351,3.902919,5.20227,0.811
"3300","ENSG00000184672","hurdle",0,3.349528,5.98204,2.632512,0.81
"2065","ENSG00000150995","hurdle",0,0.5907512,3.2007872,2.610036,0.81
"1630","ENSG00000136267","hurdle",0,1.112397,4.603593,3.491196,0.81
"3845","ENSG00000234423","hurdle",0,-0.7667592,3.2750778,4.041837,0.809
"3270","ENSG00000183780","hurdle",0,0.383463,3.929664,3.546201,0.809
"4105","ENSG00000283154","hurdle",0,1.91881,5.634354,3.715544,0.808
"3220","ENSG00000182674","hurdle",0,0.2688443,3.6955417,3.4266974,0.808
"775","ENSG00000106617","hurdle",0,-0.1123441,3.1594058,3.2717499,0.808
"404","ENSG00000089169","hurdle",0,0.278576,2.606777,2.328201,0.808
"82","ENSG00000022355","hurdle",0,0.6167368,2.8962788,2.279542,0.808
"3866","ENSG00000237720","hurdle",0,-2.239899,1.91027,4.150169,0.807
"2847","ENSG00000172260","hurdle",0,3.024169,5.810295,2.786126,0.807
"1852","ENSG00000143473","hurdle",0,0.7659692,4.3160483,3.5500791,0.807
"760","ENSG00000106089","hurdle",0,-2.008543,1.199995,3.208538,0.807
"445","ENSG00000099308","hurdle",0,-1.31141,1.596871,2.908281,0.806
"875","ENSG00000110427","hurdle",0,1.336389,3.714758,2.378369,0.805
"209","ENSG00000067715","hurdle",0,5.035327,6.827589,1.792262,0.805
"21","ENSG00000005249","hurdle",0,-0.6007948,2.203775,2.8045698,0.805
"3098","ENSG00000178980","hurdle",0,0.2110049,2.457362,2.2463571,0.804
"2594","ENSG00000166913","hurdle",0,0.8790335,3.1364438,2.2574103,0.804
"2046","ENSG00000149970","hurdle",0,1.256285,3.982676,2.726391,0.804
"103","ENSG00000034510","hurdle",0,-0.106932,2.283075,2.390007,0.804
"3558","ENSG00000198053","hurdle",0,-0.7474154,1.8361972,2.5836126,0.803
"3408","ENSG00000187122","hurdle",0,-0.934496,2.245368,3.179864,0.803
"2214","ENSG00000157087","hurdle",0,2.088142,4.233677,2.145535,0.803
"3738","ENSG00000216863","hurdle",0,-2.461079,2.610962,5.072041,0.802
"2907","ENSG00000173611","hurdle",0,0.6200636,3.3614028,2.7413392,0.802
"739","ENSG00000105696","hurdle",0,-0.1617334,2.0547996,2.216533,0.802
"230","ENSG00000069424","hurdle",0,-0.6541184,1.8323649,2.4864833,0.802
"4120","ENSG00000286214","hurdle",0,0.188733,2.559184,2.370451,0.801
"4022","ENSG00000260032","hurdle",0,0.68163,2.858187,2.176557,0.801
"2997","ENSG00000175866","hurdle",0,-1.408904,1.566525,2.975429,0.801
"2586","ENSG00000166681","hurdle",0,0.1261418,2.4480035,2.3218617,0.801
"2090","ENSG00000151952","hurdle",0,1.232224,4.366811,3.134587,0.801
"989","ENSG00000114279","hurdle",0,3.146216,5.269591,2.123375,0.801
"914","ENSG00000111674","hurdle",0,0.0370846,2.2312322,2.1941476,0.801
"579","ENSG00000102003","hurdle",0,0.3603471,2.4671336,2.1067865,0.801
"2832","ENSG00000171867","hurdle",0,0.5992645,2.7923646,2.1931001,0.8
"2114","ENSG00000152583","hurdle",0,2.096717,3.872063,1.775346,0.8
"1462","ENSG00000131378","hurdle",0,-1.552525,2.138366,3.690891,0.8
"942","ENSG00000112137","hurdle",0,2.568312,5.899513,3.331201,0.8
"613","ENSG00000103034","hurdle",0,0.188933,2.354448,2.165515,0.8
"3389","ENSG00000186487","hurdle",0,2.27245,4.479343,2.206893,0.799
"2347","ENSG00000162374","hurdle",0,0.1961952,2.762853,2.5666578,0.799
"2187","ENSG00000155980","hurdle",0,0.06590487,2.15857832,2.09267345,0.799
"2142","ENSG00000154027","hurdle",0,1.124955,3.772103,2.647148,0.799
"1934","ENSG00000145864","hurdle",0,2.25255,4.241529,1.988979,0.799
"1124","ENSG00000118733","hurdle",0,1.481928,4.045484,2.563556,0.799
"3777","ENSG00000225783","hurdle",0,1.16983,3.755656,2.585826,0.798
"3513","ENSG00000196876","hurdle",0,1.442708,3.597949,2.155241,0.798
"3298","ENSG00000184611","hurdle",0,0.9525991,4.3415796,3.3889805,0.798
"3262","ENSG00000183662","hurdle",0,0.1005543,4.6770027,4.5764484,0.798
"2807","ENSG00000171385","hurdle",0,0.1005118,2.7161834,2.6156716,0.798
"2218","ENSG00000157216","hurdle",0,-0.3056386,2.3763416,2.6819802,0.798
"1912","ENSG00000145242","hurdle",0,-0.2800539,2.8794344,3.1594883,0.798
"1626","ENSG00000136237","hurdle",0,1.281697,4.296132,3.014435,0.798
"977","ENSG00000113327","hurdle",0,0.4840125,2.8047515,2.320739,0.798
"3935","ENSG00000248994","hurdle",0,-1.288506,2.314137,3.602643,0.797
"3464","ENSG00000189241","hurdle",0,-0.108701,2.178704,2.287405,0.797
"3391","ENSG00000186642","hurdle",0,-1.446067,1.427621,2.873688,0.797
"3043","ENSG00000177511","hurdle",0,-0.6839901,1.8344536,2.5184437,0.797
"2561","ENSG00000166206","hurdle",0,1.957435,4.308925,2.35149,0.797
"236","ENSG00000070087","hurdle",0,-1.134008,1.518558,2.652566,0.797
"1594","ENSG00000135426","hurdle",0,-2.282747,2.288929,4.571676,0.796
"570","ENSG00000101638","hurdle",0,-0.3724259,2.3262934,2.6987193,0.796
"15","ENSG00000004660","hurdle",0,-1.707864,1.317978,3.025842,0.796
"3871","ENSG00000239498","hurdle",0,-2.275885,3.30484,5.580725,0.795
"3278","ENSG00000184156","hurdle",0,1.86165,4.464724,2.603074,0.795
"2499","ENSG00000165023","hurdle",0,-0.4082258,2.2981928,2.7064186,0.795
"2471","ENSG00000164588","hurdle",0,1.631959,3.943239,2.31128,0.795
"3772","ENSG00000225465","hurdle",0,-0.8599369,1.6573912,2.5173281,0.794
"3762","ENSG00000224271","hurdle",0,-2.035958,3.804619,5.840577,0.794
"3376","ENSG00000186094","hurdle",0,2.547754,5.384355,2.836601,0.794
"2109","ENSG00000152413","hurdle",0,0.3080834,3.1462441,2.8381607,0.794
"1980","ENSG00000147676","hurdle",0,-2.273237,1.096378,3.369615,0.794
"1487","ENSG00000132359","hurdle",0,-0.2040221,2.6072259,2.811248,0.794
"669","ENSG00000104722","hurdle",0,-0.8775062,2.2204418,3.097948,0.794
"318","ENSG00000078902","hurdle",0,-1.140226,1.450866,2.591092,0.794
"260","ENSG00000072201","hurdle",0,-0.6673104,2.4551474,3.1224578,0.794
"3387","ENSG00000186472","hurdle",0,2.209168,4.332054,2.122886,0.793
"2980","ENSG00000175471","hurdle",0,0.8721242,3.8846411,3.0125169,0.793
"2911","ENSG00000173726","hurdle",0,0.1635899,2.3428717,2.1792818,0.793
"2398","ENSG00000163399","hurdle",0,0.517687,2.668786,2.151099,0.793
"1253","ENSG00000124507","hurdle",0,-0.5277793,1.7737093,2.3014886,0.793
"832","ENSG00000108684","hurdle",0,1.510778,4.446967,2.936189,0.793
"3856","ENSG00000236451","hurdle",0,-2.470652,2.856975,5.327627,0.792
"2068","ENSG00000151090","hurdle",0,1.60445,4.37382,2.76937,0.792
"1773","ENSG00000140538","hurdle",0,1.489304,4.032693,2.543389,0.792
"1879","ENSG00000144331","hurdle",0,1.403807,4.253523,2.849716,0.791
"1288","ENSG00000125814","hurdle",0,0.1245114,2.3329915,2.2084801,0.791
"2221","ENSG00000157470","hurdle",0,-0.8159235,1.9190765,2.735,0.79
"1744","ENSG00000139364","hurdle",0,1.909251,4.341975,2.432724,0.79
"3928","ENSG00000248455","hurdle",0,-2.820474,1.646938,4.467412,0.789
"3744","ENSG00000220205","hurdle",0,1.038022,3.075126,2.037104,0.789
"2556","ENSG00000166165","hurdle",0,0.6074286,2.6166053,2.0091767,0.789
"2357","ENSG00000162545","hurdle",0,0.8911318,2.9431022,2.0519704,0.789
"1048","ENSG00000116106","hurdle",0,0.7362486,3.1325965,2.3963479,0.789
"1902","ENSG00000144834","hurdle",0,-0.5899095,1.7394448,2.3293543,0.788
"1158","ENSG00000120265","hurdle",0,-0.510397,1.817841,2.328238,0.788
"3842","ENSG00000233928","hurdle",0,-1.14839,2.60077,3.74916,0.787
"3797","ENSG00000228566","hurdle",0,-1.049466,4.135055,5.184521,0.787
"3148","ENSG00000180354","hurdle",0,0.02861565,2.09110677,2.06249112,0.787
"2514","ENSG00000165434","hurdle",0,0.2977334,2.5332499,2.2355165,0.787
"138","ENSG00000049759","hurdle",0,0.7361665,3.245001,2.5088345,0.787
"3934","ENSG00000248905","hurdle",0,0.9654067,3.9242657,2.958859,0.786
"2190","ENSG00000156113","hurdle",0,2.775914,5.228331,2.452417,0.786
"1805","ENSG00000141668","hurdle",0,-1.83501,3.104354,4.939364,0.786
"1605","ENSG00000135643","hurdle",0,-0.6515374,2.0945965,2.7461339,0.786
"789","ENSG00000107130","hurdle",0,-0.3637744,1.7243714,2.0881458,0.786
"132","ENSG00000048991","hurdle",0,2.287912,4.970879,2.682967,0.786
"3818","ENSG00000231533","hurdle",0,-1.130509,2.281652,3.412161,0.785
"3561","ENSG00000198108","hurdle",0,0.9649162,3.8590089,2.8940927,0.785
"3199","ENSG00000182256","hurdle",0,1.540317,3.881673,2.341356,0.784
"2309","ENSG00000160963","hurdle",0,-1.428654,2.047151,3.475805,0.784
"1425","ENSG00000130540","hurdle",0,-0.5275163,1.7172617,2.244778,0.784
"801","ENSG00000107518","hurdle",0,3.284973,5.612797,2.327824,0.784
"3263","ENSG00000183715","hurdle",0,4.207823,6.45658,2.248757,0.783
"1514","ENSG00000132938","hurdle",0,1.688143,4.075188,2.387045,0.783
"1281","ENSG00000125675","hurdle",0,1.667118,3.926593,2.259475,0.783
"2452","ENSG00000164236","hurdle",0,-1.084043,2.054758,3.138801,0.781
"2264","ENSG00000158856","hurdle",0,-1.032204,1.299669,2.331873,0.781
"2213","ENSG00000157064","hurdle",0,1.155613,3.128526,1.972913,0.781
"2002","ENSG00000148408","hurdle",0,1.677077,3.991707,2.31463,0.781
"1216","ENSG00000122966","hurdle",0,0.3368188,2.6926478,2.355829,0.781
"3086","ENSG00000178531","hurdle",0,-1.775569,1.06881,2.844379,0.78
"1938","ENSG00000145934","hurdle",0,2.932328,5.314128,2.3818,0.78
"363","ENSG00000084731","hurdle",0,-0.2938512,1.839272,2.1331232,0.78
"3242","ENSG00000183117","hurdle",0,4.636981,7.052236,2.415255,0.779
"2721","ENSG00000169567","hurdle",0,-0.617698,1.6537,2.271398,0.779
"73","ENSG00000014641","hurdle",0,-0.04014334,1.88475016,1.9248935,0.779
"3359","ENSG00000185774","hurdle",0,5.950836,8.074436,2.1236,0.778
"2936","ENSG00000174514","hurdle",0,-2.1791612,0.9335638,3.112725,0.778
"2111","ENSG00000152495","hurdle",0,0.8159878,3.140637,2.3246492,0.778
"1690","ENSG00000137726","hurdle",0,0.2384761,2.0543516,1.8158755,0.778
"1676","ENSG00000137267","hurdle",0,-0.4459922,2.1790248,2.625017,0.778
"1525","ENSG00000133134","hurdle",0,-0.4515938,1.8330669,2.2846607,0.778
"1224","ENSG00000123240","hurdle",0,-0.8380884,1.6562847,2.4943731,0.778
"1937","ENSG00000145920","hurdle",0,-0.6275977,1.6668724,2.2944701,0.777
"773","ENSG00000106536","hurdle",0,-0.4371982,3.7035984,4.1407966,0.777
"685","ENSG00000104904","hurdle",0,-0.4235564,1.720424,2.1439804,0.777
"173","ENSG00000063180","hurdle",0,-1.260159,1.162453,2.422612,0.777
