"","cell_type","flexmix_1","flexmix_2","simple","treg"
"1","Oligo",0.0356498819665382,0.113212413179097,0.0783360977644454,0.051
"2","Endo",0.0367334716612029,0.124068905618695,0.0647039899883861,NA
"3","Micro",0.0392300310561123,0.132358251852494,0.0771826123287935,NA
"4","Astro",0.0406337067832094,0.262368087349352,0.169882236420564,NA
"5","Other",0.0435342950519909,0.232706577163332,0.162207069527153,0.063
"6","Inhib",0.0593515731123953,0.219041778713076,0.137350633530971,0.091
"7","Excit",0.147198224685992,0.310814830298219,0.251191075474189,0.144
