"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"177","ENSG00000146005","hurdle",2.74438969112407e-45,-1.3292984,-0.8016031,0.5276953,0.57
"37","ENSG00000084636","hurdle",3.07000024724008e-44,-1.4519559,-0.8251258,0.6268301,0.57
"186","ENSG00000148411","hurdle",5.10205173825452e-42,-1.2804524,-0.7556779,0.5247745,0.569
"73","ENSG00000105939","hurdle",1.45086629823475e-79,-2.308191,-1.376877,0.931314,0.569
"56","ENSG00000101605","hurdle",5.60917195541376e-62,-1.989036,-1.098474,0.890562,0.568
"116","ENSG00000125355","hurdle",4.32300861230093e-152,-2.951422,-1.75945,1.191972,0.567
"375","ENSG00000266714","hurdle",1.83249955449584e-56,-2.048562,-1.256505,0.792057,0.566
"364","ENSG00000256043","hurdle",3.21808515921218e-86,-2.573069,-1.542463,1.030606,0.566
"308","ENSG00000186951","hurdle",2.67591962737234e-55,-1.86903,-1.185439,0.683591,0.566
"255","ENSG00000168874","hurdle",4.75678061850132e-135,-2.984557,-1.831729,1.152828,0.565
"281","ENSG00000177807","hurdle",1.04579154283306e-50,-1.871546,-1.228354,0.643192,0.563
"206","ENSG00000153993","hurdle",4.28723531706539e-75,-1.793776,-1.082637,0.711139,0.563
"185","ENSG00000148400","hurdle",1.72329844481946e-63,-2.278223,-1.46446,0.813763,0.563
"142","ENSG00000134716","hurdle",8.66934128579908e-74,-2.442882,-1.59766,0.845222,0.562
"45","ENSG00000095739","hurdle",1.97504244043603e-134,-3.015899,-1.891174,1.124725,0.562
"245","ENSG00000165801","hurdle",2.00966262371522e-71,-2.555069,-1.685827,0.869242,0.561
"304","ENSG00000185432","hurdle",6.89530195329195e-57,-2.298262,-1.546802,0.75146,0.56
"49","ENSG00000100842","hurdle",1.12086668173585e-80,-2.687593,-1.756934,0.930659,0.56
"162","ENSG00000138646","hurdle",1.07651273133733e-105,-2.920633,-1.845025,1.075608,0.559
"149","ENSG00000136160","hurdle",2.43914904658266e-72,-2.327856,-1.599913,0.727943,0.559
"11","ENSG00000047617","hurdle",4.01538305453173e-78,-1.945568,-1.408113,0.537455,0.558
"343","ENSG00000215244","hurdle",1.12216451623232e-59,-2.062867,-1.431993,0.630874,0.557
"82","ENSG00000111846","hurdle",2.36808444805174e-72,-2.45851,-1.636439,0.822071,0.557
"57","ENSG00000102221","hurdle",8.37043151802887e-40,-1.82176,-1.148702,0.673058,0.557
"373","ENSG00000263146","hurdle",2.65264399003883e-103,-2.983928,-1.967645,1.016283,0.555
"370","ENSG00000259124","hurdle",2.05487362329297e-29,-1.403328,-0.8159324,0.5873956,0.551
"289","ENSG00000181381","hurdle",6.36616611928337e-50,-2.278223,-1.629519,0.648704,0.551
"256","ENSG00000168994","hurdle",1.82502362553089e-84,-2.922639,-1.979326,0.943313,0.551
"359","ENSG00000245213","hurdle",1.19689230909883e-29,-1.713981,-1.082637,0.631344,0.55
"232","ENSG00000163565","hurdle",1.21639646187964e-47,-2.357527,-1.643391,0.714136,0.55
"342","ENSG00000213928","hurdle",2.72282911832712e-46,-2.39741,-1.645717,0.751693,0.549
"120","ENSG00000127241","hurdle",1.40121977752298e-86,-2.966859,-2.005962,0.960897,0.549
"295","ENSG00000182103","hurdle",1.84107120165238e-59,-2.74641,-1.953174,0.793236,0.548
"146","ENSG00000135899","hurdle",1.20058259243656e-45,-2.447351,-1.712388,0.734963,0.548
"112","ENSG00000123096","hurdle",1.14316245829529e-33,-2.089655,-1.427985,0.66167,0.548
"144","ENSG00000134873","hurdle",2.80376087418416e-50,-2.591456,-1.79772,0.793736,0.547
"351","ENSG00000231252","hurdle",2.5945147300126e-44,-1.950982,-1.263629,0.687353,0.546
"240","ENSG00000164649","hurdle",1.77007603173603e-83,-3.006085,-2.057655,0.94843,0.546
"62","ENSG00000103335","hurdle",2.33947472458615e-54,-2.769326,-1.985203,0.784123,0.545
"360","ENSG00000247134","hurdle",2.77619480876077e-54,-2.592574,-1.736966,0.855608,0.544
"353","ENSG00000237797","hurdle",2.01447687931011e-101,-3.142001,-2.180374,0.961627,0.544
"199","ENSG00000152284","hurdle",9.63446576301745e-28,-1.742304,-1.152003,0.590301,0.544
"124","ENSG00000128242","hurdle",1.45244172307692e-37,-2.516242,-1.861145,0.655097,0.543
"35","ENSG00000081320","hurdle",2.97169584866941e-46,-2.526118,-1.893935,0.632183,0.543
"319","ENSG00000196169","hurdle",3.05505500600248e-84,-3.097824,-2.245884,0.85194,0.542
"293","ENSG00000181826","hurdle",1.005267764917e-32,-2.190796,-1.634129,0.556667,0.542
"350","ENSG00000227640","hurdle",2.26933813273631e-56,-2.743217,-2.005962,0.737255,0.541
"75","ENSG00000106538","hurdle",4.33436521405179e-66,-2.992118,-2.207595,0.784523,0.541
"4","ENSG00000010278","hurdle",1.50374481123634e-27,-2.10267,-1.590924,0.511746,0.541
"69","ENSG00000105483","hurdle",1.9909084209118e-24,-2.17553,-1.671543,0.503987,0.54
"346","ENSG00000225472","hurdle",1.681315834803e-38,-2.51231,-1.938847,0.573463,0.539
"220","ENSG00000162337","hurdle",3.50324213940935e-42,-2.732095,-2.057655,0.67444,0.539
"314","ENSG00000187773","hurdle",5.66970238361863e-36,-2.643429,-2.008952,0.634477,0.538
"213","ENSG00000155363","hurdle",6.86300173833618e-24,-2.254285,-1.751916,0.502369,0.538
"377","ENSG00000278041","hurdle",4.30801874085084e-58,-3.024058,-2.288846,0.735212,0.537
"171","ENSG00000141756","hurdle",1.05485995241977e-45,-2.888135,-2.166953,0.721182,0.537
"161","ENSG00000138496","hurdle",4.14057495785638e-39,-2.704746,-2.066973,0.637773,0.536
"335","ENSG00000204291","hurdle",3.53329870697246e-69,-3.010344,-2.321928,0.688416,0.535
"235","ENSG00000163820","hurdle",2.77947225761608e-29,-2.615261,-2.051476,0.563785,0.535
"99","ENSG00000115318","hurdle",1.24727997488561e-29,-2.602988,-2.023995,0.578993,0.535
"328","ENSG00000197921","hurdle",2.13957347594671e-44,-2.901521,-2.127425,0.774096,0.534
"119","ENSG00000127084","hurdle",5.0178559865645e-49,-2.983091,-2.296132,0.686959,0.534
"344","ENSG00000221963","hurdle",4.94060735611579e-51,-3.027507,-2.359599,0.667908,0.533
"298","ENSG00000182492","hurdle",1.64695490883599e-47,-2.869445,-2.252956,0.616489,0.533
"131","ENSG00000131941","hurdle",4.37175512114597e-31,-2.612993,-2.088951,0.524042,0.533
"66","ENSG00000104313","hurdle",1.95765073163877e-22,-1.6959465,-0.9985135,0.697433,0.533
"352","ENSG00000235180","hurdle",9.58596874830701e-46,-2.99275,-2.36342,0.62933,0.532
"341","ENSG00000213366","hurdle",3.22057286264038e-32,-2.779649,-2.224873,0.554776,0.532
"325","ENSG00000197093","hurdle",1.70535436079306e-63,-3.157268,-2.454235,0.703033,0.532
"279","ENSG00000177303","hurdle",3.96815181754867e-29,-2.771493,-2.207595,0.563898,0.532
"36","ENSG00000084093","hurdle",5.57160914231281e-22,-2.565059,-2.020974,0.544085,0.53
"253","ENSG00000167995","hurdle",3.28569919123515e-20,-2.579067,-2.060754,0.518313,0.529
"218","ENSG00000160219","hurdle",2.77752727301088e-39,-2.962933,-2.333126,0.629807,0.529
"252","ENSG00000166801","hurdle",1.23697900196468e-34,-2.984766,-2.421995,0.562771,0.528
"236","ENSG00000163884","hurdle",6.81550807654829e-23,-2.67689,-2.133938,0.542952,0.528
"153","ENSG00000136732","hurdle",1.95677932619251e-45,-3.102363,-2.466514,0.635849,0.528
"129","ENSG00000130876","hurdle",2.38836765347482e-36,-3.004597,-2.438025,0.566572,0.527
"315","ENSG00000188643","hurdle",2.28918193852014e-36,-3.096918,-2.525236,0.571682,0.525
"230","ENSG00000163431","hurdle",4.04967860703631e-29,-2.953471,-2.367252,0.586219,0.525
