"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"563","ENSG00000189056","hurdle",0,-2.08229,2.746412,4.828702,0.799
"345","ENSG00000155966","hurdle",0,-0.2449382,2.0190271,2.2639653,0.799
"604","ENSG00000218336","hurdle",0,1.941469,3.58028,1.638811,0.797
"539","ENSG00000185736","hurdle",0,0.2858489,5.0552901,4.7694412,0.797
"5","ENSG00000005108","hurdle",0,0.3864377,2.6424988,2.2560611,0.797
"379","ENSG00000163618","hurdle",0,3.660223,4.967918,1.307695,0.796
"356","ENSG00000157388","hurdle",0,2.485904,3.89636,1.410456,0.795
"335","ENSG00000154217","hurdle",0,1.727438,3.017391,1.289953,0.794
"268","ENSG00000144460","hurdle",0,0.8213477,3.8097525,2.9884048,0.794
"277","ENSG00000145730","hurdle",0,1.828911,3.357055,1.528144,0.793
"263","ENSG00000144278","hurdle",0,1.906899,4.371306,2.464407,0.792
"22","ENSG00000041515","hurdle",0,0.1624879,2.8381556,2.6756677,0.791
"601","ENSG00000206052","hurdle",0,2.003992,3.780027,1.776035,0.79
"549","ENSG00000187123","hurdle",0,-2.391285,1.384191,3.775476,0.787
"150","ENSG00000116729","hurdle",0,-0.2856297,2.0456364,2.3312661,0.787
"37","ENSG00000069667","hurdle",0,4.026363,5.428173,1.40181,0.786
"501","ENSG00000181072","hurdle",0,0.1315085,4.014097,3.8825885,0.784
"602","ENSG00000206579","hurdle",0,2.939415,4.119073,1.179658,0.783
"446","ENSG00000170873","hurdle",0,0.7412067,2.3096403,1.5684336,0.782
"270","ENSG00000144619","hurdle",0,3.59709,4.832264,1.235174,0.782
"565","ENSG00000189337","hurdle",0,4.607577,5.729658,1.122081,0.78
"141","ENSG00000114805","hurdle",0,0.5791648,2.3535868,1.774422,0.779
"389","ENSG00000164512","hurdle",0,-2.0818863,0.8370268,2.9189131,0.778
"20","ENSG00000035862","hurdle",0,-0.3049799,1.5555377,1.8605176,0.778
"357","ENSG00000157404","hurdle",0,-2.661609,2.441814,5.103423,0.776
"130","ENSG00000112182","hurdle",0,1.186558,2.664029,1.477471,0.776
"394","ENSG00000165061","hurdle",0,2.129614,3.89431,1.764696,0.774
"75","ENSG00000100077","hurdle",0,1.6783,3.08932,1.41102,0.774
"558","ENSG00000188559","hurdle",0,1.096181,2.994788,1.898607,0.773
"359","ENSG00000158089","hurdle",0,0.1052679,2.689472,2.5842041,0.773
"485","ENSG00000177103","hurdle",0,2.049652,3.181994,1.132342,0.772
"132","ENSG00000112419","hurdle",0,0.5870169,2.4484921,1.8614752,0.772
"330","ENSG00000153820","hurdle",0,0.2951544,3.8285835,3.5334291,0.771
"186","ENSG00000128739","hurdle",0,2.274375,3.293461,1.019086,0.77
"487","ENSG00000177679","hurdle",0,1.733961,2.838247,1.104286,0.769
"361","ENSG00000158458","hurdle",0,0.9930687,2.3109282,1.3178595,0.769
"294","ENSG00000148219","hurdle",0,2.886859,4.214021,1.327162,0.769
"465","ENSG00000172572","hurdle",0,-1.409242,2.584304,3.993546,0.767
"291","ENSG00000147724","hurdle",0,1.907077,3.096776,1.189699,0.767
"342","ENSG00000155052","hurdle",0,3.639437,4.683995,1.044558,0.766
"134","ENSG00000112530","hurdle",0,1.438542,2.764808,1.326266,0.766
"156","ENSG00000118276","hurdle",0,0.4654191,2.499223,2.0338039,0.765
"598","ENSG00000204764","hurdle",0,0.6910085,2.0062989,1.3152904,0.764
"478","ENSG00000175175","hurdle",0,1.873148,3.049819,1.176671,0.764
"210","ENSG00000134215","hurdle",0,-0.3389571,2.6331994,2.9721565,0.764
"84","ENSG00000101333","hurdle",0,0.9221458,2.7360208,1.813875,0.764
"513","ENSG00000182836","hurdle",0,-0.368614,1.907497,2.276111,0.762
"250","ENSG00000141404","hurdle",0,0.2328096,1.7415613,1.5087517,0.761
"115","ENSG00000109265","hurdle",0,-0.4891831,1.88286,2.3720431,0.761
"243","ENSG00000139915","hurdle",0,4.519052,5.609557,1.090505,0.76
"518","ENSG00000183166","hurdle",0,1.404252,3.074433,1.670181,0.759
"272","ENSG00000144868","hurdle",0,2.874466,3.905645,1.031179,0.759
"54","ENSG00000078177","hurdle",0,-1.2932841,0.9438237,2.2371078,0.759
"16","ENSG00000021645","hurdle",0,5.980345,6.937482,0.957137,0.758
"168","ENSG00000122547","hurdle",0,-0.4299931,1.4440121,1.8740052,0.757
"51","ENSG00000077044","hurdle",0,-0.7913339,1.4645162,2.2558501,0.757
"249","ENSG00000140945","hurdle",0,2.325839,3.819065,1.493226,0.755
"235","ENSG00000137968","hurdle",0,2.405878,3.532097,1.126219,0.755
"537","ENSG00000185551","hurdle",0,-2.517028,1.132595,3.649623,0.754
"499","ENSG00000180875","hurdle",0,-1.075105,1.545525,2.62063,0.753
"469","ENSG00000173482","hurdle",0,0.9383949,3.13866,2.2002651,0.753
"159","ENSG00000118922","hurdle",0,1.654009,3.00559,1.351581,0.753
"522","ENSG00000183783","hurdle",0,1.872957,3.7404,1.867443,0.752
"386","ENSG00000164116","hurdle",0,-0.04823008,2.29672441,2.34495449,0.751
"233","ENSG00000137766","hurdle",0,1.635034,3.7597,2.124666,0.75
"337","ENSG00000154240","hurdle",0,1.384637,3.413505,2.028868,0.749
"299","ENSG00000148948","hurdle",0,4.205192,5.377027,1.171835,0.749
"1","ENSG00000003096","hurdle",0,-1.839274,1.127114,2.966388,0.749
"647","ENSG00000269821","hurdle",0,1.263366,2.458749,1.195383,0.748
"331","ENSG00000154127","hurdle",0,-1.150803,1.35656,2.507363,0.745
"298","ENSG00000148516","hurdle",0,2.409144,3.829446,1.420302,0.745
"462","ENSG00000172159","hurdle",0,0.1691759,1.7239111,1.5547352,0.744
"474","ENSG00000174469","hurdle",0,5.79122,6.603809,0.812589,0.743
"406","ENSG00000166147","hurdle",0,1.192649,2.583391,1.390742,0.742
"376","ENSG00000162989","hurdle",0,2.619744,3.448054,0.82831,0.741
"197","ENSG00000132170","hurdle",0,-0.8112785,1.3204778,2.1317563,0.741
"582","ENSG00000198673","hurdle",0,3.512041,4.527918,1.015877,0.74
"10","ENSG00000009694","hurdle",0,0.2366461,2.1198237,1.8831776,0.74
"479","ENSG00000175352","hurdle",0,-1.0095051,0.9409067,1.9504118,0.739
"293","ENSG00000148143","hurdle",0,-0.008385468,1.50760754,1.515993008,0.739
"611","ENSG00000231160","hurdle",0,-0.5981043,1.2882279,1.8863322,0.738
"353","ENSG00000157152","hurdle",0,2.974817,3.810227,0.83541,0.738
"515","ENSG00000182985","hurdle",0,2.673893,4.114896,1.441003,0.737
"460","ENSG00000171951","hurdle",0,0.1004129,1.788241,1.6878281,0.737
"373","ENSG00000162849","hurdle",0,0.03774694,2.3456325,2.30788556,0.737
"238","ENSG00000138639","hurdle",0,0.01061101,2.8605311,2.84992009,0.737
"180","ENSG00000127124","hurdle",0,2.282148,3.062639,0.780491,0.737
"173","ENSG00000124191","hurdle",0,-0.5505798,1.1684149,1.7189947,0.736
"275","ENSG00000145349","hurdle",0,2.4426,3.644004,1.201404,0.735
"26","ENSG00000048052","hurdle",0,3.17629,4.098126,0.921836,0.735
"429","ENSG00000169330","hurdle",0,-2.564006,0.441744,3.00575,0.734
"313","ENSG00000151572","hurdle",0,1.494933,2.935684,1.440751,0.733
"221","ENSG00000136111","hurdle",0,0.595079,1.816866,1.221787,0.733
"175","ENSG00000124749","hurdle",0,-0.8862161,1.2338945,2.1201106,0.733
"163","ENSG00000120693","hurdle",0,-1.8306544,0.8382668,2.6689212,0.732
"96","ENSG00000102466","hurdle",0,5.008144,5.644056,0.635912,0.732
"151","ENSG00000116991","hurdle",0,0.5377182,2.3742008,1.8364826,0.731
"15","ENSG00000020577","hurdle",0,0.9348903,2.0223682,1.0874779,0.731
"580","ENSG00000198300","hurdle",0,1.415641,2.432981,1.01734,0.729
"520","ENSG00000183570","hurdle",0,-0.4710464,3.0306122,3.5016586,0.729
"310","ENSG00000151322","hurdle",0,3.395547,4.580887,1.18534,0.729
"158","ENSG00000118495","hurdle",0,-0.3091491,1.2820765,1.5912256,0.729
"139","ENSG00000114374","hurdle",0,1.04132,2.234734,1.193414,0.728
"42","ENSG00000072315","hurdle",0,0.08127833,1.83041838,1.74914005,0.728
"538","ENSG00000185666","hurdle",0,2.941734,3.690253,0.748519,0.727
"458","ENSG00000171877","hurdle",0,3.243094,4.216645,0.973551,0.727
"434","ENSG00000169760","hurdle",0,4.66195,5.427249,0.765299,0.727
"301","ENSG00000149972","hurdle",0,3.576204,4.46036,0.884155999999999,0.727
"193","ENSG00000130226","hurdle",0,3.813509,4.787066,0.973557,0.727
"140","ENSG00000114423","hurdle",0,0.1739745,1.6595937,1.4856192,0.726
"119","ENSG00000109790","hurdle",0,0.2923275,1.6700775,1.37775,0.726
"597","ENSG00000204442","hurdle",0,5.41938,6.04336,0.62398,0.725
"199","ENSG00000132932","hurdle",0,3.412874,4.022544,0.60967,0.725
"64","ENSG00000088970","hurdle",0,0.525689,1.93619,1.410501,0.725
"639","ENSG00000253554","hurdle",0,1.10151,2.870548,1.769038,0.724
"546","ENSG00000186479","hurdle",0,1.22941,2.205554,0.976144,0.724
"438","ENSG00000170091","hurdle",0,1.212128,2.125063,0.912935,0.724
"57","ENSG00000080224","hurdle",0,2.728595,3.450512,0.721917,0.723
"523","ENSG00000183853","hurdle",0,-2.6865661,0.3724421,3.0590082,0.722
"343","ENSG00000155511","hurdle",0,2.617311,3.326532,0.709221,0.722
"278","ENSG00000145808","hurdle",0,0.7021115,2.3267096,1.6245981,0.722
"650","ENSG00000273079","hurdle",0,3.676959,4.191937,0.514978,0.721
"234","ENSG00000137942","hurdle",0,0.2319707,1.3038359,1.0718652,0.721
"591","ENSG00000198879","hurdle",0,0.7509683,1.9479955,1.1970272,0.72
"532","ENSG00000185052","hurdle",0,-0.3464154,1.9567533,2.3031687,0.72
"579","ENSG00000197584","hurdle",0,2.09656,3.341694,1.245134,0.719
"338","ENSG00000154310","hurdle",0,2.619744,3.384352,0.764608,0.719
"188","ENSG00000129244","hurdle",0,-1.444197,0.472698,1.916895,0.719
"80","ENSG00000100678","hurdle",0,0.9411957,1.823216,0.8820203,0.719
"52","ENSG00000077264","hurdle",0,2.707198,3.284873,0.577675,0.719
"222","ENSG00000136141","hurdle",0,0.6785487,1.6902942,1.0117455,0.718
"511","ENSG00000182621","hurdle",0,5.177944,5.678701,0.500757,0.717
"428","ENSG00000169306","hurdle",0,4.729359,5.613565,0.884206000000001,0.717
"324","ENSG00000152818","hurdle",0,0.8188448,2.529545,1.7107002,0.717
"322","ENSG00000152578","hurdle",0,3.538766,4.364335,0.825569,0.717
"205","ENSG00000133958","hurdle",0,3.206667,3.818021,0.611354,0.716
"122","ENSG00000110328","hurdle",0,1.81631,2.6994,0.88309,0.716
"467","ENSG00000172985","hurdle",0,1.616274,2.533783,0.917509,0.714
"550","ENSG00000187398","hurdle",0,1.395819,2.66372,1.267901,0.713
"541","ENSG00000185942","hurdle",0,0.7112473,2.7619665,2.0507192,0.713
"468","ENSG00000173406","hurdle",0,3.104669,4.121868,1.017199,0.713
"162","ENSG00000120549","hurdle",0,3.006297,4.026829,1.020532,0.713
"581","ENSG00000198597","hurdle",0,0.4666389,2.8636329,2.396994,0.712
"196","ENSG00000132164","hurdle",0,-1.1591562,0.8811518,2.040308,0.712
"90","ENSG00000101746","hurdle",0,1.999579,2.720519,0.72094,0.712
"483","ENSG00000176728","hurdle",0,1.485688,2.400783,0.915095,0.711
"217","ENSG00000135299","hurdle",0,-0.06539243,1.18777198,1.25316441,0.711
"83","ENSG00000101134","hurdle",0,0.09670133,1.50448658,1.40778525,0.711
"509","ENSG00000182263","hurdle",0,0.8223549,2.9866202,2.1642653,0.71
"8","ENSG00000006740","hurdle",0,1.933018,2.498416,0.565398,0.71
"517","ENSG00000183098","hurdle",0,2.696767,3.772863,1.076096,0.709
"358","ENSG00000157570","hurdle",0,-2.4987644,0.5197379,3.0185023,0.709
"640","ENSG00000257815","hurdle",0,1.194067,2.20973,1.015663,0.708
"433","ENSG00000169604","hurdle",0,0.2348372,1.5135554,1.2787182,0.708
"388","ENSG00000164418","hurdle",0,3.878402,4.712064,0.833662,0.708
"166","ENSG00000121440","hurdle",0,2.417612,3.328441,0.910829,0.708
"85","ENSG00000101349","hurdle",0,2.191007,2.764808,0.573801,0.708
"308","ENSG00000151025","hurdle",0,2.616051,3.341115,0.725064,0.707
"633","ENSG00000248049","hurdle",0,1.745062,2.560967,0.815905,0.706
"500","ENSG00000180998","hurdle",0,1.028223,1.90847,0.880247,0.706
"420","ENSG00000168959","hurdle",0,3.990205,4.496938,0.506733,0.706
"362","ENSG00000158560","hurdle",0,3.065571,3.569911,0.50434,0.706
"260","ENSG00000144218","hurdle",0,3.198333,3.713841,0.515508,0.706
"624","ENSG00000239268","hurdle",0,3.690154,4.286773,0.596619,0.705
"332","ENSG00000154162","hurdle",0,3.348501,4.286673,0.938172,0.705
"311","ENSG00000151490","hurdle",0,1.715716,2.558999,0.843283,0.705
"74","ENSG00000099715","hurdle",0,0.01158899,2.38567115,2.37408216,0.705
"651","ENSG00000280870","hurdle",0,-0.01859008,2.02499708,2.04358716,0.704
"78","ENSG00000100266","hurdle",0,-0.2439967,1.0451532,1.2891499,0.704
"56","ENSG00000079156","hurdle",0,2.355426,3.051989,0.696563,0.704
"55","ENSG00000078549","hurdle",0,-1.1661309,0.5588467,1.7249776,0.703
"34","ENSG00000063015","hurdle",0,-1.1991087,0.7612187,1.9603274,0.703
"608","ENSG00000227082","hurdle",0,-0.5281711,0.8920104,1.4201815,0.702
"534","ENSG00000185261","hurdle",0,1.711344,2.480308,0.768964,0.702
"403","ENSG00000166006","hurdle",0,2.666411,3.811434,1.145023,0.702
"396","ENSG00000165185","hurdle",0,0.7936836,2.4928915,1.6992079,0.702
"372","ENSG00000162437","hurdle",0,-0.316692,1.301616,1.618308,0.702
"105","ENSG00000106278","hurdle",0,1.05957,2.169989,1.110419,0.702
"47","ENSG00000073910","hurdle",0,2.518988,3.19883,0.679842,0.702
"530","ENSG00000184903","hurdle",0,2.682011,3.420243,0.738232,0.701
"259","ENSG00000143924","hurdle",0,0.2883501,1.6073703,1.3190202,0.7
"397","ENSG00000165246","hurdle",0,1.282991,2.097457,0.814466,0.699
"264","ENSG00000144339","hurdle",0,2.86648,3.628709,0.762229,0.699
"417","ENSG00000168843","hurdle",0,1.564396,2.82668,1.262284,0.698
"456","ENSG00000171714","hurdle",0,1.450933,2.823443,1.37251,0.697
"364","ENSG00000159164","hurdle",0,0.9714731,1.8533282,0.8818551,0.697
"494","ENSG00000179104","hurdle",0,2.261325,3.861261,1.599936,0.696
"172","ENSG00000124140","hurdle",0,0.9011908,1.8235107,0.9223199,0.696
"53","ENSG00000078053","hurdle",0,2.024602,2.586867,0.562265,0.696
"577","ENSG00000197321","hurdle",0,-0.9261329,0.8017909,1.7279238,0.695
"573","ENSG00000196482","hurdle",0,2.287562,2.988707,0.701145,0.695
"300","ENSG00000149289","hurdle",0,-0.6013322,0.8185189,1.4198511,0.695
"167","ENSG00000122012","hurdle",0,-1.178454,1.22109,2.399544,0.695
"519","ENSG00000183379","hurdle",0,-3.09908158,0.04146555,3.14054713,0.694
"453","ENSG00000171451","hurdle",0,-1.1655603,0.7452872,1.9108475,0.693
"261","ENSG00000144227","hurdle",0,-2.001272,1.006938,3.00821,0.693
"484","ENSG00000176884","hurdle",0,1.773842,2.395491,0.621649,0.692
"381","ENSG00000163710","hurdle",0,-2.674541,0.461381,3.135922,0.692
"516","ENSG00000183023","hurdle",0,4.127933,4.905033,0.777100000000001,0.691
"204","ENSG00000133687","hurdle",0,1.278149,1.958599,0.68045,0.691
"40","ENSG00000071242","hurdle",0,2.103405,3.268016,1.164611,0.691
"535","ENSG00000185477","hurdle",0,-1.064827,0.3587832,1.4236102,0.69
"267","ENSG00000144451","hurdle",0,1.647681,2.374,0.726319,0.69
"242","ENSG00000139767","hurdle",0,2.518838,3.020382,0.501544,0.689
"91","ENSG00000101871","hurdle",0,-0.984317,0.7772045,1.7615215,0.689
"229","ENSG00000137478","hurdle",0,1.47756,2.216506,0.738946,0.688
"610","ENSG00000229989","hurdle",0,1.156311,2.197249,1.040938,0.687
"48","ENSG00000075223","hurdle",0,-0.6987438,2.4109179,3.1096617,0.687
"82","ENSG00000101004","hurdle",0,-1.4488758,0.1463644,1.5952402,0.686
"69","ENSG00000095015","hurdle",0,-1.1354957,0.3757614,1.5112571,0.686
"274","ENSG00000145147","hurdle",0,1.946864,3.201695,1.254831,0.685
"622","ENSG00000237036","hurdle",0,-1.1298494,0.7849423,1.9147917,0.684
"524","ENSG00000183878","hurdle",0,0.7304017,1.7093548,0.9789531,0.684
"219","ENSG00000135905","hurdle",0,1.156696,1.985184,0.828488,0.684
"206","ENSG00000134115","hurdle",0,0.2807025,1.2923321,1.0116296,0.684
"464","ENSG00000172461","hurdle",0,2.827313,3.635617,0.808304,0.683
"266","ENSG00000144366","hurdle",0,1.569075,3.163504,1.594429,0.682
"19","ENSG00000033867","hurdle",0,0.05556829,1.15565702,1.10008873,0.682
"316","ENSG00000151883","hurdle",0,1.742433,2.378945,0.636512,0.681
"645","ENSG00000262655","hurdle",0,-0.543334,1.322564,1.865898,0.68
"448","ENSG00000171016","hurdle",0,-2.3305374,-0.3379698,1.9925676,0.68
"435","ENSG00000169851","hurdle",0,3.701102,4.285972,0.58487,0.68
"408","ENSG00000166444","hurdle",0,0.1304053,1.1496175,1.0192122,0.68
"305","ENSG00000150394","hurdle",0,2.446408,3.231938,0.78553,0.68
"244","ENSG00000139946","hurdle",0,-0.4478781,1.1528456,1.6007237,0.68
"72","ENSG00000099204","hurdle",0,2.307377,2.829709,0.522332,0.68
"437","ENSG00000169946","hurdle",0,2.763406,4.355116,1.59171,0.679
"476","ENSG00000174482","hurdle",0,4.020132,4.602877,0.582745,0.678
"87","ENSG00000101493","hurdle",0,-0.7354298,0.4400154,1.1754452,0.678
"44","ENSG00000072858","hurdle",0,1.104839,1.604844,0.500005,0.678
"363","ENSG00000158966","hurdle",0,0.09470802,2.32564378,2.23093576,0.677
"214","ENSG00000134533","hurdle",0,-0.5344658,1.0500092,1.584475,0.677
"113","ENSG00000107742","hurdle",0,0.6609423,1.443389,0.7824467,0.677
"584","ENSG00000198739","hurdle",0,3.008357,3.564104,0.555747,0.676
"39","ENSG00000070882","hurdle",0,1.301385,2.138656,0.837271,0.676
"620","ENSG00000236404","hurdle",0,0.5527939,1.5985729,1.045779,0.675
"455","ENSG00000171587","hurdle",0,4.488417,5.357065,0.868648,0.675
"613","ENSG00000231764","hurdle",0,-2.751022,1.806431,4.557453,0.674
"383","ENSG00000163888","hurdle",0,-1.3937885,0.1162532,1.5100417,0.674
"336","ENSG00000154229","hurdle",0,2.594642,3.257381,0.662739,0.674
"66","ENSG00000091436","hurdle",0,-1.5128484,0.5840236,2.096872,0.674
"641","ENSG00000259234","hurdle",0,0.9298594,1.8882931,0.9584337,0.673
"441","ENSG00000170396","hurdle",0,1.176551,3.090821,1.91427,0.673
"648","ENSG00000271860","hurdle",0,2.181437,4.083614,1.902177,0.672
"557","ENSG00000188517","hurdle",0,0.09940426,1.50792843,1.40852417,0.672
"554","ENSG00000188042","hurdle",0,-0.3246727,1.0141849,1.3388576,0.672
"508","ENSG00000182168","hurdle",0,3.081808,3.80656,0.724752,0.672
"416","ENSG00000168769","hurdle",0,0.1249055,1.067842,0.9429365,0.672
"307","ENSG00000150907","hurdle",0,-0.5450029,1.3216778,1.8666807,0.672
"101","ENSG00000105409","hurdle",0,0.9651198,1.630122,0.6650022,0.672
"232","ENSG00000137710","hurdle",0,0.576609,1.419123,0.842514,0.671
"164","ENSG00000120907","hurdle",0,-1.144393,1.03106,2.175453,0.671
"248","ENSG00000140859","hurdle",0,-0.9088988,0.7002652,1.609164,0.67
"67","ENSG00000091656","hurdle",0,-0.3974689,1.683979,2.0814479,0.67
"174","ENSG00000124225","hurdle",0,-0.341251,1.012312,1.353563,0.669
"440","ENSG00000170381","hurdle",0,0.07983521,1.74898801,1.6691528,0.668
"400","ENSG00000165626","hurdle",0,-1.634903,0.1634592,1.7983622,0.668
"350","ENSG00000156299","hurdle",0,1.146708,2.627473,1.480765,0.668
"155","ENSG00000118257","hurdle",0,-1.0121316,0.5993346,1.6114662,0.668
"617","ENSG00000233639","hurdle",0,0.6144166,1.4236983,0.8092817,0.667
"463","ENSG00000172380","hurdle",0,-2.15447788,-0.01484592,2.13963196,0.667
"187","ENSG00000129116","hurdle",0,-0.1929176,0.8672838,1.0602014,0.667
"95","ENSG00000102290","hurdle",0,1.24023,2.290876,1.050646,0.667
"292","ENSG00000148123","hurdle",0,-0.2748198,0.9497075,1.2245273,0.666
"273","ENSG00000145012","hurdle",0,1.571633,2.206797,0.635164,0.666
"240","ENSG00000138795","hurdle",0,-1.5536096,0.2709753,1.8245849,0.666
"218","ENSG00000135549","hurdle",0,-2.06888955,-0.05667113,2.01221842,0.666
"402","ENSG00000165973","hurdle",0,2.66377,4.041802,1.378032,0.665
"302","ENSG00000150093","hurdle",0,-0.2109454,0.8861682,1.0971136,0.665
"213","ENSG00000134480","hurdle",0,1.52623,2.401943,0.875713,0.665
"50","ENSG00000076641","hurdle",0,0.4808325,1.690173,1.2093405,0.665
"497","ENSG00000179796","hurdle",0,-0.5868872,0.7669757,1.3538629,0.664
"466","ENSG00000172671","hurdle",0,-2.1185537,-0.3852002,1.7333535,0.664
"492","ENSG00000178573","hurdle",0,-2.190884,0.05030508,2.24118908,0.663
"182","ENSG00000127328","hurdle",0,-0.5656048,1.1882297,1.7538345,0.663
"646","ENSG00000266028","hurdle",0,0.7567373,1.3172903,0.560553,0.662
"375","ENSG00000162946","hurdle",0,-0.4662072,1.2379901,1.7041973,0.662
"169","ENSG00000122584","hurdle",0,0.3198156,3.83988,3.5200644,0.662
"41","ENSG00000072182","hurdle",0,-2.9163797,-0.4315659,2.4848138,0.662
"410","ENSG00000167081","hurdle",0,-0.3831766,1.6320159,2.0151925,0.661
"552","ENSG00000187720","hurdle",0,-0.359408,1.275845,1.635253,0.66
"114","ENSG00000108669","hurdle",0,0.2948694,1.0819511,0.7870817,0.659
"77","ENSG00000100154","hurdle",0,1.850309,2.515068,0.664759,0.659
"656","ENSG00000287564","hurdle",0,-1.7878718,0.5983878,2.3862596,0.658
"587","ENSG00000198838","hurdle",0,1.622338,2.79066,1.168322,0.658
"27","ENSG00000049192","hurdle",0,-1.6802353,0.7416276,2.4218629,0.658
"589","ENSG00000198846","hurdle",0,2.315549,3.226475,0.910926,0.657
"544","ENSG00000186153","hurdle",0,2.948948,3.511921,0.562973,0.657
"190","ENSG00000129595","hurdle",0,-0.5693738,0.9247227,1.4940965,0.657
"366","ENSG00000160191","hurdle",0,-1.56212718,0.02156899,1.58369617,0.656
"399","ENSG00000165443","hurdle",0,1.398644,2.087523,0.688879,0.655
"216","ENSG00000135205","hurdle",0,-0.09710794,1.33945629,1.43656423,0.655
"142","ENSG00000115183","hurdle",0,-0.7207376,0.6693686,1.3901062,0.654
"111","ENSG00000107242","hurdle",0,0.4990103,1.6873424,1.1883321,0.654
"536","ENSG00000185532","hurdle",0,2.57884,3.259506,0.680666,0.653
"385","ENSG00000164099","hurdle",0,-1.2010077,0.3728449,1.5738526,0.653
"137","ENSG00000113319","hurdle",0,2.097036,2.688805,0.591769,0.653
"88","ENSG00000101577","hurdle",0,-0.03882647,0.86370636,0.90253283,0.653
"377","ENSG00000163110","hurdle",0,-0.9020505,0.9526741,1.8547246,0.652
"194","ENSG00000130413","hurdle",0,-0.7273016,0.7634475,1.4907491,0.652
"58","ENSG00000081026","hurdle",0,1.943561,2.654847,0.711286,0.652
"398","ENSG00000165322","hurdle",0,0.1395252,0.9025788,0.7630536,0.651
"231","ENSG00000137672","hurdle",0,-0.9771021,0.21749,1.1945921,0.651
"126","ENSG00000111879","hurdle",0,0.6653791,1.2817549,0.6163758,0.651
"258","ENSG00000143919","hurdle",0,0.8715935,1.697587,0.8259935,0.649
"160","ENSG00000118946","hurdle",0,0.6317759,1.6533081,1.0215322,0.649
"491","ENSG00000178568","hurdle",0,2.088218,5.803366,3.715148,0.648
"103","ENSG00000106025","hurdle",0,-2.887627,-0.1412667,2.7463603,0.648
"574","ENSG00000196526","hurdle",0,-0.2650832,1.0442685,1.3093517,0.647
"339","ENSG00000154529","hurdle",0,-0.7703592,0.9686825,1.7390417,0.647
"211","ENSG00000134352","hurdle",0,-0.0449794,0.8348359,0.8798153,0.647
"612","ENSG00000231185","hurdle",0,1.177914,1.769475,0.591561,0.646
"488","ENSG00000178177","hurdle",0,0.5253577,1.2405854,0.7152277,0.645
