"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Micro","log2fold_change","Auc"
"179","ENSG00000134070","hurdle",9.8219726984523e-135,-1.6730114,-0.2048228,1.4681886,0.567
"2","ENSG00000003400","hurdle",1.18098827750433e-128,-3.006147,-1.795822,1.210325,0.567
"331","ENSG00000177409","hurdle",1.36643495714931e-127,-3.020804,-1.713725,1.307079,0.566
"103","ENSG00000110057","hurdle",2.70526701031384e-134,-3.078074,-1.869641,1.208433,0.566
"77","ENSG00000103335","hurdle",2.04206893477512e-86,-2.778469,-1.704885,1.073584,0.566
"363","ENSG00000197093","hurdle",6.55124094189267e-165,-3.182861,-1.916497,1.266364,0.565
"354","ENSG00000186517","hurdle",4.63573837535095e-152,-3.158465,-1.943971,1.214494,0.565
"186","ENSG00000135124","hurdle",4.04875507556067e-41,-1.890901,-1.170849,0.720052,0.565
"279","ENSG00000165801","hurdle",3.29401993767898e-65,-2.553027,-1.589204,0.963823,0.564
"169","ENSG00000130775","hurdle",1.22213719821127e-74,-2.589927,-1.469582,1.120345,0.564
"389","ENSG00000231389","hurdle",7.83364026557028e-145,-3.13887,-1.879554,1.259316,0.563
"380","ENSG00000205730","hurdle",5.32614122855676e-75,-2.72323,-1.737566,0.985664,0.563
"257","ENSG00000159958","hurdle",6.36450650728175e-158,-3.194855,-2.000541,1.194314,0.562
"310","ENSG00000171729","hurdle",1.55945363188341e-63,-2.480475,-1.479599,1.000876,0.561
"178","ENSG00000133800","hurdle",2.14071202333681e-105,-2.842685,-1.535972,1.306713,0.561
"48","ENSG00000087266","hurdle",1.8977805946336e-75,-2.775764,-1.789578,0.986186,0.561
"31","ENSG00000067182","hurdle",8.12828406267163e-71,-2.705106,-1.713725,0.991381,0.561
"367","ENSG00000197992","hurdle",7.01974288918745e-212,-3.28121,-1.979066,1.302144,0.56
"197","ENSG00000136732","hurdle",3.8681695784859e-132,-3.128941,-1.902954,1.225987,0.56
"55","ENSG00000093072","hurdle",1.57113197483702e-82,-2.799192,-1.74661,1.052582,0.56
"352","ENSG00000185404","hurdle",2.17677288020016e-66,-2.658025,-1.687365,0.97066,0.559
"299","ENSG00000169871","hurdle",6.53885433020324e-59,-2.557666,-1.713725,0.843941,0.559
"138","ENSG00000120889","hurdle",2.51650302182292e-75,-2.659021,-1.704885,0.954136,0.559
"374","ENSG00000204472","hurdle",1.56145336787575e-179,-3.254857,-2.051927,1.20293,0.558
"325","ENSG00000174130","hurdle",2.09381495388323e-165,-3.23689,-2.074522,1.162368,0.558
"287","ENSG00000167851","hurdle",1.39250603655275e-195,-3.271779,-2.048195,1.223584,0.558
"84","ENSG00000104894","hurdle",2.32852179622498e-153,-3.213522,-2.048195,1.165327,0.558
"329","ENSG00000176225","hurdle",9.95994998808419e-31,-0.2145958,0.5671915,0.7817873,0.557
"35","ENSG00000073737","hurdle",3.07996624418458e-182,-3.26241,-1.943971,1.318439,0.557
"392","ENSG00000237797","hurdle",3.70190145436071e-123,-3.146303,-1.971979,1.174324,0.556
"321","ENSG00000173530","hurdle",5.88464823320184e-137,-3.145838,-2.082134,1.063704,0.556
"372","ENSG00000204161","hurdle",2.10197878151282e-91,-3.016327,-1.961412,1.054915,0.555
"297","ENSG00000169508","hurdle",2.51556107469605e-110,-2.941067,-1.549097,1.39197,0.555
"247","ENSG00000154309","hurdle",4.37134282374338e-19,-0.537702607,-0.008042353,0.529660254,0.555
"244","ENSG00000152953","hurdle",1.52709362051123e-46,-1.663731,-1.117085,0.546646,0.555
"381","ENSG00000213064","hurdle",1.12795934738146e-44,-2.446957,-1.684466,0.762491,0.554
"249","ENSG00000154589","hurdle",7.26773946847205e-83,-2.942078,-1.923317,1.018761,0.554
"307","ENSG00000171365","hurdle",4.47686791039617e-27,-1.4906847,-0.7650212,0.7256635,0.553
"160","ENSG00000128016","hurdle",4.06786146010089e-101,-2.997719,-1.961412,1.036307,0.553
"366","ENSG00000197859","hurdle",4.10699816057227e-33,-2.158418,-1.497298,0.66112,0.552
"338","ENSG00000181481","hurdle",3.83340226687783e-85,-3.021871,-2.015037,1.006834,0.552
"408","ENSG00000275395","hurdle",5.96781777491858e-136,-3.198472,-1.798954,1.399518,0.551
"379","ENSG00000205517","hurdle",1.10939412230719e-62,-2.808744,-1.943971,0.864773,0.551
"289","ENSG00000168071","hurdle",1.94283380805717e-44,-2.585657,-1.808392,0.777265,0.551
"204","ENSG00000137834","hurdle",6.18087132376376e-81,-2.74917,-1.843534,0.905636,0.551
"49","ENSG00000089127","hurdle",2.97887031328679e-89,-3.064807,-2.101339,0.963468,0.551
"384","ENSG00000213445","hurdle",4.9307783955685e-96,-3.128711,-2.148503,0.980208,0.55
"345","ENSG00000183943","hurdle",1.66347050068229e-35,-2.214327,-1.565006,0.649321,0.55
"211","ENSG00000138496","hurdle",4.8557621404439e-55,-2.711294,-1.833865,0.877429,0.55
"117","ENSG00000112977","hurdle",6.59109270076085e-24,-1.75925,-1.178987,0.580263,0.55
"199","ENSG00000137331","hurdle",1.02191505227493e-76,-2.979347,-1.943971,1.035376,0.548
"106","ENSG00000110446","hurdle",2.60535582890181e-131,-3.245097,-2.264946,0.980151,0.548
"82","ENSG00000104368","hurdle",3.82648722870593e-37,-2.352446,-1.630458,0.721988,0.548
"66","ENSG00000101160","hurdle",4.05483801453322e-37,-2.485623,-1.743589,0.742034,0.548
"7","ENSG00000011422","hurdle",1.1349304169826e-58,-2.535993,-1.469582,1.066411,0.548
"223","ENSG00000141524","hurdle",9.06783090022152e-36,-2.471986,-1.827454,0.644532,0.546
"165","ENSG00000129566","hurdle",3.00050998580573e-38,-2.593574,-1.850017,0.743557,0.546
"12","ENSG00000025708","hurdle",7.61686371196514e-55,-2.864741,-1.993347,0.871394,0.546
"394","ENSG00000241839","hurdle",5.02811433940862e-65,-2.988086,-2.093626,0.89446,0.545
"54","ENSG00000092820","hurdle",8.93219653111146e-30,-2.009067,-1.2458,0.763267,0.545
"143","ENSG00000122986","hurdle",1.968863163853e-30,-2.366349,-1.655789,0.71056,0.544
"78","ENSG00000103449","hurdle",6.709168875541e-44,-2.750408,-2.015037,0.735371,0.544
"71","ENSG00000101695","hurdle",2.39781060910214e-30,-2.354194,-1.655789,0.698405,0.544
"356","ENSG00000189067","hurdle",3.69734225644785e-28,-2.271982,-1.55703,0.714952,0.543
"181","ENSG00000134245","hurdle",1.78567465884095e-22,-1.762281,-1.140733,0.621548,0.543
"274","ENSG00000164010","hurdle",1.97217258186066e-24,-2.290523,-1.696098,0.594425,0.542
"135","ENSG00000120063","hurdle",1.05771248511921e-25,-0.7332877,-0.1103574,0.6229303,0.542
"393","ENSG00000241399","hurdle",4.077292602854e-19,-2.045849,-1.50751,0.538339,0.54
"202","ENSG00000137767","hurdle",9.63182927575313e-56,-3.011652,-2.20555,0.806102,0.54
"104","ENSG00000110092","hurdle",5.18310020621513e-30,-2.38918,-1.850017,0.539163,0.54
"368","ENSG00000198001","hurdle",2.17847987563253e-26,-2.505949,-1.882874,0.623075,0.539
"365","ENSG00000197712","hurdle",2.56627033002531e-26,-2.455156,-1.846772,0.608384,0.539
"315","ENSG00000172716","hurdle",1.39745157491268e-54,-2.976653,-2.218074,0.758579,0.539
"176","ENSG00000133574","hurdle",2.26214652884747e-62,-3.074081,-2.277998,0.796083,0.539
"79","ENSG00000103811","hurdle",3.13344677461399e-19,-2.224003,-1.719648,0.504355,0.538
"281","ENSG00000166801","hurdle",2.48569902368346e-46,-2.98746,-2.269284,0.718176,0.537
"184","ENSG00000134574","hurdle",3.89281893355451e-18,-2.107653,-1.562342,0.545311,0.537
"152","ENSG00000124762","hurdle",9.45415015072714e-53,-3.034317,-2.180825,0.853492,0.537
"382","ENSG00000213316","hurdle",1.21693863443256e-55,-3.101589,-2.358893,0.742696,0.536
"341","ENSG00000182179","hurdle",1.15788614899548e-74,-3.207435,-2.429953,0.777482,0.536
"80","ENSG00000103966","hurdle",3.81341541177135e-22,-2.363098,-1.821072,0.542026,0.536
"361","ENSG00000196843","hurdle",3.17824045269187e-25,-2.608576,-2.055668,0.552908,0.535
"203","ENSG00000137819","hurdle",4.592132252577e-44,-2.950187,-2.213887,0.7363,0.535
"318","ENSG00000173372","hurdle",2.01135507307326e-88,-3.259132,-2.474332,0.7848,0.534
"221","ENSG00000140853","hurdle",3.85741952994655e-39,-2.931403,-2.269284,0.662119,0.534
"351","ENSG00000185215","hurdle",4.82058738334817e-21,-2.496863,-1.876242,0.620621,0.533
"327","ENSG00000175567","hurdle",3.78830768589017e-80,-3.244599,-2.469333,0.775266,0.533
"283","ENSG00000167107","hurdle",1.50004085700019e-36,-2.961002,-2.264946,0.696056,0.533
"232","ENSG00000146112","hurdle",3.39275766343527e-41,-3.028081,-2.345092,0.682989,0.533
"64","ENSG00000101000","hurdle",1.99120644754141e-28,-2.781179,-2.105211,0.675968,0.533
"158","ENSG00000126561","hurdle",3.06333374220075e-44,-3.091016,-2.415458,0.675558,0.532
"146","ENSG00000123096","hurdle",7.08144118394965e-15,-2.08003,-1.528154,0.551876,0.532
"121","ENSG00000114738","hurdle",2.29595082766487e-44,-3.084977,-2.391619,0.693358,0.532
"201","ENSG00000137628","hurdle",2.28792221008232e-23,-2.665348,-2.066951,0.598397,0.531
"207","ENSG00000137965","hurdle",1.42220228820319e-25,-2.71578,-2.168619,0.547161,0.53
"196","ENSG00000136383","hurdle",3.00882001534118e-28,-2.248168,-1.413296,0.834872,0.529
"111","ENSG00000111321","hurdle",2.93415048105363e-34,-3.037985,-2.449508,0.588477,0.529
"238","ENSG00000148841","hurdle",8.27176074401787e-37,-3.081187,-2.459387,0.6218,0.528
"89","ENSG00000105889","hurdle",2.89613339985243e-11,-1.810367,-1.298022,0.512345,0.528
"294","ENSG00000168994","hurdle",3.78223477317292e-24,-2.895532,-2.368168,0.527364,0.527
"262","ENSG00000161921","hurdle",3.14160857635991e-52,-3.215231,-2.583521,0.63171,0.527
"140","ENSG00000121858","hurdle",2.05713619074347e-40,-3.039282,-2.489433,0.549849,0.527
"93","ENSG00000106366","hurdle",5.40218591558719e-52,-3.123429,-1.55438,1.569049,0.525
"73","ENSG00000102032","hurdle",3.44749507978195e-21,-2.913852,-2.410659,0.503193,0.525
"378","ENSG00000205413","hurdle",3.89176905029783e-25,-3.067009,-2.556764,0.510245,0.523
"149","ENSG00000123609","hurdle",2.26970644142595e-34,-3.156822,-2.572759,0.584063,0.523
"130","ENSG00000118503","hurdle",3.69461994708831e-36,-3.216208,-2.68998,0.526228,0.52
"194","ENSG00000136235","hurdle",2.70761089597554e-15,-3.007416,-2.464351,0.543065,0.516
"133","ENSG00000119508","hurdle",3.57033278419579e-55,-1.20687586,-0.08146597,1.12540989,0.506
"151","ENSG00000124491","hurdle",1.29207485363759e-52,-2.420945,-1.286986,1.133959,0.491
