"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Micro","log2fold_change","Auc"
"417","ENSG00000196369","hurdle",0,-0.2593901,1.3580926,1.6174827,0.741
"154","ENSG00000119535","hurdle",0,-3.2274975,-0.1260061,3.1014914,0.739
"461","ENSG00000236963","hurdle",0,-2.4725698,0.1810757,2.6536455,0.738
"186","ENSG00000128512","hurdle",5.77112020676339e-237,3.261324,4.304207,1.042883,0.736
"467","ENSG00000245532","hurdle",2.0648104546192e-240,1.948424,2.669981,0.721557,0.734
"281","ENSG00000153208","hurdle",0,-1.165163,0.934134,2.099297,0.733
"170","ENSG00000123338","hurdle",0,-3.056686,-0.149802,2.906884,0.731
"75","ENSG00000101096","hurdle",0,-2.4766636,0.1554143,2.6320779,0.731
"194","ENSG00000130066","hurdle",2.53903515822712e-284,0.07878977,1.67888832,1.60009855,0.73
"14","ENSG00000026297","hurdle",2.94472102971628e-312,-0.8366497,0.8360831,1.6727328,0.729
"136","ENSG00000114013","hurdle",0,-3.208893,0.169905,3.378798,0.726
"416","ENSG00000196218","hurdle",0,-1.1333083,0.6372304,1.7705387,0.725
"302","ENSG00000161791","hurdle",4.49076187319324e-294,-0.6803527,0.9579877,1.6383404,0.725
"278","ENSG00000152518","hurdle",0,-2.2809033,0.3225407,2.603444,0.725
"80","ENSG00000101463","hurdle",4.78490939734866e-230,1.597417,2.844099,1.246682,0.725
"172","ENSG00000124126","hurdle",4.88533206889319e-260,-0.1789017,1.2152042,1.3941059,0.723
"251","ENSG00000140836","hurdle",3.80088468602137e-226,1.131398,1.721865,0.590467,0.722
"314","ENSG00000163565","hurdle",0,-2.5034108,-0.0153099,2.4881009,0.72
"197","ENSG00000131724","hurdle",0,-2.8678102,-0.1408325,2.7269777,0.72
"9","ENSG00000012779","hurdle",0,-2.8994525,-0.1668982,2.7325543,0.716
"374","ENSG00000173391","hurdle",0,-2.9605919,0.3859785,3.3465704,0.715
"353","ENSG00000170776","hurdle",2.05734599473534e-224,0.5372479,1.4938662,0.9566183,0.713
"26","ENSG00000053918","hurdle",0,-2.51509184,-0.05220712,2.46288472,0.713
"244","ENSG00000138756","hurdle",4.16931871580114e-215,0.3531963,1.5831892,1.2299929,0.711
"266","ENSG00000146192","hurdle",0,-3.2398693,-0.3743455,2.8655238,0.709
"117","ENSG00000109794","hurdle",0,-1.562211,0.492938,2.055149,0.709
"25","ENSG00000053254","hurdle",2.10176515112539e-193,1.862515,2.822224,0.959709,0.709
"71","ENSG00000100599","hurdle",5.40986072095498e-318,-1.536878,0.3693326,1.9062106,0.708
"339","ENSG00000168461","hurdle",3.88836522027149e-253,-0.7621738,0.8044427,1.5666165,0.707
"58","ENSG00000090376","hurdle",0,-2.424189,-0.123059,2.30113,0.7
"260","ENSG00000143119","hurdle",0,-2.5697964,-0.3272319,2.2425645,0.698
"246","ENSG00000139132","hurdle",5.24085665954768e-180,0.3886899,1.503433,1.1147431,0.695
"404","ENSG00000184005","hurdle",3.57008419599427e-167,1.681892,2.743139,1.061247,0.692
"321","ENSG00000165168","hurdle",0,-2.8996488,-0.1338945,2.7657543,0.692
"17","ENSG00000028137","hurdle",0,-3.0176047,-0.1132787,2.904326,0.691
"431","ENSG00000198286","hurdle",0,-2.7840749,-0.3603962,2.4236787,0.69
"405","ENSG00000184060","hurdle",0,-2.433253,-0.159834,2.273419,0.69
"371","ENSG00000173193","hurdle",0,-2.214571,-0.21734,1.997231,0.69
"259","ENSG00000142583","hurdle",0,-3.1036224,-0.4461898,2.6574326,0.69
"78","ENSG00000101336","hurdle",0,-3.0510064,-0.4461898,2.6048166,0.688
"49","ENSG00000082781","hurdle",1.61627810290877e-316,-1.9323665,0.1317577,2.0641242,0.688
"352","ENSG00000170677","hurdle",9.27747885437475e-296,-0.9929362,0.7395405,1.7324767,0.686
"239","ENSG00000138119","hurdle",0,-2.5343157,-0.4062334,2.1280823,0.686
"256","ENSG00000141968","hurdle",0,-3.0632669,-0.4734557,2.5898112,0.682
"175","ENSG00000124782","hurdle",1.33824217493379e-278,-1.74674888,0.02066716,1.76741604,0.682
"349","ENSG00000169896","hurdle",0,-3.2218419,-0.5893396,2.6325023,0.681
"262","ENSG00000145569","hurdle",1.24599290234688e-273,-1.9169873,-0.1658869,1.7511004,0.68
"137","ENSG00000114450","hurdle",1.27345411395066e-194,-0.8108563,0.3290115,1.1398678,0.679
"188","ENSG00000128805","hurdle",1.18672664845704e-149,0.5553863,1.5481824,0.9927961,0.678
"470","ENSG00000253988","hurdle",0,-3.1802363,-0.5598164,2.6204199,0.677
"357","ENSG00000171316","hurdle",5.48367736148084e-188,-0.5124553,0.52523,1.0376853,0.677
"125","ENSG00000110934","hurdle",0,-3.1688364,-0.5988614,2.569975,0.677
"475","ENSG00000260314","hurdle",0,-3.0883285,-0.1191389,2.9691896,0.675
"455","ENSG00000227082","hurdle",2.24998351783547e-160,-0.1683102,0.9986928,1.167003,0.675
"433","ENSG00000198771","hurdle",6.63680852933473e-282,-1.7403189,-0.1201179,1.620201,0.674
"275","ENSG00000150782","hurdle",0,-2.467178,-0.4327477,2.0344303,0.672
"218","ENSG00000135838","hurdle",4.76770567400987e-205,-1.1835066,0.3804512,1.5639578,0.672
"115","ENSG00000107738","hurdle",0,-2.8481674,-0.5558369,2.2923305,0.672
"109","ENSG00000106799","hurdle",2.82383022270119e-204,-1.2532759,0.3029524,1.5562283,0.672
"366","ENSG00000171943","hurdle",3.51880115166444e-152,-0.176908,0.9449404,1.1218484,0.67
"145","ENSG00000116711","hurdle",9.17804374763443e-268,-1.5996677,0.1060331,1.7057008,0.67
"16","ENSG00000027697","hurdle",2.9050720603702e-201,-1.0697014,0.3225407,1.3922421,0.67
"306","ENSG00000162511","hurdle",0,-3.1379434,-0.7422317,2.3957117,0.669
"157","ENSG00000120690","hurdle",2.24660153085163e-188,-1.28388492,0.03832474,1.32220966,0.668
"325","ENSG00000166033","hurdle",1.35500579098712e-170,-0.9375766,0.3665396,1.3041162,0.666
"391","ENSG00000180353","hurdle",0,-3.0214442,-0.7482738,2.2731704,0.665
"40","ENSG00000074706","hurdle",5.03781665625576e-130,1.461784,2.342702,0.880918,0.664
"23","ENSG00000047648","hurdle",3.63334487861895e-212,-0.9959233,0.2956294,1.2915527,0.664
"59","ENSG00000091592","hurdle",3.86359335047855e-321,-2.4878341,-0.4659683,2.0218658,0.662
"300","ENSG00000160712","hurdle",6.77288973099029e-231,-2.0062107,-0.3580843,1.6481264,0.661
"200","ENSG00000132669","hurdle",4.87150150829807e-158,-0.09584837,0.73142207,0.82727044,0.661
"177","ENSG00000125089","hurdle",0,-3.2344126,-0.8022501,2.4321625,0.66
"167","ENSG00000123095","hurdle",2.19145948295821e-164,-0.9217932,0.3153168,1.23711,0.66
"386","ENSG00000176597","hurdle",2.58437997285477e-188,-1.4014688,0.1456724,1.5471412,0.659
"378","ENSG00000173926","hurdle",8.52967143427897e-195,-1.3178435,0.2711965,1.58904,0.659
"284","ENSG00000154330","hurdle",0,-2.6036114,-0.5218002,2.0818112,0.658
"164","ENSG00000122862","hurdle",0,-2.6824704,0.3138676,2.996338,0.658
"31","ENSG00000066294","hurdle",0,-3.2475935,-0.8747545,2.372839,0.658
"19","ENSG00000033867","hurdle",3.38130093607988e-120,0.3130436,1.2011636,0.88812,0.658
"304","ENSG00000162367","hurdle",0,-2.973137,-0.7711597,2.2019773,0.653
"268","ENSG00000147251","hurdle",1.1013943429673e-187,-1.07795166,-0.02995574,1.04799592,0.653
"261","ENSG00000145390","hurdle",6.09287601125423e-139,-0.2350998,0.9755081,1.2106079,0.653
"130","ENSG00000111846","hurdle",3.87922594851021e-309,-2.5502512,-0.4437364,2.1065148,0.653
"277","ENSG00000152315","hurdle",2.36155517615839e-312,-2.1511558,-0.3340312,1.8171246,0.652
"66","ENSG00000100055","hurdle",0,-3.0547173,-0.8518047,2.2029126,0.652
"330","ENSG00000167601","hurdle",1.51561309053303e-279,-2.5624747,-0.6773872,1.8850875,0.648
"253","ENSG00000140968","hurdle",0,-3.2331754,-0.7287289,2.5044465,0.648
"127","ENSG00000111252","hurdle",2.98652452193609e-146,-1.27125848,-0.00985581,1.26140267,0.647
"50","ENSG00000086062","hurdle",2.43744111699444e-231,-2.2139611,-0.4110181,1.802943,0.647
"6","ENSG00000011028","hurdle",1.44332273590805e-245,-2.3585039,-0.5879844,1.7705195,0.647
"460","ENSG00000235162","hurdle",6.25946619689629e-287,-2.5548809,-0.5825765,1.9723044,0.646
"298","ENSG00000160219","hurdle",0,-3.0756324,-0.8797202,2.1959122,0.644
"368","ENSG00000172340","hurdle",1.17893456705962e-139,-1.3800865,-0.1821531,1.1979334,0.64
"84","ENSG00000102445","hurdle",2.34116417388254e-182,-1.9430483,-0.3673539,1.5756944,0.64
"367","ENSG00000172243","hurdle",0,-3.2722874,-0.9828014,2.289486,0.638
"421","ENSG00000196935","hurdle",4.00748145985132e-100,-0.03173832,0.77367484,0.80541316,0.637
"176","ENSG00000124813","hurdle",6.09979032198556e-117,-0.409608,0.3058712,0.7154792,0.635
"148","ENSG00000117115","hurdle",2.48109480953694e-253,-1.6266249,0.6273473,2.2539722,0.635
"132","ENSG00000112343","hurdle",0,-3.117253,-1.080418,2.036835,0.635
"360","ENSG00000171659","hurdle",0,-3.0178177,-0.9721555,2.0456622,0.633
"379","ENSG00000174125","hurdle",0,-3.061948,-1.042801,2.019147,0.632
"121","ENSG00000110324","hurdle",0,-3.109286,-1.044659,2.064627,0.632
"474","ENSG00000259124","hurdle",2.57690436285882e-225,-1.5087603,0.6050077,2.113768,0.631
"160","ENSG00000121281","hurdle",1.14315910251477e-168,-2.0224697,-0.7257453,1.2967244,0.631
"5","ENSG00000010610","hurdle",0,-3.025508,-1.042801,1.982707,0.631
"399","ENSG00000182185","hurdle",6.02892472483615e-85,0.1334086,0.9616939,0.8282853,0.629
"351","ENSG00000170542","hurdle",2.32000936965828e-118,-1.19598736,0.07043224,1.2664196,0.628
"152","ENSG00000118785","hurdle",2.7760640764909e-233,-1.6173947,0.8630866,2.4804813,0.628
"407","ENSG00000184574","hurdle",0,-3.245097,-1.170849,2.074248,0.627
"106","ENSG00000106066","hurdle",6.73981521806628e-207,-2.3602586,-0.4872843,1.8729743,0.626
"101","ENSG00000105483","hurdle",3.76544371789727e-171,-2.224249,-0.7726984,1.4515506,0.626
"198","ENSG00000132274","hurdle",1.5203954126959e-207,-2.346012,-0.884703,1.461309,0.625
"291","ENSG00000158195","hurdle",6.33292839762679e-84,-0.5151595,0.3254202,0.8405797,0.624
"267","ENSG00000147065","hurdle",2.36774606939227e-182,-2.35527,-0.813292,1.541978,0.623
"204","ENSG00000133246","hurdle",2.55083749100412e-314,-2.967365,-1.029864,1.937501,0.623
"190","ENSG00000129534","hurdle",3.58825266533144e-97,-0.8453195,-0.0354865,0.809833,0.623
"381","ENSG00000174600","hurdle",0,-3.153307,-1.017041,2.136266,0.622
"72","ENSG00000100647","hurdle",4.18167222695302e-78,-0.2442309,0.4092361,0.653467,0.622
"51","ENSG00000086730","hurdle",3.83467239665105e-231,-2.693148,-0.979244,1.713904,0.622
"35","ENSG00000071073","hurdle",2.75977628168708e-68,0.6161806,1.1929098,0.5767292,0.622
"18","ENSG00000031081","hurdle",1.05459605034844e-147,-1.4770736,-0.4449626,1.032111,0.621
"328","ENSG00000166927","hurdle",0,-3.269748,-1.262998,2.00675,0.62
"141","ENSG00000115935","hurdle",2.05413501923341e-102,-1.1439647,-0.1279742,1.0159905,0.62
"413","ENSG00000186818","hurdle",0,-3.285821,-1.349907,1.935914,0.617
"479","ENSG00000271605","hurdle",0,-3.248593,-1.347612,1.900981,0.616
"269","ENSG00000148429","hurdle",1.31265335664313e-71,-0.2744557,0.5082243,0.78268,0.616
"206","ENSG00000133789","hurdle",1.23193337737511e-87,-0.96992866,-0.07575646,0.8941722,0.616
"142","ENSG00000115956","hurdle",0,-3.156822,-1.201607,1.955215,0.616
"296","ENSG00000159399","hurdle",0,-3.137712,-1.162756,1.974956,0.615
"22","ENSG00000043462","hurdle",1.29664145796449e-208,-2.6850056,-0.9598337,1.7251719,0.615
"415","ENSG00000196126","hurdle",3.16652955479263e-266,-2.95039,-1.121,1.82939,0.614
"377","ENSG00000173821","hurdle",2.12610658688683e-63,-0.1108817,0.4910158,0.6018975,0.614
"162","ENSG00000121933","hurdle",0,-3.173813,-1.29139,1.882423,0.614
"451","ENSG00000215244","hurdle",7.20065569134036e-146,-2.097598,-0.752822,1.344776,0.613
"85","ENSG00000102699","hurdle",2.03595904101136e-134,-2.1864012,-0.8780631,1.3083381,0.613
"69","ENSG00000100311","hurdle",1.73915428530919e-154,-2.1245297,-0.5012468,1.6232829,0.613
"64","ENSG00000096060","hurdle",4.39826067581775e-87,-0.85894735,0.04445419,0.90340154,0.613
"42","ENSG00000077238","hurdle",9.52050445098544e-235,-2.839292,-1.187172,1.65212,0.613
"489","ENSG00000286403","hurdle",0,-3.303891,-1.356814,1.947077,0.612
"104","ENSG00000105939","hurdle",4.63614689169294e-162,-2.3532524,-0.6516777,1.7015747,0.611
"15","ENSG00000027075","hurdle",4.92755096885187e-122,-1.2844615,-0.3182158,0.9662457,0.611
"389","ENSG00000177663","hurdle",7.16518413562826e-121,-1.9299589,-0.6389927,1.2909662,0.61
"310","ENSG00000163106","hurdle",0,-3.201131,-1.199536,2.001595,0.61
"245","ENSG00000138964","hurdle",1.28716911620086e-294,-3.083638,-1.284788,1.79885,0.61
"166","ENSG00000123094","hurdle",4.46399653092551e-75,-0.4033671,0.6020424,1.0054095,0.61
"438","ENSG00000204287","hurdle",0,-3.1686,-1.224587,1.944013,0.608
"114","ENSG00000107736","hurdle",4.71525972141819e-173,-2.5683915,-0.9703888,1.5980027,0.608
"318","ENSG00000164674","hurdle",7.61462684838645e-173,-2.59946,-0.958082,1.641378,0.607
"396","ENSG00000181631","hurdle",1.47950516842978e-313,-3.159875,-1.345321,1.814554,0.606
"335","ENSG00000167895","hurdle",3.18387622015712e-302,-3.149334,-1.394222,1.755112,0.606
"236","ENSG00000137841","hurdle",4.34493521777909e-182,-2.756972,-1.260837,1.496135,0.606
"220","ENSG00000135899","hurdle",7.42362829625578e-152,-2.485917,-1.009765,1.476152,0.606
"203","ENSG00000133106","hurdle",3.22243461797856e-182,-2.4950823,-0.8747545,1.6203278,0.606
"289","ENSG00000155926","hurdle",2.04530237263486e-229,-2.948561,-1.282595,1.665966,0.604
"199","ENSG00000132530","hurdle",2.99572420384156e-162,-2.303969,-1.065253,1.238716,0.604
"359","ENSG00000171608","hurdle",1.45462595088601e-93,-1.8208303,-0.7482738,1.0725565,0.603
"347","ENSG00000169756","hurdle",1.91950637602359e-55,-0.02910555,0.66818207,0.69728762,0.603
"217","ENSG00000135540","hurdle",4.20949555807669e-90,-0.7416642,0.08409827,0.82576247,0.603
"212","ENSG00000134352","hurdle",1.98767464444367e-49,0.1564139,0.6995938,0.5431799,0.603
"478","ENSG00000266714","hurdle",2.69204207996369e-102,-2.060367,-0.933779,1.126588,0.602
"345","ENSG00000169403","hurdle",4.15397303836985e-222,-2.948967,-1.280404,1.668563,0.601
"3","ENSG00000003402","hurdle",1.14593059170348e-63,-1.0080929,-0.2131555,0.7949374,0.601
"305","ENSG00000162496","hurdle",7.36067011893582e-131,-2.425177,-1.128861,1.296316,0.6
"139","ENSG00000115183","hurdle",1.22647026533936e-62,-0.3441347,0.2697023,0.613837,0.6
"135","ENSG00000113532","hurdle",4.16903150038584e-82,-0.8474004,-0.2363217,0.6110787,0.6
"86","ENSG00000103187","hurdle",4.70312629485991e-83,-1.5714059,-0.5166344,1.0547715,0.6
"423","ENSG00000197329","hurdle",1.77654352922298e-57,-0.61101682,0.07898867,0.69000549,0.599
"96","ENSG00000104972","hurdle",0,-3.301815,-1.522965,1.77885,0.598
"24","ENSG00000051523","hurdle",8.36578363043486e-227,-3.047305,-1.499844,1.547461,0.598
"469","ENSG00000251442","hurdle",8.04258274500553e-209,-2.787703,-1.220381,1.567322,0.597
"99","ENSG00000105329","hurdle",5.5474691043122e-98,-2.0249298,-0.8599592,1.1649706,0.597
"32","ENSG00000066336","hurdle",3.23326615521972e-128,-2.523537,-1.282595,1.240942,0.597
"79","ENSG00000101347","hurdle",2.66696302342326e-65,-1.3934305,-0.5439639,0.8494666,0.596
"307","ENSG00000162711","hurdle",6.61799808958789e-170,-2.85272,-1.396593,1.456127,0.595
"67","ENSG00000100280","hurdle",9.85994907651776e-49,-0.3973955,0.1358642,0.5332597,0.595
"36","ENSG00000071246","hurdle",7.32112387719973e-62,-1.1756418,-0.3397219,0.8359199,0.595
"299","ENSG00000160255","hurdle",9.90813659986649e-254,-3.147235,-1.573027,1.574208,0.594
"62","ENSG00000095303","hurdle",1.65822183375458e-287,-3.200164,-1.510075,1.690089,0.594
"149","ENSG00000117676","hurdle",5.22652836977448e-127,-2.618073,-1.343033,1.27504,0.592
"93","ENSG00000104870","hurdle",3.81051964970886e-201,-3.017392,-1.50495,1.512442,0.592
"56","ENSG00000089820","hurdle",6.14939028717238e-151,-2.820403,-1.454686,1.365717,0.591
"8","ENSG00000011600","hurdle",4.37272988671416e-300,-3.234908,-1.602825,1.632083,0.591
"183","ENSG00000127084","hurdle",3.41043346121459e-200,-3.031088,-1.467089,1.563999,0.59
"126","ENSG00000111145","hurdle",5.49312546590657e-77,-1.8634581,-0.9098787,0.9535794,0.59
"333","ENSG00000167693","hurdle",1.48519691881079e-65,-1.2796,-0.5947729,0.6848271,0.589
"228","ENSG00000136869","hurdle",1.18694559449723e-124,-2.541649,-1.322604,1.219045,0.588
"151","ENSG00000118707","hurdle",1.88982980120026e-228,-3.137017,-1.591918,1.545099,0.588
"57","ENSG00000090104","hurdle",0,-3.288645,-1.166797,2.121848,0.587
"441","ENSG00000204592","hurdle",4.31212603423331e-127,-2.123269,-1.368401,0.754868,0.586
"355","ENSG00000171115","hurdle",7.77093005769377e-234,-3.137712,-1.502395,1.635317,0.586
"290","ENSG00000157303","hurdle",0,-3.290703,-1.687365,1.603338,0.586
"147","ENSG00000116815","hurdle",9.70480989914477e-108,-2.475932,-1.197468,1.278464,0.586
"37","ENSG00000072786","hurdle",5.19202654232383e-59,-1.4846358,-0.7109194,0.7737164,0.586
"393","ENSG00000180573","hurdle",1.62181132932769e-104,-2.1198346,-0.6236388,1.4961958,0.585
"375","ENSG00000173436","hurdle",1.5581873379593e-42,-0.1216593,0.5592633,0.6809226,0.585
"124","ENSG00000110876","hurdle",6.00741795095478e-266,-3.220125,-1.638852,1.581273,0.585
"118","ENSG00000109861","hurdle",2.87379078330343e-91,-2.320298,-1.140733,1.179565,0.584
"46","ENSG00000079263","hurdle",7.59118622395011e-84,-2.145908,-1.020693,1.125215,0.584
"466","ENSG00000242574","hurdle",6.6168132200023e-214,-3.119995,-1.602825,1.51717,0.583
"316","ENSG00000163932","hurdle",1.79614662321472e-93,-2.426874,-1.320352,1.106522,0.583
"215","ENSG00000135077","hurdle",1.33352097277213e-46,-1.0585364,-0.4412872,0.6172492,0.583
"27","ENSG00000057704","hurdle",2.27314831630994e-59,-1.208577,-0.6111969,0.5973801,0.583
"408","ENSG00000184988","hurdle",1.32617146980522e-150,-2.916233,-1.562342,1.353891,0.582
"221","ENSG00000136161","hurdle",7.65533423099643e-58,-1.724412,-0.884703,0.839709,0.582
"442","ENSG00000205336","hurdle",3.03645795133505e-56,-1.6621481,-0.9031221,0.759026,0.581
"392","ENSG00000180448","hurdle",6.06177923020808e-189,-3.114744,-1.734565,1.380179,0.58
"82","ENSG00000101974","hurdle",8.05106343970694e-77,-1.799888,-0.9863676,0.8135204,0.58
"402","ENSG00000183549","hurdle",4.97855198124655e-260,-3.249343,-1.808392,1.440951,0.579
"313","ENSG00000163563","hurdle",3.95765639402268e-266,-3.253853,-1.780262,1.473591,0.579
"248","ENSG00000139832","hurdle",1.89019789371667e-213,-3.127101,-1.309144,1.817957,0.579
"193","ENSG00000129675","hurdle",1.23564566988567e-46,-1.1789136,-0.5745025,0.6044111,0.579
"12","ENSG00000023892","hurdle",4.03603910446685e-119,-2.797911,-1.546462,1.251449,0.579
"476","ENSG00000261371","hurdle",5.7400158664245e-78,-2.165245,-1.214096,0.951149,0.578
"452","ENSG00000223865","hurdle",2.84165319362166e-120,-2.766069,-1.462115,1.303954,0.578
"394","ENSG00000181381","hurdle",1.38414033055262e-80,-2.294647,-1.224587,1.07006,0.578
"458","ENSG00000228789","hurdle",3.65608577922522e-321,-3.300518,-1.75571,1.544808,0.577
"449","ENSG00000213366","hurdle",1.34938476084593e-112,-2.806718,-1.638852,1.167866,0.577
"341","ENSG00000168961","hurdle",4.0635680367405e-190,-3.139565,-1.75571,1.383855,0.577
"319","ENSG00000164733","hurdle",1.65963400351009e-30,0.3752056,0.9644673,0.5892617,0.577
"97","ENSG00000105122","hurdle",5.95466510638561e-293,-3.28659,-1.814718,1.471872,0.577
"4","ENSG00000010327","hurdle",1.3692692657142e-245,-3.237386,-1.72858,1.508806,0.577
"219","ENSG00000135842","hurdle",1.26597917472626e-155,-2.912861,-1.09767,1.815191,0.576
"332","ENSG00000167613","hurdle",3.02680057501214e-195,-3.157291,-1.78336,1.373931,0.575
"210","ENSG00000134207","hurdle",1.44878922268453e-77,-2.034489,-1.152704,0.881785,0.575
"65","ENSG00000099954","hurdle",3.28907860041245e-43,-0.9829194,-0.4709556,0.5119638,0.575
"365","ENSG00000171940","hurdle",3.05116437798255e-128,-2.934617,-1.672927,1.26169,0.574
"140","ENSG00000115318","hurdle",2.42430916026377e-91,-2.627795,-1.477089,1.150706,0.574
"131","ENSG00000112149","hurdle",4.10593434969311e-152,-1.7674657,-0.1329061,1.6345596,0.573
"77","ENSG00000101265","hurdle",1.28924677697665e-51,-1.8385959,-0.9953218,0.8432741,0.573
"282","ENSG00000154274","hurdle",7.22158489856523e-78,-2.340673,-1.315858,1.024815,0.572
"240","ENSG00000138135","hurdle",5.27580567531618e-200,-3.15964,-1.510075,1.649565,0.572
"237","ENSG00000137959","hurdle",1.17978920213306e-116,-2.676909,-1.331648,1.345261,0.572
"111","ENSG00000106991","hurdle",6.56000794182983e-105,-2.558285,-1.613815,0.94447,0.572
"110","ENSG00000106948","hurdle",4.31967421701016e-54,-2.043678,-1.216188,0.82749,0.572
"440","ENSG00000204482","hurdle",2.00873562169173e-242,-3.26443,-1.872938,1.391492,0.571
"430","ENSG00000198246","hurdle",5.85996126699848e-56,-2.087277,-1.212007,0.87527,0.571
"129","ENSG00000111348","hurdle",4.08615693496497e-141,-3.04774,-1.789578,1.258162,0.571
"1","ENSG00000002586","hurdle",2.325461807174e-89,-2.641845,-1.489686,1.152159,0.571
"295","ENSG00000159388","hurdle",1.64659359155915e-49,-1.6735987,-0.9286241,0.7449746,0.569
"372","ENSG00000173369","hurdle",2.0671373893269e-211,-3.246594,-1.876242,1.370352,0.567
