"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"47","ENSG00000060138","hurdle",0,-2.6927406,-0.3591058,2.3336348,0.648
"634","ENSG00000170293","hurdle",1.57970037086961e-275,-1.443213,0.430356,1.873569,0.647
"344","ENSG00000131097","hurdle",0,-3.052001,-0.6646772,2.3873238,0.647
"403","ENSG00000137965","hurdle",0,-2.9014532,-0.5842604,2.3171928,0.646
"74","ENSG00000073849","hurdle",3.53493565086981e-180,0.5366118,2.0051243,1.4685125,0.646
"776","ENSG00000197321","hurdle",2.62977696850304e-159,-0.4493687,0.6627327,1.1121014,0.645
"339","ENSG00000130303","hurdle",0,-3.1399185,-0.6753189,2.4645996,0.645
"583","ENSG00000164692","hurdle",0,-3.2590114,-0.6968408,2.5621706,0.644
"50","ENSG00000065054","hurdle",0,-2.1232666,-0.1726615,1.9506051,0.643
"37","ENSG00000050555","hurdle",0,-2.7547015,-0.4835686,2.2711329,0.643
"857","ENSG00000276644","hurdle",1.16976455434803e-146,0.9467864,1.64323,0.6964436,0.642
"400","ENSG00000137834","hurdle",0,-3.06951797,-0.01364181,3.05587616,0.642
"739","ENSG00000185551","hurdle",8.26773704745979e-288,-0.85197784,-0.02857317,0.82340467,0.641
"498","ENSG00000152284","hurdle",3.48770040763198e-256,-1.8392752,-0.1143016,1.7249736,0.641
"693","ENSG00000178175","hurdle",0,-3.144141,-0.1696491,2.9744919,0.64
"249","ENSG00000115183","hurdle",1.36350020541687e-150,-0.3899758,0.7807199,1.1706957,0.64
"231","ENSG00000112562","hurdle",0,-2.7384722,-0.3193387,2.4191335,0.64
"133","ENSG00000100311","hurdle",0,-2.2064304,-0.1487369,2.0576935,0.64
"331","ENSG00000129595","hurdle",1.14923005385069e-160,-0.1743497,0.6903513,0.864701,0.639
"91","ENSG00000079335","hurdle",8.51467580722999e-245,-1.5879685,-0.1398665,1.448102,0.639
"30","ENSG00000042062","hurdle",0,-2.8616995,-0.5349731,2.3267264,0.639
"515","ENSG00000154856","hurdle",3.13891235586539e-246,-1.9413125,-0.2232956,1.7180169,0.638
"435","ENSG00000142173","hurdle",0,-3.1324421,-0.9090241,2.223418,0.638
"279","ENSG00000120129","hurdle",5.2091626655983e-298,-1.6550104,0.4709745,2.1259849,0.638
"42","ENSG00000054598","hurdle",0,-3.2692234,-0.9305346,2.3386888,0.638
"735","ENSG00000185201","hurdle",0,-3.1621069,-0.8072044,2.3549025,0.637
"507","ENSG00000153162","hurdle",4.34310254729419e-269,-1.8138269,0.3221689,2.1359958,0.637
"471","ENSG00000148400","hurdle",1.5678761302222e-310,-2.3748385,-0.5505626,1.8242759,0.637
"281","ENSG00000120278","hurdle",1.30948356175995e-222,-0.2240764,1.6194821,1.8435585,0.637
"754","ENSG00000188290","hurdle",5.18347846257131e-281,-1.4054849,0.1073976,1.5128825,0.636
"657","ENSG00000172889","hurdle",1.44400962483145e-186,-1.0685144,0.2902543,1.3587687,0.636
"645","ENSG00000171444","hurdle",8.95370723500264e-134,0.08655905,0.97527625,0.8887172,0.636
"182","ENSG00000105939","hurdle",8.45373766285139e-313,-2.4044997,-0.5253146,1.8791851,0.636
"96","ENSG00000082781","hurdle",2.7687057791919e-233,-1.9086189,-0.3746309,1.533988,0.636
"578","ENSG00000164379","hurdle",0,-3.094495,-0.592305,2.50219,0.635
"412","ENSG00000138496","hurdle",0,-2.8599621,-0.6806694,2.1792927,0.635
"151","ENSG00000101849","hurdle",8.15822308478922e-142,-0.5461209,0.4642029,1.0103238,0.635
"41","ENSG00000053747","hurdle",2.25122916300173e-281,-1.9009569,0.2626442,2.1636011,0.635
"632","ENSG00000169871","hurdle",0,-2.6787205,-0.7033605,1.97536,0.634
"599","ENSG00000166265","hurdle",0,-2.5157505,-0.1135778,2.4021727,0.634
"592","ENSG00000165757","hurdle",1.93138227221621e-136,-0.06156462,0.94641245,1.00797707,0.634
"557","ENSG00000163110","hurdle",4.92947223140053e-147,-0.3503411,0.5319186,0.8822597,0.634
"531","ENSG00000158710","hurdle",0,-3.0281759,-0.9178426,2.1103333,0.634
"303","ENSG00000124782","hurdle",3.77919631740361e-212,-1.7427348,-0.3060472,1.4366876,0.632
"236","ENSG00000112902","hurdle",5.12712925452787e-147,0.3339635,0.8528564,0.5188929,0.632
"415","ENSG00000138772","hurdle",0,-3.0043114,-0.6014091,2.4029023,0.631
"347","ENSG00000131477","hurdle",0,-3.096085,-0.60853,2.487555,0.631
"799","ENSG00000204301","hurdle",0,-2.923864,-0.612615,2.311249,0.63
"539","ENSG00000161381","hurdle",7.63286387907261e-200,-1.0749939,0.3011521,1.376146,0.63
"626","ENSG00000169129","hurdle",2.33108519961347e-167,-1.4117638,-0.1157504,1.2960134,0.629
"240","ENSG00000113361","hurdle",3.37463643710816e-138,-0.1356791,0.8187565,0.9544356,0.629
"194","ENSG00000107317","hurdle",7.54853196745412e-106,0.5570395,1.4892676,0.9322281,0.629
"114","ENSG00000091436","hurdle",1.16308076301388e-143,-0.8524576,0.168185,1.0206426,0.629
"62","ENSG00000069431","hurdle",2.74351809634319e-222,-1.847667,-0.142079,1.705588,0.629
"581","ENSG00000164604","hurdle",0,-1.3715343,0.6289634,2.0004977,0.628
"554","ENSG00000162946","hurdle",3.44450885116034e-131,0.02581013,0.7717377,0.74592757,0.628
"644","ENSG00000171408","hurdle",5.16054162574854e-104,1.409363,2.260259,0.850896,0.627
"548","ENSG00000162654","hurdle",0,-2.979367,-0.782834,2.196533,0.627
"533","ENSG00000159388","hurdle",2.68310836300219e-259,-1.827815,0.3455182,2.1733332,0.627
"514","ENSG00000154783","hurdle",1.36391047303692e-265,-2.2837722,-0.4366461,1.8471261,0.627
"419","ENSG00000139514","hurdle",0,-0.4959779,1.4336529,1.9296308,0.627
"348","ENSG00000131634","hurdle",0,-3.065508,-0.9930607,2.0724473,0.627
"333","ENSG00000130052","hurdle",0,-3.1538053,-0.9850952,2.1687101,0.627
"247","ENSG00000114698","hurdle",8.35619324410816e-242,-2.144846,-0.558421,1.586425,0.627
"788","ENSG00000198682","hurdle",2.20934545567771e-167,-0.98556315,0.08990795,1.0754711,0.626
"511","ENSG00000154133","hurdle",0,-3.227308,-0.93181,2.295498,0.626
"136","ENSG00000100906","hurdle",0,-1.980206,-0.1524491,1.8277569,0.626
"847","ENSG00000256235","hurdle",0,-3.0938147,-0.9745424,2.1192723,0.625
"702","ENSG00000179776","hurdle",0,-3.2372974,-0.8730541,2.3642433,0.625
"568","ENSG00000163788","hurdle",1.60749003192973e-122,0.166774,1.194229,1.027455,0.625
"335","ENSG00000130147","hurdle",2.98090486464567e-263,-2.1460216,-0.2978018,1.8482198,0.625
"459","ENSG00000146122","hurdle",6.6905023847361e-128,-0.1741098,0.5832671,0.7573769,0.624
"316","ENSG00000127329","hurdle",3.26670008804692e-136,0.345889,1.588236,1.242347,0.622
"235","ENSG00000112837","hurdle",0,-3.274614,-0.809547,2.465067,0.622
"512","ENSG00000154330","hurdle",0,-2.6690544,-0.4285218,2.2405326,0.621
"696","ENSG00000179144","hurdle",0,-3.240308,-1.00778,2.232528,0.62
"489","ENSG00000150938","hurdle",2.59229337714936e-98,0.854243,1.892722,1.038479,0.62
"196","ENSG00000107562","hurdle",0,-2.9536118,-0.2524786,2.7011332,0.62
"2","ENSG00000002586","hurdle",1.44202271211507e-288,-2.71281,-1.00241,1.7104,0.62
"14","ENSG00000011028","hurdle",2.05256750920985e-232,-2.3696103,-0.7816837,1.5879266,0.619
"587","ENSG00000164850","hurdle",0,-2.7943395,-0.9356429,1.8586966,0.618
"398","ENSG00000137819","hurdle",0,-3.1068048,-0.9203721,2.1864327,0.618
"332","ENSG00000129657","hurdle",9.09209167193056e-133,0.1508493,1.341644,1.1907947,0.618
"280","ENSG00000120156","hurdle",1.40671706885592e-199,-1.8799715,-0.2139563,1.6660152,0.618
"177","ENSG00000105655","hurdle",0,-2.851498,-1.030826,1.820672,0.618
"565","ENSG00000163565","hurdle",2.1839963309922e-231,-2.4342089,-0.8319936,1.6022153,0.617
"270","ENSG00000117868","hurdle",6.37750991667462e-118,1.479044,2.664728,1.185684,0.617
"609","ENSG00000167601","hurdle",1.72579966915272e-265,-2.5864514,-0.7909118,1.7955396,0.616
"315","ENSG00000126878","hurdle",2.92780115255027e-251,-2.3967821,-0.6871162,1.7096659,0.616
"300","ENSG00000124440","hurdle",1.4495676880131e-176,-1.4771384,-0.2855214,1.191617,0.616
"697","ENSG00000179241","hurdle",8.63009241904835e-91,0.2450519,0.9660614,0.7210095,0.615
"287","ENSG00000121068","hurdle",0,-3.267687,-1.178932,2.088755,0.615
"755","ENSG00000188313","hurdle",2.4172037578538e-170,-1.6201195,-0.2342685,1.385851,0.613
"380","ENSG00000135917","hurdle",1.80209466070616e-316,-2.6809341,-0.6806694,2.0002647,0.613
"222","ENSG00000111404","hurdle",2.84429541083738e-281,-2.2828666,-0.7566066,1.52626,0.613
"148","ENSG00000101384","hurdle",9.73517838722214e-140,-1.6032276,-0.3885726,1.214655,0.613
"631","ENSG00000169715","hurdle",1.34007740458159e-268,-2.5597267,-0.7725143,1.7872124,0.612
"377","ENSG00000135678","hurdle",1.56054097380412e-197,-1.731925375,0.009134177,1.741059552,0.612
"289","ENSG00000121858","hurdle",0,-3.214918,-0.9588565,2.2560615,0.612
"266","ENSG00000117298","hurdle",6.03284416320564e-90,-0.133258,0.4939532,0.6272112,0.612
"794","ENSG00000203883","hurdle",0,-3.259266,-1.02401,2.235256,0.611
"443","ENSG00000143127","hurdle",3.87616548526535e-238,-2.5036435,-0.9002592,1.6033843,0.611
"184","ENSG00000105974","hurdle",0,-3.02861,-1.129806,1.898804,0.611
"3","ENSG00000003400","hurdle",0,-3.116452,-1.069607,2.046845,0.611
"654","ENSG00000172340","hurdle",1.35997075500648e-124,-1.3936368,-0.2453256,1.1483112,0.61
"458","ENSG00000145623","hurdle",0,-2.905828,-0.9216385,1.9841895,0.61
"417","ENSG00000138821","hurdle",5.47156174555045e-150,-1.6069463,-0.1985238,1.4084225,0.61
"349","ENSG00000131724","hurdle",3.01122799398303e-283,-2.778755,-1.032193,1.746562,0.61
"319","ENSG00000127946","hurdle",2.9149484390515e-82,0.202454,0.8289584,0.6265044,0.61
"623","ENSG00000168899","hurdle",0,-3.157357,-1.25511,1.902247,0.609
"452","ENSG00000144579","hurdle",2.19223849472787e-284,-2.75094,-1.137142,1.613798,0.609
"649","ENSG00000172037","hurdle",0,-3.126164,-1.333849,1.792315,0.608
"628","ENSG00000169291","hurdle",0,-3.19361,-1.183482,2.010128,0.608
"526","ENSG00000157617","hurdle",8.2924943849538e-96,-0.6375008,0.3038637,0.9413645,0.608
"7","ENSG00000007062","hurdle",5.55359597265258e-258,-2.581671,-0.599381,1.98229,0.608
"671","ENSG00000175029","hurdle",2.72554203865049e-71,0.4200181,1.0463021,0.626284,0.607
"493","ENSG00000151617","hurdle",2.53940253834935e-246,-2.4583956,-0.7055403,1.7528553,0.607
"409","ENSG00000138185","hurdle",9.97995904287949e-166,-1.9209433,-0.3694373,1.551506,0.607
"389","ENSG00000137076","hurdle",7.45985929474289e-167,-1.414382,-0.254073,1.160309,0.607
"72","ENSG00000073060","hurdle",1.82722928646042e-113,-0.1455218,0.8973437,1.0428655,0.607
"285","ENSG00000120896","hurdle",1.68524468039134e-207,-2.4068935,-0.9407693,1.4661242,0.606
"200","ENSG00000107738","hurdle",7.63656342116986e-284,-2.83396,-0.9824497,1.8515103,0.606
"85","ENSG00000077238","hurdle",1.30578243546181e-293,-2.887621,-1.065402,1.822219,0.606
"719","ENSG00000183853","hurdle",1.95207662759281e-161,-1.4523472,-0.4891906,0.9631566,0.605
"529","ENSG00000158195","hurdle",5.85694117292063e-91,-0.5250891,0.300066,0.8251551,0.605
"358","ENSG00000132688","hurdle",0,-3.054207,-1.207995,1.846212,0.605
"350","ENSG00000131981","hurdle",7.59154508010708e-311,-2.944173,-1.102261,1.841912,0.605
"166","ENSG00000104368","hurdle",3.97616841550549e-251,-2.4785447,-0.5090419,1.9695028,0.604
"67","ENSG00000071282","hurdle",2.10957818644876e-255,-2.6475813,-0.7475947,1.8999866,0.604
