sample_id,cell_type,prop,subset_run
2107UNHS-0291_Br2720_Mid_Bulk,Astro,0.03426531241943362,120
2107UNHS-0291_Br2720_Mid_Bulk,EndoMural,0.08452634646121447,120
2107UNHS-0291_Br2720_Mid_Bulk,Micro,0.046203057382709835,120
2107UNHS-0291_Br2720_Mid_Bulk,Oligo,0.2767620582539992,120
2107UNHS-0291_Br2720_Mid_Bulk,OPC,0.05407213175729772,120
2107UNHS-0291_Br2720_Mid_Bulk,Excit,0.342639783837775,120
2107UNHS-0291_Br2720_Mid_Bulk,Inhib,0.16153130988757017,120
2107UNHS-0291_Br2720_Mid_Cyto,Astro,0.04047874198067478,120
2107UNHS-0291_Br2720_Mid_Cyto,EndoMural,0.0814059947110982,120
2107UNHS-0291_Br2720_Mid_Cyto,Micro,0.058563852094557535,120
2107UNHS-0291_Br2720_Mid_Cyto,Oligo,0.22719258082947513,120
2107UNHS-0291_Br2720_Mid_Cyto,OPC,0.05027065521167115,120
2107UNHS-0291_Br2720_Mid_Cyto,Excit,0.386742951725868,120
2107UNHS-0291_Br2720_Mid_Cyto,Inhib,0.15534522344665527,120
2107UNHS-0291_Br2720_Mid_Nuc,Astro,0.04369297457584946,120
2107UNHS-0291_Br2720_Mid_Nuc,EndoMural,0.12120993596103229,120
2107UNHS-0291_Br2720_Mid_Nuc,Micro,0.048867241895332564,120
2107UNHS-0291_Br2720_Mid_Nuc,Oligo,0.1859811539377724,120
2107UNHS-0291_Br2720_Mid_Nuc,OPC,0.058965214399172745,120
2107UNHS-0291_Br2720_Mid_Nuc,Excit,0.37344741149600574,120
2107UNHS-0291_Br2720_Mid_Nuc,Inhib,0.16783606773483487,120
2107UNHS-0291_Br6432_Ant_Bulk,Astro,0.0783748682732408,120
2107UNHS-0291_Br6432_Ant_Bulk,EndoMural,0.09836596571700175,120
2107UNHS-0291_Br6432_Ant_Bulk,Micro,0.0500220853052591,120
2107UNHS-0291_Br6432_Ant_Bulk,Oligo,0.21030828231532822,120
2107UNHS-0291_Br6432_Ant_Bulk,OPC,0.07861739204797609,120
2107UNHS-0291_Br6432_Ant_Bulk,Excit,0.3324622052492314,120
2107UNHS-0291_Br6432_Ant_Bulk,Inhib,0.15184920109196257,120
2107UNHS-0291_Br6432_Ant_Cyto,Astro,0.09006128000955882,120
2107UNHS-0291_Br6432_Ant_Cyto,EndoMural,0.08952423491646957,120
2107UNHS-0291_Br6432_Ant_Cyto,Micro,0.07361289563722154,120
