sample_id,cell_type,prop,subset_run
2107UNHS-0291_Br2720_Mid_Bulk,Astro,0.03546074512171144,649
2107UNHS-0291_Br2720_Mid_Bulk,EndoMural,0.082976768923588,649
2107UNHS-0291_Br2720_Mid_Bulk,Micro,0.049949721547768625,649
2107UNHS-0291_Br2720_Mid_Bulk,Oligo,0.27527350085436864,649
2107UNHS-0291_Br2720_Mid_Bulk,OPC,0.05461064820997463,649
2107UNHS-0291_Br2720_Mid_Bulk,Excit,0.29146107159982987,649
2107UNHS-0291_Br2720_Mid_Bulk,Inhib,0.21026754374275877,649
2107UNHS-0291_Br2720_Mid_Cyto,Astro,0.042274917919131814,649
2107UNHS-0291_Br2720_Mid_Cyto,EndoMural,0.0801180675230963,649
2107UNHS-0291_Br2720_Mid_Cyto,Micro,0.06362059292016034,649
2107UNHS-0291_Br2720_Mid_Cyto,Oligo,0.22721691599918678,649
2107UNHS-0291_Br2720_Mid_Cyto,OPC,0.05097642309528056,649
2107UNHS-0291_Br2720_Mid_Cyto,Excit,0.332495108388995,649
2107UNHS-0291_Br2720_Mid_Cyto,Inhib,0.20329797415414924,649
2107UNHS-0291_Br2720_Mid_Nuc,Astro,0.04563053723013638,649
2107UNHS-0291_Br2720_Mid_Nuc,EndoMural,0.1183007257181104,649
2107UNHS-0291_Br2720_Mid_Nuc,Micro,0.052998742212462695,649
2107UNHS-0291_Br2720_Mid_Nuc,Oligo,0.1846878062426058,649
2107UNHS-0291_Br2720_Mid_Nuc,OPC,0.05970785412457231,649
2107UNHS-0291_Br2720_Mid_Nuc,Excit,0.31798067035502625,649
2107UNHS-0291_Br2720_Mid_Nuc,Inhib,0.22069366411708613,649
2107UNHS-0291_Br6432_Ant_Bulk,Astro,0.08242222288148737,649
2107UNHS-0291_Br6432_Ant_Bulk,EndoMural,0.09593998289151932,649
2107UNHS-0291_Br6432_Ant_Bulk,Micro,0.05406105938306085,649
2107UNHS-0291_Br6432_Ant_Bulk,Oligo,0.207720794184599,649
2107UNHS-0291_Br6432_Ant_Bulk,OPC,0.08052377990174038,649
2107UNHS-0291_Br6432_Ant_Bulk,Excit,0.2811627941549875,649
2107UNHS-0291_Br6432_Ant_Bulk,Inhib,0.19816936660260556,649
2107UNHS-0291_Br6432_Ant_Cyto,Astro,0.09522275500061542,649
2107UNHS-0291_Br6432_Ant_Cyto,EndoMural,0.08748252164698125,649
2107UNHS-0291_Br6432_Ant_Cyto,Micro,0.0798126030361977,649
2107UNHS-0291_Br6432_Ant_Cyto,Oligo,0.15145415806705625,649
2107UNHS-0291_Br6432_Ant_Cyto,OPC,0.06929746725468104,649
2107UNHS-0291_Br6432_Ant_Cyto,Excit,0.3260276287412908,649
2107UNHS-0291_Br6432_Ant_Cyto,Inhib,0.19070286625317753,649
2107UNHS-0291_Br6432_Ant_Nuc,Astro,0.08726208722602226,649
2107UNHS-0291_Br6432_Ant_Nuc,EndoMural,0.11209012378114194,649
2107UNHS-0291_Br6432_Ant_Nuc,Micro,0.05504593015734654,649
2107UNHS-0291_Br6432_Ant_Nuc,Oligo,0.167054330730274,649
2107UNHS-0291_Br6432_Ant_Nuc,OPC,0.08484547323072526,649
2107UNHS-0291_Br6432_Ant_Nuc,Excit,0.3013356561654128,649
2107UNHS-0291_Br6432_Ant_Nuc,Inhib,0.19236639870907707,649
2107UNHS-0291_Br6432_Mid_Bulk,Astro,0.12362624969890387,649
2107UNHS-0291_Br6432_Mid_Bulk,EndoMural,0.11059134357115326,649
2107UNHS-0291_Br6432_Mid_Bulk,Micro,0.07154391940477516,649
2107UNHS-0291_Br6432_Mid_Bulk,Oligo,0.1304694239420425,649
2107UNHS-0291_Br6432_Mid_Bulk,OPC,0.09575506934296651,649
2107UNHS-0291_Br6432_Mid_Bulk,Excit,0.2716396793459619,649
2107UNHS-0291_Br6432_Mid_Bulk,Inhib,0.19637431469419686,649
2107UNHS-0291_Br6432_Mid_Cyto,Astro,0.1261872592531503,649
2107UNHS-0291_Br6432_Mid_Cyto,EndoMural,0.11562575316322939,649
2107UNHS-0291_Br6432_Mid_Cyto,Micro,0.09214172707163552,649
2107UNHS-0291_Br6432_Mid_Cyto,Oligo,0.09736383970242264,649
2107UNHS-0291_Br6432_Mid_Cyto,OPC,0.08175261043517247,649
2107UNHS-0291_Br6432_Mid_Cyto,Excit,0.29748078621582175,649
2107UNHS-0291_Br6432_Mid_Cyto,Inhib,0.18944802415856793,649
2107UNHS-0291_Br6432_Mid_Nuc,Astro,0.1188819062160963,649
2107UNHS-0291_Br6432_Mid_Nuc,EndoMural,0.13187637995242443,649
2107UNHS-0291_Br6432_Mid_Nuc,Micro,0.06838345326350001,649
2107UNHS-0291_Br6432_Mid_Nuc,Oligo,0.1087513628399224,649
2107UNHS-0291_Br6432_Mid_Nuc,OPC,0.0899005181518595,649
2107UNHS-0291_Br6432_Mid_Nuc,Excit,0.2865771275615239,649
2107UNHS-0291_Br6432_Mid_Nuc,Inhib,0.19562925201467346,649
2107UNHS-0291_Br6471_Ant_Bulk,Astro,0.041948731216096186,649
2107UNHS-0291_Br6471_Ant_Bulk,EndoMural,0.08689462619288064,649
2107UNHS-0291_Br6471_Ant_Bulk,Micro,0.04645683304951116,649
2107UNHS-0291_Br6471_Ant_Bulk,Oligo,0.2867172310751831,649
2107UNHS-0291_Br6471_Ant_Bulk,OPC,0.04681544336577179,649
2107UNHS-0291_Br6471_Ant_Bulk,Excit,0.26839568522126794,649
2107UNHS-0291_Br6471_Ant_Bulk,Inhib,0.22277144987928915,649
2107UNHS-0291_Br6471_Ant_Cyto,Astro,0.0497340833707735,649
2107UNHS-0291_Br6471_Ant_Cyto,EndoMural,0.08369938183756957,649
2107UNHS-0291_Br6471_Ant_Cyto,Micro,0.06905989697646568,649
2107UNHS-0291_Br6471_Ant_Cyto,Oligo,0.2778877542763463,649
2107UNHS-0291_Br6471_Ant_Cyto,OPC,0.04517664500855349,649
2107UNHS-0291_Br6471_Ant_Cyto,Excit,0.29217783772795697,649
2107UNHS-0291_Br6471_Ant_Cyto,Inhib,0.1822644008023345,649
2107UNHS-0291_Br6471_Ant_Nuc,Astro,0.042733589164714224,649
2107UNHS-0291_Br6471_Ant_Nuc,EndoMural,0.11101690777930216,649
2107UNHS-0291_Br6471_Ant_Nuc,Micro,0.046415623522846956,649
2107UNHS-0291_Br6471_Ant_Nuc,Oligo,0.23739534153707975,649
2107UNHS-0291_Br6471_Ant_Nuc,OPC,0.04827067043345647,649
2107UNHS-0291_Br6471_Ant_Nuc,Excit,0.2847644187766779,649
2107UNHS-0291_Br6471_Ant_Nuc,Inhib,0.22940344878592253,649
2107UNHS-0293_Br2720_Mid_Bulk,Astro,0.11053097562732438,649
2107UNHS-0293_Br2720_Mid_Bulk,EndoMural,0.067336971046368,649
2107UNHS-0293_Br2720_Mid_Bulk,Micro,0.06326426983521323,649
2107UNHS-0293_Br2720_Mid_Bulk,Oligo,0.2075743851210909,649
2107UNHS-0293_Br2720_Mid_Bulk,OPC,0.046194165911149304,649
2107UNHS-0293_Br2720_Mid_Bulk,Excit,0.325613000009034,649
2107UNHS-0293_Br2720_Mid_Bulk,Inhib,0.1794862324498202,649
2107UNHS-0293_Br2720_Mid_Cyto,Astro,0.08557897216067271,649
2107UNHS-0293_Br2720_Mid_Cyto,EndoMural,0.06898848103931425,649
2107UNHS-0293_Br2720_Mid_Cyto,Micro,0.07196440481350083,649
2107UNHS-0293_Br2720_Mid_Cyto,Oligo,0.188889946354706,649
2107UNHS-0293_Br2720_Mid_Cyto,OPC,0.04652116074498244,649
2107UNHS-0293_Br2720_Mid_Cyto,Excit,0.322842489558577,649
2107UNHS-0293_Br2720_Mid_Cyto,Inhib,0.21521454532824674,649
2107UNHS-0293_Br6432_Ant_Bulk,Astro,0.14807398782969455,649
2107UNHS-0293_Br6432_Ant_Bulk,EndoMural,0.07385765413552511,649
2107UNHS-0293_Br6432_Ant_Bulk,Micro,0.05809055098564371,649
2107UNHS-0293_Br6432_Ant_Bulk,Oligo,0.14122354491230935,649
2107UNHS-0293_Br6432_Ant_Bulk,OPC,0.07597280879687428,649
2107UNHS-0293_Br6432_Ant_Bulk,Excit,0.331181381148532,649
2107UNHS-0293_Br6432_Ant_Bulk,Inhib,0.17160007219142104,649
2107UNHS-0293_Br6432_Ant_Cyto,Astro,0.14090960746199094,649
2107UNHS-0293_Br6432_Ant_Cyto,EndoMural,0.07320617813676081,649
2107UNHS-0293_Br6432_Ant_Cyto,Micro,0.0678445701422803,649
2107UNHS-0293_Br6432_Ant_Cyto,Oligo,0.11469693169933078,649
