"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"27","ENSG00000028137","hurdle",2.72327495893096e-312,-2.887818,-1.232932,1.654886,0.604
"776","ENSG00000189221","hurdle",6.03380092776927e-166,-2.0463919,-0.5973557,1.4490362,0.603
"732","ENSG00000183943","hurdle",9.42387195439733e-178,-2.2858441,-0.8142437,1.4716004,0.603
"784","ENSG00000196924","hurdle",9.76626882553816e-180,-1.9383559,-0.5042906,1.4340653,0.602
"656","ENSG00000171729","hurdle",3.6892233243518e-206,-2.5432137,-0.9877455,1.5554682,0.602
"181","ENSG00000105854","hurdle",8.75075930376905e-114,-1.5374939,-0.4603767,1.0771172,0.602
"93","ENSG00000080200","hurdle",7.82806125813745e-96,-0.8742123,-0.1465142,0.7276981,0.602
"683","ENSG00000175183","hurdle",1.01458734552911e-163,-2.2219673,-0.8596415,1.3623258,0.601
"501","ENSG00000152049","hurdle",2.20400314442142e-246,-2.7548809,-0.9864197,1.7684612,0.601
"399","ENSG00000137507","hurdle",0,-3.287011,-1.376627,1.910384,0.601
"340","ENSG00000130202","hurdle",4.59470432076182e-183,-2.3782884,-0.9420537,1.4362347,0.601
"773","ENSG00000189129","hurdle",0,-3.051781,-1.250329,1.801452,0.6
"758","ENSG00000187244","hurdle",0,-3.127325,-1.317087,1.810238,0.6
"715","ENSG00000181381","hurdle",1.57516784939428e-188,-2.3586652,-0.7543483,1.6043169,0.6
"514","ENSG00000153179","hurdle",4.14702296850593e-114,-1.3855603,-0.2397865,1.1457738,0.6
"470","ENSG00000146966","hurdle",1.3638722620817e-91,-0.5606279,0.3757307,0.9363586,0.6
"208","ENSG00000110092","hurdle",1.19207026764195e-186,-2.4664509,-0.9837718,1.4826791,0.6
"157","ENSG00000102760","hurdle",1.68573141501815e-145,-1.7580233,-0.4079651,1.3500582,0.6
"845","ENSG00000233927","hurdle",2.64835819692364e-85,0.5236197,1.3329087,0.809289,0.599
"711","ENSG00000179604","hurdle",4.41857599290033e-154,-2.1286022,-0.9254444,1.2031578,0.599
"677","ENSG00000173918","hurdle",0,-3.116913,-1.271164,1.845749,0.599
"582","ENSG00000164111","hurdle",6.69700553143465e-110,-1.6711686,-0.6710528,1.0001158,0.599
"575","ENSG00000163762","hurdle",0,-3.26948,-1.228223,2.041257,0.599
"45","ENSG00000059378","hurdle",1.93576397239482e-217,-2.654927,-1.044557,1.61037,0.599
"697","ENSG00000177409","hurdle",0,-3.093361,-1.285766,1.807595,0.598
"546","ENSG00000160888","hurdle",2.13117343717957e-253,-1.967575,-0.2855214,1.6820536,0.598
"227","ENSG00000112214","hurdle",0,-3.232794,-1.109459,2.123335,0.598
"204","ENSG00000108622","hurdle",0,-3.255708,-1.248739,2.006969,0.598
"794","ENSG00000197879","hurdle",7.00122478406581e-184,-2.548023,-1.163868,1.384155,0.597
"558","ENSG00000162733","hurdle",1.36852582347898e-124,-1.724178,-0.755477,0.968701,0.597
"400","ENSG00000137628","hurdle",6.20130341512565e-222,-2.752193,-1.153416,1.598777,0.597
"150","ENSG00000101608","hurdle",1.83463941177868e-274,-2.860541,-1.237656,1.622885,0.597
"65","ENSG00000069869","hurdle",8.42153269604046e-142,-2.0299112,-0.6689244,1.3609868,0.597
"10","ENSG00000010278","hurdle",1.06186797319376e-137,-2.150498,-0.962762,1.187736,0.597
"843","ENSG00000231607","hurdle",4.45598668895968e-58,1.059606,1.572356,0.51275,0.596
"624","ENSG00000168309","hurdle",8.53141212593845e-112,-1.5593351,-0.4186538,1.1406813,0.596
"560","ENSG00000162804","hurdle",1.6859328699901e-67,0.5956058,1.2006448,0.605039,0.596
"502","ENSG00000152104","hurdle",4.47437945238358e-75,-0.3596878,0.3622654,0.7219532,0.596
"359","ENSG00000132622","hurdle",0,-3.12686,-1.330481,1.796379,0.596
"326","ENSG00000128284","hurdle",0,-3.257232,-1.354224,1.903008,0.596
"273","ENSG00000118257","hurdle",1.98735349869089e-78,-0.562589,0.2173386,0.7799276,0.596
"179","ENSG00000105699","hurdle",3.08939169685012e-264,-2.826589,-1.119596,1.706993,0.596
"868","ENSG00000267107","hurdle",0,-3.260539,-1.234505,2.026034,0.595
"332","ENSG00000129467","hurdle",0,-3.239806,-1.427892,1.811914,0.595
"55","ENSG00000067082","hurdle",1.22413046397924e-88,-0.995701444,0.009134177,1.004835621,0.595
"645","ENSG00000170385","hurdle",2.49667536800567e-159,-2.0308883,-0.6646772,1.3662111,0.594
"455","ENSG00000143772","hurdle",5.03850436903882e-87,-1.02991122,0.05234559,1.08225681,0.594
"376","ENSG00000135048","hurdle",6.84932721351163e-73,0.01976777,0.93386326,0.91409549,0.594
"250","ENSG00000115170","hurdle",3.60371063718584e-101,-0.3991281,0.7109281,1.1100562,0.594
"109","ENSG00000089159","hurdle",5.11172820530941e-212,-2.583104,-1.100826,1.482278,0.594
"764","ENSG00000187800","hurdle",0,-3.271788,-1.538175,1.733613,0.593
"760","ENSG00000187498","hurdle",3.56295947595327e-94,-1.21578184,0.02762459,1.24340643,0.593
"731","ENSG00000183888","hurdle",0,-3.281574,-1.397619,1.883955,0.593
"130","ENSG00000100097","hurdle",7.23097920202599e-74,-1.0441982,-0.3052205,0.7389777,0.593
"71","ENSG00000072274","hurdle",3.14109264484671e-123,-0.1101281,1.0553418,1.1654699,0.593
"793","ENSG00000197747","hurdle",4.39978829071411e-288,-3.040367,-1.24715,1.793217,0.592
"786","ENSG00000197142","hurdle",5.11961607673748e-316,-2.9766456,-0.9824497,1.9941959,0.592
"642","ENSG00000169908","hurdle",0,-3.265897,-1.303816,1.962081,0.592
"549","ENSG00000161791","hurdle",8.75017047167615e-70,-0.640356,0.2156116,0.8559676,0.592
"532","ENSG00000157601","hurdle",1.70150980206949e-147,-1.8156966,-0.4835686,1.332128,0.592
"529","ENSG00000157483","hurdle",2.03164878827015e-82,-0.6040756,0.5328435,1.1369191,0.592
"228","ENSG00000112343","hurdle",2.30522955240908e-302,-3.103832,-1.499839,1.603993,0.592
"176","ENSG00000105483","hurdle",9.94491516245381e-179,-2.2388017,-0.8791922,1.3596095,0.592
"64","ENSG00000069702","hurdle",2.12404460050303e-107,-1.6329194,-0.3920792,1.2408402,0.592
"799","ENSG00000198467","hurdle",3.11860708120896e-253,-2.701011,-0.890307,1.810704,0.591
"323","ENSG00000128016","hurdle",0,-3.1455512,-0.9165795,2.2289717,0.591
"253","ENSG00000115267","hurdle",1.41323937358993e-255,-2.913616,-1.147477,1.766139,0.591
"859","ENSG00000251493","hurdle",0,-3.294292,-1.57357,1.720722,0.59
"630","ENSG00000168575","hurdle",7.53436683549363e-93,1.304766,2.199233,0.894467,0.59
"566","ENSG00000163191","hurdle",0,-3.212453,-1.488534,1.723919,0.59
"523","ENSG00000155366","hurdle",6.07248778487789e-266,-2.985247,-1.43873,1.546517,0.59
"381","ENSG00000135547","hurdle",1.30473800251772e-229,-2.908818,-1.367969,1.540849,0.59
"225","ENSG00000111859","hurdle",5.29153358169798e-69,-0.600606,0.1906288,0.7912348,0.59
"177","ENSG00000105538","hurdle",1.37664207493718e-200,-2.560354,-1.032193,1.528161,0.59
"120","ENSG00000096060","hurdle",1.93021350024509e-79,-0.8594799,-0.1317829,0.727697,0.59
"733","ENSG00000183963","hurdle",7.38944520225295e-271,-3.021255,-1.420712,1.600543,0.589
"691","ENSG00000176435","hurdle",1.00511809928244e-289,-3.037092,-1.338916,1.698176,0.589
"497","ENSG00000151414","hurdle",5.01367952045041e-60,-0.5530053,0.1514211,0.7044264,0.589
"426","ENSG00000139567","hurdle",0,-3.277445,-1.581555,1.69589,0.589
"256","ENSG00000115594","hurdle",1.13263517569629e-276,-3.020393,-1.183482,1.836911,0.589
"522","ENSG00000155324","hurdle",1.14393592424963e-64,-0.44936873,0.06901914,0.51838787,0.588
"445","ENSG00000142694","hurdle",0,-3.269223,-1.583559,1.685664,0.588
"258","ENSG00000115825","hurdle",1.01750558146739e-76,-1.2381747,-0.3403549,0.8978198,0.588
"31","ENSG00000043355","hurdle",2.88025837619221e-231,-2.953612,-1.426093,1.527519,0.588
"820","ENSG00000205730","hurdle",1.44476607933629e-204,-2.78131,-1.279258,1.502052,0.587
"688","ENSG00000176014","hurdle",6.07124887690451e-207,-2.817944,-1.337225,1.480719,0.587
"393","ENSG00000136830","hurdle",9.07669251196001e-162,-2.627572,-1.25511,1.372462,0.587
"87","ENSG00000077942","hurdle",5.90853551532357e-237,-2.894718,-1.065402,1.829316,0.587
"767","ENSG00000188338","hurdle",1.15909425732211e-268,-3.067512,-1.503627,1.563885,0.586
"660","ENSG00000172159","hurdle",4.39078470126189e-55,0.5943391,1.3809534,0.7866143,0.586
"552","ENSG00000162551","hurdle",1.42974648603639e-195,-2.6265873,-0.7386387,1.8879486,0.586
"478","ENSG00000148429","hurdle",1.59992268858402e-70,-0.2925984,0.612434,0.9050324,0.586
"284","ENSG00000120279","hurdle",0,-3.272815,-1.456976,1.815839,0.586
"264","ENSG00000116815","hurdle",3.36431475953565e-146,-2.501234,-1.156394,1.34484,0.586
"233","ENSG00000112576","hurdle",3.62702674239488e-56,-0.3116343,0.4038075,0.7154418,0.586
"158","ENSG00000102935","hurdle",1.75003949641735e-68,-0.8756743,-0.08847064,0.78720366,0.586
"390","ENSG00000136205","hurdle",2.34878481625639e-91,-1.3235234,-0.6394527,0.6840707,0.585
"315","ENSG00000126458","hurdle",1.20178769091151e-244,-3.024928,-1.563651,1.461277,0.585
"235","ENSG00000112782","hurdle",3.50292216453007e-104,-1.725232,-0.41776,1.307472,0.585
"808","ENSG00000204131","hurdle",2.48358878510952e-77,-1.3917528,-0.4420878,0.949665,0.584
"696","ENSG00000177374","hurdle",0,-3.195556,-1.569594,1.625962,0.584
"373","ENSG00000134871","hurdle",3.61362527899258e-64,-0.5188313,0.1538279,0.6726592,0.584
"83","ENSG00000076555","hurdle",2.05239661250548e-75,-1.284031,-0.5862673,0.6977637,0.584
"734","ENSG00000184005","hurdle",9.78787754070784e-144,1.66417,2.761802,1.097632,0.583
"430","ENSG00000140545","hurdle",2.93739725659001e-91,-1.7351951,-0.9292604,0.8059347,0.583
"367","ENSG00000133639","hurdle",9.04059600145602e-70,-1.3925201,-0.5683045,0.8242156,0.583
"333","ENSG00000129538","hurdle",1.41384301059722e-129,-2.260666,-0.947203,1.313463,0.583
"255","ENSG00000115468","hurdle",1.05132343826747e-73,-1.374494,-0.641538,0.732956,0.583
"104","ENSG00000086062","hurdle",7.10766147314219e-135,-2.2030004,-0.8048656,1.3981348,0.583
"835","ENSG00000214063","hurdle",5.05500279005793e-185,-2.864019,-1.520797,1.343222,0.582
"434","ENSG00000140853","hurdle",2.69345699142193e-242,-3.016947,-1.404685,1.612262,0.582
"194","ENSG00000107263","hurdle",4.99461329914839e-46,0.7522178,1.4132054,0.6609876,0.582
"174","ENSG00000105227","hurdle",6.69977724091847e-287,-3.122456,-1.497948,1.624508,0.582
"720","ENSG00000182185","hurdle",3.80863072849651e-53,0.1278321,0.8756361,0.747804,0.581
"491","ENSG00000150093","hurdle",2.27478660687653e-44,0.05429227,0.60892985,0.55463758,0.581
"368","ENSG00000133789","hurdle",6.78592064086662e-60,-0.9681467,-0.2863368,0.6818099,0.581
"180","ENSG00000105835","hurdle",3.39020932650185e-87,-0.6385346,0.3449917,0.9835263,0.581
"116","ENSG00000091592","hurdle",4.40086068016266e-140,-2.448788,-1.119596,1.329192,0.581
"867","ENSG00000266714","hurdle",5.2523978606949e-94,-2.068849,-1.041801,1.027048,0.58
"614","ENSG00000166979","hurdle",3.96651124265674e-48,0.005463856,0.659772156,0.6543083,0.58
"448","ENSG00000142910","hurdle",0,-3.267687,-1.700423,1.567264,0.58
"302","ENSG00000124205","hurdle",5.76199432255135e-296,-3.178614,-1.532359,1.646255,0.58
"163","ENSG00000103710","hurdle",3.83903780088586e-253,-3.076226,-1.634564,1.441662,0.58
"671","ENSG00000173530","hurdle",9.88131291682493e-324,-3.225816,-1.482914,1.742902,0.579
"121","ENSG00000096433","hurdle",2.78369884870474e-239,-3.039274,-1.477317,1.561957,0.579
"66","ENSG00000070526","hurdle",0,-3.236045,-1.607816,1.628229,0.579
"38","ENSG00000051108","hurdle",6.7491072801962e-84,-0.7924051,0.170564,0.9629691,0.579
"703","ENSG00000177954","hurdle",3.07666841693859e-60,-0.2499452,0.469043,0.7189882,0.578
"457","ENSG00000143842","hurdle",3.26448761712308e-112,-2.342267,-1.134203,1.208064,0.578
"416","ENSG00000138449","hurdle",2.39467845271123e-197,-2.968095,-1.526567,1.441528,0.578
"325","ENSG00000128274","hurdle",0,-3.25952,-1.709144,1.550376,0.578
"324","ENSG00000128052","hurdle",8.68441993807838e-287,-3.178133,-1.488534,1.689599,0.578
"165","ENSG00000104267","hurdle",9.7263054428286e-72,-1.4998056,-0.5515426,0.948263,0.578
"58","ENSG00000068028","hurdle",1.01291961652402e-126,-2.350511,-1.188047,1.162464,0.578
"44","ENSG00000057704","hurdle",2.46297101239421e-80,-1.251083,-0.130318,1.120765,0.578
"759","ENSG00000187479","hurdle",1.00666709096154e-151,-2.6023397,-0.9178426,1.6844971,0.577
"727","ENSG00000183255","hurdle",2.56449473761175e-92,-1.1940352,-0.2765817,0.9174535,0.577
"392","ENSG00000136826","hurdle",1.56681691203499e-297,-3.190453,-1.367969,1.822484,0.577
"357","ENSG00000132475","hurdle",3.77681970702276e-45,0.2402004,0.8149597,0.5747593,0.577
"747","ENSG00000185339","hurdle",1.73118311443423e-209,-2.983775,-1.553799,1.429976,0.576
"612","ENSG00000166801","hurdle",1.65236910655604e-212,-3.0476,-1.661817,1.385783,0.576
"563","ENSG00000162998","hurdle",1.20977214827866e-107,-2.355262,-1.20029,1.154972,0.576
"410","ENSG00000138074","hurdle",1.01848350194594e-224,-2.3453696,-0.9382038,1.4071658,0.576
"88","ENSG00000078401","hurdle",3.64577121338324e-281,-3.004951,-1.126881,1.87807,0.576
"84","ENSG00000076706","hurdle",1.5277761118918e-138,-2.1499082,-0.7645385,1.3853697,0.576
"684","ENSG00000175445","hurdle",2.60852426238581e-101,-2.185609,-1.122506,1.063103,0.575
"655","ENSG00000171608","hurdle",1.80895374023077e-79,-1.8314043,-0.8189557,1.0124486,0.575
"650","ENSG00000171115","hurdle",1.433415126081e-265,-3.162821,-1.553799,1.609022,0.575
"646","ENSG00000170412","hurdle",5.207938667672e-251,-3.144376,-1.711333,1.433043,0.575
"608","ENSG00000166510","hurdle",6.10778320412568e-117,-1.603631,-1.026732,0.576899,0.575
"384","ENSG00000135899","hurdle",9.40034206029267e-117,-2.486118,-1.267939,1.218179,0.575
"289","ENSG00000120913","hurdle",1.94969918810547e-114,-2.48895,-1.376627,1.112323,0.575
"828","ENSG00000213626","hurdle",2.82930607697332e-68,-1.3294548,-0.7805343,0.5489205,0.574
"709","ENSG00000179348","hurdle",1.34022382281066e-236,-3.123151,-1.624218,1.498933,0.574
"687","ENSG00000175984","hurdle",1.06336994424045e-110,-2.421056,-1.20029,1.220766,0.574
"567","ENSG00000163430","hurdle",2.56550028879342e-64,-1.6121361,-0.7920695,0.8200666,0.574
"487","ENSG00000149451","hurdle",8.70492795908939e-207,-3.009652,-1.659703,1.349949,0.574
"122","ENSG00000096696","hurdle",3.16766532392322e-274,-3.178133,-1.579555,1.598578,0.574
"778","ENSG00000196159","hurdle",9.07036712223397e-77,-1.7214592,-0.7851373,0.9363219,0.573
"634","ENSG00000168994","hurdle",6.34983056983289e-178,-2.961663,-1.599685,1.361978,0.573
"429","ENSG00000140455","hurdle",1.60307756912743e-49,-1.070578,-0.3728976,0.6976804,0.573
"147","ENSG00000101331","hurdle",3.62145235728548e-160,-2.853033,-1.57357,1.279463,0.573
"847","ENSG00000235750","hurdle",4.15388832982743e-289,-3.230298,-1.760341,1.469957,0.572
"831","ENSG00000213722","hurdle",2.64032334373091e-186,-3.008155,-1.683137,1.325018,0.572
"830","ENSG00000213719","hurdle",1.85781649834448e-298,-3.245843,-1.755816,1.490027,0.572
"473","ENSG00000147403","hurdle",6.31589932457361e-42,0.2325307,0.7992872,0.5667565,0.572
"113","ENSG00000090924","hurdle",3.03603884489323e-215,-3.100181,-1.744566,1.355615,0.572
"670","ENSG00000173269","hurdle",1.31506822383933e-217,-3.074882,-1.649175,1.425707,0.571
"396","ENSG00000137273","hurdle",7.31576698135784e-257,-3.199212,-1.801714,1.397498,0.571
"226","ENSG00000112033","hurdle",2.93249114800211e-73,-0.3667977,0.5170391,0.8838368,0.571
"723","ENSG00000182718","hurdle",6.72679101479211e-206,-3.09654,-1.713525,1.383015,0.57
"604","ENSG00000165816","hurdle",8.92633733697669e-173,-2.894323,-1.557732,1.336591,0.57
"598","ENSG00000165029","hurdle",8.569838759721e-51,-1.236671,-0.5330362,0.7036348,0.57
"214","ENSG00000111058","hurdle",2.34699564627053e-49,-1.2230835,-0.5466494,0.6764341,0.57
"184","ENSG00000105971","hurdle",8.26745812899781e-94,-2.238175,-1.3457,0.892475,0.57
"100","ENSG00000084207","hurdle",1.11845846336682e-68,-1.57279,-0.7577371,0.8150529,0.57
"39","ENSG00000051523","hurdle",5.03192706668307e-186,-3.050899,-1.731181,1.319718,0.57
"1","ENSG00000000938","hurdle",0,-3.281316,-1.799384,1.481932,0.57
"451","ENSG00000143384","hurdle",3.3100828190891e-137,-1.8648901,-0.6384112,1.2264789,0.569
"388","ENSG00000136111","hurdle",7.77698720755434e-39,0.8955683,1.6006394,0.7050711,0.569
"219","ENSG00000111331","hurdle",2.75038467564794e-222,-3.138748,-1.74009,1.398658,0.569
"192","ENSG00000106823","hurdle",1.56478364058406e-89,-2.315564,-1.251921,1.063643,0.569
"11","ENSG00000010319","hurdle",9.10390062309373e-319,-3.272044,-1.44965,1.822394,0.569
"824","ENSG00000213064","hurdle",2.38234147680098e-94,-2.477212,-1.418922,1.05829,0.568
"806","ENSG00000203867","hurdle",1.40107109565284e-57,-0.7917149,-0.1354516,0.6562633,0.568
"735","ENSG00000184060","hurdle",3.74765755974709e-86,-2.340112,-1.317087,1.023025,0.568
"443","ENSG00000142279","hurdle",5.77659711009236e-86,-2.323257,-1.293943,1.029314,0.568
"295","ENSG00000123094","hurdle",5.34030325681359e-41,-0.397027,0.3076515,0.7046785,0.568
"775","ENSG00000189184","hurdle",8.26455544308652e-141,-2.87431,-1.678848,1.195462,0.567
"666","ENSG00000172716","hurdle",5.11744734051903e-179,-3.036219,-1.636642,1.399577,0.567
"651","ENSG00000171223","hurdle",7.52092534552546e-115,-1.6237182,-0.3160043,1.3077139,0.567
"56","ENSG00000067182","hurdle",9.80207236372576e-113,-2.727343,-1.622157,1.105186,0.567
"40","ENSG00000051620","hurdle",2.36928458767706e-115,-2.748616,-1.653377,1.095239,0.567
"596","ENSG00000164867","hurdle",1.99135548427622e-274,-3.253932,-1.82049,1.433442,0.566
"274","ENSG00000118292","hurdle",2.23784891974492e-84,-2.311733,-1.26151,1.050223,0.566
"748","ENSG00000185404","hurdle",9.59119951379591e-105,-2.67838,-1.611899,1.066481,0.565
"672","ENSG00000173546","hurdle",2.24662624668701e-146,-2.940088,-1.737858,1.20223,0.565
"621","ENSG00000167775","hurdle",2.64237317253964e-106,-2.0425551,-0.9890725,1.0534826,0.565
"580","ENSG00000163909","hurdle",4.91856508730483e-288,-3.267943,-1.764879,1.503064,0.565
"579","ENSG00000163840","hurdle",5.16043676810807e-218,-3.17549,-1.837122,1.338368,0.565
"530","ENSG00000157510","hurdle",4.46442244855291e-91,-2.405063,-1.282508,1.122555,0.565
"462","ENSG00000145390","hurdle",4.72070805108279e-35,-0.2126374,0.4253841,0.6380215,0.565
"436","ENSG00000141682","hurdle",0,-3.295074,-1.687439,1.607635,0.565
"355","ENSG00000132274","hurdle",2.7430052235979e-99,-2.316226,-1.516964,0.799262,0.565
"316","ENSG00000126709","hurdle",8.04448679525483e-88,-2.019315,-1.021292,0.998023,0.565
"262","ENSG00000116678","hurdle",2.21168348051399e-43,-0.86184436,-0.08775967,0.77408469,0.565
"247","ENSG00000114353","hurdle",1.50811627338762e-48,-0.6696038,-0.01566883,0.65393497,0.565
"224","ENSG00000111846","hurdle",1.11517814457877e-94,-2.487309,-1.3288,1.158509,0.565
"22","ENSG00000024422","hurdle",9.0414146043738e-114,-2.751298,-1.622157,1.129141,0.565
"858","ENSG00000250722","hurdle",1.91885047780961e-55,-1.7090688,-0.9758572,0.7332116,0.564
"423","ENSG00000138835","hurdle",6.18862668706794e-100,-2.302527,-1.228223,1.074304,0.564
"863","ENSG00000258498","hurdle",4.71972676739279e-267,-3.264108,-1.946301,1.317807,0.563
"751","ENSG00000185585","hurdle",1.10774649862442e-203,-3.171893,-1.903133,1.26876,0.563
"493","ENSG00000150630","hurdle",3.78708605049554e-143,-2.7275186,-0.7120995,2.0154191,0.563
"106","ENSG00000087303","hurdle",6.76690243575352e-132,-2.906824,-1.676708,1.230116,0.563
"57","ENSG00000068001","hurdle",6.25603444369896e-179,-2.935405,-1.6201,1.315305,0.563
"32","ENSG00000043462","hurdle",2.98456378600221e-100,-2.652753,-1.585565,1.067188,0.563
"486","ENSG00000149257","hurdle",7.73629104155071e-144,-2.58183,-1.825223,0.756607,0.562
"330","ENSG00000128917","hurdle",1.17472333246411e-228,-3.203857,-1.693917,1.50994,0.562
"299","ENSG00000123358","hurdle",3.78652149382898e-56,-0.6401075,0.351297,0.9914045,0.562
"216","ENSG00000111145","hurdle",7.47094872778504e-56,-1.869252,-1.018579,0.850673,0.562
"155","ENSG00000102699","hurdle",9.4918626801893e-63,-2.172132,-1.302166,0.869966,0.562
"154","ENSG00000102362","hurdle",1.9838963832341e-110,-2.6936,-1.649175,1.044425,0.562
"99","ENSG00000084093","hurdle",1.07881912969916e-93,-2.599116,-1.565629,1.033487,0.562
"80","ENSG00000075426","hurdle",1.44559175054728e-48,-1.449949,-0.591297,0.858652,0.562
"827","ENSG00000213625","hurdle",2.60543884783869e-48,-1.727783,-1.01182,0.715963,0.561
"795","ENSG00000198075","hurdle",1.93854181455253e-158,-3.045404,-1.806385,1.239019,0.561
"762","ENSG00000187608","hurdle",1.10480632170775e-104,-2.448208,-1.349103,1.099105,0.561
"285","ENSG00000120318","hurdle",7.74768140735837e-79,-2.405203,-1.404685,1.000518,0.561
"276","ENSG00000118523","hurdle",1.59909452407271e-119,-2.687424,-1.424297,1.263127,0.561
"271","ENSG00000117461","hurdle",1.53790859716404e-90,-0.1382797,1.2845822,1.4228619,0.561
"173","ENSG00000105137","hurdle",1.02345252584372e-261,-3.268455,-1.99346,1.274995,0.561
"126","ENSG00000099954","hurdle",1.95628240037842e-35,-0.9912043,-0.4366461,0.5545582,0.561
"98","ENSG00000083444","hurdle",3.22964820885744e-71,-2.189846,-1.325444,0.864402,0.561
"644","ENSG00000170345","hurdle",9.08774860205748e-49,-1.2516527,-0.3720317,0.879621,0.56
"535","ENSG00000157978","hurdle",7.93623838787274e-81,-2.565378,-1.599685,0.965693,0.56
"349","ENSG00000131446","hurdle",1.4247854070181e-53,-1.6175078,-0.8560051,0.7615027,0.56
"311","ENSG00000125733","hurdle",2.99135790768784e-216,-3.227557,-2.047734,1.179823,0.56
"817","ENSG00000205364","hurdle",1.314587608029e-123,-2.911815,-1.676708,1.235107,0.559
"694","ENSG00000177076","hurdle",1.75153366411526e-85,-1.069128,0.111118,1.180246,0.559
"689","ENSG00000176046","hurdle",5.60661971257202e-146,-3.035348,-1.858792,1.176556,0.559
"609","ENSG00000166532","hurdle",6.71945615938786e-106,-0.2613665,1.4197202,1.6810867,0.559
"574","ENSG00000163638","hurdle",3.03827967337057e-59,-1.7924051,-0.8118935,0.9805116,0.559
"387","ENSG00000136098","hurdle",1.27565468662394e-51,-1.905529,-1.082297,0.823232,0.559
"118","ENSG00000092820","hurdle",1.76854873639356e-72,-2.008368,-1.418922,0.589446,0.559
"829","ENSG00000213694","hurdle",1.74878874297568e-102,-2.826589,-1.77629,1.050299,0.558
"816","ENSG00000204642","hurdle",3.51108145964571e-103,-2.875284,-1.875874,0.99941,0.558
"757","ENSG00000187193","hurdle",2.20399288088243e-109,-2.765684,-1.583559,1.182125,0.558
"648","ENSG00000170955","hurdle",7.0458820677497e-186,-3.17597,-1.97231,1.20366,0.558
"483","ENSG00000148841","hurdle",3.52593779649097e-166,-3.130812,-1.910658,1.220154,0.558
"395","ENSG00000137154","hurdle",6.36773859083434e-35,-0.7007088,-0.1539366,0.5467722,0.558
"280","ENSG00000119630","hurdle",1.53309956088974e-235,-3.258248,-2.020342,1.237906,0.558
"279","ENSG00000119121","hurdle",8.8123507924403e-85,-2.2817032,-0.9957257,1.2859775,0.558
"144","ENSG00000101230","hurdle",3.20836580406922e-123,-2.870029,-1.532359,1.33767,0.558
"838","ENSG00000221869","hurdle",2.19881537534383e-43,-1.75515,-1.00241,0.75274,0.557
"427","ENSG00000139679","hurdle",1.02628530429758e-40,-1.6249471,-0.9203721,0.704575,0.557
"211","ENSG00000110723","hurdle",2.92787394677365e-53,-1.6183234,-0.9394859,0.6788375,0.557
"6","ENSG00000006831","hurdle",3.18238422326266e-91,0.2307654,1.1418445,0.9110791,0.557
"849","ENSG00000240065","hurdle",5.10564566646849e-147,-3.109325,-1.996126,1.113199,0.556
"719","ENSG00000182118","hurdle",2.38901632664866e-74,-2.568685,-1.630417,0.938268,0.556
"662","ENSG00000172197","hurdle",8.30670475301719e-119,-2.915018,-1.731181,1.183837,0.556
"649","ENSG00000170989","hurdle",5.54230913411863e-144,-3.089284,-1.923286,1.165998,0.556
"619","ENSG00000167641","hurdle",3.46105348353056e-44,-1.667196,-1.143039,0.524157,0.556
"466","ENSG00000146477","hurdle",8.29460245028518e-112,-2.576431,-1.565629,1.010802,0.556
"142","ENSG00000101096","hurdle",7.74410044307041e-70,-2.330858,-1.350808,0.98005,0.556
"839","ENSG00000221963","hurdle",3.70807662538596e-133,-3.061509,-1.946301,1.115208,0.555
"616","ENSG00000167460","hurdle",1.49790952460792e-26,-0.3301562,0.2005575,0.5307137,0.555
"553","ENSG00000162591","hurdle",1.59149791328103e-113,-2.85054,-1.72012,1.13042,0.555
"442","ENSG00000142227","hurdle",2.81432966659544e-125,-3.024279,-1.969688,1.054591,0.555
"287","ENSG00000120889","hurdle",4.37698104101394e-90,-2.682469,-1.587573,1.094896,0.555
"170","ENSG00000104870","hurdle",2.06818134728481e-115,-2.998566,-1.985492,1.013074,0.555
"16","ENSG00000015133","hurdle",1.1906813546197e-54,-2.060289,-1.307123,0.753166,0.555
"875","ENSG00000287652","hurdle",3.38950629417019e-288,-3.309492,-2.067222,1.24227,0.554
"825","ENSG00000213203","hurdle",1.16685978339332e-209,-3.252159,-2.078478,1.173681,0.554
"790","ENSG00000197324","hurdle",9.44541608006212e-103,-2.947654,-1.977568,0.970086,0.554
"505","ENSG00000152518","hurdle",7.02917481175241e-55,-2.117143,-1.47918,0.637963,0.554
"446","ENSG00000142798","hurdle",8.45448143050858e-120,-2.958354,-1.783179,1.175175,0.554
"213","ENSG00000110852","hurdle",4.3417144789932e-264,-3.295335,-1.980205,1.31513,0.554
"383","ENSG00000135842","hurdle",5.9518883588869e-113,-2.89018,-1.607816,1.282364,0.553
"380","ENSG00000135424","hurdle",5.98976622373455e-39,-1.840607,-1.24715,0.593457,0.553
"312","ENSG00000125753","hurdle",3.99193338086552e-71,-2.620201,-1.731181,0.88902,0.553
"229","ENSG00000112378","hurdle",2.29387669147643e-104,-2.934186,-1.866088,1.068098,0.553
"220","ENSG00000111335","hurdle",3.27101503267974e-200,-3.249377,-2.09839,1.150987,0.553
"160","ENSG00000103241","hurdle",5.89643760543334e-280,-3.309756,-2.064422,1.245334,0.553
"833","ENSG00000213928","hurdle",4.64667558075314e-59,-2.405344,-1.587573,0.817771,0.552
