GeneSymbol	Inhib	Inhib.1	Inhib.2	Inhib.3	Inhib.4	Oligo	Oligo.1	Oligo.2	Oligo.3	Oligo.4	OPC	OPC.1	OPC.2	OPC.3	OPC.4	Excit	Excit.1	Excit.2	Excit.3	Excit.4	Astro	Astro.1	Astro.2	Astro.3	Astro.4	EndoMural	EndoMural.1	EndoMural.2	EndoMural.3	EndoMural.4	Micro	Micro.1	Micro.2	Micro.3	Micro.4
ENSG00000136750	54467.80103157668054337	54704.11586945459566778	55210.90819873878353974	55323.80820622068858938	54294.19107122061541304	1681.68491130095935659	1667.52278461865398640	1746.51294694591297230	1721.07256918615826180	1779.20967275499833704	1181.88623006462103149	1228.22786126884739133	1374.62702659587989729	1234.53833416663815115	1222.32317817968873896	2192.10319601903847797	2059.81075506119532292	2112.67114398005560361	2120.56197194120431959	2046.36832298882427494	1412.05372488157331645	1210.28121726897597910	1077.12364482813859468	1525.03597979266373841	1282.83169633594002335	1061.65647207980168787	1315.05085723794832120	1338.63364855615736815	1283.25491056198507067	1278.01447638406989427	1666.52734755495271202	1714.35015025725624582	1651.56180283850835622	1322.42284467207878151	1324.62600000285874557
ENSG00000150556	18097.56882396096989396	17651.57160748191017774	17447.23037330100851250	17810.79307009007970919	18052.40811782587115886	183.07112253513071209	176.30985476231325038	220.95909111440843731	199.31364735517050235	184.67277996551962360	381.08121046404863819	344.24034172122804875	301.43838656474088111	307.44929721334870010	459.82772640080111159	1825.41764388235196748	1653.20285909056451601	1710.79378875403403981	1770.99571479387850559	1724.73849163234422122	428.84345521779727051	408.56508473814432136	433.68830894162493905	486.49813090185733699	464.02795829722202825	195.21015580248732135	96.93459298873480634	160.20511251218363213	116.95414716640847530	264.68742392721236456	92.23441588284305226	133.73440669066269493	114.42360320248283756	48.26418668709231952	126.14453717252703768
ENSG00000189056	40803.87905135488108499	40678.88740172083635116	40978.30355327665893128	40416.77338033774867654	40027.65691405002144165	1408.47640590375408465	1170.32126353093303806	1444.36979836309592429	1359.85218510880599752	1230.69018555372554147	1654.49187922868804890	1541.45560620085439041	1185.30751216849375851	1616.57458339374625211	2223.39587522492502103	1612.74199808482876506	1620.16883344114603460	1711.40479928730974279	1631.20694885922671347	1535.88634315972785771	477.13764566292263680	570.21042112993518458	370.80441745394165309	418.16508871358593069	404.96404349869573025	766.25685586355905343	658.79856330720974711	782.33839247453124699	896.82354002817453420	880.06488466566077022	501.49575768390053554	855.74233324782312593	937.68917255689405010	632.10838897601797726	662.95463675349549248
ENSG00000144596	20925.97602293512682081	21208.26132237791898660	21023.86167433156515472	21097.82586466147040483	21326.28108748493832536	308.72636357135462504	230.44090729036130938	343.63790284118954332	317.29992812537369673	342.33481663863102540	221.77862398455974358	435.36869783555346203	378.41246642797335653	334.47259842831073229	321.07564215231144544	1075.26911390592294993	1030.16495724512265042	1093.71136552933285202	1044.02037456889570421	1071.37503825309318017	138.44314814869537145	198.87279538894262032	150.62929356606659326	239.24493357340051602	146.93342329200771701	1347.42387962735074325	1205.81756089101418183	1128.77319007969367703	1038.43095778687984421	1313.09857302872342188	352.78883225751076225	335.28815666080635083	227.75408500774673826	236.61193401642282197	450.33353103301101328
ENSG00000151136	70245.36993015177722555	70464.79533988250477705	70649.37525846355129033	70464.00323419980122708	70084.73478550367872231	762.19470389972855173	671.64566454672331020	683.01953742474290721	698.06145667087434958	785.84825755220197152	2917.58787693478780056	2963.05305025735378877	3093.64847157705389691	2920.35304131303337272	3263.01511959396202656	3481.94798914477178187	3327.36959464146457321	3474.36101019121906575	3379.64597122465920620	3296.77236068992260698	1512.15193733694945877	1866.40670999283270248	1615.23213309035395469	1491.16678008656799648	1697.60839582399353276	448.05571994373292455	518.89094657041664505	553.83384510939595202	632.55977225157926114	703.25147162220878272	768.36198944665761701	467.46925749007476725	672.43245960755530177	783.63061218391885632	552.93482983633066397
ENSG00000157404	29004.79639714338554768	29085.50979708649902022	28542.24202469992451370	29434.27707761626516003	29337.28479172904189909	771.95109743390730728	862.46493767157426191	837.05864630748283162	831.42168555808905239	815.86016243858432517	1512.51369422466609649	1626.61814164382030867	1226.29196087792047365	1578.18899520865966224	1416.30937979526015624	779.70463159394648756	721.48757474242665921	825.19432035966212879	792.09537745430282030	706.82737724364005771	717.00753884657228809	738.82291856240112793	587.44515406796392654	681.42375490057668230	615.58401754752776469	751.58355836007433481	722.92166086862573593	699.19502512605311040	825.01596187906102386	766.78337852970662425	283.49566035228849614	264.01719943769501242	379.12730486910510308	401.67063991233175102	331.80807596038641805
ENSG00000169330	7178.81022909975308721	7328.42139975834925281	7344.75221331729153462	7282.59726182806389261	7247.30387009957303235	266.94535790122336039	223.79812739908427943	237.67577220595751442	215.53577266507642207	287.65832252405857616	677.58249023047494575	731.58302408443398690	728.63833336489312842	691.75473835510126719	753.98986525926295599	922.71230069239504701	897.36504320986205130	927.81293266567809042	918.74653669456108673	887.08879223233520861	111.31185433859423028	80.45075502042452342	75.99133970848258457	127.47121019089271954	97.43420596538695122	47.77251130889619901	61.14085491049751653	80.97539600811066407	55.47113535862057887	44.64152212872385661	82.78722810931398612	116.01384300770804714	0.00000000000000000	150.87162326426121695	39.32672644329085188
ENSG00000029534	31655.14931516885189922	31702.16894592687822296	31746.74341959777666489	31485.83137019722562400	31298.66400840614733170	673.13533313672962777	662.95676701784282159	706.92630722736225835	686.74425362819749807	671.92578955964108900	1164.11161781653049729	1213.20313112789654042	982.76209427443859568	1140.69463353434957753	1149.91234090569355430	4137.72959987092690426	3985.47539852605450506	4000.83878415012486585	4005.39700421779934914	4009.82409297439380680	381.61520816450075699	465.59002671698800668	476.22723951910745654	482.74957059185652497	510.90351358235631096	797.16122288467727230	844.95683876193049855	758.57651560712633909	793.13943836095268125	756.74638313694424596	990.19670923429634968	1000.33845647325301798	953.79503677527100081	857.04320361964983022	1480.77423473085286787
ENSG00000181072	82579.31542340597661678	81540.81474322889698669	82214.84579914793721400	82357.47895811137277633	83623.87760202064237092	933.24703793011337893	851.87914484715327035	796.61023236651317347	871.38775288148940490	819.66752323670323221	1538.70419383251396539	2084.05170110269637007	1229.48250273757298601	1480.64408244141145587	1802.78589209158099038	11710.15373849019488262	11369.46338966562325368	11478.79517797795961087	11878.73086928179509414	11543.33577330077605438	580.25609165805860812	443.01932699403209881	412.51693266954981709	466.28423445270158254	460.89203270230314047	826.14927243479178287	832.45925113642090309	514.43531757591790665	768.13978967625428140	634.21339260847298647	387.98616628473837409	233.34777944164810037	447.94407391202275903	541.83286531998373903	255.56708322214888085
ENSG00000198785	33339.54778209402866196	33954.79420013297931291	33593.91072751127649099	34002.35942342312046094	33851.23814322543330491	705.17858473863952895	711.88338162851789548	719.13321591854423787	737.85380653992774569	730.00424958780752149	885.69615034688752075	568.55620433996091379	733.29614743663023546	1160.56140921223072837	698.51666378656591405	6525.23353492696878675	6448.89296744852799748	6663.62716463064498384	6396.26420504653287935	6401.99612919470837369	725.75699435201852339	692.53892855907542980	619.10640972082330791	690.80768324942596337	624.66784063396505644	586.40609421161627779	625.82837019590272121	394.98498750051697925	562.33862649433024217	713.28095901552376290	467.08512663602147086	552.21779975169295085	579.44594492685462228	400.87780114219549432	328.79009824951066321
