genesymbols	Inhib	Oligo	OPC	Excit	Astro	EndoMural	Micro
ENSG00000007402	8452.78061789789717295	311.14560381957295476	810.56224195978552416	2230.64836682525356082	603.27516476999096540	513.73630904579079015	153.66641703833300880
ENSG00000011083	1188.48739361371576706	730.88387319101070716	323.24810327856624781	8793.73328516312176362	501.48734945553712805	564.33424743524756195	731.89328824621259173
ENSG00000011426	1072.87163796289792117	17003.18370456241609645	475.46560882064920861	1281.00348476698059130	679.54703970488105824	516.18350406759736870	1144.95328883593356295
ENSG00000011465	2314.36027645613694403	399.27650053358206605	122.30604993441662032	411.29129535371367865	380.27825941382570818	19854.78646515306172660	381.39479602221706500
ENSG00000012124	164.03091135250977572	13405.54271492318548553	415.56255583528718489	457.50362369128026785	198.97813568569213771	203.63047405502686615	490.78453835224462409
ENSG00000013297	671.59806085692468969	20873.89038776947927545	569.38749559327402494	1375.88595374336364330	851.58257742696150672	1804.63860381073254757	1442.10998385358720952
ENSG00000029534	31656.14931516882643336	674.13533313672905933	1150.91234090569378168	4006.39700421779571116	477.22723951910700180	794.13943836095279494	991.19670923429669074
ENSG00000038427	2050.69425911262987938	2538.34241339040136154	112802.50090008419647347	1362.95262638497160879	9188.36736254348215880	1221.81950586224456856	916.86448651134435295
ENSG00000042980	939.70306359238031746	427.52963819756996600	174.84622643953539978	743.86482927275267230	220.36053037925162812	354.46878699710742922	61256.02686947573965881
ENSG00000054654	2165.95145466993426453	1571.61989668070941661	2694.84527189688742510	2361.61439532440454059	1329.95239530575940989	31358.69951127921012812	909.00379886658026862
ENSG00000059377	507.64944525402040654	788.50119703865038900	482.87126646767433158	396.99953093514523061	768.69943044955607547	584.79332561337946572	65275.07583503429486882
ENSG00000065320	1250.65845921666709728	275.21709754892623323	19786.91344159084474086	889.61108361991693982	1444.42939923835797345	3911.88008283251247121	246.33857610925673498
ENSG00000066248	3319.34681514480735132	3104.32455722021541078	972.87276229635995151	24402.66027422663319157	1869.82188302550753178	1647.74621418494871250	2092.06952877424737380
ENSG00000068078	207.71603570891940649	1475.39261701486657330	2010.38337098469810371	1460.36454226178034332	17879.37820246717092232	697.95218764912510778	1382.12174716218555659
ENSG00000069122	190.31351365387664032	729.35902670924167523	97.67271516561352485	2479.13142112389687099	322.84324348080389200	18370.95538991946523311	310.76656703886447985
ENSG00000072952	417.35322259179616822	1149.89417323195493736	629.01543549880511819	932.42166787785981796	17750.97686531264116638	3268.84668655962923367	1479.56801912139849264
ENSG00000074181	109.24777608941818130	338.77739902264130478	43.03299015215200995	450.52580988354037572	441.61417351076022442	20996.49478588803322054	116.88440096383632749
ENSG00000075461	5207.66357937972406944	368.10129828506455851	20123.83760697842080845	1191.84945192634063460	262.93502245563524866	434.79958155824022015	97.01461191037122944
ENSG00000077420	321.38218218758458988	823.19879021260669560	559.27188214240538855	343.22329749963688528	407.66260747102614914	1326.02824341857285617	115345.84560657360998448
ENSG00000080493	9419.25540327643466298	3956.81640773297067426	5028.83985451238004316	11377.99749435166268086	54221.93242798504070379	5768.51355576566584205	3821.38890895146005278
ENSG00000082074	141.61260127844815315	539.11424851357128318	324.36555270564662123	223.84941360400122790	250.30459693915841513	1399.29043730903777032	49495.36614469143387396
ENSG00000082438	2383.61236784243101283	1594.66806998091237801	644.84310595043098147	7736.14059962881674437	955.96918503371807674	68798.38504607460345142	1004.44387625582078272
ENSG00000085276	279.68006388660302264	995.14783065495544179	1325.28329922359193915	446.85616806055469397	390.40927411330898167	40364.88110250626050401	203.68112089260006314
ENSG00000085563	4037.27327400963486070	1750.28533472119875114	696.69448355882207125	7089.52219791533207172	563.15274927423126883	59867.50234174040087964	866.69811566023031446
ENSG00000086205	277.37017470006531994	16985.28053305655703298	517.82665694256638744	573.95644558341552965	418.05628713624435022	232.10847710215719530	693.20595585193075294
ENSG00000091513	2116.21693151126692101	55994.66481421369826421	3858.12278441897069570	4782.63237320621283288	4002.53697633823867363	2016.78455979563022993	3713.14525661424750069
ENSG00000101311	336.55626494506384461	251.42768202749240913	19860.03260681004394428	383.08362657785329475	106.92493092695318069	419.56291482886439326	80.33149989422462056
ENSG00000102755	1593.64079012628963028	1869.13685104373735157	246.26377788928292034	1100.34898444989084965	654.90164140848594343	96296.55058947594079655	3487.56485211949029690
ENSG00000103257	4645.43474440861973562	1297.72318377026840608	1838.59217140607597685	4819.91958767310734402	3018.81157101893086292	30429.30363722424590378	4228.27071271715067269
ENSG00000103740	219.74653128188504070	3199.70984137125697089	515.44647799805829891	671.51375135598425459	19514.13544160606761579	357.91939086387816360	1132.47806876022809774
ENSG00000105695	239.67496606078395871	14598.24092740515516198	392.72473318488067662	1347.58287469432752914	547.32243333553458342	370.70680635195679997	827.70575081924323513
ENSG00000106571	595.85787802980530614	1526.32931709891659011	550.50957059949575978	446.21617408460576826	24969.17352795061378856	3478.60419163777305585	1237.44444742530458825
ENSG00000107099	238.54054978724710168	941.42711941978097911	504.59382787096149059	464.99894524890714820	402.63435660422845785	2498.73205382075093439	109319.78334437892772257
