SAMPLE_ID,Dataset,BrNum,pos,library_prep,cell_type,method,mean_prop,median_prop,sd,rsd,Sample,RNAscope_prop,snRNA_prop,library_type,rna_extract,library_combo
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,Excit,hspe,0.39812685411076443,0.39571495338269125,0.059759264083403,0.15010106318218147,Br2720_mid,NA,0.11634805537244562,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,Inhib,Bisque,0.21126415620603534,0.21118775764527953,0.0027986404973740766,0.013247114643738728,Br2720_mid,NA,0.571193144363876,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,Inhib,hspe,0.17200086308544116,0.16683398209431372,0.03516722143506308,0.20445956377319932,Br2720_mid,NA,0.571193144363876,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,Micro,Bisque,0.11399873331249533,0.11399269902424987,6.602397222832599e-4,0.005791640863880471,Br2720_mid,NA,0.004943968358602505,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,Micro,hspe,0.03756301830251704,0.03709262440163812,0.00962653715953211,0.25627698716870817,Br2720_mid,NA,0.004943968358602505,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,OligoOPC,Bisque,0.23779566893930257,0.2377779237311886,0.002201663503082621,0.009258635840186798,Br2720_mid,NA,0.24588002636783124,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,OligoOPC,hspe,0.23410070651389128,0.22538506221389693,0.05422041454491336,0.2316114946953224,Br2720_mid,NA,0.24588002636783124,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Astro,Bisque,0.09910888117251922,0.0991216044169716,0.001699967381049551,0.017152523173886013,Br6432_ant,NA,0.04644808743169399,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Astro,hspe,0.07956849199745239,0.07408962660183836,0.028831727730555656,0.3623510639296618,Br6432_ant,NA,0.04644808743169399,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,EndoMural,Bisque,0.10765897553264124,0.10770021425441784,0.0014082072284706815,0.013080258487539903,Br6432_ant,NA,0.012636612021857924,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,EndoMural,hspe,0.09308456656139451,0.08955681248320185,0.024414790072293323,0.26228612297604026,Br6432_ant,NA,0.012636612021857924,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Excit,Bisque,0.10976079045289515,0.10984525990399066,0.0021292248389733802,0.01939877464609875,Br6432_ant,NA,0.06181693989071038,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Excit,hspe,0.3558700597625904,0.3512858140547644,0.058173256985880946,0.16346769105748807,Br6432_ant,NA,0.06181693989071038,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Inhib,Bisque,0.1703765670879152,0.17032022263424007,0.0023916117934518416,0.014037210834385208,Br6432_ant,NA,0.6168032786885246,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Inhib,hspe,0.1568805338402798,0.15354470861645544,0.033090701747039784,0.21092930357267559,Br6432_ant,NA,0.6168032786885246,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Micro,Bisque,0.08696425750869022,0.08692960483967974,7.601466963586477e-4,0.008740909405024096,Br6432_ant,NA,0.012636612021857924,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,Micro,hspe,0.03867412331455134,0.03841455180070962,0.009634715832129569,0.24912564284306496,Br6432_ant,NA,0.012636612021857924,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,OligoOPC,Bisque,0.4261305282453392,0.4261887747216807,0.0035790220648354854,0.00839888679079784,Br6432_ant,NA,0.2496584699453552,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,OligoOPC,hspe,0.27592222452373155,0.2656644777345041,0.05739785597503453,0.20802186585045399,Br6432_ant,NA,0.2496584699453552,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Astro,Bisque,0.12932332632299492,0.1292865530583009,0.0018225008266498977,0.014092591634227394,Br6432_ant,NA,0.04644808743169399,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Astro,hspe,0.09083798055282569,0.08486945747834365,0.03221185255240802,0.3546077571999261,Br6432_ant,NA,0.04644808743169399,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,EndoMural,Bisque,0.09799395826668428,0.09799077761157285,0.0014330527783435651,0.014623889101852625,Br6432_ant,NA,0.012636612021857924,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,EndoMural,hspe,0.08455397912631056,0.08137989479599092,0.022452886030412313,0.2655449957815844,Br6432_ant,NA,0.012636612021857924,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Excit,Bisque,0.19237685901376647,0.19245214606906644,0.0027122462821740313,0.014098609864401326,Br6432_ant,NA,0.06181693989071038,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Excit,hspe,0.407739572296152,0.4031657653620955,0.061164756365839824,0.15000937000398443,Br6432_ant,NA,0.06181693989071038,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Inhib,Bisque,0.15588439692263192,0.15586503272005248,0.0033859333900810875,0.021720797314702278,Br6432_ant,NA,0.6168032786885246,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Inhib,hspe,0.14973450444134814,0.14545682640868268,0.031217834025891653,0.20848791093518365,Br6432_ant,NA,0.6168032786885246,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Micro,Bisque,0.14737151003751922,0.14735974392031623,8.553074275917141e-4,0.005803750177859763,Br6432_ant,NA,0.012636612021857924,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,Micro,hspe,0.056878461645335276,0.05588602291137235,0.014270759687763129,0.2508991852970324,Br6432_ant,NA,0.012636612021857924,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,OligoOPC,Bisque,0.2770499494364034,0.27702587352675345,0.002489039113156724,0.008984080734250707,Br6432_ant,NA,0.2496584699453552,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,OligoOPC,hspe,0.21025550193802833,0.20094742306380659,0.047469054486732214,0.22576842959725954,Br6432_ant,NA,0.2496584699453552,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Astro,Bisque,0.11400667057127521,0.11398537023194846,0.0017645939590649627,0.015477988702088847,Br6432_ant,NA,0.04644808743169399,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Astro,hspe,0.08350543026480324,0.07783737481311576,0.030082145304193945,0.36024178557970127,Br6432_ant,NA,0.04644808743169399,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,EndoMural,Bisque,0.12963050162761294,0.1296737377764606,0.0013214716667120147,0.010194141425975354,Br6432_ant,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,EndoMural,hspe,0.10827185514979702,0.10446489673563528,0.027665668254837496,0.25552040478627897,Br6432_ant,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Excit,Bisque,0.15437275179681678,0.15446100795169732,0.002241187981613586,0.014518028314759885,Br6432_ant,NA,0.06181693989071038,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Excit,hspe,0.37964413641895406,0.37475970963628225,0.059142739378367275,0.15578467755682826,Br6432_ant,NA,0.06181693989071038,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Inhib,Bisque,0.15115782535959166,0.15109362034317653,0.002577579633255602,0.017052240776312826,Br6432_ant,NA,0.6168032786885246,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Inhib,hspe,0.15063902348360123,0.1465974140903304,0.03158641813305605,0.2096828391648104,Br6432_ant,NA,0.6168032786885246,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Micro,Bisque,0.10604392637625054,0.10601770433860178,6.924218717029085e-4,0.00652957595370575,Br6432_ant,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,Micro,hspe,0.039212429978771376,0.03854124592537178,0.009760807133689089,0.24892125121991535,Br6432_ant,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,OligoOPC,Bisque,0.34478832426845313,0.34485487911902696,0.0026600591195726276,0.007715049879419636,Br6432_ant,NA,0.2496584699453552,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,OligoOPC,hspe,0.2387271247040731,0.22869605991864228,0.050874556816702214,0.21310756739422249,Br6432_ant,NA,0.2496584699453552,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Astro,Bisque,0.10532277257402504,0.10532251095707887,0.0016992136334474713,0.01613339254104041,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Astro,hspe,0.11906418790281728,0.11240543993930963,0.03981437686452982,0.3343942252142782,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,EndoMural,Bisque,0.11034032387227144,0.11036832243835999,0.0017145313905485293,0.015538574932345214,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,EndoMural,hspe,0.10863349004320354,0.1046572929710392,0.02739844466582609,0.25220992766530587,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Excit,Bisque,0.07990723114170836,0.07998748863248908,0.0023180915910574113,0.02900978494607681,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Excit,hspe,0.34799196292216183,0.34307157987683246,0.05678072383842733,0.1631667678805787,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Inhib,Bisque,0.13372861975831407,0.13370102654562138,0.0025059073370946724,0.018738751223362396,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Inhib,hspe,0.1573249014272273,0.1539997302913012,0.032081284462169075,0.2039173975075312,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Micro,Bisque,0.11466326499926004,0.11467938616035436,0.001154575236396547,0.010069268796802514,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,Micro,hspe,0.05183241834019911,0.05081152495877525,0.012518732252315534,0.24152321371828633,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,OligoOPC,Bisque,0.45603778765442127,0.4561986781049065,0.004631686385985882,0.010156365352547726,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,OligoOPC,hspe,0.21515303936439092,0.20559782582440625,0.04386373966562498,0.2038722752660527,Br6432_mid,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Astro,Bisque,0.13802672247596187,0.1380499706964704,0.001716699411624502,0.012437442408468946,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Astro,hspe,0.12108759488913078,0.114674015933032,0.04049192502472606,0.3344019266531881,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,EndoMural,Bisque,0.12567161513120562,0.12573107389931532,0.0012930266175464405,0.010288931324678806,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,EndoMural,hspe,0.11327861290285986,0.10931915583075436,0.028342570226316297,0.2502023065079459,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Excit,Bisque,0.18117780050339774,0.18121487800449737,0.002551355020347304,0.014082050964623874,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Excit,hspe,0.3788522717992627,0.3745619537757727,0.05923463688942953,0.15635286178464672,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Inhib,Bisque,0.10580555766205571,0.10588653391493538,0.0030307503387220123,0.028644528753416405,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Inhib,hspe,0.15052426481511902,0.14654958736447282,0.03091397510419011,0.20537536019299021,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Micro,Bisque,0.17282809166572782,0.17284102791571762,0.0010422450731412472,0.00603053047161503,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,Micro,hspe,0.06656381347427641,0.06505981199562702,0.016127807726393217,0.2422909218178404,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,OligoOPC,Bisque,0.27649021256165146,0.276484714408162,0.002705114163443879,0.00978376101772751,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,OligoOPC,hspe,0.16969344211935128,0.16156691701161024,0.03622882470769338,0.21349572650080606,Br6432_mid,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Astro,Bisque,0.1150281393344293,0.11502045105801642,0.0016139647164536265,0.014031042541349249,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Astro,hspe,0.11394212429716462,0.10785455190022107,0.03862186223798637,0.3389603491791968,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,EndoMural,Bisque,0.14900527120534804,0.14907132142487117,0.001631836163654166,0.010951533126672346,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,EndoMural,hspe,0.12887751331615194,0.12456590315429805,0.03158509645708638,0.24507841317208198,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Excit,Bisque,0.12637107118539595,0.1264679947410258,0.0022309625476504306,0.01765406059095154,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Excit,hspe,0.36507657500829105,0.3607690814271356,0.05770482447746681,0.1580622489299849,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Inhib,Bisque,0.12750420209319355,0.12746663694642846,0.0026800425454712737,0.02101924878924708,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Inhib,hspe,0.15511050073438132,0.1513369313195184,0.03169334967295098,0.20432755695389185,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Micro,Bisque,0.1226616172095724,0.12263963256008814,8.647569306312691e-4,0.0070499390950781,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,Micro,hspe,0.04931606805517869,0.04812397084497612,0.011972948920344926,0.24277987667120277,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,OligoOPC,Bisque,0.359429698972061,0.35947964628101103,0.0031762191936933887,0.008836830130557133,Br6432_mid,NA,NA,polyA,Nuc,polyA_Nuc
