"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"549","ENSG00000138311","hurdle",0,-0.6031479,1.8664946,2.4696425,0.771
"92","ENSG00000076356","hurdle",0,0.04147774,2.59863977,2.55716203,0.771
"882","ENSG00000166963","hurdle",0,0.2324337,2.0261039,1.7936702,0.77
"748","ENSG00000155093","hurdle",0,2.509162,4.568004,2.058842,0.77
"349","ENSG00000117069","hurdle",0,1.218788,4.036784,2.817996,0.77
"193","ENSG00000103316","hurdle",0,-2.228314,1.175076,3.40339,0.77
"1014","ENSG00000176171","hurdle",0,-0.7979736,1.6185847,2.4165583,0.769
"775","ENSG00000157680","hurdle",0,2.00995,4.375284,2.365334,0.769
"590","ENSG00000141837","hurdle",0,1.875921,3.925158,2.049237,0.769
"1108","ENSG00000184349","hurdle",0,1.827085,4.265032,2.437947,0.768
"821","ENSG00000163590","hurdle",0,1.602785,3.920914,2.318129,0.768
"1305","ENSG00000237187","hurdle",0,0.9628824,3.2987549,2.3358725,0.767
"1275","ENSG00000227906","hurdle",0,0.1632642,2.8369389,2.6736747,0.767
"948","ENSG00000171435","hurdle",0,1.408315,3.579262,2.170947,0.767
"295","ENSG00000112232","hurdle",0,2.83168,5.192627,2.360947,0.767
"60","ENSG00000067057","hurdle",0,-0.9485081,1.4241798,2.3726879,0.767
"1150","ENSG00000187672","hurdle",0,2.763847,4.989838,2.225991,0.766
"855","ENSG00000165379","hurdle",0,2.277707,4.549024,2.271317,0.766
"839","ENSG00000164619","hurdle",0,0.2055581,2.960778,2.7552199,0.766
"636","ENSG00000145526","hurdle",0,2.528046,4.605374,2.077328,0.766
"499","ENSG00000134287","hurdle",0,-0.7517855,1.3522282,2.1040137,0.766
"323","ENSG00000114757","hurdle",0,2.086103,4.616954,2.530851,0.766
"205","ENSG00000104490","hurdle",0,1.836437,3.853854,2.017417,0.766
"186","ENSG00000102468","hurdle",0,-0.5025589,2.2094945,2.7120534,0.766
"177","ENSG00000101489","hurdle",0,1.77047,3.596796,1.826326,0.766
"81","ENSG00000074317","hurdle",0,-0.2968171,1.6839134,1.9807305,0.766
"328","ENSG00000115252","hurdle",0,1.236817,4.055745,2.818928,0.765
"78","ENSG00000072657","hurdle",0,0.0247211,3.0104,2.9856789,0.765
"1311","ENSG00000240694","hurdle",0,0.0740284,1.9103624,1.836334,0.764
"945","ENSG00000171368","hurdle",0,-0.4773273,1.601746,2.0790733,0.764
"563","ENSG00000139767","hurdle",0,1.59201,3.358724,1.766714,0.764
"311","ENSG00000113558","hurdle",0,-0.01998291,1.83925574,1.85923865,0.764
"1122","ENSG00000185070","hurdle",0,1.540819,3.886541,2.345722,0.763
"1083","ENSG00000182901","hurdle",0,3.108345,5.474731,2.366386,0.763
"299","ENSG00000112541","hurdle",0,1.867773,4.412616,2.544843,0.763
"44","ENSG00000058091","hurdle",0,2.010844,4.073359,2.062515,0.763
"8","ENSG00000008441","hurdle",0,0.2617494,2.28906,2.0273106,0.763
"1229","ENSG00000198947","hurdle",0,2.341438,5.058746,2.717308,0.762
"987","ENSG00000174145","hurdle",0,-1.011923,2.486958,3.498881,0.762
"770","ENSG00000157445","hurdle",0,2.316215,4.912667,2.596452,0.762
"551","ENSG00000138411","hurdle",0,1.319131,3.724487,2.405356,0.762
"876","ENSG00000166342","hurdle",0,0.652017,2.814944,2.162927,0.761
"184","ENSG00000102409","hurdle",0,-0.3731935,1.7065756,2.0797691,0.761
"85","ENSG00000074706","hurdle",0,0.1614714,2.3191795,2.1577081,0.761
"1387","ENSG00000285939","hurdle",0,-1.69777,3.229138,4.926908,0.76
"1343","ENSG00000253553","hurdle",0,-0.01163836,2.84469057,2.85632893,0.76
"1072","ENSG00000182389","hurdle",0,2.142755,4.010126,1.867371,0.76
"1018","ENSG00000176406","hurdle",0,3.429647,5.301191,1.871544,0.76
"786","ENSG00000159335","hurdle",0,-1.178624,1.053818,2.232442,0.76
"368","ENSG00000118971","hurdle",0,-0.6550516,1.4141773,2.0692289,0.76
"1051","ENSG00000179456","hurdle",0,-1.165472,1.31176,2.477232,0.759
"789","ENSG00000159842","hurdle",0,0.5955273,2.3785239,1.7829966,0.759
"1259","ENSG00000221890","hurdle",0,-0.8375179,1.4931466,2.3306645,0.758
"231","ENSG00000105887","hurdle",0,-0.4542778,1.6741613,2.1284391,0.758
"755","ENSG00000156103","hurdle",0,1.357043,3.468811,2.111768,0.757
"673","ENSG00000149256","hurdle",0,1.305912,3.89057,2.584658,0.757
"102","ENSG00000078295","hurdle",0,1.428988,3.411722,1.982734,0.757
"1385","ENSG00000283674","hurdle",0,0.2968057,3.0188693,2.7220636,0.756
"1106","ENSG00000184305","hurdle",0,3.460438,5.51445,2.054012,0.756
"1004","ENSG00000175426","hurdle",0,-2.296123,1.07815,3.374273,0.756
"972","ENSG00000172757","hurdle",0,-0.2925661,1.7291854,2.0217515,0.756
"692","ENSG00000151468","hurdle",0,-0.4320213,2.1778044,2.6098257,0.756
"376","ENSG00000119771","hurdle",0,0.1866911,2.5403048,2.3536137,0.756
"1056","ENSG00000180155","hurdle",0,-1.447807,1.030835,2.478642,0.755
"854","ENSG00000165323","hurdle",0,2.201604,4.110824,1.90922,0.755
"625","ENSG00000144893","hurdle",0,0.7810675,3.4163484,2.6352809,0.755
"528","ENSG00000136238","hurdle",0,-0.1269095,1.909341,2.0362505,0.755
"415","ENSG00000125868","hurdle",0,-0.2901107,1.5741816,1.8642923,0.755
"250","ENSG00000108018","hurdle",0,0.7520115,3.5740171,2.8220056,0.755
"95","ENSG00000077264","hurdle",0,1.902961,3.52657,1.623609,0.755
"1168","ENSG00000196090","hurdle",0,2.1364,4.426704,2.290304,0.754
"1107","ENSG00000184347","hurdle",0,-1.430742,2.641972,4.072714,0.754
"1023","ENSG00000176769","hurdle",0,-1.650621,1.889828,3.540449,0.754
"981","ENSG00000173660","hurdle",0,-0.456341,1.489796,1.946137,0.754
"796","ENSG00000161203","hurdle",0,-0.6118325,1.4200785,2.031911,0.754
"767","ENSG00000157152","hurdle",0,2.396526,3.799416,1.40289,0.754
"688","ENSG00000151067","hurdle",0,2.548386,4.686519,2.138133,0.754
"139","ENSG00000090238","hurdle",0,-0.4889277,1.4743919,1.9633196,0.754
"132","ENSG00000088832","hurdle",0,-1.3956455,0.9705053,2.3661508,0.754
"48","ENSG00000060709","hurdle",0,0.8563177,2.7066744,1.8503567,0.754
"609","ENSG00000144285","hurdle",0,1.741416,3.529962,1.788546,0.753
"739","ENSG00000154556","hurdle",0,1.395182,3.795497,2.400315,0.752
"539","ENSG00000137409","hurdle",0,-0.1194598,1.7625608,1.8820206,0.752
"427","ENSG00000127585","hurdle",0,-1.3388303,0.8373514,2.1761817,0.752
"1262","ENSG00000223812","hurdle",0,-2.707447,2.046786,4.754233,0.751
"1120","ENSG00000184999","hurdle",0,-2.412686,2.134862,4.547548,0.751
"922","ENSG00000170011","hurdle",0,1.314885,3.382433,2.067548,0.751
"1234","ENSG00000203879","hurdle",0,-0.2235359,1.5952554,1.8187913,0.75
"604","ENSG00000143774","hurdle",0,-0.9081566,1.0581813,1.9663379,0.75
"558","ENSG00000139117","hurdle",0,-0.9740781,2.0496398,3.0237179,0.75
"173","ENSG00000101210","hurdle",0,-0.5535154,1.3919247,1.9454401,0.75
"169","ENSG00000100604","hurdle",0,-0.9200145,1.3672737,2.2872882,0.75
"43","ENSG00000055813","hurdle",0,0.6630313,3.224548,2.5615167,0.75
"1363","ENSG00000260372","hurdle",0,-0.3318574,2.76317,3.0950274,0.749
"1162","ENSG00000189043","hurdle",0,-0.01545887,1.70116688,1.71662575,0.749
"1157","ENSG00000188352","hurdle",0,1.532094,3.755505,2.223411,0.749
"759","ENSG00000156411","hurdle",0,-0.8719876,1.1377705,2.0097581,0.749
"425","ENSG00000127445","hurdle",0,-1.003579,1.04305,2.046629,0.749
"254","ENSG00000108309","hurdle",0,-1.2900661,0.8432951,2.1333612,0.749
"1076","ENSG00000182621","hurdle",0,4.295815,6.000434,1.704619,0.748
"1024","ENSG00000176871","hurdle",0,-1.116501,1.080489,2.19699,0.748
"949","ENSG00000171476","hurdle",0,-1.674294,1.549124,3.223418,0.748
"734","ENSG00000154237","hurdle",0,-1.59446,2.215692,3.810152,0.748
"725","ENSG00000153233","hurdle",0,0.5527089,2.8019691,2.2492602,0.748
"479","ENSG00000132932","hurdle",0,2.59887,4.248389,1.649519,0.748
"478","ENSG00000132872","hurdle",0,-0.4745368,1.6061843,2.0807211,0.748
"265","ENSG00000109906","hurdle",0,0.9039583,2.9571658,2.0532075,0.748
"1307","ENSG00000237515","hurdle",0,1.483103,3.412465,1.929362,0.747
"1247","ENSG00000213585","hurdle",0,-0.6469603,1.370336,2.0172963,0.747
"1074","ENSG00000182568","hurdle",0,-0.8331243,1.280191,2.1133153,0.747
"1034","ENSG00000177707","hurdle",0,-0.8569605,2.0536234,2.9105839,0.747
"1010","ENSG00000175806","hurdle",0,1.832396,4.158319,2.325923,0.747
"904","ENSG00000169085","hurdle",0,-1.6010852,0.8508274,2.4519126,0.747
"392","ENSG00000122378","hurdle",0,-0.7598705,1.3280189,2.0878894,0.747
"339","ENSG00000116147","hurdle",0,1.737906,3.381585,1.643679,0.747
"808","ENSG00000162670","hurdle",0,0.8971186,3.2096272,2.3125086,0.746
"712","ENSG00000152402","hurdle",0,1.164632,3.205529,2.040897,0.746
"901","ENSG00000168959","hurdle",0,3.111551,4.813471,1.70192,0.745
"809","ENSG00000162687","hurdle",0,0.2062302,2.7105264,2.5042962,0.745
"693","ENSG00000151474","hurdle",0,3.702237,5.809942,2.107705,0.745
"1393","ENSG00000286863","hurdle",0,0.8346966,2.9074053,2.0727087,0.744
"1084","ENSG00000183023","hurdle",0,3.540594,4.931037,1.390443,0.744
"1071","ENSG00000182348","hurdle",0,0.3045432,3.5647833,3.2602401,0.744
"1054","ENSG00000179915","hurdle",0,4.890566,6.560182,1.669616,0.744
"353","ENSG00000117154","hurdle",0,-0.09689979,2.21191911,2.3088189,0.744
"1245","ENSG00000213190","hurdle",0,-0.8939358,1.1246557,2.0185915,0.743
"1126","ENSG00000185352","hurdle",0,2.939193,5.271265,2.332072,0.743
