"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Micro","log2fold_change","Auc"
"94","ENSG00000135838","hurdle",4.96414977985919e-205,-1.1835066,0.3804512,1.5639578,0.672
"52","ENSG00000107738","hurdle",0,-2.8481674,-0.5558369,2.2923305,0.672
"47","ENSG00000106799","hurdle",2.93349348011634e-204,-1.2532759,0.3029524,1.5562283,0.672
"63","ENSG00000116711","hurdle",9.18640771647943e-268,-1.5996677,0.1060331,1.7057008,0.67
"8","ENSG00000027697","hurdle",3.20180813986861e-201,-1.0697014,0.3225407,1.3922421,0.67
"69","ENSG00000120690","hurdle",2.25446448922865e-188,-1.28388492,0.03832474,1.32220966,0.668
"141","ENSG00000166033","hurdle",1.40589570667489e-170,-0.9375766,0.3665396,1.3041162,0.666
"19","ENSG00000074706","hurdle",5.04530644342207e-130,1.461784,2.342702,0.880918,0.664
"12","ENSG00000047648","hurdle",3.63679585997487e-212,-0.9959233,0.2956294,1.2915527,0.664
"28","ENSG00000091592","hurdle",5.68175492717434e-321,-2.4878341,-0.4659683,2.0218658,0.662
"132","ENSG00000160712","hurdle",6.98733366208371e-231,-2.0062107,-0.3580843,1.6481264,0.661
"87","ENSG00000132669","hurdle",4.87561020493068e-158,-0.09584837,0.73142207,0.82727044,0.661
"72","ENSG00000123095","hurdle",2.32922689054547e-164,-0.9217932,0.3153168,1.23711,0.66
"159","ENSG00000173926","hurdle",8.5808009686031e-195,-1.3178435,0.2711965,1.58904,0.659
"127","ENSG00000154330","hurdle",0,-2.6036114,-0.5218002,2.0818112,0.658
"70","ENSG00000122862","hurdle",0,-2.6824704,0.3138676,2.996338,0.658
"118","ENSG00000147251","hurdle",1.10436817896631e-187,-1.07795166,-0.02995574,1.04799592,0.653
"114","ENSG00000145390","hurdle",6.27142720731314e-139,-0.2350998,0.9755081,1.2106079,0.653
"55","ENSG00000111846","hurdle",4.39137774566474e-309,-2.5502512,-0.4437364,2.1065148,0.653
"142","ENSG00000167601","hurdle",1.60597840277536e-279,-2.5624747,-0.6773872,1.8850875,0.648
"25","ENSG00000086062","hurdle",2.70167732084021e-231,-2.2139611,-0.4110181,1.802943,0.647
"3","ENSG00000011028","hurdle",1.49403432137162e-245,-2.3585039,-0.5879844,1.7705195,0.647
"154","ENSG00000172340","hurdle",1.18264157031301e-139,-1.3800865,-0.1821531,1.1979334,0.64
"176","ENSG00000196935","hurdle",4.010842412895e-100,-0.03173832,0.77367484,0.80541316,0.637
"77","ENSG00000124813","hurdle",6.10342764044017e-117,-0.409608,0.3058712,0.7154792,0.635
"64","ENSG00000117115","hurdle",3.22040877108669e-253,-1.6266249,0.6273473,2.2539722,0.635
"191","ENSG00000259124","hurdle",3.08653034325543e-225,-1.5087603,0.6050077,2.113768,0.631
"165","ENSG00000182185","hurdle",6.04175745465956e-85,0.1334086,0.9616939,0.8282853,0.629
"65","ENSG00000118785","hurdle",3.42789891141875e-233,-1.6173947,0.8630866,2.4804813,0.628
"43","ENSG00000105483","hurdle",4.47849666631859e-171,-2.224249,-0.7726984,1.4515506,0.626
"130","ENSG00000158195","hurdle",6.43855726449002e-84,-0.5151595,0.3254202,0.8405797,0.624
"117","ENSG00000147065","hurdle",2.38168574661957e-182,-2.35527,-0.813292,1.541978,0.623
"10","ENSG00000031081","hurdle",1.0663051510952e-147,-1.4770736,-0.4449626,1.032111,0.621
"62","ENSG00000115935","hurdle",2.05430806204777e-102,-1.1439647,-0.1279742,1.0159905,0.62
"119","ENSG00000148429","hurdle",1.31560783636852e-71,-0.2744557,0.5082243,0.78268,0.616
"89","ENSG00000133789","hurdle",1.23237602199795e-87,-0.96992866,-0.07575646,0.8941722,0.616
"158","ENSG00000173821","hurdle",2.12918522135221e-63,-0.1108817,0.4910158,0.6018975,0.614
"185","ENSG00000215244","hurdle",7.20227912094559e-146,-2.097598,-0.752822,1.344776,0.613
"39","ENSG00000102699","hurdle",2.05830972906178e-134,-2.1864012,-0.8780631,1.3083381,0.613
"32","ENSG00000100311","hurdle",1.96546935296253e-154,-2.1245297,-0.5012468,1.6232829,0.613
"30","ENSG00000096060","hurdle",4.40004040859543e-87,-0.85894735,0.04445419,0.90340154,0.613
"45","ENSG00000105939","hurdle",5.17578648761994e-162,-2.3532524,-0.6516777,1.7015747,0.611
"7","ENSG00000027075","hurdle",4.93997370532812e-122,-1.2844615,-0.3182158,0.9662457,0.611
"71","ENSG00000123094","hurdle",4.51252102621719e-75,-0.4033671,0.6020424,1.0054095,0.61
"51","ENSG00000107736","hurdle",5.04841016917308e-173,-2.5683915,-0.9703888,1.5980027,0.608
"95","ENSG00000135899","hurdle",7.81514077094029e-152,-2.485917,-1.009765,1.476152,0.606
"88","ENSG00000133106","hurdle",3.22459618136668e-182,-2.4950823,-0.8747545,1.6203278,0.606
"86","ENSG00000132530","hurdle",3.06694062879104e-162,-2.303969,-1.065253,1.238716,0.604
"148","ENSG00000169756","hurdle",1.92144546628591e-55,-0.02910555,0.66818207,0.69728762,0.603
"93","ENSG00000135540","hurdle",4.20983235412586e-90,-0.7416642,0.08409827,0.82576247,0.603
"91","ENSG00000134352","hurdle",1.99300370065531e-49,0.1564139,0.6995938,0.5431799,0.603
"195","ENSG00000266714","hurdle",2.74591171166928e-102,-2.060367,-0.933779,1.126588,0.602
"2","ENSG00000003402","hurdle",1.15211322431876e-63,-1.0080929,-0.2131555,0.7949374,0.601
"134","ENSG00000162496","hurdle",7.38023815328158e-131,-2.425177,-1.128861,1.296316,0.6
"61","ENSG00000115183","hurdle",1.22671143803763e-62,-0.3441347,0.2697023,0.613837,0.6
"58","ENSG00000113532","hurdle",4.18330734682325e-82,-0.8474004,-0.2363217,0.6110787,0.6
"40","ENSG00000103187","hurdle",4.834281200567e-83,-1.5714059,-0.5166344,1.0547715,0.6
"177","ENSG00000197329","hurdle",1.77884475171886e-57,-0.61101682,0.07898867,0.69000549,0.599
"189","ENSG00000251442","hurdle",8.0760346673442e-209,-2.787703,-1.220381,1.567322,0.597
"143","ENSG00000167693","hurdle",1.4863155146223e-65,-1.2796,-0.5947729,0.6848271,0.589
"98","ENSG00000136869","hurdle",1.19431907900445e-124,-2.541649,-1.322604,1.219045,0.588
"182","ENSG00000204592","hurdle",4.49958955400372e-127,-2.123269,-1.368401,0.754868,0.586
"163","ENSG00000180573","hurdle",1.79641131344186e-104,-2.1198346,-0.6236388,1.4961958,0.585
"157","ENSG00000173436","hurdle",1.57314438746497e-42,-0.1216593,0.5592633,0.6809226,0.585
"14","ENSG00000057704","hurdle",2.28331869507775e-59,-1.208577,-0.6111969,0.5973801,0.583
"183","ENSG00000205336","hurdle",3.03703715105885e-56,-1.6621481,-0.9031221,0.759026,0.581
"38","ENSG00000101974","hurdle",8.10531424082752e-77,-1.799888,-0.9863676,0.8135204,0.58
"193","ENSG00000261371","hurdle",5.7518208360443e-78,-2.165245,-1.214096,0.951149,0.578
"139","ENSG00000164733","hurdle",1.66182706701582e-30,0.3752056,0.9644673,0.5892617,0.577
"31","ENSG00000099954","hurdle",3.29430942059478e-43,-0.9829194,-0.4709556,0.5119638,0.575
"56","ENSG00000112149","hurdle",5.61483526571691e-152,-1.7674657,-0.1329061,1.6345596,0.573
"35","ENSG00000101265","hurdle",1.28985836846666e-51,-1.8385959,-0.9953218,0.8432741,0.573
"126","ENSG00000154274","hurdle",7.22781571783322e-78,-2.340673,-1.315858,1.024815,0.572
"101","ENSG00000137959","hurdle",1.1819500194545e-116,-2.676909,-1.331648,1.345261,0.572
"48","ENSG00000106991","hurdle",6.83558265640862e-105,-2.558285,-1.613815,0.94447,0.572
"1","ENSG00000002586","hurdle",2.36575659044087e-89,-2.641845,-1.489686,1.152159,0.571
"131","ENSG00000159388","hurdle",1.64680144644561e-49,-1.6735987,-0.9286241,0.7449746,0.569
"90","ENSG00000134070","hurdle",1.26710667513762e-134,-1.6730114,-0.2048228,1.4681886,0.567
"149","ENSG00000169871","hurdle",6.57486710061943e-59,-2.557666,-1.713725,0.843941,0.559
"161","ENSG00000176225","hurdle",1.00553193768901e-30,-0.2145958,0.5671915,0.7817873,0.557
"124","ENSG00000152953","hurdle",1.534170469424e-46,-1.663731,-1.117085,0.546646,0.555
"184","ENSG00000213064","hurdle",1.12804220270694e-44,-2.446957,-1.684466,0.762491,0.554
"100","ENSG00000137834","hurdle",6.32755451129109e-81,-2.74917,-1.843534,0.905636,0.551
"167","ENSG00000183943","hurdle",1.66855867669437e-35,-2.214327,-1.565006,0.649321,0.55
"104","ENSG00000138496","hurdle",4.85807807583041e-55,-2.711294,-1.833865,0.877429,0.55
"112","ENSG00000141524","hurdle",9.13953822334958e-36,-2.471986,-1.827454,0.644532,0.546
"29","ENSG00000092820","hurdle",8.93298589683974e-30,-2.009067,-1.2458,0.763267,0.545
"37","ENSG00000101695","hurdle",2.39895887381236e-30,-2.354194,-1.655789,0.698405,0.544
"172","ENSG00000189067","hurdle",3.72014732829965e-28,-2.271982,-1.55703,0.714952,0.543
"54","ENSG00000110092","hurdle",5.23830266491571e-30,-2.38918,-1.850017,0.539163,0.54
"178","ENSG00000197712","hurdle",2.56679340154901e-26,-2.455156,-1.846772,0.608384,0.539
"41","ENSG00000103811","hurdle",3.13352216718722e-19,-2.224003,-1.719648,0.504355,0.538
"44","ENSG00000105889","hurdle",2.90974600662864e-11,-1.810367,-1.298022,0.512345,0.528
"66","ENSG00000119508","hurdle",3.76173031968744e-55,-1.20687586,-0.08146597,1.12540989,0.506
