"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"193","ENSG00000148123","hurdle",0,-0.1238586,2.1915757,2.3154343,0.84
"11","ENSG00000046889","hurdle",0,-0.001305466,2.051138849,2.052444315,0.839
"203","ENSG00000150760","hurdle",0,-0.08977088,1.93905205,2.02882293,0.835
"301","ENSG00000181234","hurdle",0,0.7258652,2.3944406,1.6685754,0.834
"57","ENSG00000101311","hurdle",0,-2.8848074,0.9657605,3.8505679,0.834
"344","ENSG00000197584","hurdle",0,2.342514,3.942635,1.600121,0.833
"290","ENSG00000176771","hurdle",0,1.221254,2.806186,1.584932,0.832
"334","ENSG00000196132","hurdle",0,-1.829453,1.130727,2.96018,0.831
"163","ENSG00000137177","hurdle",0,1.040771,2.880877,1.840106,0.831
"278","ENSG00000171316","hurdle",0,-0.649441,1.629627,2.279068,0.83
"31","ENSG00000075461","hurdle",0,-1.8798017,0.9873021,2.8671038,0.829
"138","ENSG00000132122","hurdle",0,0.1142172,2.1830854,2.0688682,0.828
"24","ENSG00000065320","hurdle",0,-2.1555807,0.9906742,3.1462549,0.825
"253","ENSG00000165424","hurdle",0,-1.37004,1.198721,2.568761,0.816
"158","ENSG00000136205","hurdle",0,-1.549767,1.200664,2.750431,0.816
"304","ENSG00000181722","hurdle",0,2.233431,3.714047,1.480616,0.812
"212","ENSG00000152527","hurdle",0,-0.9762587,1.0778068,2.0540655,0.811
"316","ENSG00000185052","hurdle",0,0.3896179,1.9013272,1.5117093,0.81
"67","ENSG00000103489","hurdle",0,2.120664,3.732068,1.611404,0.81
"129","ENSG00000127946","hurdle",0,0.09971706,2.0245171,1.92480004,0.807
"198","ENSG00000148655","hurdle",0,0.8040153,2.4763683,1.672353,0.805
"320","ENSG00000185942","hurdle",0,1.338457,2.571139,1.232682,0.804
"143","ENSG00000132669","hurdle",0,-0.1864851,1.6482519,1.834737,0.802
"81","ENSG00000107104","hurdle",0,-0.2356256,1.5982866,1.8339122,0.802
"197","ENSG00000148498","hurdle",0,0.4877107,1.893142,1.4054313,0.801
"36","ENSG00000079482","hurdle",0,1.227541,2.817729,1.590188,0.8
"264","ENSG00000168461","hurdle",0,-0.8520028,1.3472857,2.1992885,0.799
"213","ENSG00000152953","hurdle",0,-1.931163,0.9531404,2.8843034,0.797
"349","ENSG00000203805","hurdle",0,-2.272073,0.726966,2.999039,0.788
"309","ENSG00000182132","hurdle",0,0.2466484,1.6598304,1.413182,0.788
"256","ENSG00000165895","hurdle",0,-1.2546452,0.9985119,2.2531571,0.785
"9","ENSG00000031081","hurdle",0,-1.650284,0.8566469,2.5069309,0.784
"134","ENSG00000130787","hurdle",0,-0.4900986,1.3618262,1.8519248,0.783
"106","ENSG00000116132","hurdle",0,-1.020676,1.261484,2.28216,0.783
"210","ENSG00000152492","hurdle",0,-0.5467361,1.4101956,1.9569317,0.781
"149","ENSG00000134569","hurdle",0,-1.8205445,0.5908995,2.411444,0.781
"235","ENSG00000162849","hurdle",0,0.803985,1.98317,1.179185,0.778
"194","ENSG00000148143","hurdle",0,0.3388307,1.9790259,1.6401952,0.778
"313","ENSG00000183960","hurdle",0,0.2837789,1.5296278,1.2458489,0.774
"58","ENSG00000101542","hurdle",0,1.522697,2.652398,1.129701,0.772
"127","ENSG00000127249","hurdle",0,-0.8574115,0.9630927,1.8205042,0.768
"145","ENSG00000133401","hurdle",0,2.558157,3.199207,0.64105,0.767
"19","ENSG00000060718","hurdle",0,0.9201003,2.1072737,1.1871734,0.766
"234","ENSG00000162670","hurdle",0,2.314097,3.162635,0.848538,0.764
"299","ENSG00000179314","hurdle",0,-2.2609936,0.3950062,2.6559998,0.763
"87","ENSG00000111962","hurdle",0,0.6014406,1.9873021,1.3858615,0.763
"199","ENSG00000148948","hurdle",0,4.478989,5.391733,0.912744,0.761
"144","ENSG00000132692","hurdle",0,-1.486842,0.6461151,2.1329571,0.761
"23","ENSG00000064989","hurdle",0,-1.4279711,0.8619758,2.2899469,0.761
"289","ENSG00000175928","hurdle",0,0.1366852,1.5216207,1.3849355,0.76
"287","ENSG00000174945","hurdle",0,-1.0231484,0.8826935,1.9058419,0.759
"271","ENSG00000170017","hurdle",0,1.539958,2.637178,1.09722,0.759
"233","ENSG00000162599","hurdle",0,1.886042,2.795943,0.909901,0.759
"337","ENSG00000196376","hurdle",0,2.83252,3.69074,0.85822,0.753
"208","ENSG00000152208","hurdle",0,3.551832,4.26226,0.710428,0.753
"314","ENSG00000184221","hurdle",0,-2.341206,0.2790577,2.6202637,0.752
"276","ENSG00000171094","hurdle",0,0.4274839,1.6572392,1.2297553,0.752
"160","ENSG00000136297","hurdle",0,-0.6435576,1.112958,1.7565156,0.752
"267","ENSG00000169129","hurdle",0,-1.4937576,0.6484892,2.1422468,0.751
"224","ENSG00000156103","hurdle",0,2.608458,3.586882,0.978424,0.751
"297","ENSG00000178764","hurdle",0,-0.1264855,1.459702,1.5861875,0.748
"248","ENSG00000164309","hurdle",0,-0.7444179,0.8158289,1.5602468,0.743
"117","ENSG00000123104","hurdle",0,1.503641,2.125453,0.621812,0.743
"90","ENSG00000112531","hurdle",5.98117848327323e-290,2.865594,3.707402,0.841808,0.742
"76","ENSG00000105894","hurdle",0,0.06577778,1.45591186,1.39013408,0.741
"298","ENSG00000179241","hurdle",0,0.2121973,1.4798386,1.2676413,0.738
"221","ENSG00000154975","hurdle",0,3.062617,3.5909,0.528283,0.735
"102","ENSG00000115183","hurdle",0,-0.4039828,1.0228711,1.4268539,0.734
"367","ENSG00000227220","hurdle",0,-0.8459006,0.7602758,1.6061764,0.73
"236","ENSG00000162944","hurdle",0,-0.8407718,0.7893958,1.6301676,0.73
"279","ENSG00000171587","hurdle",0,4.670219,5.443285,0.773066,0.729
"258","ENSG00000166033","hurdle",0,-0.9842478,0.6979205,1.6821683,0.728
"376","ENSG00000242808","hurdle",4.07592258235545e-284,1.774149,3.009635,1.235486,0.727
"82","ENSG00000109686","hurdle",3.49679073403403e-285,1.14845,2.120673,0.972223,0.726
"33","ENSG00000077782","hurdle",0,-0.4484735,0.9858009,1.4342744,0.726
"109","ENSG00000118322","hurdle",0,-0.9085143,1.0657784,1.9742927,0.725
"219","ENSG00000154493","hurdle",0,0.1562695,1.1050283,0.9487588,0.721
"155","ENSG00000135905","hurdle",0,1.332973,1.983922,0.650949,0.721
"123","ENSG00000125462","hurdle",2.49042098552554e-282,0.3023138,1.5654967,1.2631829,0.719
"220","ENSG00000154856","hurdle",0,-1.96972804,0.09217953,2.06190757,0.718
"98","ENSG00000114200","hurdle",0,-2.71131798,0.06755356,2.77887154,0.718
"53","ENSG00000101144","hurdle",0,-2.23111083,-0.01871226,2.21239857,0.716
"389","ENSG00000259048","hurdle",0,-0.6645069,1.109171,1.7736779,0.715
"231","ENSG00000162407","hurdle",0,-0.943617,0.6413553,1.5849723,0.715
"201","ENSG00000150361","hurdle",0,-0.4562236,0.8103265,1.2665501,0.713
"215","ENSG00000153823","hurdle",4.72777962718428e-293,1.784051,2.396702,0.612651,0.71
"272","ENSG00000170075","hurdle",0,-2.4472063,-0.2414814,2.2057249,0.709
"92","ENSG00000112769","hurdle",0,-0.9635055,0.4970658,1.4605713,0.707
"274","ENSG00000170873","hurdle",2.81277240532749e-236,1.171312,2.037255,0.865943,0.705
"46","ENSG00000095015","hurdle",6.49382130140362e-297,-0.7790171,0.7448269,1.523844,0.705
"128","ENSG00000127328","hurdle",1.24787881865553e-243,-0.07154949,1.04790531,1.1194548,0.704
"225","ENSG00000157734","hurdle",0,-2.925049,-0.3350011,2.5900479,0.703
"49","ENSG00000100095","hurdle",5.30273439548715e-284,1.961365,2.52937,0.568005,0.703
"48","ENSG00000099954","hurdle",1.0802704895869e-307,-1.058158,0.491787,1.549945,0.703
"44","ENSG00000091656","hurdle",1.51936506806353e-303,0.2739179,1.0823795,0.8084616,0.703
"238","ENSG00000163110","hurdle",3.2032063132904e-295,-0.3552935,0.6738828,1.0291763,0.7
"142","ENSG00000132613","hurdle",8.18171028142939e-260,-0.6167259,0.6588887,1.2756146,0.699
"357","ENSG00000205927","hurdle",0,-2.8760369,-0.3885112,2.4875257,0.696
"270","ENSG00000169432","hurdle",4.29162114355737e-297,-0.2546041,0.8022465,1.0568506,0.696
"20","ENSG00000064270","hurdle",0,-1.85728208,-0.05070575,1.80657633,0.696
"112","ENSG00000120907","hurdle",0,-0.4292429,0.4580789,0.8873218,0.695
"119","ENSG00000124440","hurdle",0,-1.5115326,0.1502917,1.6618243,0.694
"42","ENSG00000089250","hurdle",0,-1.3593385,0.2009871,1.5603256,0.694
"378","ENSG00000244128","hurdle",2.45719898652924e-246,0.9563993,1.6071015,0.6507022,0.691
"62","ENSG00000102934","hurdle",2.17442282785151e-316,-1.5372675,0.06186526,1.59913276,0.691
"401","ENSG00000287550","hurdle",0,-2.9588111,-0.3846225,2.5741886,0.69
"110","ENSG00000118515","hurdle",1.07775607850291e-200,0.8300209,1.6036799,0.773659,0.686
"141","ENSG00000132561","hurdle",5.17495118759346e-293,-1.51887118,0.08588718,1.60475836,0.685
"104","ENSG00000115935","hurdle",1.2885958120411e-274,-1.1976213,0.3767945,1.5744158,0.685
"50","ENSG00000100146","hurdle",0,-2.204882,-0.2441213,1.9607607,0.685
"183","ENSG00000144791","hurdle",0,-2.2173828,-0.1812169,2.0361659,0.684
"55","ENSG00000101203","hurdle",0,-3.080928,-0.421995,2.658933,0.684
"252","ENSG00000165246","hurdle",2.6441707155844e-193,1.43993,2.352683,0.912753,0.683
"333","ENSG00000196083","hurdle",4.11037260407795e-257,0.08828499,0.91933025,0.83104526,0.681
"296","ENSG00000178538","hurdle",3.59915311217863e-308,-1.4339658,0.3853599,1.8193257,0.681
"118","ENSG00000123384","hurdle",3.89991179914941e-179,0.4214095,1.2586899,0.8372804,0.681
"400","ENSG00000286778","hurdle",0,-2.44461046,0.08448514,2.5290956,0.68
"388","ENSG00000258733","hurdle",5.55035947892495e-314,-1.472155,0.451568,1.923723,0.68
"342","ENSG00000197299","hurdle",0,-2.6762129,-0.4788974,2.1973155,0.68
"305","ENSG00000181804","hurdle",7.3459015164748e-189,0.6961957,1.2988397,0.602644,0.68
"113","ENSG00000121957","hurdle",3.62038702926402e-205,-0.3890016,0.7764296,1.1654312,0.68
"268","ENSG00000169181","hurdle",4.65616709328068e-260,-0.05303356,0.71115426,0.76418782,0.675
"249","ENSG00000164574","hurdle",1.15174694341716e-203,-0.5648278,0.4944288,1.0592566,0.675
"222","ENSG00000155324","hurdle",3.33242062156672e-207,-0.4751205,0.5345135,1.009634,0.673
"180","ENSG00000143842","hurdle",0,-2.4074857,-0.4552546,1.9522311,0.671
"131","ENSG00000129116","hurdle",1.0611675826655e-170,0.0428111,0.9469816,0.9041705,0.67
"348","ENSG00000198795","hurdle",1.64700880466969e-190,-0.3407735,0.6757461,1.0165196,0.669
"75","ENSG00000105855","hurdle",2.43438613230561e-186,-0.2363114,0.5814879,0.8177993,0.669
"244","ENSG00000163697","hurdle",4.66732534557333e-155,2.069818,2.659242,0.589424,0.668
"43","ENSG00000091490","hurdle",4.76946889682342e-242,-0.8390662,0.1642953,1.0033615,0.668
"189","ENSG00000146648","hurdle",3.12691237502031e-271,-0.4581495,0.2537086,0.7118581,0.666
"68","ENSG00000103528","hurdle",1.84501519786041e-204,-0.6002611,0.3490384,0.9492995,0.666
"283","ENSG00000173546","hurdle",0,-3.0545199,-0.7419318,2.3125881,0.665
"247","ENSG00000164300","hurdle",2.01577832721766e-149,0.5109104,1.4335102,0.9225998,0.663
"164","ENSG00000137478","hurdle",4.69220144319032e-151,1.630012,2.229968,0.599956,0.663
"136","ENSG00000131094","hurdle",0,-2.6645867,-0.6364387,2.028148,0.663
"188","ENSG00000146592","hurdle",3.25803237845511e-174,0.4780708,1.1742153,0.6961445,0.661
"324","ENSG00000186998","hurdle",3.13595054650532e-264,-1.882434,-0.268996,1.613438,0.66
"182","ENSG00000144230","hurdle",0,-3.2383738,-0.7307817,2.5075921,0.658
"332","ENSG00000189058","hurdle",4.85917790800878e-233,-1.6962038,-0.2257428,1.470461,0.657
"370","ENSG00000231871","hurdle",5.29528482878214e-170,-0.5702409,0.707971,1.2782119,0.655
"167","ENSG00000138193","hurdle",9.19773336860826e-215,-0.97267019,0.03162803,1.00429822,0.655
"355","ENSG00000205683","hurdle",1.43837079575115e-177,-0.6201798,0.3189504,0.9391302,0.654
"133","ENSG00000130508","hurdle",2.32034172029814e-282,-1.9343967,-0.4872127,1.447184,0.654
"7","ENSG00000020577","hurdle",4.17982656492766e-142,1.194384,1.84655,0.652166,0.654
"207","ENSG00000151892","hurdle",7.15156803142119e-227,-1.3028065,-0.0921182,1.2106883,0.653
"3","ENSG00000008311","hurdle",4.08051821925378e-206,-1.5834784,-0.2450023,1.3384761,0.653
"65","ENSG00000103196","hurdle",0,-2.4053808,-0.3145106,2.0908702,0.652
"392","ENSG00000259417","hurdle",4.27707904275951e-312,-1.8887913,-0.3519853,1.536806,0.651
"148","ENSG00000134508","hurdle",2.38415500478471e-132,0.06514543,1.00482569,0.93968026,0.649
"354","ENSG00000205336","hurdle",4.68309581997268e-205,-1.7129397,-0.3154357,1.397504,0.648
"99","ENSG00000114646","hurdle",1.94368484834753e-146,-0.7679774,0.2630344,1.0310118,0.647
"13","ENSG00000049089","hurdle",1.26412760290117e-280,-2.3367868,-0.6468805,1.6899063,0.647
"1","ENSG00000005513","hurdle",1.49021552730739e-264,-2.200374,-0.5920446,1.6083294,0.647
"185","ENSG00000145555","hurdle",1.01593010861541e-168,-0.94820597,-0.01269789,0.93550808,0.646
"178","ENSG00000140807","hurdle",3.74578212395144e-203,-1.5762781,-0.3080515,1.2682266,0.645
"14","ENSG00000049192","hurdle",8.32478753042603e-235,-0.8370317,0.1496214,0.9866531,0.645
"356","ENSG00000205809","hurdle",0,-3.181317,-0.935999,2.245318,0.643
"175","ENSG00000139946","hurdle",1.58102985728596e-143,0.004616577,0.719759279,0.715142702,0.643
"168","ENSG00000138448","hurdle",5.28509989786294e-129,-0.5419112,0.4096359,0.9515471,0.642
"383","ENSG00000248184","hurdle",0,-3.2195138,-0.7531688,2.466345,0.639
"214","ENSG00000153822","hurdle",0,-2.9234417,-0.8733541,2.0500876,0.639
"27","ENSG00000069869","hurdle",1.72838852546808e-229,-2.042225,-0.4532169,1.5890081,0.639
"325","ENSG00000187068","hurdle",2.6575985247937e-129,-0.6011442,0.4051502,1.0062944,0.638
"21","ENSG00000064655","hurdle",2.46980159399151e-216,-1.610865,-0.3739824,1.2368826,0.638
"261","ENSG00000166573","hurdle",1.87443618504553e-293,-2.155227,-0.6620977,1.4931293,0.637
"171","ENSG00000138669","hurdle",8.76159892438029e-199,-0.5438778,0.1341193,0.6779971,0.637
"251","ENSG00000165029","hurdle",5.33763234757913e-161,-1.2513648,-0.2485319,1.0028329,0.635
"205","ENSG00000151414","hurdle",4.18244215589724e-117,-0.5606837,0.3337778,0.8944615,0.635
"105","ENSG00000116117","hurdle",1.03173786654589e-150,-0.1489361,0.4986457,0.6475818,0.635
"206","ENSG00000151491","hurdle",8.62144451919159e-136,-0.4237648,0.2924782,0.716243,0.634
"146","ENSG00000134250","hurdle",4.98921249185676e-187,-1.7364716,-0.5135112,1.2229604,0.634
"72","ENSG00000105088","hurdle",2.96375300799172e-116,-0.02400128,0.60416917,0.62817045,0.634
"172","ENSG00000139289","hurdle",1.21472416588605e-178,-1.824101,-0.489299,1.334802,0.633
"15","ENSG00000050405","hurdle",1.60445151326706e-132,-0.98445728,0.09774979,1.08220707,0.633
"227","ENSG00000158352","hurdle",5.64973733320025e-188,-0.73117631,0.08097408,0.81215039,0.632
"187","ENSG00000146477","hurdle",0,-2.6590592,-0.6918205,1.9672387,0.631
"147","ENSG00000134376","hurdle",4.21571206613994e-113,0.009278916,0.718403999,0.709125083,0.631
"111","ENSG00000120156","hurdle",2.07081556513472e-193,-1.8565151,-0.3163614,1.5401537,0.631
"63","ENSG00000103089","hurdle",2.36768198169389e-228,-0.9186355,-0.2663102,0.6523253,0.631
"54","ENSG00000101198","hurdle",0,-2.869832,-1.016454,1.853378,0.631
"26","ENSG00000067955","hurdle",4.60341146896469e-130,-1.12956013,-0.08658002,1.04298011,0.631
"338","ENSG00000196526","hurdle",3.46242035958403e-114,0.07251403,0.75323398,0.68071995,0.63
"288","ENSG00000175093","hurdle",7.6461179888658e-316,-2.7569276,-0.9232505,1.8336771,0.629
"239","ENSG00000163235","hurdle",6.49635353965753e-278,-2.6248619,-0.9036408,1.7212211,0.629
"293","ENSG00000177694","hurdle",3.23028549676088e-89,1.295486,1.88853,0.593044,0.628
"229","ENSG00000160307","hurdle",6.04764711658853e-147,-1.4090804,-0.4031878,1.0058926,0.628
"34","ENSG00000077943","hurdle",1.63340457803109e-222,-0.7378702,-0.1694603,0.5684099,0.627
"41","ENSG00000088881","hurdle",1.28613119044795e-166,-1.8727083,-0.6249247,1.2477836,0.626
"35","ENSG00000079335","hurdle",6.74316271380394e-205,-1.5449702,-0.5370572,1.007913,0.626
"326","ENSG00000187098","hurdle",2.54491657046444e-125,-0.6860204,0.1576438,0.8436642,0.625
"300","ENSG00000179455","hurdle",7.56255483950937e-145,-1.4374742,-0.2906639,1.1468103,0.625
"74","ENSG00000105854","hurdle",1.12344657805759e-150,-1.5283836,-0.4976746,1.030709,0.625
"40","ENSG00000085117","hurdle",1.08702644144137e-240,-2.4693155,-0.7925579,1.6767576,0.625
"366","ENSG00000227110","hurdle",5.62001100758716e-84,1.044176,1.714104,0.669928,0.624
"286","ENSG00000174607","hurdle",3.79451819401891e-176,-0.6150628,-0.1112693,0.5037935,0.623
"95","ENSG00000113296","hurdle",1.21392458336184e-132,-1.4833596,-0.4440827,1.0392769,0.623
"390","ENSG00000259070","hurdle",8.48775401962068e-153,-0.8823219,0.1060651,0.988387,0.622
"285","ENSG00000173905","hurdle",4.33047828092984e-115,-0.4586223,0.1307271,0.5893494,0.621
"6","ENSG00000019144","hurdle",3.05241995643118e-104,-0.8680486,-0.04225769,0.82579091,0.62
"101","ENSG00000114993","hurdle",2.30487285839287e-212,-2.513972,-1.062306,1.451666,0.619
"190","ENSG00000146966","hurdle",2.89971200796393e-97,-0.5417956,0.1589766,0.7007722,0.618
"2","ENSG00000007062","hurdle",1.02910957036852e-256,-2.5302401,-0.8760813,1.6541588,0.618
"386","ENSG00000256463","hurdle",2.74346969801602e-300,-2.865389,-1.127425,1.737964,0.617
"275","ENSG00000171016","hurdle",6.93486465794249e-139,-1.7210319,-0.6410702,1.0799617,0.615
"282","ENSG00000173193","hurdle",1.26384618164005e-178,-2.164927,-0.900861,1.264066,0.614
"273","ENSG00000170802","hurdle",3.29702346282483e-83,-0.526274,0.2449498,0.7712238,0.614
"259","ENSG00000166348","hurdle",7.52099006476956e-72,0.5021911,1.1225532,0.6203621,0.614
"192","ENSG00000147588","hurdle",2.19617858884336e-141,-1.9118121,-0.6644531,1.247359,0.613
"319","ENSG00000185650","hurdle",2.13723608391621e-148,-1.5128915,-0.6822424,0.8306491,0.612
"83","ENSG00000110092","hurdle",6.25159664743556e-203,-2.4665332,-0.8829219,1.5836113,0.612
"29","ENSG00000072182","hurdle",5.04103383673198e-193,-2.0415711,-0.9896262,1.0519449,0.611
"351","ENSG00000204099","hurdle",0,-3.142702,-1.380744,1.761958,0.61
"132","ENSG00000130413","hurdle",6.04934752686331e-105,-0.3146315,0.289439,0.6040705,0.609
"346","ENSG00000198373","hurdle",8.50613800056047e-72,-0.2452562,0.4395546,0.6848108,0.608
"336","ENSG00000196338","hurdle",1.3162950436066e-93,-1.3288994,-0.4552546,0.8736448,0.608
"25","ENSG00000065361","hurdle",3.22614365387972e-134,-1.7884632,-0.7197171,1.0687461,0.608
"397","ENSG00000269834","hurdle",1.01658561975761e-117,-1.6985214,-0.5675916,1.1309298,0.607
"280","ENSG00000172340","hurdle",4.02411736015227e-102,-1.3768287,-0.3768765,0.9999522,0.607
"16","ENSG00000056487","hurdle",6.21357041014375e-116,-1.403118,-0.5305973,0.8725207,0.606
"281","ENSG00000172380","hurdle",6.82300959674637e-137,-1.4549278,-0.6180602,0.8368676,0.605
"166","ENSG00000137965","hurdle",2.20686286932416e-238,-2.787851,-1.256505,1.531346,0.604
"303","ENSG00000181449","hurdle",4.20125453821858e-108,-1.6587834,-0.7481638,0.9106196,0.603
"387","ENSG00000258569","hurdle",2.18078392040265e-119,-1.9536449,-0.7771827,1.1764622,0.602
"312","ENSG00000182648","hurdle",5.45472025910544e-77,-0.75286758,0.03308235,0.78594993,0.602
"382","ENSG00000247675","hurdle",2.49877906018595e-205,-2.711491,-1.137206,1.574285,0.601
"340","ENSG00000196739","hurdle",8.23669149566781e-134,-2.1561705,-0.9502974,1.2058731,0.599
"71","ENSG00000104368","hurdle",7.01098005235891e-157,-2.400621,-1.054562,1.346059,0.599
"363","ENSG00000224243","hurdle",2.8059142215798e-162,-1.865939,-1.071654,0.794285,0.598
"373","ENSG00000239381","hurdle",4.58416809157862e-98,-1.567151,-0.489299,1.077852,0.597
"100","ENSG00000114698","hurdle",2.06715807921355e-142,-2.094621,-0.9866759,1.1079451,0.597
"384","ENSG00000253807","hurdle",4.83702786232991e-84,-0.5828717,0.2784447,0.8613164,0.594
"159","ENSG00000136235","hurdle",2.82993865750264e-315,-3.126893,-1.155312,1.971581,0.594
"8","ENSG00000030419","hurdle",2.93549993336539e-62,-0.78799237,-0.08579058,0.70220179,0.593
"295","ENSG00000178075","hurdle",2.57239794418938e-86,-1.2222345,-0.5686941,0.6535404,0.592
"153","ENSG00000135318","hurdle",5.20605152419528e-140,-2.467997,-1.183749,1.284248,0.592
"30","ENSG00000075429","hurdle",2.93459626232008e-202,-2.499232,-1.088951,1.410281,0.592
"232","ENSG00000162512","hurdle",9.65800881857875e-61,-0.8205772,-0.262737,0.5578402,0.591
"217","ENSG00000154274","hurdle",5.09818927991305e-142,-2.3778808,-0.9793264,1.3985544,0.591
"69","ENSG00000103966","hurdle",2.91287778617111e-136,-2.412832,-1.143764,1.269068,0.591
"393","ENSG00000262223","hurdle",5.08474567169528e-99,-1.7407997,-0.8490384,0.8917613,0.59
"108","ENSG00000116525","hurdle",3.23531530874406e-95,-1.8630476,-0.8172422,1.0458054,0.59
"218","ENSG00000154309","hurdle",1.78259199069448e-60,-0.54314482,0.01994031,0.56308513,0.589
"260","ENSG00000166387","hurdle",1.33915855996829e-67,-1.2997407,-0.5241663,0.7755744,0.588
"174","ENSG00000139352","hurdle",1.51867194415846e-130,-2.500579,-1.281596,1.218983,0.588
"96","ENSG00000113916","hurdle",4.1748625991408e-64,-1.0597023,-0.2779847,0.7817176,0.588
"32","ENSG00000076604","hurdle",3.14104070338154e-193,-2.884221,-1.491388,1.392833,0.588
"45","ENSG00000092758","hurdle",8.71416945084531e-126,-2.479465,-1.296132,1.183333,0.587
"173","ENSG00000139292","hurdle",3.52467147638022e-107,-1.7361189,-0.9289026,0.8072163,0.586
"176","ENSG00000140455","hurdle",2.27390786098221e-59,-1.0662828,-0.3855937,0.6806891,0.585
"350","ENSG00000203876","hurdle",9.07379108337816e-80,-1.4310367,-0.6422304,0.7888063,0.584
"165","ENSG00000137628","hurdle",8.2061104733361e-151,-2.718617,-1.376877,1.34174,0.584
"56","ENSG00000101265","hurdle",1.0246257442401e-81,-1.8480096,-0.9603912,0.8876184,0.584
"17","ENSG00000056736","hurdle",5.08080939669121e-173,-2.886372,-1.559897,1.326475,0.584
"257","ENSG00000166016","hurdle",4.54753643804085e-66,-1.2087738,-0.3749465,0.8338273,0.583
"254","ENSG00000165478","hurdle",1.07525013369626e-83,-1.6439009,-0.9734737,0.6704272,0.583
"115","ENSG00000122863","hurdle",2.83602140981761e-125,-2.54917,-1.367252,1.181918,0.583
"353","ENSG00000204580","hurdle",1.57220847270338e-89,-2.158886,-1.166953,0.991933,0.582
"204","ENSG00000150893","hurdle",8.74418937622536e-154,-2.54886,-1.238846,1.310014,0.581
"377","ENSG00000243069","hurdle",7.8550884726391e-79,-1.2966814,-0.7209423,0.5757391,0.579
"310","ENSG00000182158","hurdle",1.82219013295604e-51,-1.1962257,-0.5457155,0.6505102,0.579
"211","ENSG00000152518","hurdle",2.06405382426682e-93,-2.13416,-1.155312,0.978848,0.579
"202","ENSG00000150551","hurdle",4.24197674543786e-142,-2.703538,-1.47063,1.232908,0.578
"322","ENSG00000186340","hurdle",1.25765851560669e-95,-2.40146,-1.384623,1.016837,0.576
"241","ENSG00000163520","hurdle",2.09757854786278e-170,-2.987703,-1.68105,1.306653,0.576
"93","ENSG00000112773","hurdle",2.04461553614631e-117,-2.2425889,-0.9763971,1.2661918,0.576
"85","ENSG00000111077","hurdle",1.42412549242116e-73,-2.117295,-1.219668,0.897627,0.576
"80","ENSG00000106948","hurdle",7.45723786232663e-71,-2.05218,-1.19222,0.85996,0.576
"395","ENSG00000265972","hurdle",1.21094064942032e-92,-2.122587,-1.329384,0.793203,0.574
"156","ENSG00000136144","hurdle",7.16000938218029e-44,-1.125281,-0.496625,0.628656,0.574
"375","ENSG00000241316","hurdle",7.08158402001255e-51,-1.1141231,-0.4675416,0.6465815,0.573
"89","ENSG00000112309","hurdle",2.24289644024838e-52,-1.3611732,-0.7632312,0.597942,0.573
"61","ENSG00000102760","hurdle",1.21129024525275e-59,-1.705669,-1.005962,0.699707,0.573
"243","ENSG00000163638","hurdle",1.65666568998507e-83,-1.76984,-1.079491,0.690349,0.572
"162","ENSG00000136859","hurdle",2.61552728586322e-68,-2.110192,-1.217937,0.892255,0.572
"91","ENSG00000112715","hurdle",1.23651430587743e-68,-1.6865443,-0.6562259,1.0303184,0.572
