"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"232","ENSG00000170579","hurdle",0,5.292548,6.792658,1.50011,0.805
"339","ENSG00000244694","hurdle",0,0.728772,2.844486,2.115714,0.804
"153","ENSG00000150556","hurdle",0,-2.139412,1.561954,3.701366,0.801
"303","ENSG00000189056","hurdle",0,-2.08229,2.746412,4.828702,0.799
"180","ENSG00000155966","hurdle",0,-0.2449382,2.0190271,2.2639653,0.799
"326","ENSG00000218336","hurdle",0,1.941469,3.58028,1.638811,0.797
"288","ENSG00000185736","hurdle",0,0.2858489,5.0552901,4.7694412,0.797
"2","ENSG00000005108","hurdle",0,0.3864377,2.6424988,2.2560611,0.797
"199","ENSG00000163618","hurdle",0,3.660223,4.967918,1.307695,0.796
"188","ENSG00000157388","hurdle",0,2.485904,3.89636,1.410456,0.795
"173","ENSG00000154217","hurdle",0,1.727438,3.017391,1.289953,0.794
"123","ENSG00000144460","hurdle",0,0.8213477,3.8097525,2.9884048,0.794
"131","ENSG00000145730","hurdle",0,1.828911,3.357055,1.528144,0.793
"120","ENSG00000144278","hurdle",0,1.906899,4.371306,2.464407,0.792
"11","ENSG00000041515","hurdle",0,0.1624879,2.8381556,2.6756677,0.791
"324","ENSG00000206052","hurdle",0,2.003992,3.780027,1.776035,0.79
"294","ENSG00000187123","hurdle",0,-2.391285,1.384191,3.775476,0.787
"61","ENSG00000116729","hurdle",0,-0.2856297,2.0456364,2.3312661,0.787
"18","ENSG00000069667","hurdle",0,4.026363,5.428173,1.40181,0.786
"264","ENSG00000181072","hurdle",0,0.1315085,4.014097,3.8825885,0.784
"325","ENSG00000206579","hurdle",0,2.939415,4.119073,1.179658,0.783
"234","ENSG00000170873","hurdle",0,0.7412067,2.3096403,1.5684336,0.782
"125","ENSG00000144619","hurdle",0,3.59709,4.832264,1.235174,0.782
"304","ENSG00000189337","hurdle",0,4.607577,5.729658,1.122081,0.78
"58","ENSG00000114805","hurdle",0,0.5791648,2.3535868,1.774422,0.779
"10","ENSG00000035862","hurdle",0,-0.3049799,1.5555377,1.8605176,0.778
"189","ENSG00000157404","hurdle",0,-2.661609,2.441814,5.103423,0.776
"53","ENSG00000112182","hurdle",0,1.186558,2.664029,1.477471,0.776
"208","ENSG00000165061","hurdle",0,2.129614,3.89431,1.764696,0.774
"300","ENSG00000188559","hurdle",0,1.096181,2.994788,1.898607,0.773
"190","ENSG00000158089","hurdle",0,0.1052679,2.689472,2.5842041,0.773
"255","ENSG00000177103","hurdle",0,2.049652,3.181994,1.132342,0.772
"54","ENSG00000112419","hurdle",0,0.5870169,2.4484921,1.8614752,0.772
"170","ENSG00000153820","hurdle",0,0.2951544,3.8285835,3.5334291,0.771
"256","ENSG00000177679","hurdle",0,1.733961,2.838247,1.104286,0.769
"143","ENSG00000148219","hurdle",0,2.886859,4.214021,1.327162,0.769
"243","ENSG00000172572","hurdle",0,-1.409242,2.584304,3.993546,0.767
"140","ENSG00000147724","hurdle",0,1.907077,3.096776,1.189699,0.767
"177","ENSG00000155052","hurdle",0,3.639437,4.683995,1.044558,0.766
"55","ENSG00000112530","hurdle",0,1.438542,2.764808,1.326266,0.766
"64","ENSG00000118276","hurdle",0,0.4654191,2.499223,2.0338039,0.765
"322","ENSG00000204764","hurdle",0,0.6910085,2.0062989,1.3152904,0.764
"253","ENSG00000175175","hurdle",0,1.873148,3.049819,1.176671,0.764
"93","ENSG00000134215","hurdle",0,-0.3389571,2.6331994,2.9721565,0.764
"35","ENSG00000101333","hurdle",0,0.9221458,2.7360208,1.813875,0.764
"271","ENSG00000182836","hurdle",0,-0.368614,1.907497,2.276111,0.762
"114","ENSG00000141404","hurdle",0,0.2328096,1.7415613,1.5087517,0.761
"47","ENSG00000109265","hurdle",0,-0.4891831,1.88286,2.3720431,0.761
"109","ENSG00000139915","hurdle",0,4.519052,5.609557,1.090505,0.76
"276","ENSG00000183166","hurdle",0,1.404252,3.074433,1.670181,0.759
"127","ENSG00000144868","hurdle",0,2.874466,3.905645,1.031179,0.759
"8","ENSG00000021645","hurdle",0,5.980345,6.937482,0.957137,0.758
"72","ENSG00000122547","hurdle",0,-0.4299931,1.4440121,1.8740052,0.757
"26","ENSG00000077044","hurdle",0,-0.7913339,1.4645162,2.2558501,0.757
"113","ENSG00000140945","hurdle",0,2.325839,3.819065,1.493226,0.755
"102","ENSG00000137968","hurdle",0,2.405878,3.532097,1.126219,0.755
"286","ENSG00000185551","hurdle",0,-2.517028,1.132595,3.649623,0.754
"263","ENSG00000180875","hurdle",0,-1.075105,1.545525,2.62063,0.753
"246","ENSG00000173482","hurdle",0,0.9383949,3.13866,2.2002651,0.753
"65","ENSG00000118922","hurdle",0,1.654009,3.00559,1.351581,0.753
"278","ENSG00000183783","hurdle",0,1.872957,3.7404,1.867443,0.752
"202","ENSG00000164116","hurdle",0,-0.04823008,2.29672441,2.34495449,0.751
"101","ENSG00000137766","hurdle",0,1.635034,3.7597,2.124666,0.75
"175","ENSG00000154240","hurdle",0,1.384637,3.413505,2.028868,0.749
"148","ENSG00000148948","hurdle",0,4.205192,5.377027,1.171835,0.749
"1","ENSG00000003096","hurdle",0,-1.839274,1.127114,2.966388,0.749
"346","ENSG00000269821","hurdle",0,1.263366,2.458749,1.195383,0.748
"171","ENSG00000154127","hurdle",0,-1.150803,1.35656,2.507363,0.745
"147","ENSG00000148516","hurdle",0,2.409144,3.829446,1.420302,0.745
"242","ENSG00000172159","hurdle",0,0.1691759,1.7239111,1.5547352,0.744
"249","ENSG00000174469","hurdle",0,5.79122,6.603809,0.812589,0.743
"215","ENSG00000166147","hurdle",0,1.192649,2.583391,1.390742,0.742
"197","ENSG00000162989","hurdle",0,2.619744,3.448054,0.82831,0.741
"312","ENSG00000198673","hurdle",0,3.512041,4.527918,1.015877,0.74
"3","ENSG00000009694","hurdle",0,0.2366461,2.1198237,1.8831776,0.74
"142","ENSG00000148143","hurdle",0,-0.008385468,1.50760754,1.515993008,0.739
"187","ENSG00000157152","hurdle",0,2.974817,3.810227,0.83541,0.738
"273","ENSG00000182985","hurdle",0,2.673893,4.114896,1.441003,0.737
"241","ENSG00000171951","hurdle",0,0.1004129,1.788241,1.6878281,0.737
"195","ENSG00000162849","hurdle",0,0.03774694,2.3456325,2.30788556,0.737
"104","ENSG00000138639","hurdle",0,0.01061101,2.8605311,2.84992009,0.737
"130","ENSG00000145349","hurdle",0,2.4426,3.644004,1.201404,0.735
"13","ENSG00000048052","hurdle",0,3.17629,4.098126,0.921836,0.735
"160","ENSG00000151572","hurdle",0,1.494933,2.935684,1.440751,0.733
"97","ENSG00000136111","hurdle",0,0.595079,1.816866,1.221787,0.733
"76","ENSG00000124749","hurdle",0,-0.8862161,1.2338945,2.1201106,0.733
"40","ENSG00000102466","hurdle",0,5.008144,5.644056,0.635912,0.732
"62","ENSG00000116991","hurdle",0,0.5377182,2.3742008,1.8364826,0.731
"7","ENSG00000020577","hurdle",0,0.9348903,2.0223682,1.0874779,0.731
"277","ENSG00000183570","hurdle",0,-0.4710464,3.0306122,3.5016586,0.729
"157","ENSG00000151322","hurdle",0,3.395547,4.580887,1.18534,0.729
"57","ENSG00000114374","hurdle",0,1.04132,2.234734,1.193414,0.728
"21","ENSG00000072315","hurdle",0,0.08127833,1.83041838,1.74914005,0.728
"287","ENSG00000185666","hurdle",0,2.941734,3.690253,0.748519,0.727
"240","ENSG00000171877","hurdle",0,3.243094,4.216645,0.973551,0.727
"226","ENSG00000169760","hurdle",0,4.66195,5.427249,0.765299,0.727
"149","ENSG00000149972","hurdle",0,3.576204,4.46036,0.884155999999999,0.727
"86","ENSG00000130226","hurdle",0,3.813509,4.787066,0.973557,0.727
"49","ENSG00000109790","hurdle",0,0.2923275,1.6700775,1.37775,0.726
"321","ENSG00000204442","hurdle",0,5.41938,6.04336,0.62398,0.725
"88","ENSG00000132932","hurdle",0,3.412874,4.022544,0.60967,0.725
"341","ENSG00000253554","hurdle",0,1.10151,2.870548,1.769038,0.724
"27","ENSG00000080224","hurdle",0,2.728595,3.450512,0.721917,0.723
"178","ENSG00000155511","hurdle",0,2.617311,3.326532,0.709221,0.722
"132","ENSG00000145808","hurdle",0,0.7021115,2.3267096,1.6245981,0.722
"348","ENSG00000273079","hurdle",0,3.676959,4.191937,0.514978,0.721
"319","ENSG00000198879","hurdle",0,0.7509683,1.9479955,1.1970272,0.72
"283","ENSG00000185052","hurdle",0,-0.3464154,1.9567533,2.3031687,0.72
"310","ENSG00000197584","hurdle",0,2.09656,3.341694,1.245134,0.719
"82","ENSG00000129244","hurdle",0,-1.444197,0.472698,1.916895,0.719
"270","ENSG00000182621","hurdle",0,5.177944,5.678701,0.500757,0.717
"224","ENSG00000169306","hurdle",0,4.729359,5.613565,0.884206000000001,0.717
"165","ENSG00000152818","hurdle",0,0.8188448,2.529545,1.7107002,0.717
"164","ENSG00000152578","hurdle",0,3.538766,4.364335,0.825569,0.717
"90","ENSG00000133958","hurdle",0,3.206667,3.818021,0.611354,0.716
"50","ENSG00000110328","hurdle",0,1.81631,2.6994,0.88309,0.716
"244","ENSG00000172985","hurdle",0,1.616274,2.533783,0.917509,0.714
"295","ENSG00000187398","hurdle",0,1.395819,2.66372,1.267901,0.713
"290","ENSG00000185942","hurdle",0,0.7112473,2.7619665,2.0507192,0.713
"245","ENSG00000173406","hurdle",0,3.104669,4.121868,1.017199,0.713
"68","ENSG00000120549","hurdle",0,3.006297,4.026829,1.020532,0.713
"311","ENSG00000198597","hurdle",0,0.4666389,2.8636329,2.396994,0.712
"37","ENSG00000101746","hurdle",0,1.999579,2.720519,0.72094,0.712
"254","ENSG00000176728","hurdle",0,1.485688,2.400783,0.915095,0.711
"269","ENSG00000182263","hurdle",0,0.8223549,2.9866202,2.1642653,0.71
"275","ENSG00000183098","hurdle",0,2.696767,3.772863,1.076096,0.709
"342","ENSG00000257815","hurdle",0,1.194067,2.20973,1.015663,0.708
"204","ENSG00000164418","hurdle",0,3.878402,4.712064,0.833662,0.708
"70","ENSG00000121440","hurdle",0,2.417612,3.328441,0.910829,0.708
"36","ENSG00000101349","hurdle",0,2.191007,2.764808,0.573801,0.708
"155","ENSG00000151025","hurdle",0,2.616051,3.341115,0.725064,0.707
"340","ENSG00000248049","hurdle",0,1.745062,2.560967,0.815905,0.706
"221","ENSG00000168959","hurdle",0,3.990205,4.496938,0.506733,0.706
"191","ENSG00000158560","hurdle",0,3.065571,3.569911,0.50434,0.706
"117","ENSG00000144218","hurdle",0,3.198333,3.713841,0.515508,0.706
"335","ENSG00000239268","hurdle",0,3.690154,4.286773,0.596619,0.705
"172","ENSG00000154162","hurdle",0,3.348501,4.286673,0.938172,0.705
"158","ENSG00000151490","hurdle",0,1.715716,2.558999,0.843283,0.705
"34","ENSG00000099715","hurdle",0,0.01158899,2.38567115,2.37408216,0.705
"349","ENSG00000280870","hurdle",0,-0.01859008,2.02499708,2.04358716,0.704
"328","ENSG00000227082","hurdle",0,-0.5281711,0.8920104,1.4201815,0.702
"214","ENSG00000166006","hurdle",0,2.666411,3.811434,1.145023,0.702
"210","ENSG00000165185","hurdle",0,0.7936836,2.4928915,1.6992079,0.702
"44","ENSG00000106278","hurdle",0,1.05957,2.169989,1.110419,0.702
"23","ENSG00000073910","hurdle",0,2.518988,3.19883,0.679842,0.702
"211","ENSG00000165246","hurdle",0,1.282991,2.097457,0.814466,0.699
"121","ENSG00000144339","hurdle",0,2.86648,3.628709,0.762229,0.699
"218","ENSG00000168843","hurdle",0,1.564396,2.82668,1.262284,0.698
"239","ENSG00000171714","hurdle",0,1.450933,2.823443,1.37251,0.697
"259","ENSG00000179104","hurdle",0,2.261325,3.861261,1.599936,0.696
"308","ENSG00000196482","hurdle",0,2.287562,2.988707,0.701145,0.695
"71","ENSG00000122012","hurdle",0,-1.178454,1.22109,2.399544,0.695
"118","ENSG00000144227","hurdle",0,-2.001272,1.006938,3.00821,0.693
"274","ENSG00000183023","hurdle",0,4.127933,4.905033,0.777100000000001,0.691
"89","ENSG00000133687","hurdle",0,1.278149,1.958599,0.68045,0.691
"20","ENSG00000071242","hurdle",0,2.103405,3.268016,1.164611,0.691
"108","ENSG00000139767","hurdle",0,2.518838,3.020382,0.501544,0.689
"38","ENSG00000101871","hurdle",0,-0.984317,0.7772045,1.7615215,0.689
"100","ENSG00000137478","hurdle",0,1.47756,2.216506,0.738946,0.688
"329","ENSG00000229989","hurdle",0,1.156311,2.197249,1.040938,0.687
"24","ENSG00000075223","hurdle",0,-0.6987438,2.4109179,3.1096617,0.687
"129","ENSG00000145147","hurdle",0,1.946864,3.201695,1.254831,0.685
"279","ENSG00000183878","hurdle",0,0.7304017,1.7093548,0.9789531,0.684
"96","ENSG00000135905","hurdle",0,1.156696,1.985184,0.828488,0.684
"122","ENSG00000144366","hurdle",0,1.569075,3.163504,1.594429,0.682
"344","ENSG00000262655","hurdle",0,-0.543334,1.322564,1.865898,0.68
"227","ENSG00000169851","hurdle",0,3.701102,4.285972,0.58487,0.68
"152","ENSG00000150394","hurdle",0,2.446408,3.231938,0.78553,0.68
"110","ENSG00000139946","hurdle",0,-0.4478781,1.1528456,1.6007237,0.68
"33","ENSG00000099204","hurdle",0,2.307377,2.829709,0.522332,0.68
"229","ENSG00000169946","hurdle",0,2.763406,4.355116,1.59171,0.679
"251","ENSG00000174482","hurdle",0,4.020132,4.602877,0.582745,0.678
"192","ENSG00000158966","hurdle",0,0.09470802,2.32564378,2.23093576,0.677
"95","ENSG00000134533","hurdle",0,-0.5344658,1.0500092,1.584475,0.677
"314","ENSG00000198739","hurdle",0,3.008357,3.564104,0.555747,0.676
"19","ENSG00000070882","hurdle",0,1.301385,2.138656,0.837271,0.676
"333","ENSG00000236404","hurdle",0,0.5527939,1.5985729,1.045779,0.675
"238","ENSG00000171587","hurdle",0,4.488417,5.357065,0.868648,0.675
"330","ENSG00000231764","hurdle",0,-2.751022,1.806431,4.557453,0.674
"174","ENSG00000154229","hurdle",0,2.594642,3.257381,0.662739,0.674
"231","ENSG00000170396","hurdle",0,1.176551,3.090821,1.91427,0.673
"347","ENSG00000271860","hurdle",0,2.181437,4.083614,1.902177,0.672
"299","ENSG00000188517","hurdle",0,0.09940426,1.50792843,1.40852417,0.672
"268","ENSG00000182168","hurdle",0,3.081808,3.80656,0.724752,0.672
"154","ENSG00000150907","hurdle",0,-0.5450029,1.3216778,1.8666807,0.672
"69","ENSG00000120907","hurdle",0,-1.144393,1.03106,2.175453,0.671
"31","ENSG00000091656","hurdle",0,-0.3974689,1.683979,2.0814479,0.67
"230","ENSG00000170381","hurdle",0,0.07983521,1.74898801,1.6691528,0.668
"184","ENSG00000156299","hurdle",0,1.146708,2.627473,1.480765,0.668
"39","ENSG00000102290","hurdle",0,1.24023,2.290876,1.050646,0.667
"141","ENSG00000148123","hurdle",0,-0.2748198,0.9497075,1.2245273,0.666
"128","ENSG00000145012","hurdle",0,1.571633,2.206797,0.635164,0.666
"106","ENSG00000138795","hurdle",0,-1.5536096,0.2709753,1.8245849,0.666
"213","ENSG00000165973","hurdle",0,2.66377,4.041802,1.378032,0.665
"25","ENSG00000076641","hurdle",0,0.4808325,1.690173,1.2093405,0.665
"261","ENSG00000179796","hurdle",0,-0.5868872,0.7669757,1.3538629,0.664
"258","ENSG00000178573","hurdle",0,-2.190884,0.05030508,2.24118908,0.663
"79","ENSG00000127328","hurdle",0,-0.5656048,1.1882297,1.7538345,0.663
"345","ENSG00000266028","hurdle",0,0.7567373,1.3172903,0.560553,0.662
"196","ENSG00000162946","hurdle",0,-0.4662072,1.2379901,1.7041973,0.662
"73","ENSG00000122584","hurdle",0,0.3198156,3.83988,3.5200644,0.662
"217","ENSG00000167081","hurdle",0,-0.3831766,1.6320159,2.0151925,0.661
"296","ENSG00000187720","hurdle",0,-0.359408,1.275845,1.635253,0.66
"316","ENSG00000198838","hurdle",0,1.622338,2.79066,1.168322,0.658
"14","ENSG00000049192","hurdle",0,-1.6802353,0.7416276,2.4218629,0.658
"318","ENSG00000198846","hurdle",0,2.315549,3.226475,0.910926,0.657
"291","ENSG00000186153","hurdle",0,2.948948,3.511921,0.562973,0.657
"84","ENSG00000129595","hurdle",0,-0.5693738,0.9247227,1.4940965,0.657
"194","ENSG00000160191","hurdle",0,-1.56212718,0.02156899,1.58369617,0.656
"59","ENSG00000115183","hurdle",0,-0.7207376,0.6693686,1.3901062,0.654
"46","ENSG00000107242","hurdle",0,0.4990103,1.6873424,1.1883321,0.654
"285","ENSG00000185532","hurdle",0,2.57884,3.259506,0.680666,0.653
"56","ENSG00000113319","hurdle",0,2.097036,2.688805,0.591769,0.653
"198","ENSG00000163110","hurdle",0,-0.9020505,0.9526741,1.8547246,0.652
"87","ENSG00000130413","hurdle",0,-0.7273016,0.7634475,1.4907491,0.652
"28","ENSG00000081026","hurdle",0,1.943561,2.654847,0.711286,0.652
"116","ENSG00000143919","hurdle",0,0.8715935,1.697587,0.8259935,0.649
"66","ENSG00000118946","hurdle",0,0.6317759,1.6533081,1.0215322,0.649
"257","ENSG00000178568","hurdle",0,2.088218,5.803366,3.715148,0.648
"334","ENSG00000237877","hurdle",0,1.466363,2.007531,0.541168,0.643
"289","ENSG00000185842","hurdle",0,0.8016211,1.4177578,0.6161367,0.643
"301","ENSG00000188730","hurdle",0,0.3955535,2.1120045,1.716451,0.642
"237","ENSG00000171444","hurdle",0,-0.1708472,0.9631432,1.1339904,0.641
"222","ENSG00000168993","hurdle",0,0.6846338,1.4358438,0.75121,0.641
"139","ENSG00000147251","hurdle",0,-1.9702968,0.5288923,2.4991891,0.64
"103","ENSG00000138193","hurdle",0,-1.5337753,0.3478646,1.8816399,0.639
"323","ENSG00000204767","hurdle",0,-0.6425752,0.5356528,1.178228,0.638
"162","ENSG00000152208","hurdle",0,3.424279,4.096328,0.672049,0.637
"145","ENSG00000148429","hurdle",0,-0.5130752,0.5157316,1.0288068,0.637
"83","ENSG00000129422","hurdle",0,0.1932053,0.9307532,0.7375479,0.637
"281","ENSG00000184588","hurdle",0,3.489254,4.246827,0.757573,0.635
"107","ENSG00000139132","hurdle",0,0.2857967,0.9256151,0.6398184,0.635
"337","ENSG00000242808","hurdle",0,1.466466,2.792072,1.325606,0.632
"267","ENSG00000182132","hurdle",0,-0.4426837,1.7571868,2.1998705,0.632
"203","ENSG00000164292","hurdle",0,-0.05991402,0.79421832,0.85413234,0.629
"99","ENSG00000137269","hurdle",0,-0.9188419,0.2928483,1.2116902,0.629
"22","ENSG00000073417","hurdle",0,1.423959,1.961146,0.537187,0.627
"80","ENSG00000128573","hurdle",0,1.930235,3.198858,1.268623,0.626
"317","ENSG00000198840","hurdle",0,1.210426,2.519758,1.309332,0.624
"91","ENSG00000134138","hurdle",0,1.273895,3.295096,2.021201,0.623
"16","ENSG00000057704","hurdle",0,-1.6032628,-0.1689916,1.4342712,0.623
"327","ENSG00000226688","hurdle",0,0.5608766,1.1250838,0.5642072,0.621
"307","ENSG00000196218","hurdle",0,-1.360428,-0.1726603,1.1877677,0.621
"45","ENSG00000107105","hurdle",0,1.44367,2.062462,0.618792,0.62
"207","ENSG00000165029","hurdle",0,-1.5554773,-0.2839596,1.2715177,0.619
"159","ENSG00000151491","hurdle",0,-0.5974308,0.2340995,0.8315303,0.619
"136","ENSG00000146648","hurdle",0,-1.0450122,0.8534977,1.8985099,0.619
"272","ENSG00000182957","hurdle",0,-0.5920056,0.4772,1.0692056,0.618
"233","ENSG00000170743","hurdle",0,-0.3253497,0.8773957,1.2027454,0.618
"151","ENSG00000150361","hurdle",0,-0.8527608,0.7020292,1.55479,0.617
"92","ENSG00000134146","hurdle",0,0.3416559,1.0029757,0.6613198,0.617
"309","ENSG00000196782","hurdle",0,0.6594738,1.4536582,0.7941844,0.614
"169","ENSG00000153721","hurdle",0,-0.4680529,0.8570286,1.3250815,0.61
"137","ENSG00000146966","hurdle",0,-0.68446979,0.03905688,0.72352667,0.606
"313","ENSG00000198712","hurdle",6.12307042538384e-257,2.917655,3.433974,0.516319,0.604
"15","ENSG00000056487","hurdle",0,-1.598345,-0.6679239,0.9304211,0.604
"94","ENSG00000134376","hurdle",1.05388120198509e-316,-0.1017059,0.5099759,0.6116818,0.602
"302","ENSG00000188803","hurdle",0,-0.01878332,1.33470917,1.35349249,0.601
"176","ENSG00000154975","hurdle",0,2.911364,3.633707,0.722343,0.601
"67","ENSG00000120162","hurdle",1.33481425588249e-268,1.099775,1.610704,0.510929,0.601
"338","ENSG00000244128","hurdle",8.35251468181632e-307,0.8271831,1.4936486,0.6664655,0.6
"193","ENSG00000159788","hurdle",0,0.4527225,1.4510381,0.9983156,0.6
"225","ENSG00000169372","hurdle",4.36766018370947e-271,0.737722,1.253,0.515278,0.599
"205","ENSG00000164574","hurdle",0,-0.783761,0.2567526,1.0405136,0.599
"112","ENSG00000140807","hurdle",0,-1.8609366,-0.5899182,1.2710184,0.598
"48","ENSG00000109452","hurdle",1.43517523460379e-262,2.275846,2.828737,0.552891,0.598
"52","ENSG00000111962","hurdle",2.82645115657069e-253,0.5646861,1.0723124,0.5076263,0.593
"77","ENSG00000124782","hurdle",0,-2.0562733,-0.6494031,1.4068702,0.592
"146","ENSG00000148498","hurdle",2.91792360462825e-265,0.3920691,1.1219127,0.7298436,0.587
"60","ENSG00000115896","hurdle",7.42208849712852e-270,2.845288,3.509485,0.664197,0.586
"336","ENSG00000241684","hurdle",0,0.01942043,1.69726547,1.67784504,0.585
"32","ENSG00000095397","hurdle",9.15306078334472e-303,-1.3043124,-0.4256005,0.8787119,0.584
"260","ENSG00000179455","hurdle",0,-1.6165569,-0.6791517,0.9374052,0.582
"168","ENSG00000152990","hurdle",1.80266017496481e-266,-0.913742,-0.3872448,0.5264972,0.582
"293","ENSG00000187098","hurdle",0,-1.011042,0.2895457,1.3005877,0.579
"51","ENSG00000110693","hurdle",0,0.3892561,2.6169073,2.2276512,0.578
"78","ENSG00000127152","hurdle",7.66352346535954e-280,-0.3130933,0.7494805,1.0625738,0.576
"163","ENSG00000152527","hurdle",0,-1.249844,0.200687,1.450531,0.574
"248","ENSG00000174453","hurdle",1.77305108479851e-230,-0.04258711,0.57949441,0.62208152,0.573
"182","ENSG00000156049","hurdle",6.74187224509511e-250,-1.1485455,-0.2744678,0.8740777,0.573
"209","ENSG00000165084","hurdle",2.12795893613703e-283,0.4065321,1.6967026,1.2901705,0.571
"144","ENSG00000148411","hurdle",9.59435894330409e-252,-1.4948167,-0.5640551,0.9307616,0.57
"30","ENSG00000089250","hurdle",0,-1.88986384,0.02105519,1.91091903,0.57
"252","ENSG00000175130","hurdle",3.76206340231146e-183,-1.1161397,-0.5989723,0.5171674,0.569
"216","ENSG00000166387","hurdle",2.08567744734985e-216,-1.4521776,-0.6806136,0.771564,0.569
"75","ENSG00000123094","hurdle",8.69531224137715e-186,-0.5578153,0.2400722,0.7978875,0.569
"166","ENSG00000152910","hurdle",1.8691817499921e-125,1.45979,2.022946,0.563156,0.568
"332","ENSG00000233237","hurdle",1.0539292921439e-154,-0.69864065,-0.06088033,0.63776032,0.564
"111","ENSG00000140470","hurdle",0,-0.3545627,1.6623968,2.0169595,0.562
"29","ENSG00000087253","hurdle",1.07998087423873e-222,-1.788091,-1.10707,0.681021,0.561
"119","ENSG00000144229","hurdle",0,-1.6384617,0.9527414,2.5912031,0.558
"201","ENSG00000163873","hurdle",3.15134011293905e-257,0.2220563,1.2672053,1.045149,0.557
"5","ENSG00000011465","hurdle",4.94493578458886e-310,-2.338555,-1.31708,1.021475,0.555
"185","ENSG00000157005","hurdle",0,-2.320657,0.08562282,2.40627982,0.548
"43","ENSG00000106034","hurdle",1.28040331862342e-201,-2.190594,-1.204948,0.985646,0.545
"133","ENSG00000145824","hurdle",0,-2.179462,1.383242,3.562704,0.542
"85","ENSG00000129682","hurdle",0,0.3040914,2.1568941,1.8528027,0.542
"12","ENSG00000047648","hurdle",1.064560587378e-115,-1.1551149,-0.2841183,0.8709966,0.541
"42","ENSG00000104267","hurdle",7.0956401691739e-88,-1.578175,-1.016467,0.561708,0.54
"17","ENSG00000064655","hurdle",1.35400849481917e-109,-1.667152,-1.130852,0.5363,0.539
"206","ENSG00000165025","hurdle",1.89174723115996e-213,-2.58942,-2.055844,0.533576,0.535
"138","ENSG00000147246","hurdle",1.11752583050216e-133,-0.2384353,0.5847191,0.8231544,0.533
"63","ENSG00000117707","hurdle",0,-1.8227604,-0.4308628,1.3918976,0.533
"247","ENSG00000173905","hurdle",4.18935637763597e-90,-0.57741591,0.03969113,0.61710704,0.532
"134","ENSG00000145832","hurdle",2.26228868324536e-209,-2.2151832,-0.9068173,1.3083659,0.528
"212","ENSG00000165895","hurdle",8.73904826260584e-51,-1.2173253,-0.6196545,0.5976708,0.525
"306","ENSG00000196159","hurdle",1.13510039524418e-84,-1.840412,-1.133996,0.706416,0.52
"115","ENSG00000143248","hurdle",3.98905995473401e-164,-1.08829363,-0.04990787,1.03838576,0.519
