"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"122","ENSG00000154975","hurdle",0,3.062617,3.5909,0.528283,0.735
"55","ENSG00000115183","hurdle",0,-0.4039828,1.0228711,1.4268539,0.734
"194","ENSG00000227220","hurdle",0,-0.8459006,0.7602758,1.6061764,0.73
"132","ENSG00000162944","hurdle",0,-0.8407718,0.7893958,1.6301676,0.73
"156","ENSG00000171587","hurdle",0,4.670219,5.443285,0.773066,0.729
"145","ENSG00000166033","hurdle",0,-0.9842478,0.6979205,1.6821683,0.728
"196","ENSG00000242808","hurdle",4.34758869145904e-284,1.774149,3.009635,1.235486,0.727
"46","ENSG00000109686","hurdle",3.59621638672469e-285,1.14845,2.120673,0.972223,0.726
"20","ENSG00000077782","hurdle",0,-0.4484735,0.9858009,1.4342744,0.726
"60","ENSG00000118322","hurdle",0,-0.9085143,1.0657784,1.9742927,0.725
"120","ENSG00000154493","hurdle",0,0.1562695,1.1050283,0.9487588,0.721
"84","ENSG00000135905","hurdle",0,1.332973,1.983922,0.650949,0.721
"67","ENSG00000125462","hurdle",2.79096007101986e-282,0.3023138,1.5654967,1.2631829,0.719
"121","ENSG00000154856","hurdle",0,-1.96972804,0.09217953,2.06190757,0.718
"31","ENSG00000101144","hurdle",0,-2.23111083,-0.01871226,2.21239857,0.716
"201","ENSG00000259048","hurdle",0,-0.6645069,1.109171,1.7736779,0.715
"128","ENSG00000162407","hurdle",0,-0.943617,0.6413553,1.5849723,0.715
"110","ENSG00000150361","hurdle",0,-0.4562236,0.8103265,1.2665501,0.713
"119","ENSG00000153823","hurdle",4.73101655223694e-293,1.784051,2.396702,0.612651,0.71
"150","ENSG00000170075","hurdle",0,-2.4472063,-0.2414814,2.2057249,0.709
"50","ENSG00000112769","hurdle",0,-0.9635055,0.4970658,1.4605713,0.707
"152","ENSG00000170873","hurdle",2.87490301955007e-236,1.171312,2.037255,0.865943,0.705
"69","ENSG00000127328","hurdle",1.30377586596054e-243,-0.07154949,1.04790531,1.1194548,0.704
"29","ENSG00000100095","hurdle",5.30669948796922e-284,1.961365,2.52937,0.568005,0.703
"28","ENSG00000099954","hurdle",1.15263295484549e-307,-1.058158,0.491787,1.549945,0.703
"27","ENSG00000091656","hurdle",1.52912594166308e-303,0.2739179,1.0823795,0.8084616,0.703
"134","ENSG00000163110","hurdle",3.21329000856615e-295,-0.3552935,0.6738828,1.0291763,0.7
"75","ENSG00000132613","hurdle",9.83928824981628e-260,-0.6167259,0.6588887,1.2756146,0.699
"62","ENSG00000120907","hurdle",0,-0.4292429,0.4580789,0.8873218,0.695
"66","ENSG00000124440","hurdle",0,-1.5115326,0.1502917,1.6618243,0.694
"26","ENSG00000089250","hurdle",0,-1.3593385,0.2009871,1.5603256,0.694
"198","ENSG00000244128","hurdle",2.45853114026228e-246,0.9563993,1.6071015,0.6507022,0.691
"35","ENSG00000102934","hurdle",2.23437072764874e-316,-1.5372675,0.06186526,1.59913276,0.691
"61","ENSG00000118515","hurdle",1.08328924553998e-200,0.8300209,1.6036799,0.773659,0.686
"74","ENSG00000132561","hurdle",6.62855896206607e-293,-1.51887118,0.08588718,1.60475836,0.685
"56","ENSG00000115935","hurdle",1.39397029158453e-274,-1.1976213,0.3767945,1.5744158,0.685
"30","ENSG00000100146","hurdle",0,-2.204882,-0.2441213,1.9607607,0.685
"140","ENSG00000165246","hurdle",2.67078467969427e-193,1.43993,2.352683,0.912753,0.683
"200","ENSG00000258733","hurdle",7.01161641241837e-314,-1.472155,0.451568,1.923723,0.68
"170","ENSG00000181804","hurdle",7.35475486674578e-189,0.6961957,1.2988397,0.602644,0.68
"63","ENSG00000121957","hurdle",4.01953957190266e-205,-0.3890016,0.7764296,1.1654312,0.68
"138","ENSG00000164574","hurdle",1.16115193631563e-203,-0.5648278,0.4944288,1.0592566,0.675
"123","ENSG00000155324","hurdle",3.33489012435358e-207,-0.4751205,0.5345135,1.009634,0.673
"188","ENSG00000198795","hurdle",1.65180196101663e-190,-0.3407735,0.6757461,1.0165196,0.669
"42","ENSG00000105855","hurdle",2.43491367994321e-186,-0.2363114,0.5814879,0.8177993,0.669
"136","ENSG00000163697","hurdle",4.75683425713361e-155,2.069818,2.659242,0.589424,0.668
"99","ENSG00000146648","hurdle",3.28977327809545e-271,-0.4581495,0.2537086,0.7118581,0.666
"38","ENSG00000103528","hurdle",1.85035293335992e-204,-0.6002611,0.3490384,0.9492995,0.666
"137","ENSG00000164300","hurdle",2.09792154065033e-149,0.5109104,1.4335102,0.9225998,0.663
"88","ENSG00000137478","hurdle",4.75402647614645e-151,1.630012,2.229968,0.599956,0.663
"98","ENSG00000146592","hurdle",3.2591100578677e-174,0.4780708,1.1742153,0.6961445,0.661
"179","ENSG00000186998","hurdle",3.37880471270761e-264,-1.882434,-0.268996,1.613438,0.66
"183","ENSG00000189058","hurdle",6.53828354321539e-233,-1.6962038,-0.2257428,1.470461,0.657
"89","ENSG00000138193","hurdle",9.31057158646741e-215,-0.97267019,0.03162803,1.00429822,0.655
"190","ENSG00000205683","hurdle",1.44000971958836e-177,-0.6201798,0.3189504,0.9391302,0.654
"4","ENSG00000020577","hurdle",4.19358375974615e-142,1.194384,1.84655,0.652166,0.654
"1","ENSG00000008311","hurdle",4.27589115808092e-206,-1.5834784,-0.2450023,1.3384761,0.653
"81","ENSG00000134508","hurdle",2.44335865101123e-132,0.06514543,1.00482569,0.93968026,0.649
"189","ENSG00000205336","hurdle",5.52427008623074e-205,-1.7129397,-0.3154357,1.397504,0.648
"9","ENSG00000049089","hurdle",1.46972023631405e-280,-2.3367868,-0.6468805,1.6899063,0.647
"96","ENSG00000145555","hurdle",1.01616487474331e-168,-0.94820597,-0.01269789,0.93550808,0.646
"94","ENSG00000140807","hurdle",3.74957726322386e-203,-1.5762781,-0.3080515,1.2682266,0.645
"10","ENSG00000049192","hurdle",8.75340275244358e-235,-0.8370317,0.1496214,0.9866531,0.645
"92","ENSG00000139946","hurdle",1.58283159769113e-143,0.004616577,0.719759279,0.715142702,0.643
"90","ENSG00000138448","hurdle",5.56329691238073e-129,-0.5419112,0.4096359,0.9515471,0.642
"14","ENSG00000064655","hurdle",2.53962103748146e-216,-1.610865,-0.3739824,1.2368826,0.638
"139","ENSG00000165029","hurdle",5.37242660449691e-161,-1.2513648,-0.2485319,1.0028329,0.635
"112","ENSG00000151414","hurdle",4.29443377786649e-117,-0.5606837,0.3337778,0.8944615,0.635
"57","ENSG00000116117","hurdle",1.03842653112579e-150,-0.1489361,0.4986457,0.6475818,0.635
"113","ENSG00000151491","hurdle",8.63303478651195e-136,-0.4237648,0.2924782,0.716243,0.634
"79","ENSG00000134250","hurdle",5.009394761674e-187,-1.7364716,-0.5135112,1.2229604,0.634
"40","ENSG00000105088","hurdle",2.96375396511629e-116,-0.02400128,0.60416917,0.62817045,0.634
"126","ENSG00000158352","hurdle",5.95588374213117e-188,-0.73117631,0.08097408,0.81215039,0.632
"80","ENSG00000134376","hurdle",4.21598998780581e-113,0.009278916,0.718403999,0.709125083,0.631
"36","ENSG00000103089","hurdle",2.84823852939815e-228,-0.9186355,-0.2663102,0.6523253,0.631
"18","ENSG00000067955","hurdle",4.91152373321488e-130,-1.12956013,-0.08658002,1.04298011,0.631
"162","ENSG00000177694","hurdle",3.25053691084828e-89,1.295486,1.88853,0.593044,0.628
"127","ENSG00000160307","hurdle",6.05623900867844e-147,-1.4090804,-0.4031878,1.0058926,0.628
"21","ENSG00000077943","hurdle",1.76752720565105e-222,-0.7378702,-0.1694603,0.5684099,0.627
"22","ENSG00000079335","hurdle",7.20466574852982e-205,-1.5449702,-0.5370572,1.007913,0.626
"180","ENSG00000187098","hurdle",2.54662294790388e-125,-0.6860204,0.1576438,0.8436642,0.625
"166","ENSG00000179455","hurdle",7.5744357290563e-145,-1.4374742,-0.2906639,1.1468103,0.625
"41","ENSG00000105854","hurdle",1.12712314538888e-150,-1.5283836,-0.4976746,1.030709,0.625
"25","ENSG00000085117","hurdle",2.32033902169762e-240,-2.4693155,-0.7925579,1.6767576,0.625
"193","ENSG00000227110","hurdle",5.6688302769259e-84,1.044176,1.714104,0.669928,0.624
"160","ENSG00000174607","hurdle",4.10785380191933e-176,-0.6150628,-0.1112693,0.5037935,0.623
"202","ENSG00000259070","hurdle",8.61668656475567e-153,-0.8823219,0.1060651,0.988387,0.622
"159","ENSG00000173905","hurdle",4.36427846015772e-115,-0.4586223,0.1307271,0.5893494,0.621
"3","ENSG00000019144","hurdle",3.0584905272674e-104,-0.8680486,-0.04225769,0.82579091,0.62
"100","ENSG00000146966","hurdle",2.89971440559394e-97,-0.5417956,0.1589766,0.7007722,0.618
"158","ENSG00000173193","hurdle",1.27893772920826e-178,-2.164927,-0.900861,1.264066,0.614
"151","ENSG00000170802","hurdle",3.4076354771065e-83,-0.526274,0.2449498,0.7712238,0.614
"146","ENSG00000166348","hurdle",7.6547352008919e-72,0.5021911,1.1225532,0.6203621,0.614
"101","ENSG00000147588","hurdle",2.3201997612021e-141,-1.9118121,-0.6644531,1.247359,0.613
"176","ENSG00000185650","hurdle",2.24041329493354e-148,-1.5128915,-0.6822424,0.8306491,0.612
"71","ENSG00000130413","hurdle",6.13099152035325e-105,-0.3146315,0.289439,0.6040705,0.609
"17","ENSG00000065361","hurdle",3.28543843034477e-134,-1.7884632,-0.7197171,1.0687461,0.608
"157","ENSG00000172340","hurdle",4.07521723843961e-102,-1.3768287,-0.3768765,0.9999522,0.607
"11","ENSG00000056487","hurdle",6.30933958135149e-116,-1.403118,-0.5305973,0.8725207,0.606
"168","ENSG00000181449","hurdle",4.22388612316448e-108,-1.6587834,-0.7481638,0.9106196,0.603
"54","ENSG00000114698","hurdle",2.15820146931858e-142,-2.094621,-0.9866759,1.1079451,0.597
"199","ENSG00000253807","hurdle",4.83733239360153e-84,-0.5828717,0.2784447,0.8613164,0.594
"203","ENSG00000262223","hurdle",5.22337978425676e-99,-1.7407997,-0.8490384,0.8917613,0.59
"147","ENSG00000166387","hurdle",1.34110972445859e-67,-1.2997407,-0.5241663,0.7755744,0.588
"52","ENSG00000113916","hurdle",4.18911628496121e-64,-1.0597023,-0.2779847,0.7817176,0.588
"91","ENSG00000139292","hurdle",3.6775310264281e-107,-1.7361189,-0.9289026,0.8072163,0.586
"32","ENSG00000101265","hurdle",1.02555527755313e-81,-1.8480096,-0.9603912,0.8876184,0.584
"144","ENSG00000166016","hurdle",4.54761162826995e-66,-1.2087738,-0.3749465,0.8338273,0.583
"142","ENSG00000165478","hurdle",1.14487751904547e-83,-1.6439009,-0.9734737,0.6704272,0.583
"197","ENSG00000243069","hurdle",8.13128915128018e-79,-1.2966814,-0.7209423,0.5757391,0.579
"116","ENSG00000152518","hurdle",2.07918514198772e-93,-2.13416,-1.155312,0.978848,0.579
"204","ENSG00000265972","hurdle",1.31370519921545e-92,-2.122587,-1.329384,0.793203,0.574
"34","ENSG00000102760","hurdle",1.21741206282303e-59,-1.705669,-1.005962,0.699707,0.573
"95","ENSG00000144908","hurdle",4.95465099063324e-98,-2.176726,-1.404172,0.772554,0.571
"97","ENSG00000146005","hurdle",2.74687245039124e-45,-1.3292984,-0.8016031,0.5276953,0.57
"24","ENSG00000084636","hurdle",3.0760551408648e-44,-1.4519559,-0.8251258,0.6268301,0.57
"105","ENSG00000148411","hurdle",5.10341634747417e-42,-1.2804524,-0.7556779,0.5247745,0.569
"205","ENSG00000266714","hurdle",1.85303018659653e-56,-2.048562,-1.256505,0.792057,0.566
"178","ENSG00000186951","hurdle",2.7170929118522e-55,-1.86903,-1.185439,0.683591,0.566
"163","ENSG00000177807","hurdle",1.06305479816049e-50,-1.871546,-1.228354,0.643192,0.563
"104","ENSG00000148400","hurdle",1.73497410517748e-63,-2.278223,-1.46446,0.813763,0.563
"8","ENSG00000047617","hurdle",4.31256530515086e-78,-1.945568,-1.408113,0.537455,0.558
"191","ENSG00000215244","hurdle",1.1909202716643e-59,-2.062867,-1.431993,0.630874,0.557
"135","ENSG00000163565","hurdle",1.23797378221964e-47,-2.357527,-1.643391,0.714136,0.55
"195","ENSG00000231252","hurdle",2.62091796242548e-44,-1.950982,-1.263629,0.687353,0.546
"115","ENSG00000152284","hurdle",9.63743806167723e-28,-1.742304,-1.152003,0.590301,0.544
"2","ENSG00000010278","hurdle",1.51946368936746e-27,-2.10267,-1.590924,0.511746,0.541
"39","ENSG00000104313","hurdle",2.02636960946898e-22,-1.6959465,-0.9985135,0.697433,0.533
