"","parameter_name","value","priority","index","algo.name","algo.settings","filename","dirname"
"963","probe_min_spot_size","0.3","29","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"964","probe_max_spot_size","120","30","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"965","probe_copy_intensity","15.64","31","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"966","probe_segg_agg","1","32","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"967","IF Dye 2","OLIG2 (Alexa 647)","33","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"968","dye_use_membrane","False","34","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"969","dye_nuclei_weight","0","35","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"970","dye_nuclei_positive_threshold","0.099","36","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"971","dye_cyto_positive_threshold","0.1","37","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"972","dye_membrane_positive_threshold","0.02","38","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"973","FISH Probe 2","TMEM119 (Alexa 555)","39","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"974","probe_contrast_threshold","0.5","40","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"975","probe_min_intensity","0.03","41","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"976","probe_min_spot_size","5","42","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"977","probe_max_spot_size","400","43","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"978","probe_copy_intensity","0.3","44","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"979","probe_segg_agg","0","45","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"980","IF Dye 3","DAPI (DAPI)","46","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"981","dye_use_membrane","False","47","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"982","dye_nuclei_weight","0.4","48","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"983","dye_nuclei_positive_threshold","12","49","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"984","dye_cyto_positive_threshold","35","50","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"985","dye_membrane_positive_threshold","12","51","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"986","phenotype_name","DAPI/AKT3","59","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"987","phenotype_num_criterias","2","60","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"988","phenotype_criteria_channel","DAPI (DAPI)","61","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"989","phenotype_criteria_filter","AND Positive","62","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"990","phenotype_criteria_channel","AKT3 (Opal 620)","63","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"991","phenotype_criteria_filter","AND Positive","64","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"992","phenotype_name","OLIG2/AKT3","67","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"993","phenotype_num_criterias","5","68","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"994","phenotype_criteria_channel","OLIG2 (Alexa 647)","69","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"995","phenotype_criteria_filter","AND Positive","70","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"996","phenotype_criteria_channel","AKT3 (Opal 620)","71","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"997","phenotype_criteria_filter","AND Positive","72","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"998","phenotype_criteria_channel","DAPI (DAPI)","73","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"999","phenotype_criteria_filter","AND Positive","74","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1000","phenotype_name","SLC17A7/AKT3","75","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1001","phenotype_num_criterias","5","76","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1002","phenotype_criteria_channel","SLC17A7 (Opal 520)","77","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1003","phenotype_criteria_filter","AND Positive","78","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1004","phenotype_criteria_channel","AKT3 (Opal 620)","79","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1005","phenotype_criteria_filter","AND Positive","80","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1006","phenotype_criteria_channel","DAPI (DAPI)","81","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1007","phenotype_criteria_filter","AND Positive","82","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1008","phenotype_name","TMEM119/AKT3","83","3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1009","phenotype_num_criterias","5","84","3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1010","phenotype_criteria_channel","TMEM119 (Alexa 555)","85","3,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1011","phenotype_criteria_filter","AND Positive","86","3,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1012","phenotype_criteria_channel","AKT3 (Opal 620)","87","3,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1013","phenotype_criteria_filter","AND Positive","88","3,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1014","phenotype_criteria_channel","DAPI (DAPI)","89","3,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1015","phenotype_criteria_filter","AND Positive","90","3,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1016","phenotype_name","OLIG2","91","4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1017","phenotype_num_criterias","4","92","4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1018","phenotype_criteria_channel","OLIG2 (Alexa 647)","93","4,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1019","phenotype_criteria_filter","AND Positive","94","4,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1020","phenotype_criteria_channel","DAPI (DAPI)","95","4,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1021","phenotype_criteria_filter","AND Positive","96","4,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1022","phenotype_criteria_channel","SLC17A7 (Opal 520)","97","4,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1023","phenotype_criteria_filter","AND Negative","98","4,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1024","phenotype_name","SLC17A7","99","5","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1025","phenotype_num_criterias","4","100","5","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1026","phenotype_criteria_channel","DAPI (DAPI)","101","5,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1027","phenotype_criteria_filter","AND Positive","102","5,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1028","phenotype_criteria_channel","SLC17A7 (Opal 520)","103","5,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1029","phenotype_criteria_filter","AND Positive","104","5,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1030","phenotype_criteria_channel","TMEM119 (Alexa 555)","105","5,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1031","phenotype_criteria_filter","AND Negative","106","5,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1032","phenotype_name","TMEM119","107","6","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1033","phenotype_num_criterias","4","108","6","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1034","phenotype_criteria_channel","DAPI (DAPI)","109","6,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1035","phenotype_criteria_filter","AND Positive","110","6,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1036","phenotype_criteria_channel","TMEM119 (Alexa 555)","111","6,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1037","phenotype_criteria_filter","AND Positive","112","6,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1038","phenotype_criteria_channel","SLC17A7 (Opal 520)","113","6,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1039","phenotype_criteria_filter","AND Negative","114","6,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1040","phenotype_criteria_channel","SLC17A7 (Opal 520)","115","1,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1041","phenotype_criteria_filter","AND Negative","116","1,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1042","phenotype_criteria_channel","TMEM119 (Alexa 555)","117","1,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1043","phenotype_criteria_filter","AND Negative","118","1,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1044","phenotype_criteria_channel","TMEM119 (Alexa 555)","119","2,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1045","phenotype_criteria_filter","AND Negative","120","2,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1046","phenotype_criteria_channel","OLIG2 (Alexa 647)","121","2,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1047","phenotype_criteria_filter","AND Negative","122","2,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1048","phenotype_criteria_channel","SLC17A7 (Opal 520)","123","3,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1049","phenotype_criteria_filter","AND Negative","124","3,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1050","phenotype_criteria_channel","OLIG2 (Alexa 647)","125","3,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1051","phenotype_criteria_filter","AND Negative","126","3,4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1052","phenotype_criteria_channel","TMEM119 (Alexa 555)","127","4,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1053","phenotype_criteria_filter","AND Negative","128","4,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1054","phenotype_criteria_channel","OLIG2 (Alexa 647)","129","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1055","phenotype_criteria_filter","AND Negative","130","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1056","phenotype_criteria_channel","OLIG2 (Alexa 647)","131","6,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1057","phenotype_criteria_filter","AND Negative","132","6,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1058","output_image","IF SLC17A7 (Opal 520)","99999","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_MidOLIG_FINAL_R1_6432Astar.analysissettings","HALO/Exported_Settings_Files"
"1059","Class List","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1060","Classifier","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1061","Classifier Output Type","Mask","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1062","Classify Registered","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1063","Image Zoom","2","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1064","Nuclear Masker","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1065","Nuclear Masker Type","Traditional","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1066","Phenotyper","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
"1067","num_markers","3","0","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_SEVEREGLARE_FINAL_R16432Mstar.analysissettings","HALO/Exported_Settings_Files"
