genesymbols	Inhib	Oligo	OPC	Excit	Astro	EndoMural	Micro
ENSG00000002746	8243.98911652138849604	2717.04121501188910770	12660.74865647700607951	41332.97890738158457680	1984.57694252466103535	2675.77877298238354342	2365.44128047452204555
ENSG00000004660	1325.78035353057202883	739.52997272592324407	252.39149898981037268	6356.87671310190580698	1181.54951887496349627	928.22295587100688863	1873.14747773757312643
ENSG00000011347	2510.35332411410308850	1087.70859800628682024	452.22067225119013756	9709.58054821615951369	742.50017645985838044	1077.43846809976685108	937.23691000061864997
ENSG00000012124	65.49288712087718523	6990.13853082823243312	207.67053524782511431	177.35766078946468838	147.59084651016425482	155.36600383653160407	377.67740873866733864
ENSG00000013297	257.42696006097901318	10454.37852870490496571	306.29764883442828705	549.76210923025746524	608.61922647493895511	1344.58310731746018973	852.39866133185682884
ENSG00000017427	5724.11443726476773008	167.13752940550199355	159.77049699394029858	250.84150048609856754	135.09386882151019904	176.59272262298270562	3314.02600528085304177
ENSG00000018625	465.80173036803216746	3378.00366376015244896	5036.93221092351086554	2753.06099259737084139	30393.84059891440119827	73310.07831578807963524	3065.10316259659202842
ENSG00000029534	10543.16895365906930238	340.28110309866980288	547.39308185259676520	1477.23277886128448699	289.28633034395272716	440.63920070960011799	642.78169229920126782
ENSG00000038427	738.90777029264745579	1091.86424522661923220	52948.73689213303441647	581.92449560916668361	6101.87590943698614865	692.12748449887101287	677.81613808367069396
ENSG00000042980	319.85759156646514612	189.29150248033332105	75.41099744715251063	335.36726963011039970	138.45278886542669738	180.80909836234803834	40741.07347254105843604
ENSG00000054654	746.32835044435114469	816.14503157694127822	1222.45032106657231452	975.44349715993405425	910.78620183122006893	24554.01321425906644436	785.30653047763257746
ENSG00000054690	2425.14490380158440530	26437.17172693139218609	3175.66630510275672350	1940.63439044531264699	1796.77313208566010871	1258.29282237495272057	1820.08340619853174758
ENSG00000059377	173.71489832013608634	355.38473297959035335	263.67961775248232925	166.86006805816600718	477.59381638429113082	420.72022626009561463	40470.55304480555787450
ENSG00000065320	463.81433623348539186	139.25596807794019583	9248.00573268008156447	374.42069952027731006	993.62905265152892298	2827.41381883576832479	143.97644908769967742
ENSG00000065809	664.07135778569568174	14396.81694097217950912	859.52410250929756330	600.02415678420243239	806.03180192484217059	3816.83979701465841572	2791.88778461705987866
ENSG00000066248	1191.54663149875000272	1458.65358750452219283	446.07679298516626432	9965.52583145172502554	1288.61317540428785833	1065.58628088249383836	1654.00837431348418249
ENSG00000068078	83.67704023334923136	622.70292641902540254	906.97584737001159283	560.30570244723367068	11393.25311454189431970	436.50693019078988755	772.52232794310646113
ENSG00000070808	5886.87093320490112092	6527.37796123733460263	1884.82543517658245946	43004.64944850073516136	4943.29728677855928254	6220.49956615381142910	5732.86591026035694085
ENSG00000072134	4624.93764204982107913	14017.06288994183341856	57800.44157802555128001	6666.26060772351138439	7207.86850512312867068	11691.75396603233275528	6740.03825327708091208
ENSG00000072952	140.56829134201865372	546.46252576891379249	282.83836464418340029	360.90810281202584520	10735.04379826210970350	2020.02221434671423594	766.51194607290960903
ENSG00000074181	36.88813123342409028	152.40080759534060917	73.09374880153556830	187.34844778140546850	238.81292747955293976	12755.03955757900621393	67.14693248817566484
ENSG00000075461	1774.99047264445448491	166.18374888694393121	9245.70278229256473423	460.44285109984969040	127.45690277977710991	229.77962702483716839	41.67297568410078412
ENSG00000076555	353.74084156743464291	1981.47464496908924048	1953.54520374268599880	447.90956940239072992	12714.50699077461104025	4100.04332609895664064	1166.43497508360906068
ENSG00000077420	118.87040930224985402	373.32866593334046001	202.12684092645153555	152.19245380977380933	246.15987492314337715	1771.69925298448879403	73518.58433610925567336
ENSG00000079215	493.90129243397132086	9763.19958356526876742	7537.73273502347547037	1986.12073162085061995	67011.32275438438227866	19993.82971460680346354	63849.71253622315998655
ENSG00000080573	137.74090926588741013	859.16698292696048611	2190.57947938633924423	1208.48055590191484043	20009.38297419583977899	3446.70303831868659472	1555.19493929878876770
ENSG00000082074	55.70937864831582687	277.57716525211725411	158.74536030894884675	83.19262860510426094	124.87680668064906797	1880.98425181198854261	31969.20026811926800292
ENSG00000085276	91.35877073410969729	509.72194015581129634	548.22381639580692081	196.97505307525048579	160.22500823510975465	32599.95661538704371196	240.06265274971099188
ENSG00000086205	106.52989104771766904	8972.73694001851617941	301.35447922036956925	254.69176071922231586	276.77134502075762157	171.60758642193789569	398.33837727203177792
ENSG00000091513	743.00555997459002811	29542.96958073389032506	1860.69972094472200297	1992.41804310237102982	2495.26795970520470291	1506.75536515068392873	2439.09659994000321603
ENSG00000101311	121.96505555797928366	115.84909001543682905	9153.81399907245395298	143.13880116957082578	56.02266065232893766	258.84154717193700890	32.00437095260218712
ENSG00000103089	124.01489295181123396	12671.33696731666896085	3637.44343917304331626	327.54517259354003045	391.94689845180545262	417.21902818943340208	688.81224979332830571
ENSG00000103740	99.36915276440930711	1699.64672289141390138	234.53238798933600151	269.16463953468002046	11891.41466216543994960	200.64813978842056486	632.38873342462159144
ENSG00000104888	716.83372191575062971	3065.90253506184399157	695.34136682107225624	14487.82969601641525514	2577.18632722279471636	2529.58442016546678133	3859.53114615174217761
ENSG00000106278	8393.71650078597303946	3101.14103199243299969	96015.57816954312147573	3303.67055233043447515	24685.42761341422010446	1487.96487514272575936	2145.10025357560880366
ENSG00000106571	235.93665087152177762	714.64467021008499614	298.85488470693695717	192.64836030467941441	14168.64855696462836931	2279.66225993382658999	754.28589059580951925
ENSG00000107099	93.76067031385697703	484.71856481387703752	243.36797279220374435	211.38223356955398913	270.36707922167443030	2311.70843639339454967	70035.22878665039024781
ENSG00000108381	79.12670132867047812	8460.28420135655323975	227.71095155417992828	315.06644147988328086	888.51044311245232166	516.81170392068088404	536.92301539801064791
ENSG00000110436	5328.62513695413417736	15752.13125108866734081	21800.30539532742477604	13609.77990473758472945	198429.83394595028948970	8728.76346535429183859	16382.79341903469139652
ENSG00000110799	83.41376714809594262	484.96122848337245159	168.94253864925207154	299.96949384414438100	240.35070698348116025	17348.60481750522376387	224.48012542009817594
ENSG00000112280	261.38238427949380593	73.33102801902633416	9203.97440694934812200	119.35696573283632915	87.95256935170020540	392.79842775455489345	114.52444382947351187
ENSG00000114166	2259.10464806232857882	6921.26955365012418042	21461.24192590577513329	1856.25549714186672645	7344.34595652092320961	4177.18129666544155043	4363.98953247710960568
ENSG00000114541	3753.68956873007164177	33891.75588308887381572	7166.32829694624069816	1090.44173227586111352	812.17535868213963113	4011.57537641566023012	16962.84285164184620953
