"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"66","ENSG00000112137","hurdle",0,2.568312,5.899513,3.331201,0.8
"326","ENSG00000186487","hurdle",0,2.27245,4.479343,2.206893,0.799
"188","ENSG00000154027","hurdle",0,1.124955,3.772103,2.647148,0.799
"84","ENSG00000118733","hurdle",0,1.481928,4.045484,2.563556,0.799
"307","ENSG00000184611","hurdle",0,0.9525991,4.3415796,3.3889805,0.798
"296","ENSG00000183662","hurdle",0,0.1005543,4.6770027,4.5764484,0.798
"147","ENSG00000145242","hurdle",0,-0.2800539,2.8794344,3.1594883,0.798
"113","ENSG00000136237","hurdle",0,1.281697,4.296132,3.014435,0.798
"239","ENSG00000166206","hurdle",0,1.957435,4.308925,2.35149,0.797
"112","ENSG00000135426","hurdle",0,-2.282747,2.288929,4.571676,0.796
"394","ENSG00000239498","hurdle",0,-2.275885,3.30484,5.580725,0.795
"301","ENSG00000184156","hurdle",0,1.86165,4.464724,2.603074,0.795
"228","ENSG00000165023","hurdle",0,-0.4082258,2.2981928,2.7064186,0.795
"226","ENSG00000164588","hurdle",0,1.631959,3.943239,2.31128,0.795
"369","ENSG00000224271","hurdle",0,-2.035958,3.804619,5.840577,0.794
"324","ENSG00000186094","hurdle",0,2.547754,5.384355,2.836601,0.794
"42","ENSG00000104722","hurdle",0,-0.8775062,2.2204418,3.097948,0.794
"267","ENSG00000175471","hurdle",0,0.8721242,3.8846411,3.0125169,0.793
"54","ENSG00000108684","hurdle",0,1.510778,4.446967,2.936189,0.793
"389","ENSG00000236451","hurdle",0,-2.470652,2.856975,5.327627,0.792
"174","ENSG00000151090","hurdle",0,1.60445,4.37382,2.76937,0.792
"127","ENSG00000140538","hurdle",0,1.489304,4.032693,2.543389,0.792
"137","ENSG00000144331","hurdle",0,1.403807,4.253523,2.849716,0.791
"123","ENSG00000139364","hurdle",0,1.909251,4.341975,2.432724,0.79
"238","ENSG00000166165","hurdle",0,0.6074286,2.6166053,2.0091767,0.789
"386","ENSG00000233928","hurdle",0,-1.14839,2.60077,3.74916,0.787
"375","ENSG00000228566","hurdle",0,-1.049466,4.135055,5.184521,0.787
"397","ENSG00000248905","hurdle",0,0.9654067,3.9242657,2.958859,0.786
"130","ENSG00000141668","hurdle",0,-1.83501,3.104354,4.939364,0.786
"346","ENSG00000198108","hurdle",0,0.9649162,3.8590089,2.8940927,0.785
"281","ENSG00000182256","hurdle",0,1.540317,3.881673,2.341356,0.784
"52","ENSG00000107518","hurdle",0,3.284973,5.612797,2.327824,0.784
"297","ENSG00000183715","hurdle",0,4.207823,6.45658,2.248757,0.783
"103","ENSG00000132938","hurdle",0,1.688143,4.075188,2.387045,0.783
"162","ENSG00000148408","hurdle",0,1.677077,3.991707,2.31463,0.781
"276","ENSG00000178531","hurdle",0,-1.775569,1.06881,2.844379,0.78
"153","ENSG00000145934","hurdle",0,2.932328,5.314128,2.3818,0.78
"293","ENSG00000183117","hurdle",0,4.636981,7.052236,2.415255,0.779
"244","ENSG00000169567","hurdle",0,-0.617698,1.6537,2.271398,0.779
"323","ENSG00000185774","hurdle",0,5.950836,8.074436,2.1236,0.778
"117","ENSG00000137267","hurdle",0,-0.4459922,2.1790248,2.625017,0.778
"46","ENSG00000106536","hurdle",0,-0.4371982,3.7035984,4.1407966,0.777
"82","ENSG00000117114","hurdle",0,1.474645,4.021651,2.547006,0.776
"74","ENSG00000113805","hurdle",0,-0.1194598,3.0249119,3.1443717,0.776
"21","ENSG00000079841","hurdle",0,2.045433,4.399193,2.35376,0.776
"136","ENSG00000144290","hurdle",0,2.255103,4.271231,2.016128,0.775
"62","ENSG00000110841","hurdle",0,0.1128778,2.73051,2.6176322,0.774
"372","ENSG00000225689","hurdle",0,1.061612,3.894274,2.832662,0.773
"368","ENSG00000221866","hurdle",0,1.16015,3.278078,2.117928,0.773
"332","ENSG00000188580","hurdle",0,3.05714,5.79422,2.73708,0.773
"88","ENSG00000120885","hurdle",0,1.317485,3.115568,1.798083,0.773
"410","ENSG00000273079","hurdle",0,2.777232,4.511344,1.734112,0.771
"248","ENSG00000169933","hurdle",0,3.111889,5.32914,2.217251,0.771
"240","ENSG00000166963","hurdle",0,0.2324337,2.0261039,1.7936702,0.77
"198","ENSG00000155093","hurdle",0,2.509162,4.568004,2.058842,0.77
"81","ENSG00000117069","hurdle",0,1.218788,4.036784,2.817996,0.77
"210","ENSG00000157680","hurdle",0,2.00995,4.375284,2.365334,0.769
"131","ENSG00000141837","hurdle",0,1.875921,3.925158,2.049237,0.769
"306","ENSG00000184349","hurdle",0,1.827085,4.265032,2.437947,0.768
"67","ENSG00000112232","hurdle",0,2.83168,5.192627,2.360947,0.767
"329","ENSG00000187672","hurdle",0,2.763847,4.989838,2.225991,0.766
"233","ENSG00000165379","hurdle",0,2.277707,4.549024,2.271317,0.766
"151","ENSG00000145526","hurdle",0,2.528046,4.605374,2.077328,0.766
"77","ENSG00000114757","hurdle",0,2.086103,4.616954,2.530851,0.766
"78","ENSG00000115252","hurdle",0,1.236817,4.055745,2.818928,0.765
"13","ENSG00000072657","hurdle",0,0.0247211,3.0104,2.9856789,0.765
"124","ENSG00000139767","hurdle",0,1.59201,3.358724,1.766714,0.764
"314","ENSG00000185070","hurdle",0,1.540819,3.886541,2.345722,0.763
"288","ENSG00000182901","hurdle",0,3.108345,5.474731,2.366386,0.763
"69","ENSG00000112541","hurdle",0,1.867773,4.412616,2.544843,0.763
"358","ENSG00000198947","hurdle",0,2.341438,5.058746,2.717308,0.762
"208","ENSG00000157445","hurdle",0,2.316215,4.912667,2.596452,0.762
"121","ENSG00000138411","hurdle",0,1.319131,3.724487,2.405356,0.762
"15","ENSG00000074706","hurdle",0,0.1614714,2.3191795,2.1577081,0.761
"414","ENSG00000285939","hurdle",0,-1.69777,3.229138,4.926908,0.76
"400","ENSG00000253553","hurdle",0,-0.01163836,2.84469057,2.85632893,0.76
"272","ENSG00000176406","hurdle",0,3.429647,5.301191,1.871544,0.76
"202","ENSG00000156103","hurdle",0,1.357043,3.468811,2.111768,0.757
"165","ENSG00000149256","hurdle",0,1.305912,3.89057,2.584658,0.757
"18","ENSG00000078295","hurdle",0,1.428988,3.411722,1.982734,0.757
"304","ENSG00000184305","hurdle",0,3.460438,5.51445,2.054012,0.756
"232","ENSG00000165323","hurdle",0,2.201604,4.110824,1.90922,0.755
"53","ENSG00000108018","hurdle",0,0.7520115,3.5740171,2.8220056,0.755
"337","ENSG00000196090","hurdle",0,2.1364,4.426704,2.290304,0.754
"305","ENSG00000184347","hurdle",0,-1.430742,2.641972,4.072714,0.754
"205","ENSG00000157152","hurdle",0,2.396526,3.799416,1.40289,0.754
"173","ENSG00000151067","hurdle",0,2.548386,4.686519,2.138133,0.754
"193","ENSG00000154556","hurdle",0,1.395182,3.795497,2.400315,0.752
"312","ENSG00000184999","hurdle",0,-2.412686,2.134862,4.547548,0.751
"250","ENSG00000170011","hurdle",0,1.314885,3.382433,2.067548,0.751
"9","ENSG00000055813","hurdle",0,0.6630313,3.224548,2.5615167,0.75
"405","ENSG00000260372","hurdle",0,-0.3318574,2.76317,3.0950274,0.749
"334","ENSG00000189043","hurdle",0,-0.01545887,1.70116688,1.71662575,0.749
"285","ENSG00000182621","hurdle",0,4.295815,6.000434,1.704619,0.748
"256","ENSG00000171476","hurdle",0,-1.674294,1.549124,3.223418,0.748
"192","ENSG00000154237","hurdle",0,-1.59446,2.215692,3.810152,0.748
"102","ENSG00000132932","hurdle",0,2.59887,4.248389,1.649519,0.748
"392","ENSG00000237515","hurdle",0,1.483103,3.412465,1.929362,0.747
"269","ENSG00000175806","hurdle",0,1.832396,4.158319,2.325923,0.747
"80","ENSG00000116147","hurdle",0,1.737906,3.381585,1.643679,0.747
"217","ENSG00000162670","hurdle",0,0.8971186,3.2096272,2.3125086,0.746
"243","ENSG00000168959","hurdle",0,3.111551,4.813471,1.70192,0.745
"218","ENSG00000162687","hurdle",0,0.2062302,2.7105264,2.5042962,0.745
"176","ENSG00000151474","hurdle",0,3.702237,5.809942,2.107705,0.745
"289","ENSG00000183023","hurdle",0,3.540594,4.931037,1.390443,0.744
"282","ENSG00000182348","hurdle",0,0.3045432,3.5647833,3.2602401,0.744
"279","ENSG00000179915","hurdle",0,4.890566,6.560182,1.669616,0.744
"317","ENSG00000185352","hurdle",0,2.939193,5.271265,2.332072,0.743
"236","ENSG00000165995","hurdle",0,1.840924,3.915375,2.074451,0.743
"237","ENSG00000166006","hurdle",0,2.366829,3.497933,1.131104,0.742
"373","ENSG00000225746","hurdle",0,2.096237,4.133074,2.036837,0.74
"268","ENSG00000175497","hurdle",0,4.823316,6.495003,1.671687,0.74
"383","ENSG00000233452","hurdle",0,1.085445,3.152464,2.067019,0.739
"271","ENSG00000176204","hurdle",0,4.331434,6.295544,1.96411,0.739
"175","ENSG00000151229","hurdle",0,2.058081,3.77763,1.719549,0.739
"203","ENSG00000156395","hurdle",0,0.4218545,2.9757212,2.5538667,0.738
"38","ENSG00000102466","hurdle",0,4.261897,5.825448,1.563551,0.738
"122","ENSG00000138759","hurdle",0,0.7897453,2.9875301,2.1977848,0.737
"20","ENSG00000079691","hurdle",0,0.7476456,2.7708587,2.0232131,0.737
"223","ENSG00000164100","hurdle",0,0.7150987,2.8665113,2.1514126,0.736
"35","ENSG00000102109","hurdle",0,-0.08611371,1.56915382,1.65526753,0.736
"391","ENSG00000236922","hurdle",0,-2.488198,2.308971,4.797169,0.735
"377","ENSG00000229117","hurdle",0,0.07588992,1.60165024,1.52576032,0.735
"266","ENSG00000174482","hurdle",0,3.137609,4.872573,1.734964,0.735
"159","ENSG00000147481","hurdle",0,3.349291,5.219255,1.869964,0.735
"339","ENSG00000196353","hurdle",0,1.683721,3.511586,1.827865,0.734
"45","ENSG00000106078","hurdle",0,0.9618058,3.0604855,2.0986797,0.734
"310","ENSG00000184838","hurdle",0,-0.1617334,2.2593431,2.4210765,0.733
"181","ENSG00000152214","hurdle",0,-0.7082963,2.5179294,3.2262257,0.733
"382","ENSG00000233290","hurdle",0,-2.353694,2.584797,4.938491,0.732
"299","ENSG00000183775","hurdle",0,2.266113,4.362003,2.09589,0.732
"182","ENSG00000152217","hurdle",0,1.740379,3.63889,1.898511,0.732
"338","ENSG00000196277","hurdle",0,2.593123,4.811776,2.218653,0.731
"257","ENSG00000171509","hurdle",0,-2.269275,2.10109,4.370365,0.731
"219","ENSG00000162989","hurdle",0,2.032685,3.445375,1.41269,0.73
"90","ENSG00000121904","hurdle",0,0.4743951,2.5867825,2.1123874,0.73
"135","ENSG00000144218","hurdle",0,2.356547,4.010068,1.653521,0.729
"33","ENSG00000100095","hurdle",0,0.8724231,2.7382958,1.8658727,0.729
"16","ENSG00000078114","hurdle",0,1.966845,3.675206,1.708361,0.729
"287","ENSG00000182732","hurdle",0,2.579334,4.483843,1.904509,0.728
"399","ENSG00000251600","hurdle",0,1.050581,3.530883,2.480302,0.727
"87","ENSG00000120658","hurdle",0,1.840186,3.756353,1.916167,0.727
"316","ENSG00000185305","hurdle",0,1.446511,3.738466,2.291955,0.726
"227","ENSG00000164796","hurdle",0,3.070165,4.739139,1.668974,0.726
"206","ENSG00000157168","hurdle",0,3.313035,5.169274,1.856239,0.726
"384","ENSG00000233723","hurdle",0,0.811266,2.968904,2.157638,0.725
"200","ENSG00000155511","hurdle",0,1.929133,3.438627,1.509494,0.725
"34","ENSG00000101463","hurdle",0,0.4828057,2.4251773,1.9423716,0.725
"265","ENSG00000174469","hurdle",0,5.196033,6.613742,1.417709,0.724
"407","ENSG00000261115","hurdle",0,2.714721,4.561613,1.846892,0.722
"361","ENSG00000204442","hurdle",0,4.708565,6.21639,1.507825,0.722
"321","ENSG00000185737","hurdle",0,5.018515,6.631241,1.612726,0.721
"362","ENSG00000205542","hurdle",0,0.1382909,1.6272321,1.4889412,0.719
"406","ENSG00000260807","hurdle",0,-0.7612611,2.144561,2.9058221,0.718
"402","ENSG00000255595","hurdle",0,-0.5773356,2.7212276,3.2985632,0.718
"365","ENSG00000214595","hurdle",0,1.675522,3.379782,1.70426,0.718
"225","ENSG00000164418","hurdle",0,3.363272,4.670719,1.307447,0.718
"302","ENSG00000184226","hurdle",0,5.036503,6.935954,1.899451,0.717
"220","ENSG00000163288","hurdle",0,1.918135,3.610306,1.692171,0.717
"416","ENSG00000287172","hurdle",0,-2.207946,2.894903,5.102849,0.716
"172","ENSG00000151025","hurdle",0,2.008421,3.406511,1.39809,0.715
"247","ENSG00000169851","hurdle",0,2.995031,4.480609,1.485578,0.714
"126","ENSG00000140015","hurdle",0,0.08232181,2.60984798,2.52752617,0.714
"5","ENSG00000040731","hurdle",0,1.697298,3.489673,1.792375,0.714
"204","ENSG00000156687","hurdle",0,2.76736,4.605434,1.838074,0.712
"185","ENSG00000152894","hurdle",0,1.593975,4.379584,2.785609,0.712
"11","ENSG00000066032","hurdle",0,3.964097,5.912827,1.94873,0.712
"333","ENSG00000188641","hurdle",0,1.370809,3.214184,1.843375,0.71
"378","ENSG00000229425","hurdle",0,-2.42831,3.232174,5.660484,0.708
"262","ENSG00000172264","hurdle",0,2.978857,4.587507,1.60865,0.707
"170","ENSG00000150394","hurdle",0,1.854493,3.255427,1.400934,0.707
"167","ENSG00000149571","hurdle",0,2.163016,3.929572,1.766556,0.707
"374","ENSG00000228358","hurdle",0,-2.739065,2.019708,4.758773,0.706
"39","ENSG00000103489","hurdle",0,1.190656,2.941695,1.751039,0.706
"155","ENSG00000147202","hurdle",0,0.1828799,2.4390772,2.2561973,0.705
"258","ENSG00000171587","hurdle",0,4.132422,5.208527,1.076105,0.704
"415","ENSG00000286021","hurdle",0,-2.552284,2.067508,4.619792,0.703
"252","ENSG00000170579","hurdle",0,5.337993,6.120306,0.782313,0.702
"158","ENSG00000147408","hurdle",0,0.4744936,2.2959328,1.8214392,0.702
"221","ENSG00000163618","hurdle",0,3.523462,4.486839,0.963377,0.699
"71","ENSG00000113100","hurdle",0,0.7321641,2.6310305,1.8988664,0.696
"60","ENSG00000109971","hurdle",0,-0.3228176,1.1745864,1.497404,0.695
"298","ENSG00000183722","hurdle",0,0.5981203,2.6060802,2.0079599,0.694
"409","ENSG00000272168","hurdle",0,0.4121892,3.0647938,2.6526046,0.693
"253","ENSG00000170624","hurdle",0,1.289291,3.336514,2.047223,0.693
"125","ENSG00000139915","hurdle",0,4.229821,5.314417,1.084596,0.693
"6","ENSG00000047365","hurdle",0,1.111996,2.702097,1.590101,0.688
"64","ENSG00000111775","hurdle",0,-0.7036101,0.7325474,1.4361575,0.687
"320","ENSG00000185666","hurdle",0,2.255313,3.778621,1.523308,0.686
"235","ENSG00000165973","hurdle",0,2.596361,3.488798,0.892437,0.686
"196","ENSG00000154975","hurdle",0,2.390799,3.656535,1.265736,0.686
"183","ENSG00000152578","hurdle",0,3.069062,4.303337,1.234275,0.686
"328","ENSG00000187323","hurdle",0,1.561081,4.318528,2.757447,0.685
"171","ENSG00000150991","hurdle",0,-0.1773759,1.2569958,1.4343717,0.685
"141","ENSG00000144713","hurdle",0,-0.4516561,0.9072635,1.3589196,0.685
"79","ENSG00000115268","hurdle",0,-0.3461038,0.9338074,1.2799112,0.685
"395","ENSG00000240972","hurdle",0,-0.6632607,0.8408621,1.5041228,0.684
"344","ENSG00000197442","hurdle",0,0.7953264,2.5686648,1.7733384,0.684
"280","ENSG00000182050","hurdle",0,2.177483,3.690947,1.513464,0.684
"191","ENSG00000154162","hurdle",0,2.832321,4.19026,1.357939,0.684
"94","ENSG00000124172","hurdle",0,-0.5729198,0.7752714,1.3481912,0.683
"273","ENSG00000176658","hurdle",0,0.6257193,2.543181,1.9174617,0.682
"385","ENSG00000233927","hurdle",0,-0.05925854,1.09822588,1.15748442,0.681
"284","ENSG00000182601","hurdle",0,-1.000474,2.516924,3.517398,0.679
"251","ENSG00000170315","hurdle",0,-0.3342125,1.0596048,1.3938173,0.679
"348","ENSG00000198673","hurdle",0,3.105926,4.334846,1.22892,0.678
"197","ENSG00000155052","hurdle",0,3.273876,4.454618,1.180742,0.678
"177","ENSG00000151490","hurdle",0,1.177995,2.523928,1.345933,0.678
"140","ENSG00000144619","hurdle",0,3.38618,4.426934,1.040754,0.678
"134","ENSG00000143947","hurdle",0,-0.5679089,0.8101153,1.3780242,0.678
"72","ENSG00000113231","hurdle",0,0.9464127,2.2404666,1.2940539,0.677
"142","ENSG00000144724","hurdle",0,2.685921,4.077243,1.391322,0.676
"404","ENSG00000257986","hurdle",0,-2.35696,2.650444,5.007404,0.675
"99","ENSG00000130226","hurdle",0,3.581168,4.509126,0.927958,0.675
"403","ENSG00000255794","hurdle",0,0.01310956,2.09578056,2.082671,0.674
"119","ENSG00000137872","hurdle",0,0.7097555,2.6266117,1.9168562,0.674
"58","ENSG00000109475","hurdle",0,-0.3583862,0.9120615,1.2704477,0.674
"27","ENSG00000083067","hurdle",0,2.078846,3.771089,1.692243,0.674
"169","ENSG00000149972","hurdle",0,3.002926,4.420528,1.417602,0.673
"360","ENSG00000204262","hurdle",0,-1.861775,2.021915,3.88369,0.672
"7","ENSG00000048052","hurdle",0,2.755855,3.959893,1.204038,0.672
"2","ENSG00000021645","hurdle",0,5.579845,6.770367,1.190522,0.672
"363","ENSG00000206579","hurdle",0,2.757131,3.718271,0.96114,0.671
"43","ENSG00000104833","hurdle",0,-0.3267012,1.0633385,1.3900397,0.67
"278","ENSG00000179603","hurdle",0,0.2087576,2.3435594,2.1348018,0.669
"359","ENSG00000198963","hurdle",0,1.3817,3.224473,1.842773,0.667
"229","ENSG00000165061","hurdle",0,2.419782,2.966042,0.54626,0.667
"207","ENSG00000157388","hurdle",0,2.483218,3.286715,0.803497,0.667
"120","ENSG00000137968","hurdle",0,2.119867,3.218988,1.099121,0.667
"336","ENSG00000189337","hurdle",0,4.365564,5.391508,1.025944,0.666
"234","ENSG00000165966","hurdle",0,-0.06258822,3.09858099,3.16116921,0.666
"157","ENSG00000147403","hurdle",0,-0.3440186,0.7804267,1.1244453,0.666
"118","ENSG00000137818","hurdle",0,-0.2181684,0.9040352,1.1222036,0.665
"30","ENSG00000087250","hurdle",0,-0.296425,0.8175585,1.1139835,0.662
"388","ENSG00000235531","hurdle",0,-2.022,1.878469,3.900469,0.661
"313","ENSG00000185008","hurdle",0,5.416819,6.284224,0.867405,0.661
"14","ENSG00000073849","hurdle",0,0.1118232,1.1011564,0.9893332,0.66
"186","ENSG00000152932","hurdle",0,2.059723,2.613273,0.55355,0.658
"150","ENSG00000145416","hurdle",0,2.664964,4.312535,1.647571,0.657
"166","ENSG00000149403","hurdle",0,-0.174028,1.665315,1.839343,0.654
"29","ENSG00000087086","hurdle",0,0.2819929,1.2332236,0.9512307,0.653
"201","ENSG00000155886","hurdle",0,3.037837,4.166318,1.128481,0.651
"393","ENSG00000239268","hurdle",0,3.165347,4.383796,1.218449,0.65
"264","ENSG00000173406","hurdle",0,2.804354,3.867181,1.062827,0.649
"246","ENSG00000169760","hurdle",0,4.268828,5.354657,1.085829,0.649
"48","ENSG00000106772","hurdle",0,1.337995,2.793724,1.455729,0.649
"275","ENSG00000178031","hurdle",0,-1.416552,2.138868,3.55542,0.647
"249","ENSG00000169946","hurdle",0,2.994762,3.508973,0.514211,0.647
"209","ENSG00000157654","hurdle",0,1.769159,2.654246,0.885087,0.647
"161","ENSG00000147862","hurdle",0,1.295082,2.610667,1.315585,0.647
"160","ENSG00000147724","hurdle",0,1.702687,2.706095,1.003408,0.647
"144","ENSG00000144868","hurdle",0,2.562789,3.651292,1.088503,0.647
"32","ENSG00000099204","hurdle",0,2.002583,2.83092,0.828337,0.647
"89","ENSG00000121440","hurdle",0,2.065596,3.156357,1.090761,0.646
"335","ENSG00000189108","hurdle",0,-0.6357224,3.0197013,3.6554237,0.644
"187","ENSG00000153823","hurdle",0,1.009698,2.435781,1.426083,0.644
"28","ENSG00000085563","hurdle",0,-0.2332051,0.4888827,0.7220878,0.644
"290","ENSG00000183036","hurdle",0,-0.7413041,1.4111849,2.152489,0.641
"55","ENSG00000109107","hurdle",0,-1.0277344,0.3073234,1.3350578,0.641
"342","ENSG00000196569","hurdle",0,0.1988198,2.7425163,2.5436965,0.64
"340","ENSG00000196376","hurdle",0,2.11051,3.479319,1.368809,0.64
"49","ENSG00000106829","hurdle",0,-0.04455743,1.82394713,1.86850456,0.64
"146","ENSG00000145147","hurdle",0,1.818229,2.73533,0.917101,0.639
"143","ENSG00000144847","hurdle",0,0.4874318,1.8708576,1.3834258,0.638
"70","ENSG00000112893","hurdle",0,1.652934,2.675346,1.022412,0.637
"61","ENSG00000110328","hurdle",0,1.50203,2.517879,1.015849,0.637
"109","ENSG00000133401","hurdle",0,1.249358,3.409551,2.160193,0.636
"56","ENSG00000109452","hurdle",0,1.641228,3.008927,1.367699,0.635
"398","ENSG00000249853","hurdle",0,0.4453531,1.896731,1.4513779,0.634
"283","ENSG00000182463","hurdle",0,-0.6869235,2.4673439,3.1542674,0.632
"152","ENSG00000145730","hurdle",0,2.002788,2.574925,0.572137,0.63
"216","ENSG00000162631","hurdle",0,0.8422449,2.9392787,2.0970338,0.629
"408","ENSG00000269028","hurdle",0,0.4746577,1.2064348,0.7317771,0.628
"63","ENSG00000111249","hurdle",0,0.6469296,2.8848927,2.2379631,0.628
"396","ENSG00000244128","hurdle",0,0.3630797,1.5166892,1.1536095,0.626
"367","ENSG00000218336","hurdle",0,2.153997,2.741108,0.587111,0.626
"353","ENSG00000198822","hurdle",0,1.9093,3.066148,1.156848,0.626
"330","ENSG00000187764","hurdle",0,0.2178827,1.1010751,0.8831924,0.625
"311","ENSG00000184985","hurdle",0,-0.07147319,1.45078125,1.52225444,0.622
"295","ENSG00000183579","hurdle",0,0.2928283,0.8531149,0.5602866,0.622
"149","ENSG00000145349","hurdle",0,2.349621,3.173216,0.823595,0.622
"17","ENSG00000078269","hurdle",0,0.01225074,1.10583837,1.09358763,0.622
"230","ENSG00000165084","hurdle",0,0.3306315,1.1807048,0.8500733,0.621
"164","ENSG00000148948","hurdle",0,4.197719,4.851842,0.654123,0.62
"417","ENSG00000287292","hurdle",0,0.5630858,2.0873623,1.5242765,0.619
"111","ENSG00000134532","hurdle",0,2.843196,3.882285,1.039089,0.619
