SAMPLE_ID,Dataset,BrNum,pos,library_prep,cell_type,num_donors,method,mean_prop,median_prop,sd,rsd,Sample,RNAscope_prop,snRNA_prop,library_type,rna_extract,library_combo
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,3,Bisque,0.05891816664884096,0.054049471895010054,0.026138005295808533,0.44363235963525555,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,3,hspe,0.07917191667260422,0.07278573616133699,0.03874529228004137,0.48938176449943604,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,4,Bisque,0.05656333830313681,0.052396884150959555,0.02233598570138832,0.3948845024260112,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,4,hspe,0.08290485269197681,0.07755273207328109,0.03867807158716284,0.4665356771197296,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,5,Bisque,0.05429078217435245,0.051658832525987936,0.02002832161744741,0.3689083268892192,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,5,hspe,0.08752167109036596,0.0771402909903692,0.04912933278966315,0.5613390624013247,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,7,Bisque,0.04407557764947661,0.04255675206737211,0.01321607007291244,0.29985018410914416,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,7,hspe,0.09289780552848954,0.07895007112490239,0.046375099895757645,0.4992055477729827,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,10,Bisque,0.044463525725549506,0.04369440430595975,0.010254072077893084,0.230617610964686,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,Astro,10,hspe,0.08215902511583445,0.0758874241339405,0.031850578129933305,0.38766986444919205,Br2720_mid,NA,0.049439683586025046,polyA,Total,polyA_Total
