"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"277","ENSG00000239498","hurdle",0,-2.275885,3.30484,5.580725,0.795
"261","ENSG00000225465","hurdle",0,-0.8599369,1.6573912,2.5173281,0.794
"258","ENSG00000224271","hurdle",0,-2.035958,3.804619,5.840577,0.794
"138","ENSG00000147676","hurdle",0,-2.273237,1.096378,3.369615,0.794
"51","ENSG00000104722","hurdle",0,-0.8775062,2.2204418,3.097948,0.794
"31","ENSG00000078902","hurdle",0,-1.140226,1.450866,2.591092,0.794
"273","ENSG00000236451","hurdle",0,-2.470652,2.856975,5.327627,0.792
"149","ENSG00000157470","hurdle",0,-0.8159235,1.9190765,2.735,0.79
"280","ENSG00000248455","hurdle",0,-2.820474,1.646938,4.467412,0.789
"74","ENSG00000118160","hurdle",0,-1.577213,1.270317,2.84753,0.789
"77","ENSG00000120265","hurdle",0,-0.510397,1.817841,2.328238,0.788
"66","ENSG00000113749","hurdle",0,-1.78591,1.443509,3.229419,0.788
"270","ENSG00000233928","hurdle",0,-1.14839,2.60077,3.74916,0.787
"265","ENSG00000228566","hurdle",0,-1.049466,4.135055,5.184521,0.787
"123","ENSG00000141668","hurdle",0,-1.83501,3.104354,4.939364,0.786
"152","ENSG00000160963","hurdle",0,-1.428654,2.047151,3.475805,0.784
"28","ENSG00000076864","hurdle",0,-1.13591,1.388797,2.524707,0.783
"163","ENSG00000164236","hurdle",0,-1.084043,2.054758,3.138801,0.781
"211","ENSG00000178531","hurdle",0,-1.775569,1.06881,2.844379,0.78
"67","ENSG00000113763","hurdle",0,-1.994484,1.044911,3.039395,0.78
"195","ENSG00000174514","hurdle",0,-2.1791612,0.9335638,3.112725,0.778
"114","ENSG00000137267","hurdle",0,-0.4459922,2.1790248,2.625017,0.778
"16","ENSG00000063180","hurdle",0,-1.260159,1.162453,2.422612,0.777
"253","ENSG00000215218","hurdle",0,-1.294422,1.31033,2.604752,0.775
"6","ENSG00000008853","hurdle",0,-1.60067,1.25933,2.86,0.775
"46","ENSG00000103316","hurdle",0,-2.228314,1.175076,3.40339,0.77
"9","ENSG00000029153","hurdle",0,-1.971232,1.296831,3.268063,0.77
"221","ENSG00000182870","hurdle",0,-1.790319,1.087457,2.877776,0.769
"204","ENSG00000176171","hurdle",0,-0.7979736,1.6185847,2.4165583,0.769
"108","ENSG00000135519","hurdle",0,-2.1493203,0.7862381,2.9355584,0.769
"25","ENSG00000072657","hurdle",0,0.0247211,3.0104,2.9856789,0.765
"112","ENSG00000136535","hurdle",0,-2.6864538,0.6154357,3.3018895,0.764
"80","ENSG00000121753","hurdle",0,-1.4624352,0.9532795,2.4157147,0.764
"281","ENSG00000251141","hurdle",0,-0.8990289,1.9199681,2.818997,0.762
"248","ENSG00000197562","hurdle",0,-1.320151,1.215403,2.535554,0.762
"194","ENSG00000174145","hurdle",0,-1.011923,2.486958,3.498881,0.762
"7","ENSG00000011083","hurdle",0,-2.6594096,0.6071753,3.2665849,0.761
"288","ENSG00000285939","hurdle",0,-1.69777,3.229138,4.926908,0.76
"213","ENSG00000179456","hurdle",0,-1.165472,1.31176,2.477232,0.759
"174","ENSG00000167889","hurdle",0,-1.471638,1.446542,2.91818,0.758
"192","ENSG00000172575","hurdle",0,-1.793319,1.328806,3.122125,0.757
"189","ENSG00000171992","hurdle",0,-2.1404468,0.6297129,2.7701597,0.757
"147","ENSG00000156103","hurdle",0,1.357043,3.468811,2.111768,0.757
"200","ENSG00000175426","hurdle",0,-2.296123,1.07815,3.374273,0.756
"214","ENSG00000180155","hurdle",0,-1.447807,1.030835,2.478642,0.755
"179","ENSG00000169064","hurdle",0,-2.213011,1.639808,3.852819,0.755
"224","ENSG00000184347","hurdle",0,-1.430742,2.641972,4.072714,0.754
"207","ENSG00000176769","hurdle",0,-1.650621,1.889828,3.540449,0.754
"140","ENSG00000149927","hurdle",0,-2.0723168,0.6014759,2.6737927,0.754
"193","ENSG00000173598","hurdle",0,-1.077774,1.315293,2.393067,0.753
"165","ENSG00000164794","hurdle",0,-2.6838143,0.6278325,3.3116468,0.753
"89","ENSG00000127585","hurdle",0,-1.3388303,0.8373514,2.1761817,0.752
"49","ENSG00000104369","hurdle",0,-1.547052,1.310307,2.857359,0.752
"257","ENSG00000223812","hurdle",0,-2.707447,2.046786,4.754233,0.751
"229","ENSG00000184999","hurdle",0,-2.412686,2.134862,4.547548,0.751
"217","ENSG00000181215","hurdle",0,-1.615125,1.147805,2.76293,0.751
"142","ENSG00000152034","hurdle",0,-2.919462,1.303302,4.222764,0.751
"259","ENSG00000224819","hurdle",0,-2.930197,1.331374,4.261571,0.749
"57","ENSG00000108309","hurdle",0,-1.2900661,0.8432951,2.1333612,0.749
"208","ENSG00000176871","hurdle",0,-1.116501,1.080489,2.19699,0.748
"141","ENSG00000150054","hurdle",0,-1.661687,1.662764,3.324451,0.748
"36","ENSG00000089847","hurdle",0,-1.594047,1.076772,2.670819,0.748
"84","ENSG00000123643","hurdle",0,-1.494969,1.148513,2.643482,0.747
"73","ENSG00000116147","hurdle",0,1.737906,3.381585,1.643679,0.747
"209","ENSG00000176928","hurdle",0,-2.7854696,0.8281114,3.613581,0.746
"155","ENSG00000162670","hurdle",0,0.8971186,3.2096272,2.3125086,0.746
"184","ENSG00000170074","hurdle",0,-1.8286793,0.9377896,2.7664689,0.745
"119","ENSG00000139998","hurdle",0,-1.50749,0.8102812,2.3177712,0.745
"219","ENSG00000182348","hurdle",0,0.3045432,3.5647833,3.2602401,0.744
"26","ENSG00000073670","hurdle",0,-1.6970306,0.7012724,2.398303,0.744
"71","ENSG00000115641","hurdle",0,-2.7074472,0.5687599,3.2762071,0.741
"199","ENSG00000175182","hurdle",0,-1.6035775,0.6783445,2.281922,0.74
"177","ENSG00000168546","hurdle",0,-2.1070597,0.9799412,3.0870009,0.739
"157","ENSG00000162817","hurdle",0,-2.2396838,0.5144702,2.754154,0.738
"62","ENSG00000111726","hurdle",0,-1.2260511,0.9418821,2.1679332,0.735
"45","ENSG00000103174","hurdle",0,-2.158656,0.530864,2.68952,0.735
"205","ENSG00000176490","hurdle",0,-1.5340515,0.6715332,2.2055847,0.733
"161","ENSG00000164128","hurdle",0,-2.227887,0.8343541,3.0622411,0.733
"226","ENSG00000184602","hurdle",0,-2.055728,0.529938,2.585666,0.732
"196","ENSG00000174521","hurdle",0,-1.8739251,0.5525952,2.4265203,0.732
"206","ENSG00000176595","hurdle",0,-1.5642094,0.7035238,2.2677332,0.731
"187","ENSG00000171509","hurdle",0,-2.269275,2.10109,4.370365,0.731
"81","ENSG00000121904","hurdle",0,0.4743951,2.5867825,2.1123874,0.73
"168","ENSG00000165678","hurdle",0,-1.042781,0.984592,2.027373,0.729
"90","ENSG00000127824","hurdle",0,-1.4269364,0.9197668,2.3467032,0.729
"83","ENSG00000122733","hurdle",0,-1.8353357,0.4884683,2.323804,0.729
"40","ENSG00000100095","hurdle",0,0.8724231,2.7382958,1.8658727,0.729
"131","ENSG00000145451","hurdle",0,-1.83176,1.137057,2.968817,0.728
"13","ENSG00000054277","hurdle",0,-2.2513607,0.5674655,2.8188262,0.727
"278","ENSG00000242173","hurdle",0,-1.2819487,0.7526704,2.0346191,0.722
"171","ENSG00000166105","hurdle",0,-2.250276,0.390548,2.640824,0.722
"190","ENSG00000172031","hurdle",0,-1.927558,0.733527,2.661085,0.719
"104","ENSG00000134590","hurdle",0,-1.2112996,0.7931006,2.0044002,0.719
"282","ENSG00000255595","hurdle",0,-0.5773356,2.7212276,3.2985632,0.718
"53","ENSG00000105711","hurdle",0,-1.2842792,0.9573881,2.2416673,0.717
"238","ENSG00000187730","hurdle",0,-1.7220858,0.3457197,2.0678055,0.716
"69","ENSG00000114446","hurdle",0,-1.6252184,0.6767083,2.3019267,0.716
"96","ENSG00000129990","hurdle",0,-1.9895861,0.1638009,2.153387,0.714
"95","ENSG00000129355","hurdle",0,-1.8431677,0.3752514,2.2184191,0.714
"160","ENSG00000163249","hurdle",0,-1.6626975,0.8084561,2.4711536,0.713
"252","ENSG00000213760","hurdle",0,-1.3788272,0.6634051,2.0422323,0.712
"249","ENSG00000203668","hurdle",0,-1.7796336,0.5102302,2.2898638,0.711
"82","ENSG00000122574","hurdle",0,-1.6138688,0.6539379,2.2678067,0.711
"47","ENSG00000103489","hurdle",0,1.190656,2.941695,1.751039,0.706
"210","ENSG00000177679","hurdle",0,1.40298,2.561294,1.158314,0.705
"118","ENSG00000139537","hurdle",0,-1.9502868,0.4223996,2.3726864,0.705
"233","ENSG00000186960","hurdle",0,-1.7841811,0.5743945,2.3585756,0.704
"169","ENSG00000165752","hurdle",0,-1.6756043,0.5012197,2.176824,0.703
"121","ENSG00000141314","hurdle",0,-1.5874544,0.8568123,2.4442667,0.702
"191","ENSG00000172209","hurdle",0,-1.7896886,0.3551613,2.1448499,0.7
"241","ENSG00000188906","hurdle",0,-0.6046033,1.2190798,1.8236831,0.697
"58","ENSG00000108861","hurdle",0,-1.6827599,0.2309436,1.9137035,0.692
"225","ENSG00000184515","hurdle",0,-1.6516234,0.2783198,1.9299432,0.689
"11","ENSG00000042753","hurdle",0,-1.749269,0.144991,1.89426,0.686
"237","ENSG00000187323","hurdle",0,1.561081,4.318528,2.757447,0.685
"246","ENSG00000197045","hurdle",0,-1.6580849,0.2397367,1.8978216,0.683
"128","ENSG00000144619","hurdle",0,3.38618,4.426934,1.040754,0.678
"198","ENSG00000175175","hurdle",0,1.665451,2.666672,1.001221,0.676
"94","ENSG00000129159","hurdle",0,0.2716801,1.229062,0.9573819,0.676
"182","ENSG00000169507","hurdle",0,-1.6233908,0.9191826,2.5425734,0.675
"100","ENSG00000132849","hurdle",0,0.7512803,1.9768436,1.2255633,0.674
"173","ENSG00000166839","hurdle",0,-0.6821598,0.6305771,1.3127369,0.668
"167","ENSG00000165061","hurdle",0,2.419782,2.966042,0.54626,0.667
"148","ENSG00000157388","hurdle",0,2.483218,3.286715,0.803497,0.667
"170","ENSG00000165966","hurdle",0,-0.06258822,3.09858099,3.16116921,0.666
"88","ENSG00000127329","hurdle",0,-0.4082258,1.0577344,1.4659602,0.666
"137","ENSG00000147044","hurdle",0,0.6475993,1.9732048,1.3256055,0.662
"230","ENSG00000185008","hurdle",0,5.416819,6.284224,0.867405,0.661
"175","ENSG00000168016","hurdle",0,-0.03691177,1.14122837,1.17814014,0.659
"144","ENSG00000152932","hurdle",0,2.059723,2.613273,0.55355,0.658
"289","ENSG00000286288","hurdle",0,-0.9164813,0.4513109,1.3677922,0.655
"115","ENSG00000137821","hurdle",0,0.5142111,1.5561413,1.0419302,0.654
"247","ENSG00000197381","hurdle",0,0.7012266,1.4143301,0.7131035,0.652
"264","ENSG00000227398","hurdle",0,0.5168587,1.6036799,1.0868212,0.65
"99","ENSG00000132694","hurdle",0,0.9521043,1.9055587,0.9534544,0.649
"39","ENSG00000100077","hurdle",0,1.765489,2.410114,0.644625,0.649
"15","ENSG00000061938","hurdle",0,-0.6032172,0.5306628,1.13388,0.649
"251","ENSG00000213047","hurdle",0,0.262776,1.359295,1.096519,0.647
"139","ENSG00000147724","hurdle",0,1.702687,2.706095,1.003408,0.647
"106","ENSG00000135336","hurdle",0,0.1118654,1.1658525,1.0539871,0.645
"5","ENSG00000006468","hurdle",0,-1.272224,0.906333,2.178557,0.645
"145","ENSG00000153823","hurdle",0,1.009698,2.435781,1.426083,0.644
"34","ENSG00000085563","hurdle",0,-0.2332051,0.4888827,0.7220878,0.644
"64","ENSG00000112530","hurdle",0,1.396516,2.211781,0.815265,0.642
"136","ENSG00000146243","hurdle",0,0.2782376,1.2046193,0.9263817,0.641
"117","ENSG00000139514","hurdle",0,-0.8882697,0.1343281,1.0225978,0.641
"243","ENSG00000196569","hurdle",0,0.1988198,2.7425163,2.5436965,0.64
"37","ENSG00000091136","hurdle",0,-0.1749543,0.8826842,1.0576385,0.64
"203","ENSG00000175928","hurdle",0,-0.6091869,0.8511176,1.4603045,0.638
"120","ENSG00000140743","hurdle",0,0.4668924,1.4072218,0.9403294,0.638
"44","ENSG00000102900","hurdle",0,0.1856491,1.2241168,1.0384677,0.638
"8","ENSG00000013619","hurdle",0,-1.2772991,0.3418248,1.6191239,0.637
"14","ENSG00000060718","hurdle",0,0.1002566,1.6449123,1.5446557,0.636
"291","ENSG00000287720","hurdle",0,-0.8950378,0.7207045,1.6157423,0.634
"98","ENSG00000132321","hurdle",0,-0.7364337,0.5253393,1.261773,0.634
"269","ENSG00000233006","hurdle",0,-0.06273109,0.91135055,0.97408164,0.633
"20","ENSG00000070081","hurdle",0,-0.4834983,0.5114954,0.9949937,0.63
"223","ENSG00000183654","hurdle",0,-0.5443756,0.6477898,1.1921654,0.628
"113","ENSG00000136895","hurdle",0,1.366854,2.543001,1.176147,0.628
"110","ENSG00000136040","hurdle",0,-0.1174797,0.6623399,0.7798196,0.628
"215","ENSG00000180998","hurdle",0,0.7511177,1.7043824,0.9532647,0.627
"279","ENSG00000244128","hurdle",0,0.3630797,1.5166892,1.1536095,0.626
"255","ENSG00000218336","hurdle",0,2.153997,2.741108,0.587111,0.626
"158","ENSG00000163214","hurdle",0,-0.5459726,0.4493105,0.9952831,0.624
"222","ENSG00000183579","hurdle",0,0.2928283,0.8531149,0.5602866,0.622
"126","ENSG00000143603","hurdle",0,-0.9209639,0.2674424,1.1884063,0.622
"30","ENSG00000078269","hurdle",0,0.01225074,1.10583837,1.09358763,0.622
"164","ENSG00000164309","hurdle",0,-1.40503416,-0.04759476,1.3574394,0.621
"87","ENSG00000125966","hurdle",0,-0.98631216,0.05633412,1.04264628,0.621
"70","ENSG00000114646","hurdle",0,-1.3157171,-0.1980367,1.1176804,0.621
"290","ENSG00000287151","hurdle",0,-0.7891212,0.3256288,1.11475,0.619
"35","ENSG00000086712","hurdle",0,-0.6885394,0.2889731,0.9775125,0.619
"127","ENSG00000144366","hurdle",0,1.724515,2.381295,0.65678,0.617
"111","ENSG00000136243","hurdle",0,-0.8865826,0.1340632,1.0206458,0.617
"146","ENSG00000156026","hurdle",0,0.3216837,1.1674844,0.8458007,0.615
"32","ENSG00000080493","hurdle",0,0.5070414,1.2143509,0.7073095,0.615
"283","ENSG00000256287","hurdle",0,-0.3245296,0.7692107,1.0937403,0.614
"129","ENSG00000144824","hurdle",0,-1.9017697,0.5420102,2.4437799,0.614
"274","ENSG00000236790","hurdle",0,0.0516327,0.8150487,0.763416,0.612
"79","ENSG00000121542","hurdle",0,-0.3417053,0.5578587,0.899564,0.612
"239","ENSG00000188042","hurdle",0,-0.2527944,0.3687809,0.6215753,0.611
"284","ENSG00000257815","hurdle",0,1.004662,1.883569,0.878907,0.61
"262","ENSG00000226476","hurdle",0,-1.27995419,-0.06701783,1.21293636,0.608
"59","ENSG00000109586","hurdle",0,0.3568262,1.283157,0.9263308,0.607
"132","ENSG00000145808","hurdle",0,0.9418148,1.4667539,0.5249391,0.606
"216","ENSG00000181035","hurdle",0,-1.0951062,-0.1188652,0.976241,0.603
"212","ENSG00000179152","hurdle",0,0.1050131,0.810049,0.7050359,0.603
"92","ENSG00000128641","hurdle",0,-0.708967,0.2630877,0.9720547,0.601
"172","ENSG00000166147","hurdle",0,1.332646,1.864995,0.532349,0.6
"23","ENSG00000070269","hurdle",0,0.3954036,0.9334725,0.5380689,0.599
"154","ENSG00000162402","hurdle",0,0.6469005,1.3991526,0.7522521,0.598
"63","ENSG00000112394","hurdle",0,-0.4893117,0.5814847,1.0707964,0.595
"22","ENSG00000070182","hurdle",0,-0.80130737,0.01001962,0.81132699,0.595
"133","ENSG00000146006","hurdle",0,-0.620219149,0.002840838,0.623059987,0.593
"272","ENSG00000236404","hurdle",0,0.3861871,1.243379,0.8571919,0.592
"38","ENSG00000091490","hurdle",0,-1.5286473,-0.1946386,1.3340087,0.592
"244","ENSG00000196693","hurdle",0,-0.75386016,0.03265226,0.78651242,0.591
"232","ENSG00000186017","hurdle",0,-0.9724666,-0.1679339,0.8045327,0.591
"156","ENSG00000162769","hurdle",0,-0.985048,-0.1313589,0.8536891,0.591
"178","ENSG00000168843","hurdle",0,1.441869,2.353334,0.911465,0.59
"116","ENSG00000137962","hurdle",0,-0.3941945,0.3445295,0.738724,0.589
"153","ENSG00000162390","hurdle",0,-0.8207481,0.0356622,0.8564103,0.588
"27","ENSG00000074935","hurdle",0,-0.50184841,0.09168943,0.59353784,0.587
"43","ENSG00000102710","hurdle",0,-0.5129976,0.1455694,0.658567,0.586
"268","ENSG00000231871","hurdle",0,-0.92520073,-0.09556396,0.82963677,0.585
"29","ENSG00000077782","hurdle",0,-0.9140734,0.1218767,1.0359501,0.583
"10","ENSG00000029639","hurdle",0,-0.733473818,0.002144218,0.735618036,0.583
"180","ENSG00000169313","hurdle",0,-1.840879,-0.9637763,0.8771027,0.581
"162","ENSG00000164181","hurdle",0,-0.6551234,-0.0145589,0.6405645,0.581
"91","ENSG00000128567","hurdle",0,-1.886009,-1.123235,0.762774,0.579
"134","ENSG00000146090","hurdle",0,-1.3080189,-0.3019537,1.0060652,0.578
"234","ENSG00000187068","hurdle",0,-1.0016608,-0.1281141,0.8735467,0.576
"102","ENSG00000134369","hurdle",1.50528146313377e-315,1.34354,1.923728,0.580188,0.576
"48","ENSG00000104043","hurdle",0,-1.213307,-0.357196,0.856111,0.576
"19","ENSG00000069122","hurdle",0,-1.8784448,-0.9084797,0.9699651,0.576
"33","ENSG00000082438","hurdle",0,-0.3797643,0.4954976,0.8752619,0.575
"86","ENSG00000125257","hurdle",0,-1.259613,-0.5475455,0.7120675,0.573
"185","ENSG00000170677","hurdle",7.67327796317524e-316,-1.2471115,-0.5536782,0.6934333,0.572
"266","ENSG00000228624","hurdle",8.56685060394641e-235,0.1586962,0.8485686,0.6898724,0.569
"285","ENSG00000259048","hurdle",0,-1.14970466,-0.02908226,1.1206224,0.567
"41","ENSG00000100599","hurdle",0,-1.9279049,-0.9711675,0.9567374,0.566
"218","ENSG00000182175","hurdle",0,-1.6791047,-0.7186195,0.9604852,0.565
"105","ENSG00000135299","hurdle",2.17613080151411e-212,-0.01559715,0.5876118,0.60320895,0.564
"60","ENSG00000109794","hurdle",0,-1.764526,-1.107487,0.657039,0.564
"4","ENSG00000006283","hurdle",2.06579349988328e-266,-1.0026655,-0.4373732,0.5652923,0.564
"101","ENSG00000134115","hurdle",1.7290402659875e-231,0.01613395,1.01794129,1.00180734,0.563
"56","ENSG00000107249","hurdle",0,0.4282736,2.1885346,1.760261,0.563
"181","ENSG00000169432","hurdle",5.08340760003306e-204,-0.5467717,0.144044,0.6908157,0.556
"65","ENSG00000112799","hurdle",0,-2.548812,-1.673968,0.874844,0.555
"197","ENSG00000174945","hurdle",3.54375356091721e-170,-1.1647564,-0.6073287,0.5574277,0.552
"250","ENSG00000204764","hurdle",2.74434056854818e-125,0.7711354,1.3611068,0.5899714,0.549
"159","ENSG00000163219","hurdle",1.66948308309717e-275,-2.268835,-1.327273,0.941562,0.542
"103","ENSG00000134516","hurdle",1.59862398820255e-88,-1.4455699,-0.9352514,0.5103185,0.531
"72","ENSG00000116132","hurdle",7.89345769943117e-87,-1.1436471,-0.5287151,0.614932,0.531
"17","ENSG00000064989","hurdle",5.84419949113721e-159,-1.8377786,-0.7323692,1.1054094,0.531
"275","ENSG00000236963","hurdle",7.03638993010311e-155,-2.535003,-1.991731,0.543272,0.528
"242","ENSG00000196562","hurdle",6.65162148308443e-66,-1.293527,-0.6791633,0.6143637,0.526
"68","ENSG00000114374","hurdle",0,0.9922913,1.7343679,0.7420766,0.524
"122","ENSG00000141404","hurdle",5.86033093501204e-36,0.4335842,0.9402465,0.5066623,0.521
"263","ENSG00000227220","hurdle",6.7126548831641e-159,-1.1418347,-0.3642151,0.7776196,0.5
