"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"ENSG00000227232.5",0.167375860857502,0.866780474658524,0.209658367009133,0.835256556422131,0.876702892281665,-6.4888331832701,0.207964666224893
"ENSG00000278267.1",-0.476369892496522,-1.53294475855156,-0.301928519868408,0.764629571743978,0.820796269811562,-6.57175884057667,-0.299406934510752
"ENSG00000268903.1",-2.73237101417139,-1.90645776678411,-1.03277065227393,0.309494717297981,0.404967597226055,-5.97133019078463,-1.01628284097902
"ENSG00000269981.1",0.340591995691887,-2.95452941051373,0.140487991656751,0.889238051967353,0.919034288974814,-6.68095400172634,0.139268409719297
"ENSG00000279457.4",-2.58563535058655,2.66886163578599,-4.70695266445107,4.88467351420257e-05,0.000323036221801055,1.48901961012044,-4.06107757988215
"ENSG00000228463.10",0.285697574718272,1.27840248884302,0.423197219661258,0.675551130485543,0.748756783343093,-6.35461170197966,0.418541664785435
"ENSG00000225972.1",-7.25637145112831,0.230381747582869,-3.6200874309004,0.000992033680435609,0.00365066379777836,-1.03157699335449,-3.29277630683428
"ENSG00000225630.1",-1.70808928765908,7.06863650313955,-1.86931815192157,0.0723917311761099,0.123929947600733,-4.85816098419944,-1.79664666462707
"ENSG00000237973.1",0.527390818235375,6.13256583892031,0.608734127092443,0.546929597873712,0.636090501458195,-6.49643087252981,0.602367410923215
"ENSG00000278791.1",-1.70433275121248,-4.31463717229596,-0.804726696550443,0.42682216581802,0.524186603169143,-6.2793379921774,-0.794641336362615
"ENSG00000229344.1",-3.06810318678891,-0.015145921768793,-3.26834184694152,0.00255717811247785,0.0079561937409974,-1.90764699187203,-3.01649218292704
"ENSG00000248527.1",-4.68377572303595,8.59076389195468,-8.80207337661543,4.07933321315241e-10,4.48476807406122e-08,11.6741647541018,-6.25096154431236
"ENSG00000198744.5",-1.12556397546965,-0.0416044415797411,-1.26444163385234,0.216039778774603,0.30222497358812,-5.73516103610565,-1.23712742735249
"ENSG00000230092.7",1.414885550855,-1.62350335852536,1.81344024635638,0.0790669210461564,0.133341879800579,-5.01614216489024,1.75612585644721
"ENSG00000228794.11",0.758775597389552,5.19317706647174,1.62304648606854,0.11423507138841,0.180329700714409,-5.40873807695356,1.57944042410121
"ENSG00000225880.5",-1.58161399894829,-0.352986445894868,-1.635690778023,0.111547914156319,0.176883934465773,-5.39756783841248,-1.59127405023404
"ENSG00000187634.13",-0.359402352672317,0.529834543719403,-0.373477842892234,0.71121937716791,0.778998909812936,-6.49339591958563,-0.370218924405464
"ENSG00000188976.11",-0.719044997886465,6.10315696864286,-1.47470119480931,0.150730715765376,0.226319178584332,-5.48190814342073,-1.4369552275207
"ENSG00000187961.15",-0.883999428439465,3.68283377390708,-1.71149489260024,0.0965129694757932,0.156968924551318,-5.2583076444841,-1.66199902749139
"ENSG00000272512.1",-2.46734993182436,1.31827700602827,-2.6925428959002,0.0117297965171511,0.0278029676548344,-3.1988192409333,-2.52017060892987
"ENSG00000188290.11",-0.750640814641727,3.68492904453928,-0.734355504550697,0.468043796462369,0.563450830652395,-6.34089802116367,-0.725665597840337
