"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"ENSG00000227232.5",-0.476368791814602,0.540048680370286,-1.23967325717289,0.223380988073052,0.285059834838528,-6.07238313105205,-1.21758691836575
"ENSG00000278267.1",0.770925543809851,-2.97437544261659,0.658211615547764,0.514733209135199,0.582871094758367,-6.67402413935989,0.651485383869685
"ENSG00000268903.1",-4.77788221015849,-2.6225704208476,-4.52327899938349,7.05130857239427e-05,0.000223253792816997,0.952894676175991,-3.97454784858558
"ENSG00000269981.1",-0.72956459815395,-4.34279024351702,-0.614912666685369,0.542626497663438,0.609316457097416,-6.71566102076729,-0.608846033699152
"ENSG00000279457.4",-1.892131421335,2.32650808718813,-4.98811128511245,1.68538009881486e-05,6.44654182035693e-05,2.17923700989443,-4.30295116372506
"ENSG00000228463.10",1.21336585457737,0.477682877860026,2.31794395579909,0.0270632745971128,0.0444445967913464,-4.22357784715749,2.210603955691
"ENSG00000225972.1",-5.9618039424962,-1.04367797302956,-11.3900423418622,1.48117052259487e-11,6.97144004628256e-10,19.7033552810968,-6.74973340976767
"ENSG00000225630.1",-1.74954433418912,5.63289959838104,-2.83650080521485,0.00754375333892061,0.0142037333409671,-3.34370894931409,-2.67183588252313
"ENSG00000237973.1",-0.882608488082753,4.86058001148987,-2.45791339408294,0.0191735486675429,0.0326286442147222,-4.09843243806442,-2.34213946589349
"ENSG00000278791.1",-1.14250978296655,-5.30150968308635,-1.61199034802455,0.117722398681684,0.163405507666966,-5.73959624269385,-1.56440537735646
"ENSG00000229344.1",-3.73327285098074,-0.514204107554744,-9.46604366328846,3.60041690917199e-11,1.41777324035879e-09,15.4399575427008,-6.61965354629444
"ENSG00000248527.1",-4.88429654800186,8.02424930735845,-12.9938722591453,6.25127325227383e-15,2.05960510410143e-12,23.9770564886402,-7.79877151215086
"ENSG00000198744.5",-3.06904870150908,-0.617832269588594,-4.87687625581478,7.52757196218367e-05,0.000236337066586318,2.17044177535182,-3.95896356052234
"ENSG00000230092.7",5.30226734100332,-1.2974105850476,6.85724092388841,6.22298370747066e-08,5.67612335230493e-07,7.71891902620959,5.41227265550561
"ENSG00000228794.11",0.76398230611068,4.66315863939083,2.25401130594352,0.0307970533105797,0.0498683389856694,-4.4337863479514,2.15968512746184
"ENSG00000225880.5",1.01518253968249,-0.708860568920044,1.8716299757913,0.069692841642764,0.102792568779889,-5.13806953811425,1.81390182555136
"ENSG00000187634.13",-0.749979971899304,0.345488499162101,-1.33112158726597,0.191838121855493,0.250091124685113,-6.00714634089699,-1.30516073329141
"ENSG00000188976.11",-2.00535773066514,6.62227356945135,-6.24782077571214,3.7203540220115e-07,2.47928587829115e-06,5.65784930974683,-5.0827366241319
"ENSG00000187961.15",-1.11718716763634,2.79483284099641,-3.44436144431249,0.00150701269511064,0.0033814870555341,-1.82220090775032,-3.17332972602732
"ENSG00000272512.1",-2.13024245279863,-0.276794082169023,-2.5527419076322,0.0152733641978332,0.0266163892035489,-3.901654992189,-2.42583139432519
"ENSG00000188290.11",-2.62280869760402,3.85529101026044,-3.73464116732791,0.000739676574303636,0.00179251834483813,-1.09783565766907,-3.37443397457495
"ENSG00000187608.10",-3.06327394720097,4.73319605625099,-5.39142550719987,6.56903231948951e-06,2.8426588614388e-05,3.50808748483502,-4.50719478931737
"ENSG00000188157.15",-0.406913120235597,5.98571719948357,-0.899958255680843,0.374312534935293,0.444485914819132,-6.46825784640316,-0.8884243446519
"ENSG00000217801.11",-1.7273815522052,1.61817525119753,-5.87988892547892,1.78713060265135e-06,9.33937874420901e-06,4.45430822501274,-4.77611630004138
"ENSG00000131591.18",-2.11867316431462,3.40992927904762,-4.79779995658568,3.28096296761411e-05,0.000114812584053378,1.77330699914173,-4.15303377071056
"ENSG00000186891.14",-3.50026409835497,1.34217720789723,-5.98805285672991,8.09710032292462e-07,4.76770773143774e-06,5.46175002989699,-4.93301242251014
"ENSG00000186827.11",-3.70065107008482,0.166067979456062,-5.048594574897,2.02775737491229e-05,7.57361458561795e-05,2.40923658009007,-4.26181228963867
"ENSG00000078808.19",-1.29229468620905,6.33289461152084,-5.80554133599912,1.79199167476712e-06,9.3539611960585e-06,4.56229169109967,-4.77556974604532
"ENSG00000176022.7",-2.58627134897538,4.36250159877361,-5.05354839631324,1.37465943198944e-05,5.38885331685782e-05,2.37194307624159,-4.34787015459118
