"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"ENSG00000227232.5",-0.553834018273979,0.540899122900242,-0.367250765680143,0.715647551285341,0.868304653649132,-6.44440983023572,-0.364281850622817
"ENSG00000278267.1",-2.34074080943609,-2.04253671218645,-1.71042500816548,0.0975385518095572,0.305484057194127,-5.08362560543438,-1.65690565047593
"ENSG00000268903.1",0.54250003971176,-2.74503332253268,0.246762637968314,0.806733884187069,0.915624904099405,-6.38464148079452,0.244641685565284
"ENSG00000269981.1",-5.7951163980393,-3.13017481092836,-2.83690503653833,0.00805702466456782,0.068357394198606,-2.89204919417425,-2.64967075236125
"ENSG00000279457.4",0.248881687123403,2.03338995977982,0.361169801159599,0.720665711762992,0.87110837971911,-6.35289537867962,0.35756922593273
"ENSG00000228463.10",-1.12075553527575,1.51189700113738,-1.95369729338602,0.0612248183641202,0.234431004635991,-4.6850088125972,-1.87186835650636
"ENSG00000225972.1",-6.0117775142174,-2.05982058846681,-3.8397955038263,0.000497562675480235,0.0112235630975244,-0.310440645250284,-3.48206512054782
"ENSG00000225630.1",-6.55232524870975,5.92703171412393,-6.32843250495466,8.26599188165859e-07,9.12406058206427e-05,5.66538016209305,-4.92898027446825
"ENSG00000237973.1",0.0350865993980042,5.17909227317288,0.0353085836129614,0.972041193737584,0.989179949867243,-6.50728524016694,0.0350483413125061
"ENSG00000278791.1",-0.845685347990981,-5.52626793618947,-0.569335610585023,0.572759487894417,0.781444037160503,-6.4775066530559,-0.563992130391826
"ENSG00000229344.1",-3.23250876055242,-1.27870453528157,-2.25376471053498,0.0305818620708373,0.154865976487812,-3.88865206324896,-2.16247136350903
"ENSG00000248527.1",-8.06063556091464,7.52351907818165,-15.5790007633561,2.51230292499589e-17,1.82100090346785e-13,28.5264349555618,-8.46726119763629
"ENSG00000198744.5",-1.31846858041754,-0.37902578145944,-1.13775461015721,0.262941342989417,0.526148845431571,-5.70716434366969,-1.11946610552807
"ENSG00000230092.7",3.69279555813567,-1.29966819377166,2.99181411191042,0.00505172505050007,0.0516940052814701,-2.65147428994939,2.80371683582077
"ENSG00000228794.11",-1.37211903737949,5.42414209399898,-3.38795632997414,0.00175296308469337,0.0263941847261337,-1.62655416444548,-3.12917762189026
"ENSG00000225880.5",0.232252344205062,-0.208794547837641,0.252272657898919,0.802368501345777,0.913366494784476,-6.50698126780161,0.250283001136675
"ENSG00000187634.13",1.06270973311853,-0.250936032749584,0.937832731924765,0.35499231637412,0.618817376166393,-6.21019926783931,0.92494923117454
"ENSG00000188976.11",0.214617965131043,6.01432374739795,0.549774744669674,0.586490073442002,0.789489359071297,-6.3281968109687,0.54392937558527
"ENSG00000187961.15",-0.452052884181537,2.66777921370725,-0.567160403577851,0.574994049458407,0.783018888118302,-6.2538776211535,-0.560711759296745
