"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Micro","log2fold_change","Auc"
"115","ENSG00000106991","hurdle",6.56016249528998e-105,-2.558285,-1.613815,0.94447,0.572
"114","ENSG00000106948","hurdle",4.31967625067368e-54,-2.043678,-1.216188,0.82749,0.572
"449","ENSG00000204482","hurdle",2.00913802162038e-242,-3.26443,-1.872938,1.391492,0.571
"439","ENSG00000198246","hurdle",5.8599648454927e-56,-2.087277,-1.212007,0.87527,0.571
"133","ENSG00000111348","hurdle",4.0863223483095e-141,-3.04774,-1.789578,1.258162,0.571
"1","ENSG00000002586","hurdle",2.3254847481028e-89,-2.641845,-1.489686,1.152159,0.571
"301","ENSG00000159388","hurdle",1.64659371032829e-49,-1.6735987,-0.9286241,0.7449746,0.569
"380","ENSG00000173369","hurdle",2.06782868544271e-211,-3.246594,-1.876242,1.370352,0.567
"226","ENSG00000136167","hurdle",3.8063304734781e-131,-3.045132,-1.774085,1.271047,0.567
"213","ENSG00000134070","hurdle",9.45432098291892e-135,-1.6730114,-0.2048228,1.4681886,0.567
"2","ENSG00000003400","hurdle",1.18001805029441e-128,-3.006147,-1.795822,1.210325,0.567
"395","ENSG00000177409","hurdle",1.36555232254487e-127,-3.020804,-1.713725,1.307079,0.566
"147","ENSG00000116017","hurdle",1.38616048788527e-35,-1.5600372,-0.9528396,0.6071976,0.566
"123","ENSG00000110057","hurdle",2.61429787504211e-134,-3.078074,-1.869641,1.208433,0.566
"91","ENSG00000103335","hurdle",2.03035727905618e-86,-2.778469,-1.704885,1.073584,0.566
"431","ENSG00000197093","hurdle",5.93112166069999e-165,-3.182861,-1.916497,1.266364,0.565
"421","ENSG00000186517","hurdle",4.39675002450844e-152,-3.158465,-1.943971,1.214494,0.565
"220","ENSG00000135124","hurdle",4.04827290664657e-41,-1.890901,-1.170849,0.720052,0.565
"332","ENSG00000165801","hurdle",3.27538476632166e-65,-2.553027,-1.589204,0.963823,0.564
"314","ENSG00000162924","hurdle",2.59083515922041e-29,-1.0965626,-0.4498776,0.646685,0.564
"200","ENSG00000130775","hurdle",1.20567453510173e-74,-2.589927,-1.469582,1.120345,0.564
"468","ENSG00000231389","hurdle",7.33456759806045e-145,-3.13887,-1.879554,1.259316,0.563
"454","ENSG00000205730","hurdle",5.32509549164036e-75,-2.72323,-1.737566,0.985664,0.563
"303","ENSG00000159958","hurdle",6.04051949078728e-158,-3.194855,-2.000541,1.194314,0.562
"481","ENSG00000255197","hurdle",2.57595126644845e-76,-2.790612,-1.798954,0.991658,0.561
"370","ENSG00000171729","hurdle",1.55945097280708e-63,-2.480475,-1.479599,1.000876,0.561
"211","ENSG00000133800","hurdle",1.97272016304645e-105,-2.842685,-1.535972,1.306713,0.561
"57","ENSG00000087266","hurdle",1.89734565542981e-75,-2.775764,-1.789578,0.986186,0.561
"35","ENSG00000067182","hurdle",8.11333668398756e-71,-2.705106,-1.713725,0.991381,0.561
"437","ENSG00000197992","hurdle",6.60596782073909e-212,-3.28121,-1.979066,1.302144,0.56
"231","ENSG00000136732","hurdle",3.80832388775774e-132,-3.128941,-1.902954,1.225987,0.56
"65","ENSG00000093072","hurdle",1.48086949834747e-82,-2.799192,-1.74661,1.052582,0.56
"419","ENSG00000185404","hurdle",2.17661299407103e-66,-2.658025,-1.687365,0.97066,0.559
"356","ENSG00000169871","hurdle",6.53345370430918e-59,-2.557666,-1.713725,0.843941,0.559
"300","ENSG00000159314","hurdle",3.2158940489727e-46,-2.323323,-1.499844,0.823479,0.559
"163","ENSG00000120889","hurdle",2.51594069991088e-75,-2.659021,-1.704885,0.954136,0.559
"104","ENSG00000105366","hurdle",8.99506827552828e-234,-3.301296,-2.070732,1.230564,0.559
"448","ENSG00000204472","hurdle",1.47969918298162e-179,-3.254857,-2.051927,1.20293,0.558
"388","ENSG00000174130","hurdle",1.87115443218934e-165,-3.23689,-2.074522,1.162368,0.558
"342","ENSG00000167851","hurdle",1.37578503791537e-195,-3.271779,-2.048195,1.223584,0.558
"98","ENSG00000104894","hurdle",2.10538367319371e-153,-3.213522,-2.048195,1.165327,0.558
"53","ENSG00000085514","hurdle",3.25781145654005e-26,-1.430599,-0.846934,0.583665,0.558
"393","ENSG00000176225","hurdle",9.94575709194383e-31,-0.2145958,0.5671915,0.7817873,0.557
"264","ENSG00000142512","hurdle",6.6785611543588e-156,-3.23021,-2.097477,1.132733,0.557
"106","ENSG00000105851","hurdle",4.56663058239118e-100,-3.004035,-1.933607,1.070428,0.557
"40","ENSG00000073737","hurdle",2.91565083322678e-182,-3.26241,-1.943971,1.318439,0.557
"471","ENSG00000237797","hurdle",3.57664832692947e-123,-3.146303,-1.971979,1.174324,0.556
"384","ENSG00000173530","hurdle",5.74461264947858e-137,-3.145838,-2.082134,1.063704,0.556
"446","ENSG00000204161","hurdle",2.09525513365246e-91,-3.016327,-1.961412,1.054915,0.555
"372","ENSG00000171860","hurdle",2.79189177436954e-154,-3.23689,-2.105211,1.131679,0.555
"354","ENSG00000169508","hurdle",2.22677464598499e-110,-2.941067,-1.549097,1.39197,0.555
"294","ENSG00000155659","hurdle",7.58965404700229e-223,-3.304671,-2.055668,1.249003,0.555
"289","ENSG00000154309","hurdle",4.37058201773906e-19,-0.537702607,-0.008042353,0.529660254,0.555
"286","ENSG00000152953","hurdle",1.52603694277942e-46,-1.663731,-1.117085,0.546646,0.555
"456","ENSG00000213064","hurdle",1.12794688590567e-44,-2.446957,-1.684466,0.762491,0.554
"291","ENSG00000154589","hurdle",7.26314620986837e-83,-2.942078,-1.923317,1.018761,0.554
"366","ENSG00000171365","hurdle",4.46991660641452e-27,-1.4906847,-0.7650212,0.7256635,0.553
"189","ENSG00000128016","hurdle",4.05082649793828e-101,-2.997719,-1.961412,1.036307,0.553
"11","ENSG00000019485","hurdle",1.24350109615563e-23,-0.8797062,-0.2805135,0.5991927,0.553
"436","ENSG00000197859","hurdle",4.10694202027812e-33,-2.158418,-1.497298,0.66112,0.552
"404","ENSG00000181481","hurdle",3.64898402777685e-85,-3.021871,-2.015037,1.006834,0.552
"399","ENSG00000179331","hurdle",3.69414541937767e-32,-1.961473,-1.343033,0.61844,0.552
"167","ENSG00000122122","hurdle",3.41675364970939e-169,-3.274577,-2.193134,1.081443,0.552
"494","ENSG00000275395","hurdle",5.09113016692212e-136,-3.198472,-1.798954,1.399518,0.551
"453","ENSG00000205517","hurdle",1.10764012272521e-62,-2.808744,-1.943971,0.864773,0.551
"441","ENSG00000198502","hurdle",1.91407733332607e-162,-3.272287,-2.20555,1.066737,0.551
"345","ENSG00000168071","hurdle",1.94228403921355e-44,-2.585657,-1.808392,0.777265,0.551
"239","ENSG00000137834","hurdle",6.15914925695399e-81,-2.74917,-1.843534,0.905636,0.551
"199","ENSG00000130300","hurdle",4.22633869984981e-145,-3.239124,-2.105211,1.133913,0.551
"58","ENSG00000089127","hurdle",2.97265515902974e-89,-3.064807,-2.101339,0.963468,0.551
"459","ENSG00000213445","hurdle",4.83382189976297e-96,-3.128711,-2.148503,0.980208,0.55
"412","ENSG00000183943","hurdle",1.66270881103238e-35,-2.214327,-1.565006,0.649321,0.55
"410","ENSG00000183160","hurdle",4.81365013503951e-182,-3.295086,-2.252011,1.043075,0.55
"246","ENSG00000138496","hurdle",4.85541380878085e-55,-2.711294,-1.833865,0.877429,0.55
"138","ENSG00000112977","hurdle",6.58789117919444e-24,-1.75925,-1.178987,0.580263,0.55
"427","ENSG00000196664","hurdle",3.19692583657311e-148,-3.266454,-2.193134,1.07332,0.548
"233","ENSG00000137331","hurdle",9.45317695048595e-77,-2.979347,-1.943971,1.035376,0.548
"126","ENSG00000110446","hurdle",2.59701439723249e-131,-3.245097,-2.264946,0.980151,0.548
"96","ENSG00000104368","hurdle",3.82646490714948e-37,-2.352446,-1.630458,0.721988,0.548
"80","ENSG00000101160","hurdle",4.04728625684139e-37,-2.485623,-1.743589,0.742034,0.548
"7","ENSG00000011422","hurdle",1.09774086714257e-58,-2.535993,-1.469582,1.066411,0.548
"369","ENSG00000171700","hurdle",2.4537112257952e-55,-2.868002,-2.026005,0.841997,0.547
"148","ENSG00000116701","hurdle",3.42993010568513e-104,-3.177616,-2.172676,1.00494,0.547
"261","ENSG00000141524","hurdle",9.05709825605663e-36,-2.471986,-1.827454,0.644532,0.546
"195","ENSG00000129566","hurdle",2.98421120740898e-38,-2.593574,-1.850017,0.743557,0.546
"14","ENSG00000025708","hurdle",7.50946526156394e-55,-2.864741,-1.993347,0.871394,0.546
"474","ENSG00000241839","hurdle",5.02610613661905e-65,-2.988086,-2.093626,0.89446,0.545
"206","ENSG00000132965","hurdle",1.0832408441106e-137,-3.267973,-2.247725,1.020248,0.545
"120","ENSG00000108798","hurdle",2.20787165877503e-131,-3.257622,-2.230707,1.026915,0.545
"64","ENSG00000092820","hurdle",8.93207830586787e-30,-2.009067,-1.2458,0.763267,0.545
"46","ENSG00000078579","hurdle",6.55364427387717e-74,-3.071204,-2.160539,0.910665,0.545
"351","ENSG00000169252","hurdle",1.63458032029266e-129,-3.26342,-2.269284,0.994136,0.544
"334","ENSG00000166428","hurdle",3.15603930256813e-111,-3.23021,-2.252011,0.978199,0.544
"169","ENSG00000122986","hurdle",1.95981305405677e-30,-2.366349,-1.655789,0.71056,0.544
"102","ENSG00000105246","hurdle",1.5616196251352e-89,-3.164585,-2.239191,0.925394,0.544
"99","ENSG00000104903","hurdle",1.26053931458045e-117,-3.246095,-2.29117,0.954925,0.544
"92","ENSG00000103449","hurdle",6.70094625953916e-44,-2.750408,-2.015037,0.735371,0.544
"85","ENSG00000101695","hurdle",2.39763825401628e-30,-2.354194,-1.655789,0.698405,0.544
"423","ENSG00000189067","hurdle",3.69393270099435e-28,-2.271982,-1.55703,0.714952,0.543
"215","ENSG00000134245","hurdle",1.78114476919363e-22,-1.762281,-1.140733,0.621548,0.543
"324","ENSG00000164010","hurdle",1.9718954343497e-24,-2.290523,-1.696098,0.594425,0.542
"159","ENSG00000120063","hurdle",1.05493637507467e-25,-0.7332877,-0.1103574,0.6229303,0.542
"444","ENSG00000203747","hurdle",1.72827558660661e-137,-3.291476,-2.377503,0.913973,0.541
"299","ENSG00000159189","hurdle",7.52079755031988e-134,-3.285051,-2.326893,0.958158,0.541
"280","ENSG00000150337","hurdle",3.23717171766648e-151,-3.301296,-2.391619,0.909677,0.541
"473","ENSG00000241399","hurdle",4.07486957074431e-19,-2.045849,-1.50751,0.538339,0.54
"237","ENSG00000137767","hurdle",9.63182633599182e-56,-3.011652,-2.20555,0.806102,0.54
"205","ENSG00000132744","hurdle",1.11843312227102e-148,-3.302593,-2.382193,0.9204,0.54
"124","ENSG00000110092","hurdle",5.17486772387875e-30,-2.38918,-1.850017,0.539163,0.54
"465","ENSG00000228058","hurdle",6.46479777748803e-146,-3.303631,-2.439697,0.863934,0.539
"438","ENSG00000198001","hurdle",2.17695218284311e-26,-2.505949,-1.882874,0.623075,0.539
"435","ENSG00000197712","hurdle",2.56619169295781e-26,-2.455156,-1.846772,0.608384,0.539
"377","ENSG00000172716","hurdle",1.39242800714728e-54,-2.976653,-2.218074,0.758579,0.539
"339","ENSG00000167604","hurdle",1.04037131722694e-50,-2.461806,-1.559684,0.902122,0.539
"209","ENSG00000133574","hurdle",2.25484158631363e-62,-3.074081,-2.277998,0.796083,0.539
"462","ENSG00000224307","hurdle",6.34753186259623e-33,-2.721494,-2.037057,0.684437,0.538
"321","ENSG00000163803","hurdle",1.52820816312064e-23,-2.366892,-1.811551,0.555341,0.538
"256","ENSG00000140749","hurdle",4.51138943641874e-24,-2.389594,-1.850017,0.539577,0.538
"191","ENSG00000128604","hurdle",2.45326902071807e-78,-3.195578,-2.401108,0.79447,0.538
"188","ENSG00000127951","hurdle",3.13950243681164e-62,-3.099333,-2.239191,0.860142,0.538
"93","ENSG00000103811","hurdle",3.13343545472953e-19,-2.224003,-1.719648,0.504355,0.538
"335","ENSG00000166801","hurdle",2.48304505966455e-46,-2.98746,-2.269284,0.718176,0.537
"218","ENSG00000134574","hurdle",3.89080754266006e-18,-2.107653,-1.562342,0.545311,0.537
"186","ENSG00000126882","hurdle",3.28947754140358e-20,-2.275544,-1.758756,0.516788,0.537
"178","ENSG00000124762","hurdle",9.42821891156535e-53,-3.034317,-2.180825,0.853492,0.537
"74","ENSG00000100365","hurdle",1.17134578992951e-147,-3.310661,-2.449508,0.861153,0.537
"457","ENSG00000213316","hurdle",1.12749028715514e-55,-3.101589,-2.358893,0.742696,0.536
"407","ENSG00000182179","hurdle",1.12866753629822e-74,-3.207435,-2.429953,0.777482,0.536
"94","ENSG00000103966","hurdle",3.81263393503623e-22,-2.363098,-1.821072,0.542026,0.536
"67","ENSG00000095970","hurdle",5.07262219485168e-130,-3.302852,-2.449508,0.853344,0.536
"429","ENSG00000196843","hurdle",3.17706406596861e-25,-2.608576,-2.055668,0.552908,0.535
"307","ENSG00000161638","hurdle",7.00380810648127e-33,-2.834969,-2.189019,0.64595,0.535
"298","ENSG00000158869","hurdle",6.26807780140649e-97,-3.268987,-2.494503,0.774484,0.535
"238","ENSG00000137819","hurdle",4.58741091908572e-44,-2.950187,-2.213887,0.7363,0.535
"381","ENSG00000173372","hurdle",1.92946019560816e-88,-3.259132,-2.474332,0.7848,0.534
"344","ENSG00000167994","hurdle",2.05952659676388e-53,-3.124346,-2.410659,0.713687,0.534
"258","ENSG00000140853","hurdle",3.84955651324329e-39,-2.931403,-2.269284,0.662119,0.534
"59","ENSG00000089639","hurdle",3.46958807568975e-30,-2.782264,-2.11689,0.665374,0.534
"497","ENSG00000282608","hurdle",6.75509323593785e-136,-3.312751,-2.530495,0.782256,0.533
"463","ENSG00000227039","hurdle",5.43106570655987e-97,-3.278655,-2.509818,0.768837,0.533
"418","ENSG00000185215","hurdle",4.8143693007656e-21,-2.496863,-1.876242,0.620621,0.533
"391","ENSG00000175567","hurdle",3.64079254162555e-80,-3.244599,-2.469333,0.775266,0.533
"337","ENSG00000167107","hurdle",1.49861589010891e-36,-2.961002,-2.264946,0.696056,0.533
"279","ENSG00000149781","hurdle",1.75233256414645e-48,-3.078963,-2.354278,0.724685,0.533
"271","ENSG00000146112","hurdle",3.32934644798174e-41,-3.028081,-2.345092,0.682989,0.533
"77","ENSG00000101000","hurdle",1.98743998550554e-28,-2.781179,-2.105211,0.675968,0.533
"185","ENSG00000126561","hurdle",3.04080278214009e-44,-3.091016,-2.415458,0.675558,0.532
"172","ENSG00000123096","hurdle",7.07194424793301e-15,-2.08003,-1.528154,0.551876,0.532
"142","ENSG00000114738","hurdle",2.27171247758948e-44,-3.084977,-2.391619,0.693358,0.532
"362","ENSG00000170891","hurdle",3.90550092431404e-109,-3.298964,-2.479348,0.819616,0.531
"235","ENSG00000137628","hurdle",2.28792201751238e-23,-2.665348,-2.066951,0.598397,0.531
"491","ENSG00000273691","hurdle",2.55453908432871e-47,-3.123658,-2.459387,0.664271,0.53
"242","ENSG00000137965","hurdle",1.41998163776489e-25,-2.71578,-2.168619,0.547161,0.53
"455","ENSG00000205744","hurdle",1.24221222987014e-46,-3.158465,-2.509818,0.648647,0.529
"260","ENSG00000141497","hurdle",3.70378711893183e-79,-3.274068,-2.57813,0.695938,0.529
"230","ENSG00000136383","hurdle",2.97262390924628e-28,-2.248168,-1.413296,0.834872,0.529
"132","ENSG00000111321","hurdle",2.92962592370633e-34,-3.037985,-2.449508,0.588477,0.529
"30","ENSG00000060558","hurdle",8.01351094111332e-30,-2.935422,-2.391619,0.543803,0.529
"10","ENSG00000015285","hurdle",1.04368865650414e-25,-2.889867,-2.313393,0.576474,0.529
"445","ENSG00000203814","hurdle",5.46747400558259e-25,-2.85786,-2.230707,0.627153,0.528
"277","ENSG00000148841","hurdle",8.27068754677855e-37,-3.081187,-2.459387,0.6218,0.528
"212","ENSG00000133874","hurdle",1.24929416441837e-33,-3.022299,-2.345092,0.677207,0.528
"107","ENSG00000105889","hurdle",2.89409981786932e-11,-1.810367,-1.298022,0.512345,0.528
"433","ENSG00000197405","hurdle",1.46063386941412e-16,-2.556427,-1.982623,0.573804,0.527
"350","ENSG00000168994","hurdle",3.77672762487165e-24,-2.895532,-2.368168,0.527364,0.527
"309","ENSG00000161921","hurdle",3.10329544494767e-52,-3.215231,-2.583521,0.63171,0.527
"165","ENSG00000121858","hurdle",2.03565049310314e-40,-3.039282,-2.489433,0.549849,0.527
"127","ENSG00000110719","hurdle",1.98072549511589e-53,-3.228237,-2.627392,0.600845,0.527
"378","ENSG00000173083","hurdle",8.97374037073476e-39,-3.132397,-2.489433,0.642964,0.526
"358","ENSG00000170458","hurdle",4.84076221701224e-47,-3.185491,-2.520119,0.665372,0.526
"322","ENSG00000163823","hurdle",5.0550314021608e-92,-3.305711,-2.661194,0.644517,0.526
"183","ENSG00000125538","hurdle",6.4482039234262e-99,-3.308054,-2.300018,1.008036,0.526
"72","ENSG00000100292","hurdle",2.84372631118732e-54,-3.236642,-2.588933,0.647709,0.526
"43","ENSG00000076944","hurdle",6.12771124577192e-31,-3.080742,-2.525298,0.555444,0.526
"371","ENSG00000171812","hurdle",1.64243515714976e-59,-3.258377,-2.638572,0.619805,0.525
"285","ENSG00000152804","hurdle",2.51269995968245e-61,-3.269748,-2.649839,0.619909,0.525
"111","ENSG00000106366","hurdle",5.27013877934297e-52,-3.123429,-1.55438,1.569049,0.525
"87","ENSG00000102032","hurdle",3.44668640185153e-21,-2.913852,-2.410659,0.503193,0.525
"477","ENSG00000250604","hurdle",4.54777868303967e-75,-3.296119,-2.707531,0.588588,0.524
"472","ENSG00000239961","hurdle",6.50311638269898e-99,-3.315105,-2.707531,0.607574,0.524
"466","ENSG00000228427","hurdle",4.60998096257147e-33,-3.119766,-2.520119,0.599647,0.524
"21","ENSG00000042493","hurdle",2.46967769658643e-44,-3.208164,-2.616299,0.591865,0.524
"452","ENSG00000205413","hurdle",3.88793741309898e-25,-3.067009,-2.556764,0.510245,0.523
"434","ENSG00000197629","hurdle",3.24077332850454e-75,-3.303372,-2.743287,0.560085,0.523
"330","ENSG00000165457","hurdle",3.42759253400347e-81,-3.308054,-2.737266,0.570788,0.523
"236","ENSG00000137752","hurdle",5.40163904859525e-65,-3.287104,-2.725298,0.561806,0.523
"175","ENSG00000123609","hurdle",2.24304451159894e-34,-3.156822,-2.572759,0.584063,0.523
"78","ENSG00000101017","hurdle",6.10999832070244e-31,-3.125953,-2.551472,0.574481,0.523
"390","ENSG00000175538","hurdle",3.02766204072562e-38,-3.214742,-2.701657,0.513085,0.522
"326","ENSG00000164691","hurdle",7.32395960971866e-21,-2.909497,-2.335964,0.573533,0.522
"112","ENSG00000106560","hurdle",8.54206014959544e-50,-3.264936,-2.755406,0.50953,0.522
"489","ENSG00000273338","hurdle",1.65090377732951e-35,-3.214254,-2.68998,0.524274,0.521
"150","ENSG00000116774","hurdle",1.18212429330722e-43,-3.243602,-2.684176,0.559426,0.521
"482","ENSG00000255980","hurdle",3.56289471416214e-81,-3.315629,-2.79864,0.516989,0.52
"331","ENSG00000165685","hurdle",4.79390567809668e-28,-3.168836,-2.666905,0.501931,0.52
"154","ENSG00000118503","hurdle",3.69321065566926e-36,-3.216208,-2.68998,0.526228,0.52
"228","ENSG00000136235","hurdle",2.69498788301051e-15,-3.007416,-2.464351,0.543065,0.516
"496","ENSG00000277632","hurdle",3.98904708372571e-50,-3.304411,-2.583521,0.72089,0.515
"495","ENSG00000276070","hurdle",4.0096088669823e-58,-3.148168,-2.415458,0.73271,0.514
"396","ENSG00000177575","hurdle",1.0577874663924e-37,-3.240864,-2.610784,0.63008,0.514
"162","ENSG00000120708","hurdle",1.15770739974751e-20,-3.190766,-2.684176,0.50659,0.514
"493","ENSG00000275302","hurdle",1.80113375511243e-31,-3.267467,-2.551472,0.715995,0.513
"248","ENSG00000138678","hurdle",9.92266865764324e-12,-1.6530195,-0.9355014,0.7175181,0.507
"157","ENSG00000119508","hurdle",3.542536547264e-55,-1.20687586,-0.08146597,1.12540989,0.506
"177","ENSG00000124491","hurdle",1.24814605945108e-52,-2.420945,-1.286986,1.133959,0.491
