"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"6118","ENSG00000154096","hurdle",0,0.4803563,3.0962029,2.6158466,0.839
"5012","ENSG00000139970","hurdle",0,1.844497,4.302562,2.458065,0.839
"1038","ENSG00000081803","hurdle",0,0.09009666,4.55962172,4.46952506,0.839
"855","ENSG00000074590","hurdle",0,-0.4108302,2.8063901,3.2172203,0.838
"646","ENSG00000066248","hurdle",0,-1.613869,2.023746,3.637615,0.837
"6137","ENSG00000154277","hurdle",0,0.4113323,2.8289325,2.4176002,0.836
"4282","ENSG00000133019","hurdle",0,1.48382,4.728182,3.244362,0.836
"420","ENSG00000048540","hurdle",0,-0.04691087,2.98274159,3.02965246,0.836
"7587","ENSG00000168490","hurdle",0,-1.345768,1.750012,3.09578,0.835
"3223","ENSG00000119125","hurdle",0,-1.529042,2.128745,3.657787,0.835
"11551","ENSG00000273032","hurdle",0,-0.5910767,2.6325974,3.2236741,0.834
"4290","ENSG00000133083","hurdle",0,2.125793,5.064278,2.938485,0.833
"9290","ENSG00000187094","hurdle",0,0.1861702,3.2398272,3.053657,0.831
"7092","ENSG00000164742","hurdle",0,0.2803418,2.9029728,2.622631,0.831
"6427","ENSG00000158445","hurdle",0,0.5099584,3.2779524,2.767994,0.831
"6417","ENSG00000158258","hurdle",0,0.2766199,4.3109887,4.0343688,0.831
"3380","ENSG00000120899","hurdle",0,-1.64348,2.170809,3.814289,0.831
"7766","ENSG00000170027","hurdle",0,0.9551886,3.3089772,2.3537886,0.83
"4550","ENSG00000135750","hurdle",0,-0.8998795,2.3385323,3.2384118,0.829
"5772","ENSG00000149091","hurdle",0,-0.510527,2.208866,2.719393,0.828
"2439","ENSG00000109670","hurdle",0,1.032593,3.775143,2.74255,0.828
"7728","ENSG00000169744","hurdle",0,1.315783,4.958319,3.642536,0.827
"5513","ENSG00000145675","hurdle",0,0.7073557,3.5463307,2.838975,0.827
"3142","ENSG00000117632","hurdle",0,0.5480694,3.0219224,2.473853,0.827
"2235","ENSG00000106976","hurdle",0,1.119403,3.273714,2.154311,0.827
"846","ENSG00000074211","hurdle",0,0.4798659,3.5465298,3.0666639,0.827
"5790","ENSG00000149269","hurdle",0,0.5231551,3.3071219,2.7839668,0.826
"3093","ENSG00000117152","hurdle",0,-0.7736809,2.2893693,3.0630502,0.826
"2654","ENSG00000112186","hurdle",0,0.2295586,2.7360544,2.5064958,0.826
"9117","ENSG00000185274","hurdle",0,1.332049,4.290598,2.958549,0.825
"960","ENSG00000078328","hurdle",0,4.668858,7.446907,2.778049,0.825
"9605","ENSG00000196950","hurdle",0,0.425594,3.117734,2.69214,0.824
"6546","ENSG00000160145","hurdle",0,2.072659,5.482584,3.409925,0.824
"460","ENSG00000053108","hurdle",0,-0.3120214,3.9843668,4.2963882,0.824
"8902","ENSG00000183049","hurdle",0,1.111659,4.140004,3.028345,0.823
"6178","ENSG00000154917","hurdle",0,0.02377946,2.48560854,2.46182908,0.823
"3713","ENSG00000125851","hurdle",0,0.2489515,3.3954399,3.1464884,0.823
"10381","ENSG00000225206","hurdle",0,-0.5915576,2.9405821,3.5321397,0.822
"9226","ENSG00000186260","hurdle",0,0.9137701,3.8116472,2.8978771,0.822
"8937","ENSG00000183454","hurdle",0,2.526432,4.985854,2.459422,0.822
"7938","ENSG00000171603","hurdle",0,0.807493,3.084219,2.276726,0.822
"7736","ENSG00000169783","hurdle",0,-0.8664899,2.1226821,2.989172,0.822
"2162","ENSG00000106123","hurdle",0,-0.9819824,1.88035,2.8623324,0.822
"7431","ENSG00000167281","hurdle",0,0.8329313,3.8194368,2.9865055,0.82
"7122","ENSG00000164951","hurdle",0,-1.583759,1.69703,3.280789,0.82
"6975","ENSG00000164061","hurdle",0,-0.3824367,2.2514631,2.6338998,0.82
"5472","ENSG00000145087","hurdle",0,2.429718,5.659467,3.229749,0.82
"517","ENSG00000058404","hurdle",0,0.8131618,3.0308084,2.2176466,0.82
"10312","ENSG00000221946","hurdle",0,-1.770115,1.396571,3.166686,0.819
"10242","ENSG00000214548","hurdle",0,3.276838,6.11452,2.837682,0.819
"9752","ENSG00000198010","hurdle",0,2.220865,5.583987,3.363122,0.819
"10266","ENSG00000215196","hurdle",0,-0.5487715,2.8839004,3.4326719,0.818
"4701","ENSG00000136928","hurdle",0,1.874143,4.240375,2.366232,0.818
"4317","ENSG00000133318","hurdle",0,2.028477,4.280361,2.251884,0.818
"2259","ENSG00000107295","hurdle",0,0.9480918,3.8311777,2.8830859,0.818
"110","ENSG00000007237","hurdle",0,0.8074409,3.286953,2.4795121,0.818
"9843","ENSG00000198626","hurdle",0,2.449129,5.440189,2.99106,0.816
"7114","ENSG00000164924","hurdle",0,0.8985625,3.1231634,2.2246009,0.816
"6870","ENSG00000163536","hurdle",0,0.6571154,2.9993158,2.3422004,0.816
"6041","ENSG00000152931","hurdle",0,-2.426103,1.774253,4.200356,0.816
"4773","ENSG00000137642","hurdle",0,0.449266,3.12601,2.676744,0.816
"4159","ENSG00000131773","hurdle",0,0.8190927,4.4920583,3.6729656,0.816
"2868","ENSG00000114948","hurdle",0,0.9615249,3.8058418,2.8443169,0.816
"1779","ENSG00000102471","hurdle",0,-0.631831,2.301169,2.933,0.816
"1224","ENSG00000088986","hurdle",0,-0.2460187,2.1689219,2.4149406,0.816
"167","ENSG00000010404","hurdle",0,1.344672,3.255038,1.910366,0.816
"79","ENSG00000006116","hurdle",0,-0.5695322,2.7144922,3.2840244,0.816
"190","ENSG00000011347","hurdle",0,-0.8465093,2.0021921,2.8487014,0.815
"4345","ENSG00000133816","hurdle",0,0.1244695,3.0527203,2.9282508,0.814
"4930","ENSG00000138814","hurdle",0,2.396431,4.866608,2.470177,0.812
"4646","ENSG00000136531","hurdle",0,1.670459,3.93024,2.259781,0.812
"4405","ENSG00000134343","hurdle",0,-1.549719,2.485712,4.035431,0.812
"4303","ENSG00000133169","hurdle",0,0.01559274,2.51797005,2.50237731,0.812
"4025","ENSG00000130477","hurdle",0,-0.04479261,2.41107664,2.45586925,0.812
"10511","ENSG00000229618","hurdle",0,-1.299351,3.902919,5.20227,0.811
"1798","ENSG00000102804","hurdle",0,1.412433,3.626782,2.214349,0.811
"9046","ENSG00000184672","hurdle",0,3.349528,5.98204,2.632512,0.81
"5877","ENSG00000150995","hurdle",0,0.5907512,3.2007872,2.610036,0.81
"4619","ENSG00000136267","hurdle",0,1.112397,4.603593,3.491196,0.81
"11235","ENSG00000260230","hurdle",0,0.6226129,2.8261472,2.2035343,0.809
"10624","ENSG00000234423","hurdle",0,-0.7667592,3.2750778,4.041837,0.809
"8976","ENSG00000183780","hurdle",0,0.383463,3.929664,3.546201,0.809
"11692","ENSG00000283154","hurdle",0,1.91881,5.634354,3.715544,0.808
"8868","ENSG00000182674","hurdle",0,0.2688443,3.6955417,3.4266974,0.808
"2207","ENSG00000106617","hurdle",0,-0.1123441,3.1594058,3.2717499,0.808
"1241","ENSG00000089169","hurdle",0,0.278576,2.606777,2.328201,0.808
"264","ENSG00000022355","hurdle",0,0.6167368,2.8962788,2.279542,0.808
"125","ENSG00000008086","hurdle",0,0.6006184,3.3863703,2.7857519,0.808
"10722","ENSG00000237720","hurdle",0,-2.239899,1.91027,4.150169,0.807
"8013","ENSG00000172260","hurdle",0,3.024169,5.810295,2.786126,0.807
"5315","ENSG00000143473","hurdle",0,0.7659692,4.3160483,3.5500791,0.807
"2158","ENSG00000106089","hurdle",0,-2.008543,1.199995,3.208538,0.807
"424","ENSG00000048740","hurdle",0,3.082846,5.929749,2.846903,0.807
"1405","ENSG00000099308","hurdle",0,-1.31141,1.596871,2.908281,0.806
"2666","ENSG00000112290","hurdle",0,0.1135102,2.688026,2.5745158,0.805
"2500","ENSG00000110427","hurdle",0,1.336389,3.714758,2.378369,0.805
"683","ENSG00000067715","hurdle",0,5.035327,6.827589,1.792262,0.805
"57","ENSG00000005249","hurdle",0,-0.6007948,2.203775,2.8045698,0.805
"8607","ENSG00000178980","hurdle",0,0.2110049,2.457362,2.2463571,0.804
"7392","ENSG00000166913","hurdle",0,0.8790335,3.1364438,2.2574103,0.804
"5837","ENSG00000149970","hurdle",0,1.256285,3.982676,2.726391,0.804
"3912","ENSG00000128872","hurdle",0,0.6532063,2.9119866,2.2587803,0.804
"3008","ENSG00000116254","hurdle",0,0.5114626,2.6731597,2.1616971,0.804
"334","ENSG00000034510","hurdle",0,-0.106932,2.283075,2.390007,0.804
"9761","ENSG00000198053","hurdle",0,-0.7474154,1.8361972,2.5836126,0.803
"9295","ENSG00000187122","hurdle",0,-0.934496,2.245368,3.179864,0.803
"6336","ENSG00000157087","hurdle",0,2.088142,4.233677,2.145535,0.803
"10286","ENSG00000216863","hurdle",0,-2.461079,2.610962,5.072041,0.802
"8149","ENSG00000173611","hurdle",0,0.6200636,3.3614028,2.7413392,0.802
"2100","ENSG00000105696","hurdle",0,-0.1617334,2.0547996,2.216533,0.802
"724","ENSG00000069424","hurdle",0,-0.6541184,1.8323649,2.4864833,0.802
"11747","ENSG00000286214","hurdle",0,0.188733,2.559184,2.370451,0.801
"11231","ENSG00000260032","hurdle",0,0.68163,2.858187,2.176557,0.801
"8352","ENSG00000175866","hurdle",0,-1.408904,1.566525,2.975429,0.801
"7356","ENSG00000166681","hurdle",0,0.1261418,2.4480035,2.3218617,0.801
"5967","ENSG00000151952","hurdle",0,1.232224,4.366811,3.134587,0.801
"3321","ENSG00000120251","hurdle",0,2.405006,4.881346,2.47634,0.801
"2814","ENSG00000114279","hurdle",0,3.146216,5.269591,2.123375,0.801
"2596","ENSG00000111674","hurdle",0,0.0370846,2.2312322,2.1941476,0.801
"1738","ENSG00000102003","hurdle",0,0.3603471,2.4671336,2.1067865,0.801
"7975","ENSG00000171867","hurdle",0,0.5992645,2.7923646,2.1931001,0.8
"6022","ENSG00000152583","hurdle",0,2.096717,3.872063,1.775346,0.8
"4128","ENSG00000131378","hurdle",0,-1.552525,2.138366,3.690891,0.8
"2648","ENSG00000112137","hurdle",0,2.568312,5.899513,3.331201,0.8
"1824","ENSG00000103034","hurdle",0,0.188933,2.354448,2.165515,0.8
"9248","ENSG00000186487","hurdle",0,2.27245,4.479343,2.206893,0.799
"7565","ENSG00000168280","hurdle",0,1.53397,3.641884,2.107914,0.799
"6702","ENSG00000162374","hurdle",0,0.1961952,2.762853,2.5666578,0.799
"6244","ENSG00000155980","hurdle",0,0.06590487,2.15857832,2.09267345,0.799
"6113","ENSG00000154027","hurdle",0,1.124955,3.772103,2.647148,0.799
"5534","ENSG00000145864","hurdle",0,2.25255,4.241529,1.988979,0.799
"3203","ENSG00000118733","hurdle",0,1.481928,4.045484,2.563556,0.799
"10402","ENSG00000225783","hurdle",0,1.16983,3.755656,2.585826,0.798
"9595","ENSG00000196876","hurdle",0,1.442708,3.597949,2.155241,0.798
"9043","ENSG00000184611","hurdle",0,0.9525991,4.3415796,3.3889805,0.798
"8958","ENSG00000183662","hurdle",0,0.1005543,4.6770027,4.5764484,0.798
"7910","ENSG00000171385","hurdle",0,0.1005118,2.7161834,2.6156716,0.798
"6346","ENSG00000157216","hurdle",0,-0.3056386,2.3763416,2.6819802,0.798
"5480","ENSG00000145242","hurdle",0,-0.2800539,2.8794344,3.1594883,0.798
"4613","ENSG00000136237","hurdle",0,1.281697,4.296132,3.014435,0.798
"2747","ENSG00000113327","hurdle",0,0.4840125,2.8047515,2.320739,0.798
"10930","ENSG00000248994","hurdle",0,-1.288506,2.314137,3.602643,0.797
"9452","ENSG00000189241","hurdle",0,-0.108701,2.178704,2.287405,0.797
"9260","ENSG00000186642","hurdle",0,-1.446067,1.427621,2.873688,0.797
"8486","ENSG00000177511","hurdle",0,-0.6839901,1.8344536,2.5184437,0.797
"7817","ENSG00000170500","hurdle",0,0.4148596,2.5628502,2.1479906,0.797
"7292","ENSG00000166206","hurdle",0,1.957435,4.308925,2.35149,0.797
"739","ENSG00000070087","hurdle",0,-1.134008,1.518558,2.652566,0.797
"4512","ENSG00000135426","hurdle",0,-2.282747,2.288929,4.571676,0.796
"1712","ENSG00000101638","hurdle",0,-0.3724259,2.3262934,2.6987193,0.796
"881","ENSG00000075340","hurdle",0,0.2420278,2.5329083,2.2908805,0.796
"37","ENSG00000004660","hurdle",0,-1.707864,1.317978,3.025842,0.796
"10743","ENSG00000239498","hurdle",0,-2.275885,3.30484,5.580725,0.795
"8998","ENSG00000184156","hurdle",0,1.86165,4.464724,2.603074,0.795
"7133","ENSG00000165023","hurdle",0,-0.4082258,2.2981928,2.7064186,0.795
"7068","ENSG00000164588","hurdle",0,1.631959,3.943239,2.31128,0.795
"10389","ENSG00000225465","hurdle",0,-0.8599369,1.6573912,2.5173281,0.794
"10353","ENSG00000224271","hurdle",0,-2.035958,3.804619,5.840577,0.794
"9209","ENSG00000186094","hurdle",0,2.547754,5.384355,2.836601,0.794
"6004","ENSG00000152413","hurdle",0,0.3080834,3.1462441,2.8381607,0.794
"5679","ENSG00000147676","hurdle",0,-2.273237,1.096378,3.369615,0.794
"4400","ENSG00000134318","hurdle",0,0.8405653,3.2837023,2.443137,0.794
"4208","ENSG00000132359","hurdle",0,-0.2040221,2.6072259,2.811248,0.794
"4003","ENSG00000130294","hurdle",0,0.6997675,2.6278823,1.9281148,0.794
"1972","ENSG00000104722","hurdle",0,-0.8775062,2.2204418,3.097948,0.794
"1364","ENSG00000095203","hurdle",0,-0.7810277,1.9859888,2.7670165,0.794
"1303","ENSG00000091129","hurdle",0,2.474318,4.837664,2.363346,0.794
"972","ENSG00000078902","hurdle",0,-1.140226,1.450866,2.591092,0.794
"802","ENSG00000072201","hurdle",0,-0.6673104,2.4551474,3.1224578,0.794
"9246","ENSG00000186472","hurdle",0,2.209168,4.332054,2.122886,0.793
"8318","ENSG00000175471","hurdle",0,0.8721242,3.8846411,3.0125169,0.793
"8159","ENSG00000173726","hurdle",0,0.1635899,2.3428717,2.1792818,0.793
"6848","ENSG00000163399","hurdle",0,0.517687,2.668786,2.151099,0.793
"3615","ENSG00000124507","hurdle",0,-0.5277793,1.7737093,2.3014886,0.793
"2374","ENSG00000108684","hurdle",0,1.510778,4.446967,2.936189,0.793
"10685","ENSG00000236451","hurdle",0,-2.470652,2.856975,5.327627,0.792
"5883","ENSG00000151090","hurdle",0,1.60445,4.37382,2.76937,0.792
"5068","ENSG00000140538","hurdle",0,1.489304,4.032693,2.543389,0.792
"4874","ENSG00000138443","hurdle",0,0.9113719,3.1570543,2.2456824,0.792
"5404","ENSG00000144331","hurdle",0,1.403807,4.253523,2.849716,0.791
"3700","ENSG00000125814","hurdle",0,0.1245114,2.3329915,2.2084801,0.791
"6359","ENSG00000157470","hurdle",0,-0.8159235,1.9190765,2.735,0.79
"4967","ENSG00000139364","hurdle",0,1.909251,4.341975,2.432724,0.79
"2917","ENSG00000115419","hurdle",0,1.517738,3.777604,2.259866,0.79
"10914","ENSG00000248455","hurdle",0,-2.820474,1.646938,4.467412,0.789
"10300","ENSG00000220205","hurdle",0,1.038022,3.075126,2.037104,0.789
"7280","ENSG00000166165","hurdle",0,0.6074286,2.6166053,2.0091767,0.789
"6727","ENSG00000162545","hurdle",0,0.8911318,2.9431022,2.0519704,0.789
"3166","ENSG00000118160","hurdle",0,-1.577213,1.270317,2.84753,0.789
"3096","ENSG00000117155","hurdle",0,-0.427108,2.093112,2.52022,0.789
"2985","ENSG00000116106","hurdle",0,0.7362486,3.1325965,2.3963479,0.789
"1931","ENSG00000104290","hurdle",0,-0.06301688,2.36388969,2.42690657,0.789
"5455","ENSG00000144834","hurdle",0,-0.5899095,1.7394448,2.3293543,0.788
"3326","ENSG00000120265","hurdle",0,-0.510397,1.817841,2.328238,0.788
"2787","ENSG00000113749","hurdle",0,-1.78591,1.443509,3.229419,0.788
"1385","ENSG00000096384","hurdle",0,1.484537,3.400405,1.915868,0.788
"10615","ENSG00000233928","hurdle",0,-1.14839,2.60077,3.74916,0.787
"10488","ENSG00000228566","hurdle",0,-1.049466,4.135055,5.184521,0.787
"8703","ENSG00000180354","hurdle",0,0.02861565,2.09110677,2.06249112,0.787
"7181","ENSG00000165434","hurdle",0,0.2977334,2.5332499,2.2355165,0.787
"435","ENSG00000049759","hurdle",0,0.7361665,3.245001,2.5088345,0.787
"10927","ENSG00000248905","hurdle",0,0.9654067,3.9242657,2.958859,0.786
"9949","ENSG00000198961","hurdle",0,0.8293943,2.8904637,2.0610694,0.786
"6255","ENSG00000156113","hurdle",0,2.775914,5.228331,2.452417,0.786
"5180","ENSG00000141668","hurdle",0,-1.83501,3.104354,4.939364,0.786
"4540","ENSG00000135643","hurdle",0,-0.6515374,2.0945965,2.7461339,0.786
"2243","ENSG00000107130","hurdle",0,-0.3637744,1.7243714,2.0881458,0.786
"426","ENSG00000048991","hurdle",0,2.287912,4.970879,2.682967,0.786
"10552","ENSG00000231533","hurdle",0,-1.130509,2.281652,3.412161,0.785
"9769","ENSG00000198108","hurdle",0,0.9649162,3.8590089,2.8940927,0.785
"7244","ENSG00000165868","hurdle",0,0.8858112,3.186186,2.3003748,0.785
"2445","ENSG00000109738","hurdle",0,-0.1739766,2.2252503,2.3992269,0.785
"1152","ENSG00000086300","hurdle",0,-0.2519796,2.0758908,2.3278704,0.785
"8832","ENSG00000182256","hurdle",0,1.540317,3.881673,2.341356,0.784
"6617","ENSG00000160963","hurdle",0,-1.428654,2.047151,3.475805,0.784
"5442","ENSG00000144711","hurdle",0,0.8734191,3.2770588,2.4036397,0.784
"4283","ENSG00000133026","hurdle",0,0.7811737,3.0945632,2.3133895,0.784
"4134","ENSG00000131437","hurdle",0,0.6918851,2.6889642,1.9970791,0.784
"4033","ENSG00000130540","hurdle",0,-0.5275163,1.7172617,2.244778,0.784
"2265","ENSG00000107518","hurdle",0,3.284973,5.612797,2.327824,0.784
"10788","ENSG00000241973","hurdle",0,0.9564816,3.1913836,2.234902,0.783
"8964","ENSG00000183715","hurdle",0,4.207823,6.45658,2.248757,0.783
"5211","ENSG00000142192","hurdle",0,2.193253,4.280465,2.087212,0.783
"4274","ENSG00000132938","hurdle",0,1.688143,4.075188,2.387045,0.783
"3686","ENSG00000125675","hurdle",0,1.667118,3.926593,2.259475,0.783
"916","ENSG00000076864","hurdle",0,-1.13591,1.388797,2.524707,0.783
"1245","ENSG00000089220","hurdle",0,1.299443,3.295246,1.995803,0.782
"7026","ENSG00000164236","hurdle",0,-1.084043,2.054758,3.138801,0.781
"6458","ENSG00000158856","hurdle",0,-1.032204,1.299669,2.331873,0.781
"6334","ENSG00000157064","hurdle",0,1.155613,3.128526,1.972913,0.781
"5733","ENSG00000148408","hurdle",0,1.677077,3.991707,2.31463,0.781
"3504","ENSG00000122966","hurdle",0,0.3368188,2.6926478,2.355829,0.781
"797","ENSG00000072110","hurdle",0,-0.5490383,2.05117,2.6002083,0.781
"10302","ENSG00000221823","hurdle",0,0.4562294,2.6131783,2.1569489,0.78
"8576","ENSG00000178531","hurdle",0,-1.775569,1.06881,2.844379,0.78
"7090","ENSG00000164715","hurdle",0,0.02386917,2.40735445,2.38348528,0.78
"6960","ENSG00000163995","hurdle",0,-0.1781496,2.3805243,2.5586739,0.78
"5544","ENSG00000145934","hurdle",0,2.932328,5.314128,2.3818,0.78
"4829","ENSG00000138078","hurdle",0,1.323146,3.129331,1.806185,0.78
"4827","ENSG00000138071","hurdle",0,0.2797034,2.4051824,2.125479,0.78
"2790","ENSG00000113763","hurdle",0,-1.994484,1.044911,3.039395,0.78
"1172","ENSG00000087095","hurdle",0,0.8881783,3.5496022,2.6614239,0.78
"1110","ENSG00000084731","hurdle",0,-0.2938512,1.839272,2.1331232,0.78
"947","ENSG00000078018","hurdle",0,2.821782,4.58472,1.762938,0.78
"9688","ENSG00000197535","hurdle",0,1.6989,3.73481,2.03591,0.779
"8911","ENSG00000183117","hurdle",0,4.636981,7.052236,2.415255,0.779
"7707","ENSG00000169567","hurdle",0,-0.617698,1.6537,2.271398,0.779
"3746","ENSG00000126214","hurdle",0,0.9544593,2.7815206,1.8270613,0.779
"229","ENSG00000014641","hurdle",0,-0.04014334,1.88475016,1.9248935,0.779
"9823","ENSG00000198513","hurdle",0,0.2241814,2.4381976,2.2140162,0.778
"9583","ENSG00000196776","hurdle",0,0.3932526,2.5877985,2.1945459,0.778
"9169","ENSG00000185774","hurdle",0,5.950836,8.074436,2.1236,0.778
"8218","ENSG00000174514","hurdle",0,-2.1791612,0.9335638,3.112725,0.778
"6016","ENSG00000152495","hurdle",0,0.8159878,3.140637,2.3246492,0.778
"5549","ENSG00000145990","hurdle",0,0.4080713,2.648442,2.2403707,0.778
"5272","ENSG00000143164","hurdle",0,0.3297972,2.9560196,2.6262224,0.778
"4780","ENSG00000137726","hurdle",0,0.2384761,2.0543516,1.8158755,0.778
"4741","ENSG00000137267","hurdle",0,-0.4459922,2.1790248,2.625017,0.778
"4454","ENSG00000134909","hurdle",0,1.508488,3.875331,2.366843,0.778
"4300","ENSG00000133134","hurdle",0,-0.4515938,1.8330669,2.2846607,0.778
"3524","ENSG00000123240","hurdle",0,-0.8380884,1.6562847,2.4943731,0.778
"7933","ENSG00000171533","hurdle",0,-0.8452799,1.6834247,2.5287046,0.777
"7269","ENSG00000166111","hurdle",0,-0.3624255,2.0684371,2.4308626,0.777
"5543","ENSG00000145920","hurdle",0,-0.6275977,1.6668724,2.2944701,0.777
"4377","ENSG00000134121","hurdle",0,1.613226,3.648317,2.035091,0.777
"2197","ENSG00000106536","hurdle",0,-0.4371982,3.7035984,4.1407966,0.777
"2000","ENSG00000104904","hurdle",0,-0.4235564,1.720424,2.1439804,0.777
"570","ENSG00000063180","hurdle",0,-1.260159,1.162453,2.422612,0.777
"9786","ENSG00000198216","hurdle",0,0.8464355,3.1652517,2.3188162,0.776
"9747","ENSG00000197969","hurdle",0,0.5070093,2.919108,2.4120987,0.776
"9293","ENSG00000187109","hurdle",0,0.7583065,2.811535,2.0532285,0.776
"8499","ENSG00000177614","hurdle",0,0.1112745,2.5399148,2.4286403,0.776
"7154","ENSG00000165209","hurdle",0,0.9930933,3.3212877,2.3281944,0.776
"7103","ENSG00000164830","hurdle",0,2.837217,5.084209,2.246992,0.776
"5014","ENSG00000139973","hurdle",0,1.290821,3.386248,2.095427,0.776
"4914","ENSG00000138758","hurdle",0,0.6847823,2.9960541,2.3112718,0.776
"3492","ENSG00000122778","hurdle",0,-0.8877633,1.7622351,2.6499984,0.776
"3087","ENSG00000117114","hurdle",0,1.474645,4.021651,2.547006,0.776
"2792","ENSG00000113805","hurdle",0,-0.1194598,3.0249119,3.1443717,0.776
"995","ENSG00000079841","hurdle",0,2.045433,4.399193,2.35376,0.776
"969","ENSG00000078725","hurdle",0,0.5213453,3.0802298,2.5588845,0.776
"911","ENSG00000076554","hurdle",0,-0.2687475,2.0181581,2.2869056,0.776
"10268","ENSG00000215218","hurdle",0,-1.294422,1.31033,2.604752,0.775
"8873","ENSG00000182768","hurdle",0,-0.4957915,1.6751086,2.1709001,0.775
"7187","ENSG00000165495","hurdle",0,0.2622438,2.8072544,2.5450106,0.775
"7115","ENSG00000164929","hurdle",0,-0.2930688,1.9843878,2.2774566,0.775
"5401","ENSG00000144290","hurdle",0,2.255103,4.271231,2.016128,0.775
"2838","ENSG00000114573","hurdle",0,0.3064987,2.36104,2.0545413,0.775
"869","ENSG00000075043","hurdle",0,-0.5706831,1.5893734,2.1600565,0.775
"480","ENSG00000054793","hurdle",0,0.8277509,2.8398821,2.0121312,0.775
"143","ENSG00000008853","hurdle",0,-1.60067,1.25933,2.86,0.775
"8428","ENSG00000176884","hurdle",0,1.034598,2.582507,1.547909,0.774
"7525","ENSG00000167996","hurdle",0,1.46678,3.228785,1.762005,0.774
"4144","ENSG00000131507","hurdle",0,0.9789348,2.8167441,1.8378093,0.774
"3356","ENSG00000120694","hurdle",0,0.682028,2.537633,1.855605,0.774
"2526","ENSG00000110841","hurdle",0,0.1128778,2.73051,2.6176322,0.774
"731","ENSG00000069966","hurdle",0,-0.184665,1.986723,2.171388,0.774
"10397","ENSG00000225689","hurdle",0,1.061612,3.894274,2.832662,0.773
"10304","ENSG00000221866","hurdle",0,1.16015,3.278078,2.117928,0.773
"9394","ENSG00000188580","hurdle",0,3.05714,5.79422,2.73708,0.773
"7299","ENSG00000166257","hurdle",0,0.1455234,2.2025122,2.0569888,0.773
"6270","ENSG00000156298","hurdle",0,1.108913,2.980415,1.871502,0.773
