"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Astro","log2fold_change","Auc"
"295","ENSG00000152977","hurdle",2.87370730768875e-143,-1.8167259,-0.8503846,0.9663413,0.576
"248","ENSG00000141756","hurdle",8.10267659179644e-322,-2.996419,-1.705643,1.290776,0.576
"150","ENSG00000119927","hurdle",9.32833528555979e-192,-1.86569,-0.765959,1.099731,0.576
"523","ENSG00000287706","hurdle",8.06038503728816e-214,-2.442269,-1.013551,1.428718,0.575
"394","ENSG00000172340","hurdle",4.46831950603776e-119,-1.4210406,-0.4618856,0.959155,0.575
"361","ENSG00000166033","hurdle",7.51773281634491e-90,-0.9419134,-0.2320146,0.7098988,0.575
"321","ENSG00000160307","hurdle",3.02142373317204e-106,-1.4296071,-0.6624786,0.7671285,0.575
"124","ENSG00000112715","hurdle",5.37393989800614e-158,-1.743359,-0.6740023,1.0693567,0.575
"379","ENSG00000169715","hurdle",6.43713380287135e-209,-2.559755,-1.339896,1.219859,0.574
"286","ENSG00000150893","hurdle",2.46234252872069e-266,-2.65197,-1.153333,1.498637,0.574
"196","ENSG00000132530","hurdle",3.58713045149165e-233,-2.339606,-1.40178,0.937826,0.574
"20","ENSG00000049540","hurdle",3.13464797412746e-195,-2.367572,-1.018684,1.348888,0.574
"237","ENSG00000138756","hurdle",9.19809766078119e-82,0.3444916,1.0498707,0.7053791,0.573
"184","ENSG00000129521","hurdle",3.19736318258422e-107,-1.05003266,-0.07520331,0.97482935,0.573
"84","ENSG00000101605","hurdle",1.6168055739083e-149,-2.0590678,-0.9596703,1.0993975,0.573
"400","ENSG00000174628","hurdle",2.53512663600986e-70,-0.1440936,0.4575252,0.6016188,0.572
"349","ENSG00000164949","hurdle",6.09778886079421e-300,-2.7590207,-0.7360594,2.0229613,0.572
"259","ENSG00000144857","hurdle",2.1897638237238e-99,-1.43495,-0.711509,0.723441,0.572
"136","ENSG00000115738","hurdle",9.28600038128466e-84,-0.4704662,0.3029939,0.7734601,0.572
"493","ENSG00000241839","hurdle",0,-3.106971,-1.731898,1.375073,0.571
"467","ENSG00000213366","hurdle",3.09782514136381e-258,-2.885994,-1.664833,1.221161,0.571
"348","ENSG00000164904","hurdle",2.86630894701187e-133,-0.9683545,-0.03156061,0.93679389,0.571
"8","ENSG00000008394","hurdle",3.6107350097245e-76,-0.02488337,0.49479744,0.51968081,0.571
"502","ENSG00000251442","hurdle",0,-3.0136366,-0.8995896,2.114047,0.57
"466","ENSG00000211448","hurdle",3.89874073590014e-124,-1.8763511,-0.8694682,1.0068829,0.569
"422","ENSG00000182103","hurdle",3.67325652117522e-254,-2.847685,-1.575674,1.272011,0.569
"421","ENSG00000181938","hurdle",1.05519920708615e-196,-2.3798277,-0.9824139,1.3974138,0.569
"380","ENSG00000169860","hurdle",0,-3.114096,-1.677535,1.436561,0.569
"338","ENSG00000163638","hurdle",8.14334339158456e-142,-1.866191,-0.664776,1.201415,0.569
"300","ENSG00000153885","hurdle",1.75403039858901e-183,-2.6168,-1.551029,1.065771,0.569
"243","ENSG00000140545","hurdle",1.54198806124728e-117,-1.75677,-1.05589,0.70088,0.569
"214","ENSG00000135097","hurdle",7.34753420113498e-223,-2.72936,-1.553155,1.176205,0.569
"447","ENSG00000189350","hurdle",5.6802786964003e-101,-1.6071181,-0.7463627,0.8607554,0.568
"408","ENSG00000177606","hurdle",9.33127536608697e-128,-0.6228596,0.2828694,0.905729,0.568
"178","ENSG00000127241","hurdle",8.53995291372069e-310,-3.064026,-1.752519,1.311507,0.568
"176","ENSG00000126016","hurdle",7.34270511956931e-98,-1.6130778,-0.7914622,0.8216156,0.568
"48","ENSG00000079482","hurdle",4.90267946852129e-59,1.279604,1.808535,0.528931,0.568
"514","ENSG00000266714","hurdle",4.14892112905691e-115,-2.085782,-1.289394,0.796388,0.567
"372","ENSG00000168209","hurdle",1.41681212666474e-247,-2.588575,-1.187609,1.400966,0.567
"270","ENSG00000147588","hurdle",1.72660468227446e-110,-1.925536,-1.068002,0.857534,0.567
"246","ENSG00000141485","hurdle",0,-3.135683,-1.773439,1.362244,0.567
"90","ENSG00000103260","hurdle",3.4636697617023e-102,-1.1946545,-0.4539174,0.7407371,0.567
"32","ENSG00000069431","hurdle",3.00138327584058e-132,-1.79519,-1.050623,0.744567,0.567
"154","ENSG00000121742","hurdle",0,-3.182346,-1.794666,1.38768,0.566
"144","ENSG00000117519","hurdle",6.47888981310094e-76,-0.8953436,-0.1863294,0.7090142,0.566
"365","ENSG00000167107","hurdle",5.82498035788358e-300,-3.07673,-1.780895,1.295835,0.565
"329","ENSG00000162733","hurdle",3.00989953443286e-108,-1.7420707,-0.9745552,0.7675155,0.565
"308","ENSG00000154553","hurdle",9.59739883295019e-165,-2.491984,-1.372383,1.119601,0.565
"141","ENSG00000117115","hurdle",1.48588838941396e-89,-1.5399346,-0.8608823,0.6790523,0.565
"41","ENSG00000076716","hurdle",7.76884128272217e-161,-2.382119,-1.118278,1.263841,0.565
"9","ENSG00000010282","hurdle",3.67041766599947e-83,-1.5616045,-0.8935148,0.6680897,0.565
"278","ENSG00000148700","hurdle",3.14612609586908e-79,1.217617,1.874393,0.656776,0.564
"102","ENSG00000106003","hurdle",0,-3.157599,-1.918037,1.239562,0.564
"335","ENSG00000163430","hurdle",2.09767238539932e-88,-1.6265142,-0.9838473,0.6426669,0.563
"77","ENSG00000100968","hurdle",2.57831673845908e-303,-3.125569,-1.935961,1.189608,0.563
"31","ENSG00000068976","hurdle",0,-3.186846,-1.940129,1.246717,0.563
"506","ENSG00000255690","hurdle",4.16992086676249e-245,-2.991818,-1.80857,1.183248,0.562
"504","ENSG00000254087","hurdle",2.01168417608783e-150,-2.361059,-1.276161,1.084898,0.562
"448","ENSG00000196781","hurdle",8.3049436599165e-55,-0.07098778,0.57657472,0.6475625,0.562
"271","ENSG00000148204","hurdle",1.56997729569656e-130,-2.43675,-1.512244,0.924506,0.562
"519","ENSG00000273136","hurdle",1.21207986220953e-149,-2.418554,-1.414288,1.004266,0.561
"501","ENSG00000250166","hurdle",3.00408496656205e-49,0.4301459,1.0596448,0.6294989,0.561
"435","ENSG00000185920","hurdle",3.97104854799465e-77,-1.1054557,-0.3592537,0.746202,0.561
"207","ENSG00000134716","hurdle",4.11664891655673e-140,-2.499739,-1.518463,0.981276,0.561
"23","ENSG00000056736","hurdle",2.5332551285844e-217,-2.934779,-1.768489,1.16629,0.561
"475","ENSG00000225177","hurdle",0,-3.191109,-1.96681,1.224299,0.56
"445","ENSG00000188649","hurdle",2.28470285255422e-108,-1.682959,-0.709136,0.973823,0.56
"345","ENSG00000164292","hurdle",8.1038095820236e-55,0.1027423,0.6822581,0.5795158,0.56
"200","ENSG00000134042","hurdle",1.25696211150574e-183,-2.810945,-1.72829,1.082655,0.56
"14","ENSG00000026025","hurdle",6.83802834188676e-137,-2.348121,-1.410428,0.937693,0.56
"508","ENSG00000257585","hurdle",1.06291209044549e-83,0.09099233,1.4695024,1.37851007,0.559
"171","ENSG00000125246","hurdle",1.87595312415542e-52,-0.3060199,0.3260266,0.6320465,0.559
"169","ENSG00000125144","hurdle",5.4740449616287e-215,-2.92347,-1.683346,1.240124,0.559
"147","ENSG00000119280","hurdle",1.09451793500003e-99,-1.8061099,-0.9624937,0.8436162,0.559
"45","ENSG00000079308","hurdle",5.27918703749213e-73,-1.3982489,-0.8861246,0.5121243,0.559
"497","ENSG00000247675","hurdle",3.71616644045617e-194,-2.752335,-1.489668,1.262667,0.557
"255","ENSG00000143842","hurdle",3.33723827994036e-120,-2.347142,-1.530982,0.81616,0.557
"201","ENSG00000134201","hurdle",3.94451648495432e-258,-3.118865,-1.962564,1.156301,0.556
"192","ENSG00000131981","hurdle",1.0267243779219e-193,-2.916602,-1.841976,1.074626,0.556
"130","ENSG00000114204","hurdle",5.64403305681909e-138,-2.36219,-1.155755,1.206435,0.556
"65","ENSG00000092621","hurdle",1.42444381971929e-144,-2.684832,-1.709195,0.975637,0.556
"59","ENSG00000088280","hurdle",1.0745712662539e-86,-2.106355,-1.35373,0.752625,0.556
"485","ENSG00000235665","hurdle",6.5613075353345e-128,-2.209025,-1.520542,0.688483,0.555
"452","ENSG00000197921","hurdle",4.43381377923028e-248,-3.021653,-1.638631,1.383022,0.555
"416","ENSG00000179796","hurdle",3.63678834289622e-50,-0.2716899,0.4888672,0.7605571,0.555
"398","ENSG00000173926","hurdle",1.98280775145786e-67,-1.3069109,-0.5456733,0.7612376,0.555
"377","ENSG00000169006","hurdle",2.35763404949037e-240,-3.093296,-1.938738,1.154558,0.555
"354","ENSG00000165458","hurdle",1.57671205801437e-116,-2.557002,-1.709195,0.847807,0.555
"340","ENSG00000163884","hurdle",1.27037438526172e-145,-2.746234,-1.795925,0.950309,0.555
"461","ENSG00000205213","hurdle",1.73435409320014e-46,-0.1415738,0.4572611,0.5988349,0.554
"428","ENSG00000183773","hurdle",6.52241539465905e-75,-2.018174,-1.411392,0.606782,0.554
"78","ENSG00000100979","hurdle",1.83925608593268e-163,-2.870226,-1.892236,0.97799,0.554
"73","ENSG00000099992","hurdle",4.64561916227891e-114,-2.255273,-1.363959,0.891314,0.554
"52","ENSG00000081320","hurdle",3.0689988067661e-138,-2.608057,-1.528888,1.079169,0.554
"35","ENSG00000071967","hurdle",3.2126089995256e-114,-2.462283,-1.56598,0.896303,0.554
"404","ENSG00000176244","hurdle",2.91002320708675e-190,-3.006106,-1.998333,1.007773,0.553
"386","ENSG00000171223","hurdle",5.6100311436762e-102,-1.6399055,-0.6624786,0.9774269,0.553
"254","ENSG00000143819","hurdle",1.9010721841746e-96,-2.163475,-1.349104,0.814371,0.553
"229","ENSG00000137285","hurdle",4.77020245250832e-116,-2.194604,-1.293832,0.900772,0.553
"193","ENSG00000132164","hurdle",6.1053620908788e-43,-0.515036763,0.003223334,0.518260097,0.553
"165","ENSG00000124181","hurdle",1.66768050162546e-51,-1.0372226,-0.4947169,0.5425057,0.553
"116","ENSG00000109501","hurdle",1.10006441604585e-80,-2.229254,-1.544668,0.684586,0.553
"111","ENSG00000107738","hurdle",5.25599763528664e-163,-2.780965,-1.892236,0.888729,0.553
"93","ENSG00000103710","hurdle",2.72906308494534e-262,-3.133269,-1.78839,1.344879,0.553
"80","ENSG00000101198","hurdle",4.87518780187099e-150,-2.836839,-1.892236,0.944603,0.553
"11","ENSG00000012171","hurdle",3.28222812440884e-74,-1.76161,-1.165481,0.596129,0.553
"91","ENSG00000103335","hurdle",5.46291677389101e-146,-2.8251,-1.880173,0.944927,0.552
"437","ENSG00000186654","hurdle",8.3775583710883e-66,-1.91461,-1.222719,0.691891,0.55
"302","ENSG00000154134","hurdle",1.42967243698464e-84,-2.213099,-1.622911,0.590188,0.55
"158","ENSG00000123096","hurdle",1.05806188913589e-76,-2.129991,-1.369569,0.760422,0.55
"103","ENSG00000106211","hurdle",1.43216992922477e-122,-1.1552942,0.1242583,1.2795525,0.55
"429","ENSG00000183864","hurdle",2.91777631231858e-73,-0.8839324,-0.2787541,0.6051783,0.549
"322","ENSG00000160678","hurdle",1.09780657565337e-113,-2.707643,-1.876174,0.831469,0.549
"205","ENSG00000134533","hurdle",9.80957656873516e-46,-0.1147089,0.5406341,0.655343,0.549
"21","ENSG00000054179","hurdle",1.77474535840453e-256,-3.197653,-2.141367,1.056286,0.549
"1","ENSG00000002586","hurdle",7.26604477458101e-116,-2.680419,-1.762326,0.918093,0.549
"518","ENSG00000272865","hurdle",8.42823423816432e-113,-2.351345,-1.138091,1.213254,0.548
"346","ENSG00000164776","hurdle",3.29131092794326e-96,-2.444363,-1.660242,0.784121,0.548
"213","ENSG00000135069","hurdle",2.80010037001797e-54,-1.3787404,-0.8021703,0.5765701,0.548
"114","ENSG00000109099","hurdle",3.26277327024083e-51,-1.662011,-1.07257,0.589441,0.548
"486","ENSG00000235823","hurdle",1.56435644200669e-44,-1.1998878,-0.6636269,0.5362609,0.547
"460","ENSG00000204580","hurdle",8.23629785957061e-69,-2.171504,-1.483572,0.687932,0.547
"262","ENSG00000145721","hurdle",2.33264209679717e-149,-2.906671,-1.851104,1.055567,0.547
"250","ENSG00000143416","hurdle",1.07420225285893e-208,-3.150745,-2.185216,0.965529,0.547
"242","ENSG00000140455","hurdle",1.13295005143461e-42,-1.0828556,-0.5356523,0.5472033,0.547
"146","ENSG00000117592","hurdle",5.07161335437837e-82,-1.3676289,-0.6693818,0.6982471,0.547
"411","ENSG00000178538","hurdle",2.54973419404376e-50,-1.3554761,-0.8530019,0.5024742,0.546
"15","ENSG00000026508","hurdle",4.8636678842894e-209,-2.997297,-1.22526,1.772037,0.546
"71","ENSG00000099860","hurdle",2.32440053719434e-157,-2.527214,-1.363026,1.164188,0.545
"468","ENSG00000213398","hurdle",9.5382257334331e-210,-3.1806,-2.244116,0.936484,0.544
"359","ENSG00000165806","hurdle",5.36802469579008e-119,-2.885384,-2.023173,0.862211,0.544
"219","ENSG00000135547","hurdle",7.35656214369387e-133,-2.903993,-1.9153,0.988693,0.544
"161","ENSG00000123836","hurdle",7.49505852882707e-145,-1.3300902,-0.1793328,1.1507574,0.544
"143","ENSG00000117318","hurdle",9.08657961842086e-132,-2.795781,-1.636375,1.159406,0.544
"140","ENSG00000116962","hurdle",4.61420740747981e-99,-2.580329,-1.783389,0.79694,0.544
"315","ENSG00000156535","hurdle",3.28959436941745e-66,-2.274833,-1.559553,0.71528,0.543
"284","ENSG00000150457","hurdle",7.75112387803952e-81,-2.430066,-1.778405,0.651661,0.543
"96","ENSG00000103852","hurdle",5.10983339593962e-58,-2.209407,-1.56598,0.643427,0.543
"499","ENSG00000248508","hurdle",9.98167191358479e-69,-2.399424,-1.70801,0.691414,0.542
"358","ENSG00000165801","hurdle",6.60248505277432e-78,-2.579506,-1.855034,0.724472,0.542
"441","ENSG00000187193","hurdle",6.23023669994226e-96,-2.772861,-1.955516,0.817345,0.541
"350","ENSG00000164976","hurdle",2.64898216284461e-101,-2.830566,-2.043955,0.786611,0.541
"339","ENSG00000163659","hurdle",3.40025968317371e-93,-1.9366513,-0.9582606,0.9783907,0.541
"110","ENSG00000107736","hurdle",2.17341777688317e-79,-2.56154,-1.758641,0.802899,0.541
"5","ENSG00000006611","hurdle",3.00359250889919e-171,-2.992912,-1.695038,1.297874,0.541
"244","ENSG00000141232","hurdle",8.30375415893452e-121,-1.4308668,-0.6234141,0.8074527,0.54
"152","ENSG00000120896","hurdle",4.29353949198806e-55,-2.362755,-1.778405,0.58435,0.54
"115","ENSG00000109113","hurdle",1.87588712731016e-185,-3.187848,-2.330839,0.857009,0.54
"473","ENSG00000223774","hurdle",3.29324005326672e-129,-3.062877,-2.268367,0.79451,0.539
"463","ENSG00000205364","hurdle",7.32009098079691e-111,-2.921385,-2.046948,0.874437,0.539
"291","ENSG00000152137","hurdle",8.49281780039143e-50,-1.3201007,-0.5430294,0.7770713,0.539
"199","ENSG00000133800","hurdle",7.97754619648911e-95,-2.85145,-2.100365,0.751085,0.539
"389","ENSG00000171729","hurdle",4.1541621205945e-70,-2.495856,-1.855034,0.640822,0.538
"385","ENSG00000170989","hurdle",4.69460296747563e-143,-3.102713,-2.244116,0.858597,0.538
"39","ENSG00000075234","hurdle",9.55448402362125e-92,-2.878493,-2.149387,0.729106,0.538
"298","ENSG00000153234","hurdle",1.21716518244816e-62,-1.5505275,-0.6340659,0.9164616,0.537
"247","ENSG00000141510","hurdle",1.00708830230483e-79,-2.678129,-1.931805,0.746324,0.537
"49","ENSG00000079931","hurdle",8.36605190911823e-44,-1.4572761,-0.8995896,0.5576865,0.537
"442","ENSG00000187773","hurdle",1.85379286702795e-66,-2.670581,-2.043955,0.626626,0.536
"431","ENSG00000184371","hurdle",3.2528358210646e-99,-2.963446,-2.16882,0.794626,0.536
"376","ENSG00000168874","hurdle",3.1392377667281e-106,-3.001695,-2.175356,0.826339,0.535
"312","ENSG00000155363","hurdle",6.19821318228006e-42,-2.278831,-1.742779,0.536052,0.535
"162","ENSG00000124067","hurdle",7.94266096456116e-113,-3.083706,-2.354749,0.728957,0.535
"446","ENSG00000189221","hurdle",1.49866021719694e-35,-1.999362,-1.460438,0.538924,0.534
"303","ENSG00000154188","hurdle",5.55643290730598e-44,-1.757607,-1.24747,0.510137,0.534
"182","ENSG00000129219","hurdle",2.34202343480878e-68,-2.817327,-2.183568,0.633759,0.534
"156","ENSG00000122863","hurdle",1.01309561206062e-53,-2.544275,-1.89493,0.649345,0.534
"70","ENSG00000099840","hurdle",2.553549585145e-74,-2.844719,-2.181922,0.662797,0.534
"324","ENSG00000162337","hurdle",1.89597808395287e-61,-2.755674,-2.142967,0.612707,0.533
"215","ENSG00000135318","hurdle",4.29907016365132e-49,-2.453069,-1.823892,0.629177,0.533
"55","ENSG00000084093","hurdle",2.76732734792915e-52,-2.595206,-1.983919,0.611287,0.533
"27","ENSG00000066336","hurdle",1.18535712359153e-56,-2.528641,-1.849796,0.678845,0.533
"87","ENSG00000102032","hurdle",4.0219439633281e-77,-2.952123,-2.316319,0.635804,0.532
"454","ENSG00000198417","hurdle",1.61517033345174e-94,-3.065637,-2.36592,0.699717,0.531
"369","ENSG00000167723","hurdle",7.71278374615956e-42,-2.443166,-1.896279,0.546887,0.531
"25","ENSG00000060138","hurdle",1.63137303884251e-53,-2.55684,-1.77592,0.78092,0.531
"18","ENSG00000043355","hurdle",7.02829720220828e-75,-2.907702,-2.280647,0.627055,0.531
"450","ENSG00000197324","hurdle",2.89529168846269e-75,-2.953188,-2.29659,0.656598,0.53
"175","ENSG00000125968","hurdle",7.88724179422397e-61,-2.689082,-2.10192,0.587162,0.53
"64","ENSG00000091986","hurdle",1.64741627875867e-98,-3.021876,-2.364052,0.657824,0.53
"496","ENSG00000247134","hurdle",2.28716744216574e-52,-2.600532,-2.039476,0.561056,0.529
"413","ENSG00000179094","hurdle",1.75595228335245e-48,-0.9736366,-0.4007743,0.5728623,0.529
"505","ENSG00000254860","hurdle",1.29692091128934e-40,-2.513175,-1.978193,0.534982,0.528
"474","ENSG00000224795","hurdle",1.35240321733092e-39,-2.326169,-1.704461,0.621708,0.528
"509","ENSG00000258844","hurdle",3.91568777085075e-43,-2.50145,-1.761096,0.740354,0.527
"455","ENSG00000198435","hurdle",2.78887105169647e-45,-2.72009,-2.133391,0.586699,0.527
"282","ENSG00000149499","hurdle",5.02570604407831e-66,-3.010753,-2.43875,0.572003,0.527
"444","ENSG00000188643","hurdle",4.85211868159592e-78,-3.121974,-2.546891,0.575083,0.526
"336","ENSG00000163431","hurdle",1.50264307558578e-56,-2.978754,-2.394231,0.584523,0.525
"299","ENSG00000153822","hurdle",3.05317995452536e-47,-2.823737,-2.256191,0.567546,0.525
"391","ENSG00000172037","hurdle",1.25118443434469e-60,-3.038047,-2.536336,0.501711,0.524
"281","ENSG00000149257","hurdle",1.08159451831806e-48,-2.630527,-1.72469,0.905837,0.523
"407","ENSG00000177409","hurdle",7.78059686453698e-54,-3.003237,-2.503068,0.500169,0.522
"209","ENSG00000134817","hurdle",1.10824866894502e-99,-3.213635,-2.472562,0.741073,0.522
"174","ENSG00000125740","hurdle",1.64940298466921e-31,-2.408738,-1.821327,0.587411,0.52
"127","ENSG00000113657","hurdle",1.07148597469471e-13,-0.7162632,-0.1789223,0.5373409,0.52
"319","ENSG00000159399","hurdle",2.23630017386198e-52,-3.083007,-2.398048,0.684959,0.519
"139","ENSG00000116761","hurdle",3.26023963482432e-83,-1.7113115,-0.6985058,1.0128057,0.518
"216","ENSG00000135363","hurdle",5.04608155576265e-29,-2.437644,-1.861607,0.576037,0.516
"490","ENSG00000240583","hurdle",2.60741773051516e-83,-2.684655,-2.062009,0.622646,0.514
"500","ENSG00000249306","hurdle",3.87440729474388e-105,-2.0525513,-0.8334873,1.219064,0.513
"149","ENSG00000119508","hurdle",7.73970508815883e-102,-1.2764179,-0.1392486,1.1371693,0.512
"135","ENSG00000115461","hurdle",7.66157143121708e-40,-1.752502,-1.037168,0.715334,0.507
"320","ENSG00000160111","hurdle",1.35318505888137e-90,-2.98745,-2.261396,0.726054,0.506
"36","ENSG00000072274","hurdle",2.19110020917402e-258,-0.2145151,1.2651931,1.4797082,0.506
"12","ENSG00000012660","hurdle",8.77610153456563e-190,0.4960251,1.6400834,1.1440583,0.492
"160","ENSG00000123358","hurdle",3.37269637907736e-114,-0.63156612,-0.09675428,0.53481184,0.486
"142","ENSG00000117143","hurdle",4.45388814584381e-187,-1.01488068,-0.09791793,0.91696275,0.475
"29","ENSG00000067064","hurdle",5.42418339784303e-142,0.1213403,0.7692836,0.6479433,0.474
