sample_id,cell_type,prop,cell_size_opt
2107UNHS-0291_Br2720_Mid_Bulk,Inhib,0.37332878719560597,nuc_area
2107UNHS-0291_Br2720_Mid_Bulk,Oligo,0.3770179868763363,nuc_area
2107UNHS-0291_Br2720_Mid_Bulk,OPC,0.004451333613080481,nuc_area
2107UNHS-0291_Br2720_Mid_Bulk,Excit,0.1839517000945017,nuc_area
2107UNHS-0291_Br2720_Mid_Bulk,Astro,0,nuc_area
2107UNHS-0291_Br2720_Mid_Bulk,EndoMural,0.057275797874154336,nuc_area
2107UNHS-0291_Br2720_Mid_Bulk,Micro,0.0039743943463212816,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,Inhib,0.22424555993431292,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,Oligo,0.2718641157740363,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,OPC,0.023020802842136267,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,Excit,0.4511439768984749,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,Astro,0,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,EndoMural,0.02469660288191143,nuc_area
2107UNHS-0291_Br2720_Mid_Cyto,Micro,0.005028941669128086,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,Inhib,0.3731992160701557,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,Oligo,0.14626589976180618,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,OPC,0.03886160910155175,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,Excit,0.36900704552854824,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,Astro,2.1880203165778488e-4,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,EndoMural,0.06691113131915791,nuc_area
2107UNHS-0291_Br2720_Mid_Nuc,Micro,0.005536296187122361,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,Inhib,0.33261499532752226,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,Oligo,0.2191627741540607,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,OPC,0.021218279963993645,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,Excit,0.33536090103959354,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,Astro,0.01830152829514756,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,EndoMural,0.06668636006148934,nuc_area
2107UNHS-0291_Br6432_Ant_Bulk,Micro,0.006655161158192978,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,Inhib,0.36522082099712516,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,Oligo,0.17974325191406426,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,OPC,0.03173911338414424,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,Excit,0.3738321657824188,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,Astro,0.006375963351806227,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,EndoMural,0.027031139043907547,nuc_area
2107UNHS-0291_Br6432_Ant_Cyto,Micro,0.01605754552653373,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,Inhib,0.3408904530080269,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,Oligo,0.12187865065069843,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,OPC,0.043246762410780334,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,Excit,0.41933791621556893,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,Astro,0.009293762007253957,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,EndoMural,0.06140278435988153,nuc_area
2107UNHS-0291_Br6432_Ant_Nuc,Micro,0.003949671347789878,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,Inhib,0.3619714764961885,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,Oligo,0.11024510532719393,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,OPC,0.04557259108045731,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,Excit,0.32007580890377,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,Astro,0.05527354608363569,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,EndoMural,0.08729787850241595,nuc_area
2107UNHS-0291_Br6432_Mid_Bulk,Micro,0.019563593606338595,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,Inhib,0.41799562548567504,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,Oligo,0.05920773002654318,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,OPC,0.04592717191886323,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,Excit,0.36825061391851716,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,Astro,0.024843740251633783,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,EndoMural,0.05725491785714019,nuc_area
2107UNHS-0291_Br6432_Mid_Cyto,Micro,0.026520200541627365,nuc_area
2107UNHS-0291_Br6432_Mid_Nuc,Inhib,0.33546771097704775,nuc_area
2107UNHS-0291_Br6432_Mid_Nuc,Oligo,0.0652837071612916,nuc_area
