"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"84","ENSG00000100097","hurdle",7.2486574651633e-74,-1.0441982,-0.3052205,0.7389777,0.593
"46","ENSG00000072274","hurdle",3.23285623798936e-123,-0.1101281,1.0553418,1.1654699,0.593
"453","ENSG00000197747","hurdle",5.88028149913193e-288,-3.040367,-1.24715,1.793217,0.592
"330","ENSG00000161791","hurdle",8.78943870934799e-70,-0.640356,0.2156116,0.8559676,0.592
"321","ENSG00000157601","hurdle",1.95974452584432e-147,-1.8156966,-0.4835686,1.332128,0.592
"319","ENSG00000157483","hurdle",2.05238801901497e-82,-0.6040756,0.5328435,1.1369191,0.592
"137","ENSG00000112343","hurdle",2.36193654420019e-302,-3.103832,-1.499839,1.603993,0.592
"109","ENSG00000105483","hurdle",1.48082199419755e-178,-2.2388017,-0.8791922,1.3596095,0.592
"40","ENSG00000069702","hurdle",2.15886723553281e-107,-1.6329194,-0.3920792,1.2408402,0.592
"455","ENSG00000198467","hurdle",7.59522667152325e-253,-2.701011,-0.890307,1.810704,0.591
"194","ENSG00000128016","hurdle",0,-3.1455512,-0.9165795,2.2289717,0.591
"372","ENSG00000168575","hurdle",7.6148005212542e-93,1.304766,2.199233,0.894467,0.59
"316","ENSG00000155366","hurdle",2.3434818362658e-265,-2.985247,-1.43873,1.546517,0.59
"228","ENSG00000135547","hurdle",1.36962091013746e-229,-2.908818,-1.367969,1.540849,0.59
"135","ENSG00000111859","hurdle",5.29888265384405e-69,-0.600606,0.1906288,0.7912348,0.59
"79","ENSG00000096060","hurdle",1.93061752966618e-79,-0.8594799,-0.1317829,0.727697,0.59
"297","ENSG00000151414","hurdle",5.03307859362586e-60,-0.5530053,0.1514211,0.7044264,0.589
"315","ENSG00000155324","hurdle",1.14395141821236e-64,-0.44936873,0.06901914,0.51838787,0.588
"466","ENSG00000205730","hurdle",2.26255075363408e-204,-2.78131,-1.279258,1.502052,0.587
"57","ENSG00000077942","hurdle",7.88338260889974e-237,-2.894718,-1.065402,1.829316,0.587
"387","ENSG00000172159","hurdle",4.4038047560814e-55,0.5943391,1.3809534,0.7866143,0.586
"331","ENSG00000162551","hurdle",1.56191952464024e-195,-2.6265873,-0.7386387,1.8879486,0.586
"284","ENSG00000148429","hurdle",1.62030787545379e-70,-0.2925984,0.612434,0.9050324,0.586
"158","ENSG00000116815","hurdle",3.49277738902504e-146,-2.501234,-1.156394,1.34484,0.586
"139","ENSG00000112576","hurdle",3.63432321965828e-56,-0.3116343,0.4038075,0.7154418,0.586
"99","ENSG00000102935","hurdle",1.75176634514568e-68,-0.8756743,-0.08847064,0.78720366,0.586
"235","ENSG00000136205","hurdle",2.35897415570233e-91,-1.3235234,-0.6394527,0.6840707,0.585
"222","ENSG00000134871","hurdle",3.61409628754035e-64,-0.5188313,0.1538279,0.6726592,0.584
"54","ENSG00000076555","hurdle",2.05270231335679e-75,-1.284031,-0.5862673,0.6977637,0.584
"424","ENSG00000184005","hurdle",9.94225729419153e-144,1.66417,2.761802,1.097632,0.583
"257","ENSG00000140545","hurdle",2.94559835046345e-91,-1.7351951,-0.9292604,0.8059347,0.583
"219","ENSG00000133639","hurdle",9.16438788676905e-70,-1.3925201,-0.5683045,0.8242156,0.583
"199","ENSG00000129538","hurdle",1.55950956603528e-129,-2.260666,-0.947203,1.313463,0.583
"154","ENSG00000115468","hurdle",1.05183004254004e-73,-1.374494,-0.641538,0.732956,0.583
"71","ENSG00000086062","hurdle",8.00130310403019e-135,-2.2030004,-0.8048656,1.3981348,0.583
"260","ENSG00000140853","hurdle",4.95991201212478e-242,-3.016947,-1.404685,1.612262,0.582
"117","ENSG00000107263","hurdle",5.01168658845217e-46,0.7522178,1.4132054,0.6609876,0.582
"415","ENSG00000182185","hurdle",3.82936203938377e-53,0.1278321,0.8756361,0.747804,0.581
"220","ENSG00000133789","hurdle",6.7871667855192e-60,-0.9681467,-0.2863368,0.6818099,0.581
"110","ENSG00000105835","hurdle",3.49278704925011e-87,-0.6385346,0.3449917,0.9835263,0.581
"76","ENSG00000091592","hurdle",5.18944604616167e-140,-2.448788,-1.119596,1.329192,0.581
"488","ENSG00000266714","hurdle",5.44743328764974e-94,-2.068849,-1.041801,1.027048,0.58
"363","ENSG00000166979","hurdle",3.98887098016391e-48,0.005463856,0.659772156,0.6543083,0.58
"103","ENSG00000103710","hurdle",3.91155928785074e-253,-3.076226,-1.634564,1.441662,0.58
"27","ENSG00000051108","hurdle",7.00233224082952e-84,-0.7924051,0.170564,0.9629691,0.579
"405","ENSG00000177954","hurdle",3.12600501145645e-60,-0.2499452,0.469043,0.7189882,0.578
"270","ENSG00000143842","hurdle",3.28641201339143e-112,-2.342267,-1.134203,1.208064,0.578
"105","ENSG00000104267","hurdle",9.7924846692293e-72,-1.4998056,-0.5515426,0.948263,0.578
"31","ENSG00000057704","hurdle",2.52728708975211e-80,-1.251083,-0.130318,1.120765,0.578
"436","ENSG00000187479","hurdle",1.14005477987096e-151,-2.6023397,-0.9178426,1.6844971,0.577
"420","ENSG00000183255","hurdle",2.76689614163334e-92,-1.1940352,-0.2765817,0.9174535,0.577
"214","ENSG00000132475","hurdle",3.80062645400106e-45,0.2402004,0.8149597,0.5747593,0.577
"55","ENSG00000076706","hurdle",1.97644375740771e-138,-2.1499082,-0.7645385,1.3853697,0.576
"384","ENSG00000171608","hurdle",1.86629897218979e-79,-1.8314043,-0.8189557,1.0124486,0.575
"231","ENSG00000135899","hurdle",9.9392431856077e-117,-2.486118,-1.267939,1.218179,0.575
"470","ENSG00000213626","hurdle",2.83461488929642e-68,-1.3294548,-0.7805343,0.5489205,0.574
"340","ENSG00000163430","hurdle",2.56965479365331e-64,-1.6121361,-0.7920695,0.8200666,0.574
"444","ENSG00000196159","hurdle",9.07194443830314e-77,-1.7214592,-0.7851373,0.9363219,0.573
"256","ENSG00000140455","hurdle",1.6091079755242e-49,-1.070578,-0.3728976,0.6976804,0.573
"281","ENSG00000147403","hurdle",6.35783456867244e-42,0.2325307,0.7992872,0.5667565,0.572
"136","ENSG00000112033","hurdle",3.00486298445878e-73,-0.3667977,0.5170391,0.8838368,0.571
"354","ENSG00000165029","hurdle",8.57207904802149e-51,-1.236671,-0.5330362,0.7036348,0.57
"129","ENSG00000111058","hurdle",2.34897477337394e-49,-1.2230835,-0.5466494,0.6764341,0.57
"67","ENSG00000084207","hurdle",1.18618073727772e-68,-1.57279,-0.7577371,0.8150529,0.57
"28","ENSG00000051523","hurdle",6.39846935806571e-186,-3.050899,-1.731181,1.319718,0.57
"234","ENSG00000136111","hurdle",7.80500311408579e-39,0.8955683,1.6006394,0.7050711,0.569
"469","ENSG00000213064","hurdle",2.51062617987089e-94,-2.477212,-1.418922,1.05829,0.568
"460","ENSG00000203867","hurdle",1.40191159226089e-57,-0.7917149,-0.1354516,0.6562633,0.568
"425","ENSG00000184060","hurdle",3.83914348236712e-86,-2.340112,-1.317087,1.023025,0.568
"175","ENSG00000123094","hurdle",5.36418602012488e-41,-0.397027,0.3076515,0.7046785,0.568
"381","ENSG00000171223","hurdle",8.36640767207653e-115,-1.6237182,-0.3160043,1.3077139,0.567
"273","ENSG00000145390","hurdle",4.73947031179964e-35,-0.2126374,0.4253841,0.6380215,0.565
"213","ENSG00000132274","hurdle",2.81595954258936e-99,-2.316226,-1.516964,0.799262,0.565
"187","ENSG00000126709","hurdle",9.36090134209307e-88,-2.019315,-1.021292,0.998023,0.565
"157","ENSG00000116678","hurdle",2.22533348681826e-43,-0.86184436,-0.08775967,0.77408469,0.565
"150","ENSG00000114353","hurdle",1.53908899317548e-48,-0.6696038,-0.01566883,0.65393497,0.565
"134","ENSG00000111846","hurdle",1.12992649790965e-94,-2.487309,-1.3288,1.158509,0.565
"484","ENSG00000250722","hurdle",1.92044243780586e-55,-1.7090688,-0.9758572,0.7332116,0.564
"253","ENSG00000138835","hurdle",7.89723261659659e-100,-2.302527,-1.228223,1.074304,0.564
"21","ENSG00000043462","hurdle",2.98580828165321e-100,-2.652753,-1.585565,1.067188,0.563
"289","ENSG00000149257","hurdle",8.42643864126032e-144,-2.58183,-1.825223,0.756607,0.562
"178","ENSG00000123358","hurdle",3.84481799362624e-56,-0.6401075,0.351297,0.9914045,0.562
"131","ENSG00000111145","hurdle",7.55562961360795e-56,-1.869252,-1.018579,0.850673,0.562
"96","ENSG00000102699","hurdle",9.58628496100577e-63,-2.172132,-1.302166,0.869966,0.562
"95","ENSG00000102362","hurdle",1.99066567940446e-110,-2.6936,-1.649175,1.044425,0.562
"66","ENSG00000084093","hurdle",1.24834111791276e-93,-2.599116,-1.565629,1.033487,0.562
"52","ENSG00000075426","hurdle",1.45714347047616e-48,-1.449949,-0.591297,0.858652,0.562
"165","ENSG00000118523","hurdle",1.59943521095485e-119,-2.687424,-1.424297,1.263127,0.561
"163","ENSG00000117461","hurdle",1.57734772288357e-90,-0.1382797,1.2845822,1.4228619,0.561
"82","ENSG00000099954","hurdle",1.95726822323274e-35,-0.9912043,-0.4366461,0.5545582,0.561
"380","ENSG00000170345","hurdle",9.10129281834887e-49,-1.2516527,-0.3720317,0.879621,0.56
"322","ENSG00000157978","hurdle",8.17235262216828e-81,-2.565378,-1.599685,0.965693,0.56
"464","ENSG00000205364","hurdle",1.58550812664004e-123,-2.911815,-1.676708,1.235107,0.559
"361","ENSG00000166532","hurdle",6.97039092542528e-106,-0.2613665,1.4197202,1.6810867,0.559
"344","ENSG00000163638","hurdle",3.03828309975859e-59,-1.7924051,-0.8118935,0.9805116,0.559
"233","ENSG00000136098","hurdle",1.29729196884596e-51,-1.905529,-1.082297,0.823232,0.559
"78","ENSG00000092820","hurdle",1.79262840799205e-72,-2.008368,-1.418922,0.589446,0.559
"435","ENSG00000187193","hurdle",2.94966213662499e-109,-2.765684,-1.583559,1.182125,0.558
"237","ENSG00000137154","hurdle",6.44887961509178e-35,-0.7007088,-0.1539366,0.5467722,0.558
"167","ENSG00000119121","hurdle",9.67182084594732e-85,-2.2817032,-0.9957257,1.2859775,0.558
"473","ENSG00000221869","hurdle",2.20664019755385e-43,-1.75515,-1.00241,0.75274,0.557
"255","ENSG00000139679","hurdle",1.02851380009807e-40,-1.6249471,-0.9203721,0.704575,0.557
"127","ENSG00000110723","hurdle",2.93258109968866e-53,-1.6183234,-0.9394859,0.6788375,0.557
"5","ENSG00000006831","hurdle",3.26488543453643e-91,0.2307654,1.1418445,0.9110791,0.557
"367","ENSG00000167641","hurdle",3.47559914402739e-44,-1.667196,-1.143039,0.524157,0.556
"276","ENSG00000146477","hurdle",8.48081653059866e-112,-2.576431,-1.565629,1.010802,0.556
"91","ENSG00000101096","hurdle",7.74995516220662e-70,-2.330858,-1.350808,0.98005,0.556
"365","ENSG00000167460","hurdle",1.5043967103503e-26,-0.3301562,0.2005575,0.5307137,0.555
"108","ENSG00000104870","hurdle",2.12023301351516e-115,-2.998566,-1.985492,1.013074,0.555
"450","ENSG00000197324","hurdle",9.74651120884297e-103,-2.947654,-1.977568,0.970086,0.554
"304","ENSG00000152518","hurdle",7.07533087624566e-55,-2.117143,-1.47918,0.637963,0.554
"230","ENSG00000135842","hurdle",6.03835239349085e-113,-2.89018,-1.607816,1.282364,0.553
"227","ENSG00000135424","hurdle",5.98994223229871e-39,-1.840607,-1.24715,0.593457,0.553
"442","ENSG00000189171","hurdle",1.74289004171095e-60,-2.514991,-1.691754,0.823237,0.552
"148","ENSG00000114019","hurdle",5.30052718623804e-42,-1.804329,-1.145996,0.658333,0.552
"85","ENSG00000100106","hurdle",6.70599546613245e-41,-2.090755,-1.413567,0.677188,0.552
"454","ENSG00000198417","hurdle",1.69285866455925e-123,-3.063952,-1.980205,1.083747,0.551
"427","ENSG00000184232","hurdle",2.07244062998797e-54,-2.275643,-1.622157,0.653486,0.551
"311","ENSG00000153234","hurdle",6.06363649661526e-34,-1.4951537,-0.8260527,0.669101,0.549
"121","ENSG00000107731","hurdle",5.73056180576955e-28,-1.308175,-0.700097,0.608078,0.549
"44","ENSG00000071967","hurdle",2.9188085122864e-53,-2.414099,-1.66818,0.745919,0.549
"336","ENSG00000162889","hurdle",2.13319091181176e-29,-1.792497,-1.253515,0.538982,0.548
"306","ENSG00000152689","hurdle",1.56126164793668e-43,-1.45993,-0.6054739,0.8544561,0.548
"90","ENSG00000100968","hurdle",3.69318188664263e-103,-3.050899,-2.107008,0.943891,0.548
"47","ENSG00000072786","hurdle",5.17641781527334e-31,-1.487533,-0.8272389,0.6602941,0.547
"205","ENSG00000130203","hurdle",1.70186330384415e-25,-1.2120833,-0.5683045,0.6437788,0.546
"114","ENSG00000106034","hurdle",5.33215111927856e-47,-1.967991,-1.318755,0.649236,0.546
"485","ENSG00000254087","hurdle",8.75386783921312e-49,-2.286751,-1.563651,0.7231,0.545
"452","ENSG00000197712","hurdle",7.84339242606477e-45,-2.470716,-1.724534,0.746182,0.545
"350","ENSG00000164403","hurdle",1.52812887260245e-51,-2.412966,-1.653377,0.759589,0.545
"327","ENSG00000160219","hurdle",6.90762415572782e-89,-2.984616,-2.061627,0.922989,0.545
"269","ENSG00000143819","hurdle",7.70644137723746e-33,-2.117605,-1.497948,0.619657,0.545
"176","ENSG00000123143","hurdle",6.15530790641702e-32,-1.737586,-1.140088,0.597498,0.544
"474","ENSG00000229847","hurdle",5.05188798322175e-38,-2.098132,-1.561675,0.536457,0.543
"17","ENSG00000026508","hurdle",1.39576212575342e-77,-2.814014,-1.964458,0.849556,0.542
"292","ENSG00000149591","hurdle",3.89526131029414e-192,-2.4226221,-0.6146618,1.8079603,0.541
"107","ENSG00000104419","hurdle",6.83564882186757e-24,-0.902347,-0.2709215,0.6314255,0.54
"122","ENSG00000107736","hurdle",9.894167089366e-47,-2.536106,-1.615994,0.920112,0.539
"81","ENSG00000099860","hurdle",3.81185370454544e-36,-2.442419,-1.706959,0.73546,0.539
"35","ENSG00000065320","hurdle",2.26210802906795e-24,-1.835287,-1.302166,0.533121,0.539
"202","ENSG00000130066","hurdle",4.14223638973089e-17,0.1347227,0.6761896,0.5414669,0.538
"32","ENSG00000059804","hurdle",5.63056411487248e-38,-0.3365511,0.4441869,0.780738,0.538
"479","ENSG00000239922","hurdle",2.12719266498521e-37,-2.473665,-1.632489,0.841176,0.537
"461","ENSG00000204381","hurdle",4.07660436126909e-52,-2.861893,-2.064422,0.797471,0.537
"261","ENSG00000141524","hurdle",4.94584309337675e-32,-2.477804,-1.868529,0.609275,0.537
"465","ENSG00000205517","hurdle",6.60715387540145e-46,-2.812519,-2.064422,0.748097,0.536
"417","ENSG00000182578","hurdle",2.12948293273453e-50,-2.510744,-1.959247,0.551497,0.536
"265","ENSG00000142871","hurdle",9.23075882714436e-32,-2.230422,-1.436918,0.793504,0.536
"77","ENSG00000092010","hurdle",2.28895765077158e-41,-2.584856,-1.925826,0.65903,0.536
"267","ENSG00000143409","hurdle",1.51110471499626e-44,-2.726463,-2.033973,0.69249,0.535
"232","ENSG00000135926","hurdle",1.74086523300894e-28,-2.489248,-1.925826,0.563422,0.535
"207","ENSG00000130958","hurdle",1.0179756689864e-33,-2.513928,-1.990799,0.523129,0.535
"451","ENSG00000197329","hurdle",4.20038101468253e-23,-0.6446287,0.4138833,1.058512,0.534
"428","ENSG00000184371","hurdle",1.09707574610481e-49,-2.928106,-2.171832,0.756274,0.534
"218","ENSG00000133392","hurdle",6.94223615685042e-100,-2.6109181,-0.8657227,1.7451954,0.534
"4","ENSG00000004468","hurdle",2.80042935910052e-39,-2.661973,-1.998797,0.663176,0.534
"221","ENSG00000134107","hurdle",1.05285833497431e-16,-0.9458613,-0.3903248,0.5555365,0.533
"143","ENSG00000112977","hurdle",1.26186395034644e-19,-1.761984,-1.258307,0.503677,0.533
"124","ENSG00000108639","hurdle",6.61622082130638e-36,-2.627901,-2.006838,0.621063,0.533
"345","ENSG00000163820","hurdle",5.43103147598517e-28,-2.6171,-2.067222,0.549878,0.532
"356","ENSG00000165801","hurdle",1.60365935715385e-24,-2.539501,-1.998797,0.540704,0.531
"102","ENSG00000103335","hurdle",1.94760655267186e-32,-2.762434,-2.156842,0.605592,0.531
"100","ENSG00000103196","hurdle",5.27861321734013e-70,-2.35812,-0.775946,1.582174,0.531
"9","ENSG00000010610","hurdle",9.83640191707237e-43,-2.940088,-2.29772,0.642368,0.531
"262","ENSG00000141756","hurdle",1.18444485904161e-35,-2.884085,-2.291157,0.592928,0.53
"409","ENSG00000179403","hurdle",1.01402886074628e-26,-2.61368,-2.053275,0.560405,0.529
"15","ENSG00000019582","hurdle",1.08178132956318e-25,-2.60638,-2.031236,0.575144,0.528
"313","ENSG00000154734","hurdle",1.45007991530822e-100,-2.3745628,-0.8804229,1.4941399,0.526
"441","ENSG00000189067","hurdle",4.17600063685132e-33,-2.281445,-1.557732,0.723713,0.525
"183","ENSG00000125144","hurdle",9.36038643850863e-24,-2.81551,-2.284625,0.530885,0.524
"49","ENSG00000073350","hurdle",4.03738906331224e-21,-2.690852,-2.168822,0.52203,0.524
"290","ENSG00000149499","hurdle",8.41395302753943e-30,-2.985458,-2.472297,0.513161,0.523
"115","ENSG00000106624","hurdle",3.24195946227398e-28,-2.948269,-2.34451,0.603759,0.523
"397","ENSG00000174600","hurdle",1.60010053452444e-31,-3.046063,-2.49474,0.551323,0.521
"334","ENSG00000162772","hurdle",9.20131137507408e-15,-2.437516,-1.728962,0.708554,0.52
"25","ENSG00000049540","hurdle",1.05515358841175e-21,-2.255581,-1.501731,0.75385,0.519
"481","ENSG00000244734","hurdle",1.5231231067931e-33,-2.963735,-2.246039,0.717696,0.517
"63","ENSG00000081237","hurdle",8.21483454111876e-40,-2.580399,-1.473597,1.106802,0.511
"411","ENSG00000180573","hurdle",0.000740713883172059,-2.071304,-1.544014,0.52729,0.509
"440","ENSG00000189058","hurdle",1.47536137450894e-24,-1.636468,-1.083714,0.552754,0.501
"104","ENSG00000103888","hurdle",3.94032334138954e-11,0.4494878,0.9595415,0.5100537,0.475
